time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/learning_rate,train/approx_kl,train/value_loss,train/clip_range,train/explained_variance,rollout/ep_len_mean,train/clip_fraction,rollout/ep_rew_mean,train/policy_gradient_loss,train/loss,train/n_updates,train/entropy_loss
161,30,142,23040,0.00025,0.04336609,30.805567238065933,0.2,0.8110461235046387,1001.7,0.4292534722222222,8111.544444444445,0.011960423331604235,8.356940269470215,87,-7.631236506832971
161,31,147,23808,0.00025,0.050624263,82.0756665468216,0.2,0.721153974533081,996.8913043478261,0.4752604166666667,8143.239130434783,0.03250734831413461,60.175418853759766,90,-7.61323787106408
161,32,152,24576,0.00025,0.17728867,25.86079078912735,0.2,0.7402669191360474,994.1134020618557,0.6236979166666666,8323.041237113403,0.060546271127855614,13.281710624694824,93,-7.668641375170814
161,33,156,25344,0.00025,0.082044534,55.413387497266136,0.2,0.5134139657020569,994.3673469387755,0.4839409722222222,8338.65306122449,0.03657317905324615,50.026485443115234,96,-7.798344453175862
158,34,164,26112,0.00025,0.024093673,37.177855398919846,0.2,0.42419934272766113,994.86,0.3372395833333333,8661.64,0.0005286469693399138,20.20375633239746,99,-7.799620423052046
159,35,168,26880,0.00025,0.025467956,32.719761676258514,0.2,0.7446938753128052,994.86,0.3967013888888889,8909.38,0.021943698262071445,19.94279670715332,102,-7.832976354493035
159,36,173,27648,0.00025,0.047248226,24.43943824370702,0.2,0.6570546627044678,994.86,0.3953993055555556,9372.98,0.019782249867502186,10.228889465332031,105,-7.692646629280514
159,37,178,28416,0.00025,0.029959807,30.83553345998128,0.2,0.6917821764945984,994.86,0.4405381944444444,9576.0,0.02510683763668769,14.433086395263672,108,-7.872956964704725
159,38,183,29184,0.00025,0.030367294,21.80468655957116,0.2,0.8438959121704102,994.86,0.3763020833333333,9823.7,0.005600419762130413,15.532673835754395,111,-7.731588304042816
159,39,188,29952,0.00025,0.023812661,24.43522686428494,0.2,0.7143994569778442,994.86,0.3381076388888889,9956.78,0.01942429806351558,4.551850318908691,114,-7.75683989127477
158,40,193,30720,0.00025,0.033159528,26.044301827748615,0.2,0.6328568458557129,994.86,0.4574652777777778,10129.12,0.013091481640003622,25.57021713256836,117,-7.638800475332472
156,41,201,31488,0.00025,0.020228365,24.15743152300517,0.2,0.7173416614532471,994.86,0.375,10130.8,0.02831784534888963,37.016517639160156,120,-7.7905639211336775
156,42,205,32256,0.00025,0.052712265,15.643186251322428,0.2,0.8976204991340637,994.86,0.4144965277777778,10187.7,0.016469200361623533,10.08840560913086,123,-7.793603599071503
157,43,209,33024,0.00025,0.029285932,23.552650458282894,0.2,0.727286696434021,994.86,0.3993055555555556,10252.7,0.017278866143897176,13.119221687316895,126,-7.695313930511475
157,44,214,33792,0.00025,0.041082505,12.785816073417664,0.2,0.8664383292198181,994.86,0.3168402777777778,10280.52,0.005130087562267565,10.699321746826172,129,-7.7189831137657166
158,45,218,34560,0.00025,0.029978579,18.108293361134,0.2,0.8515601754188538,994.86,0.3515625,10292.46,0.009380209440779354,15.38752269744873,132,-7.783775740199619
157,46,223,35328,0.00025,0.05302499,23.124187535709805,0.2,0.7513847351074219,994.86,0.4001736111111111,10275.04,0.012764153601084318,11.075716972351074,135,-7.762959414058262
158,47,227,36096,0.00025,0.04626174,19.13732605510288,0.2,0.8122514486312866,994.86,0.4162326388888889,10217.84,0.0059981811177244205,10.423681259155273,138,-7.7301799058914185
156,48,235,36864,0.00025,0.03351998,13.493764883942074,0.2,0.8647487759590149,994.86,0.3780381944444444,10095.92,0.00561395604422109,6.614172458648682,141,-7.680337919129266
157,49,239,37632,0.00025,0.03112363,13.232701169119942,0.2,0.8124953508377075,994.86,0.3667534722222222,9967.22,0.020313697388499148,6.5036540031433105,144,-7.78866751326455
157,50,244,38400,0.00025,0.029168084,16.947386741638184,0.2,0.8013717532157898,994.86,0.3250868055555556,9829.16,0.016144958227717627,15.538378715515137,147,-7.710172653198242
157,51,248,39168,0.00025,0.025938787,13.987952371438345,0.2,0.8576760292053223,994.86,0.35546875,9802.42,0.014559191405876644,8.485918998718262,150,-7.6690214077631635
157,52,253,39936,0.00025,0.03157004,17.491611533694797,0.2,0.7494871020317078,999.09,0.27734375,9903.27,0.01748189324926999,6.643286228179932,153,-7.773967266082764
157,53,258,40704,0.00025,0.0388833,16.423922697703045,0.2,0.7533637285232544,999.09,0.3815104166666667,9906.23,0.022554276019541755,13.032408714294434,156,-7.73194283246994
157,54,262,41472,0.00025,0.045309663,13.33735199769338,0.2,0.8522847294807434,1002.2,0.3923611111111111,9856.02,0.009627010725024674,5.429229736328125,159,-7.729553129937914
156,55,270,42240,0.00025,0.030352915,13.700848751597935,0.2,0.8299703001976013,1000.47,0.4157986111111111,9823.91,0.024913519349259634,17.139509201049805,162,-7.665382530954149
156,56,274,43008,0.00025,0.042836964,17.52488109800551,0.2,0.8024340867996216,1003.18,0.3402777777777778,9858.84,0.013093723605076471,9.040637969970703,165,-7.65480363368988
156,57,279,43776,0.00025,0.039367188,20.148085759745705,0.2,0.7600157856941223,1003.18,0.3953993055555556,10228.28,0.00858117491265552,11.90078353881836,168,-7.656025820308262
156,58,283,44544,0.00025,0.012493995,16.079570088121628,0.2,0.8431882858276367,1000.48,0.2643229166666667,10163.66,-0.000647665764619079,6.314764976501465,171,-7.613294204076131
157,59,288,45312,0.00025,0.04429543,17.0955511464013,0.2,0.8341658115386963,1000.48,0.3645833333333333,10103.78,0.008533736328697868,3.4689269065856934,174,-7.62972358862559
157,60,292,46080,0.00025,0.023623483,26.26716805828942,0.2,0.7853158712387085,998.25,0.3723958333333333,10315.71,0.021515492724979088,12.654302597045898,177,-7.619348565737407
157,61,296,46848,0.00025,0.045338918,15.428777628474766,0.2,0.8700399398803711,998.25,0.4014756944444444,10445.25,0.027779533346701,19.646503448486328,180,-7.587394131554498
156,62,304,47616,0.00025,0.05342031,19.57765856716368,0.2,0.8795672655105591,995.06,0.3515625,10170.18,0.013305183370701142,5.9026198387146,183,-7.597298555903965
156,63,309,48384,0.00025,0.059977576,24.682223002115887,0.2,0.8598724603652954,995.06,0.4058159722222222,10137.8,0.025092553114518523,12.808834075927734,186,-7.785776178042094
156,64,314,49152,0.00025,0.039282005,23.4932672712538,0.2,0.903846263885498,999.83,0.3337673611111111,10143.47,0.006895405447317494,12.731517791748047,189,-7.82678935262892
156,65,319,49920,0.00025,0.04256965,23.59965968794293,0.2,0.4587022066116333,1003.63,0.4717881944444444,10117.21,0.03150426800776687,7.673015117645264,192,-7.729773071077135
156,66,323,50688,0.00025,0.035219636,17.008921490775215,0.2,0.6744495630264282,1003.63,0.4270833333333333,10056.83,0.022646771045401692,5.981795310974121,195,-7.781938625706567
156,67,328,51456,0.00025,0.047200155,16.029428674115074,0.2,0.8948611617088318,1003.63,0.3841145833333333,10072.17,0.01180505397496745,7.6791510581970215,198,-7.840015272299449
156,68,332,52224,0.00025,0.020158464,18.851887298954857,0.2,0.8588470816612244,1003.63,0.3697916666666667,10005.61,0.008641175744641159,16.223485946655273,201,-7.805709130234188
155,69,340,52992,0.00025,0.030429522,25.778808845414055,0.2,0.6560603380203247,1003.63,0.3758680555555556,9900.73,0.00690037422787605,12.044322967529297,204,-7.756063507662879
155,70,344,53760,0.00025,0.032167614,17.546674423747593,0.2,0.8670458197593689,1003.63,0.3615451388888889,9893.71,0.0007800775864678952,10.08714771270752,207,-7.78821654452218
156,71,349,54528,0.00025,0.032656793,15.483344515164694,0.2,0.8506840467453003,1003.63,0.4361979166666667,9963.11,0.010632701942490207,7.515020370483398,210,-7.593512217203776
156,72,353,55296,0.00025,0.039511472,25.665263136227924,0.2,0.8360010385513306,1003.63,0.3893229166666667,10057.19,0.016069902521040704,20.343250274658203,213,-7.766037397914463
156,73,358,56064,0.00025,0.0411087,23.946038007736206,0.2,0.8047738671302795,1003.63,0.3914930555555556,10085.49,0.019027400529012084,9.506895065307617,216,-7.682805750105116
156,74,362,56832,0.00025,0.019718645,17.913818730248344,0.2,0.8870968222618103,1003.63,0.2738715277777778,10059.61,-0.0018721880041994154,11.892457962036133,219,-7.804253882831997
156,75,367,57600,0.00025,0.0889355,18.47769444518619,0.2,0.896162211894989,1003.63,0.4205729166666667,10075.71,0.024222217564884987,13.273212432861328,222,-7.74631212817298
155,76,376,58368,0.00025,0.030756185,21.797683735688526,0.2,0.9276067018508911,1003.63,0.3901909722222222,10052.17,0.01861729436657495,8.670245170593262,225,-7.8266777727339
155,77,380,59136,0.00025,0.024189204,20.780366248554653,0.2,0.8543286323547363,1003.63,0.3181423611111111,9841.83,0.014488083006451942,13.57932186126709,228,-7.670792672369215
155,78,385,59904,0.00025,0.03412977,21.385113815466564,0.2,0.9080427885055542,1003.63,0.3515625,9890.47,0.01621374415440692,6.437582015991211,231,-7.866350008381738
155,79,390,60672,0.00025,0.048976112,24.48822816212972,0.2,0.8670194745063782,1003.63,0.4379340277777778,9892.91,0.015196921265063187,15.04712963104248,234,-7.757586313618554
155,80,394,61440,0.00025,0.028444162,27.78411081102159,0.2,0.9052219390869141,1003.63,0.3680555555555556,9679.09,0.010634958679373894,19.762733459472656,237,-7.941443112161425
155,81,399,62208,0.00025,0.059574604,16.050936692290836,0.2,0.8584397435188293,1003.63,0.4739583333333333,9682.73,0.019527629987957578,11.813274383544922,240,-7.700560642613305
155,82,404,62976,0.00025,0.026074285,20.145261387030285,0.2,0.8043228387832642,1003.63,0.3619791666666667,9717.57,0.010997276895472573,8.967330932617188,243,-7.786981595887078
154,83,411,63744,0.00025,0.036609676,12.08656730916765,0.2,0.8175419569015503,1003.63,0.4361979166666667,9764.11,0.03277574163965053,6.871203422546387,246,-7.72494375705719
154,84,417,64512,0.00025,0.021749988,14.101665960417854,0.2,0.830949068069458,1003.63,0.30078125,9748.51,0.00812147674150765,10.978536605834961,249,-7.769377589225769
154,85,423,65280,0.00025,0.0317378,14.24122377898958,0.2,0.8279727101325989,1003.63,0.4401041666666667,9712.65,0.017873818792092305,6.310293674468994,252,-7.7231105830934315
153,86,430,66048,0.00025,0.018004961,17.173372321658665,0.2,0.8550972938537598,1003.63,0.24479166666666666,9768.01,-0.005079791454287867,12.679987907409668,255,-7.781626794073317
153,87,435,66816,0.00025,0.059545487,12.294637130366432,0.2,0.8613898158073425,1003.63,0.4691840277777778,9836.35,0.024983415936326817,8.832858085632324,258,-7.635636422369215
152,88,443,67584,0.00025,0.030705467,13.837707903650072,0.2,0.8827812075614929,1004.73,0.3255208333333333,9896.99,0.006466022699088272,6.580827713012695,261,-7.642735388543871
152,89,448,68352,0.00025,0.0966532,9.073456211222542,0.2,0.9093903303146362,1004.73,0.5034722222222222,9961.11,0.0411105194555906,1.141772985458374,264,-7.59220822652181
152,90,452,69120,0.00025,0.023786781,16.791798028681015,0.2,0.8356831073760986,1004.73,0.3910590277777778,9962.43,0.015731246443465352,9.923393249511719,267,-7.811984307236141
152,91,457,69888,0.00025,0.034153286,13.260332862536112,0.2,0.8874783515930176,1007.43,0.4006076388888889,9966.41,0.010122192920082144,3.4675655364990234,270,-7.750357435809241
152,92,462,70656,0.00025,0.033498727,11.182783318890465,0.2,0.8741956949234009,1007.43,0.4201388888888889,10042.41,0.007204284387019773,10.977598190307617,273,-7.633601970142788
152,93,467,71424,0.00025,0.018479886,12.425590091281467,0.2,0.8828508853912354,1009.66,0.3098958333333333,10060.2,0.002810603292245004,8.328460693359375,276,-7.684933735264672
153,94,471,72192,0.00025,0.020514669,14.352441171805063,0.2,0.8810007572174072,1009.66,0.2456597222222222,9988.86,-9.444992368419965e-05,5.322564601898193,279,-7.68477064371109
152,95,479,72960,0.00025,0.0589205,9.918944127029842,0.2,0.9286839962005615,1009.37,0.4079861111111111,10304.17,0.02710676010206549,6.725029468536377,282,-7.599280291133457
152,96,483,73728,0.00025,0.029337754,10.150747540924284,0.2,0.8381123542785645,1009.37,0.3311631944444444,10567.41,0.010819786486940252,6.0049729347229,285,-7.591939601633284
152,97,488,74496,0.00025,0.04035321,9.181304772694906,0.2,0.9458894729614258,1009.37,0.4296875,10639.03,0.019671095069497824,2.8353545665740967,288,-7.55553459458881
152,98,493,75264,0.00025,0.04362865,15.706831653912863,0.2,0.8530712127685547,1009.37,0.3671875,10607.93,0.012449459806602035,6.639190673828125,291,-7.443240020010206
152,99,498,76032,0.00025,0.02671513,14.428518586688572,0.2,0.9325621724128723,1009.37,0.3467881944444444,10622.23,0.006850293578786982,6.077948570251465,294,-7.460987567901611
152,100,503,76800,0.00025,0.026743492,29.812018394470215,0.2,0.8221309185028076,1009.37,0.3216145833333333,10475.49,0.008936407199750343,6.740023612976074,297,-7.59185669819514
152,101,508,77568,0.00025,0.037322734,21.057320409350925,0.2,0.9151385426521301,1009.37,0.4431423611111111,10527.49,0.026777599265591964,6.612326145172119,300,-7.791876527998182
151,102,517,78336,0.00025,0.057748545,19.074513422118294,0.2,0.882461428642273,1009.37,0.44140625,10570.13,0.017787549463618133,9.665007591247559,303,-7.711024072435167
151,103,522,79104,0.00025,0.028894901,14.308633029460907,0.2,0.9081206917762756,1009.37,0.3615451388888889,10595.09,0.00804723336154388,3.871528148651123,306,-7.697450558344523
151,104,527,79872,0.00025,0.030899396,18.903080701828003,0.2,0.885429322719574,1009.37,0.3932291666666667,10493.23,0.006022453398650719,11.775736808776855,309,-7.7080586022800865
151,105,532,80640,0.00025,0.036406487,15.83742513259252,0.2,0.8862900733947754,1007.8,0.3250868055555556,10415.78,0.011944493162445724,15.807679176330566,312,-7.601393520832062
151,106,537,81408,0.00025,0.025395902,22.68972776995765,0.2,0.8485658764839172,1007.8,0.4131944444444444,10157.2,0.015654253443547834,5.447388648986816,315,-7.692733724912007
151,107,541,82176,0.00025,0.024872452,16.56315134300126,0.2,0.9351789355278015,1007.8,0.3094618055555556,10260.04,0.018739653932344582,4.297728061676025,318,-7.779041793611315
150,108,549,82944,0.00025,0.02624376,19.879049287901985,0.2,0.8960047364234924,1007.8,0.3506944444444444,10444.02,0.016199613209917314,12.434593200683594,321,-7.755989756849077
150,109,554,83712,0.00025,0.027746903,24.810367120636833,0.2,0.8683465719223022,1007.8,0.3129340277777778,10451.04,0.00732248302988915,7.520832061767578,324,-7.726749797662099
150,110,559,84480,0.00025,0.06307409,20.571961806880104,0.2,0.8633720874786377,1007.8,0.4071180555555556,10532.46,0.024336672543237608,12.393887519836426,327,-7.743591566880544
151,111,564,85248,0.00025,0.048485354,10.345500505632824,0.2,0.9478091597557068,1007.8,0.4309895833333333,10566.16,0.005712294330199559,6.229521751403809,330,-7.561444871955448
151,112,569,86016,0.00025,0.032811213,14.873865220281813,0.2,0.8786422610282898,1007.8,0.3797743055555556,10703.62,0.002475935086194012,5.959839820861816,333,-7.60622070895301
151,113,573,86784,0.00025,0.02744144,11.045343862639534,0.2,0.8959786295890808,1006.64,0.3376736111111111,10943.62,0.011042205966077745,9.485213279724121,336,-7.584099981519911
151,114,578,87552,0.00025,0.06126972,14.503474924299452,0.2,0.872124433517456,1006.64,0.4088541666666667,10927.1,0.023137584057015676,7.3299736976623535,339,-7.591571085982853
150,115,585,88320,0.00025,0.030859897,13.401593645413717,0.2,0.9075998663902283,1006.64,0.3576388888888889,10968.44,0.013508083777398698,4.6863908767700195,342,-7.639328102270762
151,116,589,89088,0.00025,0.034737047,10.249940739737617,0.2,0.9088104963302612,1006.64,0.4075520833333333,10982.48,0.01881813202312009,4.97300910949707,345,-7.548027012083265
151,117,594,89856,0.00025,0.031997424,11.425264047251808,0.2,0.8964723348617554,1004.53,0.4600694444444444,10964.13,0.01312610402237624,7.989684104919434,348,-7.658090571562449
151,118,599,90624,0.00025,0.04689944,9.10179152753618,0.2,0.8947390913963318,1002.12,0.4053819444444444,10954.76,0.02473566253320314,4.844500541687012,351,-7.417673826217651
151,119,603,91392,0.00025,0.032182824,13.640351514021555,0.2,0.9354644417762756,997.49,0.3177083333333333,10842.93,0.010155729897734191,8.639714241027832,354,-7.561333570215437
151,120,608,92160,0.00025,0.038006622,13.754054516553879,0.2,0.8841665983200073,997.49,0.3914930555555556,10739.69,0.008323535219662719,2.402695655822754,357,-7.555984437465668
151,121,612,92928,0.00025,0.051006217,17.066738257805508,0.2,0.8980132341384888,1003.64,0.3888888888888889,10522.46,0.015668853755212493,3.699626922607422,360,-7.63599294424057
151,122,620,93696,0.00025,0.030594597,18.586777081092198,0.2,0.8971498012542725,1003.64,0.3940972222222222,10404.36,0.019436845821069762,5.00565242767334,363,-7.777104708883497
151,123,625,94464,0.00025,0.088501565,18.454276714060043,0.2,0.9135581851005554,1003.64,0.4626736111111111,10355.86,0.01601005239515669,11.383108139038086,366,-7.773455209202236
151,124,629,95232,0.00025,0.044315916,19.336968945132362,0.2,0.8955406546592712,1003.64,0.3680555555555556,10420.86,0.01468708434711314,17.244232177734375,369,-7.552253226439158
151,125,634,96000,0.00025,0.04277903,15.534820622868008,0.2,0.8836262822151184,1002.44,0.4045138888888889,10313.94,0.012603160705313914,7.654713153839111,372,-7.509415182802412
151,126,638,96768,0.00025,0.040268835,11.324381868044535,0.2,0.9223955273628235,1002.44,0.3745659722222222,10278.28,0.011630612761817045,4.624586582183838,375,-7.61340249909295
151,127,643,97536,0.00025,0.049153224,9.699378543429905,0.2,0.8925482034683228,1005.92,0.4079861111111111,10310.16,0.009879134375498526,4.380457401275635,378,-7.472609341144562
151,128,648,98304,0.00025,0.03381556,12.714520553747812,0.2,0.9445545673370361,1005.92,0.3420138888888889,10171.5,-0.0015604646566013496,6.401936054229736,381,-7.538692229323917
151,129,655,99072,0.00025,0.053083483,8.697792010174858,0.2,0.9389756321907043,1001.83,0.4144965277777778,10099.75,0.027779087592433725,5.242853164672852,384,-7.502662930223677
151,130,660,99840,0.00025,0.03728312,11.998935845163134,0.2,0.925608217716217,999.6,0.3472222222222222,9958.68,0.010719188838265836,6.627409934997559,387,-7.433054129282634
151,131,665,100608,0.00025,0.056773394,10.798035320308474,0.2,0.9190292358398438,991.41,0.4288194444444444,10051.75,0.011200348199862573,6.133756637573242,390,-7.457766605748071
151,132,669,101376,0.00025,0.01805839,21.538564529683853,0.2,0.8881372809410095,991.41,0.3285590277777778,10057.99,0.02267156302696094,7.876352310180664,393,-7.332793209287855
151,133,674,102144,0.00025,0.05239151,36.28848679198159,0.2,0.8270455598831177,991.41,0.375,9973.95,0.0007330402473194732,14.540419578552246,396,-7.632026778327094
151,134,678,102912,0.00025,0.055579636,20.843625684579212,0.2,0.9280818700790405,988.57,0.4375,9950.27,0.012235235047733618,20.68009376525879,399,-7.679708123207092
151,135,683,103680,0.00025,0.060438465,13.79750159713957,0.2,0.7488044500350952,988.57,0.4162326388888889,9863.43,0.012114366186627498,5.762317657470703,402,-7.707888331678179
151,136,690,104448,0.00025,0.04534028,18.197659876611496,0.2,0.8038170337677002,988.57,0.43359375,9844.45,0.02402340011515965,10.628684997558594,405,-7.635186341073778
151,137,695,105216,0.00025,0.04158415,9.486248850822449,0.2,0.9139416813850403,987.52,0.421875,9956.42,0.023685750435106456,3.512136936187744,408,-7.591818326049381
151,138,699,105984,0.00025,0.02757608,20.035185893376667,0.2,0.8861744999885559,987.52,0.3116319444444444,9986.74,0.014230325727516578,10.720246315002441,411,-7.71284419298172
151,139,704,106752,0.00025,0.043088574,10.831465085347494,0.2,0.8375551700592041,987.52,0.4309895833333333,10066.72,0.018032032530754805,5.180153846740723,414,-7.638451099395752
151,140,709,107520,0.00025,0.048224594,9.727285944753223,0.2,0.9142370223999023,987.52,0.3689236111111111,10095.32,0.01597201216241552,8.959424018859863,417,-7.547391957706875
151,141,713,108288,0.00025,0.04300083,7.813091268142064,0.2,0.9298689365386963,987.52,0.35546875,10071.0,0.015442425566208031,2.8552401065826416,420,-7.6241719126701355
151,142,718,109056,0.00025,0.03938274,18.737393346097733,0.2,0.8838627934455872,987.52,0.3836805555555556,10229.82,0.0076253532121578855,7.837142467498779,423,-7.6757211618953285
151,143,725,109824,0.00025,0.049438387,10.097342179881203,0.2,0.9353941082954407,987.52,0.3606770833333333,10097.3,0.003123179711918864,7.042144775390625,426,-7.762494444847107
151,144,730,110592,0.00025,0.029267088,18.845505999194252,0.2,0.8539224863052368,987.52,0.3819444444444444,10081.96,0.0010917972799183594,7.736067295074463,429,-7.692780633767446
151,145,734,111360,0.00025,0.015894093,16.15473038620419,0.2,0.8139586448669434,988.68,0.19053819444444445,9999.7,0.0073048630729317665,8.328681945800781,432,-7.6744643449783325
151,146,739,112128,0.00025,0.041199766,9.557305031352573,0.2,0.9166342616081238,988.68,0.3993055555555556,10069.66,0.013577152612722583,2.230213165283203,435,-7.6591845817036095
151,147,744,112896,0.00025,0.02337467,11.807249943415323,0.2,0.9037325978279114,988.68,0.3342013888888889,10068.22,0.004556710676600535,5.606285095214844,438,-7.670127113660176
151,148,748,113664,0.00025,0.042719066,11.180224312676323,0.2,0.9316562414169312,988.68,0.4249131944444444,10129.32,0.025821574122851923,3.187765598297119,441,-7.625102281570435
151,149,753,114432,0.00025,0.027035266,26.100775990221237,0.2,0.8318422436714172,990.79,0.3641493055555556,9944.61,0.006089502369933244,7.507250785827637,444,-7.778457244237264
151,150,760,115200,0.00025,0.059374716,9.449999233086904,0.2,0.9575441479682922,993.2,0.4123263888888889,9938.94,0.012454587067218704,2.889779567718506,447,-7.6054112447632685
151,151,765,115968,0.00025,0.020377092,11.576847321457333,0.2,0.8174726963043213,993.2,0.2877604166666667,10096.56,0.011282626397183372,12.570042610168457,450,-7.610737065474193
151,152,769,116736,0.00025,0.02686879,16.20125148031447,0.2,0.8572636842727661,997.83,0.3515625,9994.97,0.016477179513054177,5.54818868637085,453,-7.673060046301948
151,153,774,117504,0.00025,0.0585307,11.57700338628557,0.2,0.9469841718673706,997.83,0.4388020833333333,10364.57,0.016118467073991068,5.147315979003906,456,-7.6289869215753345
151,154,779,118272,0.00025,0.050534736,6.515313072337045,0.2,0.947268545627594,997.83,0.4331597222222222,10511.81,0.02695857032409145,3.823483467102051,459,-7.571155104372236
151,155,785,119040,0.00025,0.02651292,10.151898761590322,0.2,0.938947319984436,996.38,0.3211805555555556,10580.08,0.017920558884118993,4.807920932769775,462,-7.544903039932251
151,156,789,119808,0.00025,0.08299663,14.089918699529436,0.2,0.9580556750297546,996.38,0.5603298611111112,10485.32,0.03564773701752225,8.49474811553955,465,-7.658327725198534
