step,x_position,y_position,drivingMode,gameMode,frame,current_checkpoint,surface,reward,total_reward
812,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[286, 286, 286, 286, 286, 286, 286, 286]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[288. 288. 288. 288. 288. 288. 288. 288.]
813,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[290, 290, 290, 290, 290, 290, 290, 290]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[288. 288. 288. 288. 288. 288. 288. 288.]
814,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[294, 294, 294, 294, 294, 294, 294, 294]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[288. 288. 288. 288. 288. 288. 288. 288.]
815,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[298, 298, 298, 298, 298, 298, 298, 298]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[288. 288. 288. 288. 288. 288. 288. 288.]
816,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[302, 302, 302, 302, 302, 302, 302, 302]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[288. 288. 288. 288. 288. 288. 288. 288.]
817,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[306, 306, 306, 306, 306, 306, 306, 306]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[288. 288. 288. 288. 288. 288. 288. 288.]
818,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[310, 310, 310, 310, 310, 310, 310, 310]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[288. 288. 288. 288. 288. 288. 288. 288.]
819,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[314, 314, 314, 314, 314, 314, 314, 314]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[288. 288. 288. 288. 288. 288. 288. 288.]
820,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[318, 318, 318, 318, 318, 318, 318, 318]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[288. 288. 288. 288. 288. 288. 288. 288.]
821,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[322, 322, 322, 322, 322, 322, 322, 322]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[288. 288. 288. 288. 288. 288. 288. 288.]
822,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[326, 326, 326, 326, 326, 326, 326, 326]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[288. 288. 288. 288. 288. 288. 288. 288.]
823,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[330, 330, 330, 330, 330, 330, 330, 330]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[288. 288. 288. 288. 288. 288. 288. 288.]
824,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[334, 334, 334, 334, 334, 334, 334, 334]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[288. 288. 288. 288. 288. 288. 288. 288.]
825,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[338, 338, 338, 338, 338, 338, 338, 338]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[288. 288. 288. 288. 288. 288. 288. 288.]
826,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2287, 2287, 2287, 2287, 2287, 2287, 2287, 2287]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[342, 342, 342, 342, 342, 342, 342, 342]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[288. 288. 288. 288. 288. 288. 288. 288.]
827,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2287, 2287, 2287, 2287, 2287, 2287, 2287, 2287]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[346, 346, 346, 346, 346, 346, 346, 346]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[289. 289. 289. 289. 289. 289. 289. 289.]
828,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2287, 2287, 2287, 2287, 2287, 2287, 2287, 2287]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[350, 350, 350, 350, 350, 350, 350, 350]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[289. 289. 289. 289. 289. 289. 289. 289.]
829,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2286, 2286, 2286, 2286, 2286, 2286, 2286, 2286]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[354, 354, 354, 354, 354, 354, 354, 354]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[289. 289. 289. 289. 289. 289. 289. 289.]
830,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2285, 2285, 2285, 2285, 2285, 2285, 2285, 2285]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[358, 358, 358, 358, 358, 358, 358, 358]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[290. 290. 290. 290. 290. 290. 290. 290.]
831,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2284, 2284, 2284, 2284, 2284, 2284, 2284, 2284]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[362, 362, 362, 362, 362, 362, 362, 362]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[291. 291. 291. 291. 291. 291. 291. 291.]
832,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2283, 2283, 2283, 2283, 2283, 2283, 2283, 2283]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[366, 366, 366, 366, 366, 366, 366, 366]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[292. 292. 292. 292. 292. 292. 292. 292.]
833,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2282, 2282, 2282, 2282, 2282, 2282, 2282, 2282]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[370, 370, 370, 370, 370, 370, 370, 370]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[293. 293. 293. 293. 293. 293. 293. 293.]
834,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2280, 2280, 2280, 2280, 2280, 2280, 2280, 2280]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[374, 374, 374, 374, 374, 374, 374, 374]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[294. 294. 294. 294. 294. 294. 294. 294.]
835,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2279, 2279, 2279, 2279, 2279, 2279, 2279, 2279]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[378, 378, 378, 378, 378, 378, 378, 378]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[295. 295. 295. 295. 295. 295. 295. 295.]
836,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2276, 2276, 2276, 2276, 2276, 2276, 2276, 2276]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[382, 382, 382, 382, 382, 382, 382, 382]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[296. 296. 296. 296. 296. 296. 296. 296.]
837,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2274, 2274, 2274, 2274, 2274, 2274, 2274, 2274]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[386, 386, 386, 386, 386, 386, 386, 386]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[297. 297. 297. 297. 297. 297. 297. 297.]
838,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2270, 2270, 2270, 2270, 2270, 2270, 2270, 2270]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[390, 390, 390, 390, 390, 390, 390, 390]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[298. 298. 298. 298. 298. 298. 298. 298.]
839,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2267, 2267, 2267, 2267, 2267, 2267, 2267, 2267]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[394, 394, 394, 394, 394, 394, 394, 394]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[299. 299. 299. 299. 299. 299. 299. 299.]
840,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2262, 2262, 2262, 2262, 2262, 2262, 2262, 2262]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[398, 398, 398, 398, 398, 398, 398, 398]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[300. 300. 300. 300. 300. 300. 300. 300.]
841,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2255, 2255, 2255, 2255, 2255, 2255, 2255, 2255]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[402, 402, 402, 402, 402, 402, 402, 402]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[301. 301. 301. 301. 301. 301. 301. 301.]
842,"[3711, 3711, 3711, 3711, 3711, 3711, 3712, 3712]","[2248, 2248, 2248, 2248, 2248, 2248, 2248, 2248]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[406, 406, 406, 406, 406, 406, 406, 406]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[302. 302. 302. 302. 302. 302. 302. 302.]
843,"[3711, 3711, 3711, 3711, 3711, 3711, 3711, 3711]","[2239, 2239, 2239, 2239, 2239, 2239, 2239, 2239]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[410, 410, 410, 410, 410, 410, 410, 410]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[303. 303. 303. 303. 303. 303. 303. 303.]
844,"[3711, 3711, 3711, 3711, 3711, 3711, 3711, 3711]","[2229, 2229, 2229, 2229, 2229, 2229, 2229, 2229]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[414, 414, 414, 414, 414, 414, 414, 414]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[304. 304. 304. 304. 304. 304. 304. 304.]
845,"[3711, 3710, 3711, 3710, 3711, 3711, 3711, 3711]","[2218, 2218, 2218, 2218, 2218, 2218, 2218, 2218]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[418, 418, 418, 418, 418, 418, 418, 418]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[305. 305. 305. 305. 305. 305. 305. 305.]
846,"[3710, 3710, 3710, 3710, 3710, 3710, 3711, 3710]","[2206, 2206, 2206, 2206, 2206, 2206, 2206, 2206]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[422, 422, 422, 422, 422, 422, 422, 422]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[306. 306. 306. 306. 306. 306. 306. 306.]
847,"[3710, 3709, 3710, 3709, 3710, 3710, 3711, 3710]","[2192, 2192, 2192, 2192, 2192, 2192, 2192, 2192]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[426, 426, 426, 426, 426, 426, 426, 426]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[307. 307. 307. 307. 307. 307. 307. 307.]
848,"[3710, 3709, 3710, 3709, 3710, 3710, 3710, 3710]","[2176, 2176, 2176, 2176, 2176, 2176, 2176, 2176]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[430, 430, 430, 430, 430, 430, 430, 430]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[308. 308. 308. 308. 308. 308. 308. 308.]
849,"[3709, 3708, 3709, 3708, 3709, 3709, 3710, 3709]","[2157, 2157, 2157, 2157, 2157, 2157, 2157, 2157]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[434, 434, 434, 434, 434, 434, 434, 434]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[309. 309. 309. 309. 309. 309. 309. 309.]
850,"[3708, 3707, 3708, 3707, 3708, 3708, 3710, 3709]","[2136, 2136, 2136, 2136, 2136, 2136, 2136, 2136]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[438, 438, 438, 438, 438, 438, 438, 438]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[310. 310. 310. 310. 310. 310. 310. 310.]
851,"[3708, 3706, 3708, 3706, 3708, 3708, 3709, 3708]","[2111, 2111, 2111, 2111, 2111, 2111, 2111, 2111]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[442, 442, 442, 442, 442, 442, 442, 442]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[311. 311. 311. 311. 311. 311. 311. 311.]
852,"[3707, 3705, 3707, 3705, 3707, 3707, 3709, 3707]","[2083, 2083, 2083, 2083, 2083, 2083, 2083, 2083]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[446, 446, 446, 446, 446, 446, 446, 446]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[312. 312. 312. 312. 312. 312. 312. 312.]
853,"[3706, 3704, 3706, 3704, 3706, 3706, 3708, 3706]","[2054, 2054, 2054, 2054, 2054, 2054, 2054, 2054]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[450, 450, 450, 450, 450, 450, 450, 450]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[313. 313. 313. 313. 313. 313. 313. 313.]
854,"[3705, 3702, 3705, 3702, 3705, 3705, 3708, 3706]","[2022, 2022, 2022, 2022, 2022, 2022, 2022, 2022]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[454, 454, 454, 454, 454, 454, 454, 454]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[314. 314. 314. 314. 314. 314. 314. 314.]
855,"[3705, 3701, 3705, 3701, 3705, 3705, 3707, 3705]","[1988, 1988, 1988, 1988, 1988, 1988, 1988, 1988]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[458, 458, 458, 458, 458, 458, 458, 458]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[315. 315. 315. 315. 315. 315. 315. 315.]
856,"[3704, 3700, 3704, 3700, 3704, 3704, 3707, 3704]","[1952, 1952, 1952, 1952, 1952, 1952, 1952, 1952]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[462, 462, 462, 462, 462, 462, 462, 462]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[316. 316. 316. 316. 316. 316. 316. 316.]
857,"[3703, 3698, 3703, 3698, 3703, 3703, 3706, 3703]","[1915, 1915, 1915, 1915, 1915, 1915, 1915, 1915]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[466, 466, 466, 466, 466, 466, 466, 466]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[317. 317. 317. 317. 317. 317. 317. 317.]
858,"[3702, 3696, 3702, 3696, 3702, 3702, 3706, 3702]","[1877, 1877, 1877, 1877, 1877, 1877, 1877, 1877]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[470, 470, 470, 470, 470, 470, 470, 470]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[318. 318. 318. 318. 318. 318. 318. 318.]
859,"[3701, 3695, 3701, 3695, 3701, 3701, 3705, 3701]","[1848, 1848, 1848, 1848, 1848, 1848, 1848, 1848]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[473, 473, 473, 473, 473, 473, 473, 473]","[1, 1, 1, 1, 1, 1, 1, 1]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[319. 319. 319. 319. 319. 319. 319. 319.]
860,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[134, 134, 134, 134, 134, 134, 134, 134]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[320. 320. 320. 320. 320. 320. 320. 320.]
861,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[138, 138, 138, 138, 138, 138, 138, 138]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[320. 320. 320. 320. 320. 320. 320. 320.]
862,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[142, 142, 142, 142, 142, 142, 142, 142]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[320. 320. 320. 320. 320. 320. 320. 320.]
863,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[146, 146, 146, 146, 146, 146, 146, 146]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[320. 320. 320. 320. 320. 320. 320. 320.]
864,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[150, 150, 150, 150, 150, 150, 150, 150]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[320. 320. 320. 320. 320. 320. 320. 320.]
865,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[154, 154, 154, 154, 154, 154, 154, 154]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[320. 320. 320. 320. 320. 320. 320. 320.]
866,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[158, 158, 158, 158, 158, 158, 158, 158]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[320. 320. 320. 320. 320. 320. 320. 320.]
867,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[162, 162, 162, 162, 162, 162, 162, 162]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[320. 320. 320. 320. 320. 320. 320. 320.]
