time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/entropy_loss,train/loss,train/explained_variance,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,train/learning_rate,train/approx_kl,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean
176,40,174,30720,-0.19531948367754617,4.022217750549316,0.4114348292350769,117,0.2,6.513184510999256,0.03515625,0.00025,0.048221786,0.004034764508509802,,
180,41,174,31488,-0.10096249760438998,7.603237152099609,0.3620820641517639,120,0.2,4.011040715707673,0.026909722222222224,0.00025,0.06607408,0.0015976363922365839,,
184,42,175,32256,-0.06928803476815422,3.656400680541992,0.3821309804916382,123,0.2,5.051817546288173,0.0030381944444444445,0.00025,0.0039413306,-0.0002172782551497221,,
190,43,172,33024,-0.0694656212710672,9.832189559936523,0.35967063903808594,126,0.2,7.843079903059536,0.001736111111111111,0.00025,7.687557e-05,-0.0002765708939275808,,
195,44,173,33792,-0.07886675869425137,4.249583721160889,0.2773435115814209,129,0.2,5.286694789926211,0.005208333333333333,0.00025,0.0016150762,-0.0006508629529788676,,
198,45,173,34560,-0.11584189120266172,3.898010015487671,0.39266395568847656,132,0.2,4.347031639681922,0.009548611111111112,0.00025,0.005713875,-0.00016701186541467905,,
202,46,174,35328,-0.0841755165408055,1.3403149843215942,0.3811272382736206,135,0.2,5.239994577235645,0.006944444444444444,0.00025,0.00027613816,0.0012773193755290574,,
206,47,174,36096,-0.03410069882455799,1.872092366218567,0.6297011375427246,138,0.2,5.142533916566107,0.00390625,0.00025,0.015054039,-0.0004129950733234485,,
210,48,175,36864,-0.04103253616227044,3.314730167388916,0.6803433895111084,141,0.2,7.076033059093687,0.002170138888888889,0.00025,7.069871e-05,0.0002394459281478905,,
214,49,175,37632,-0.040728877815935344,2.262320041656494,0.6827515363693237,144,0.2,4.36849065290557,0.001736111111111111,0.00025,0.000101941725,-1.4215727181484302e-05,,
218,50,175,38400,-0.13768664271467262,1.702389121055603,0.28579777479171753,147,0.2,3.9770727770196066,0.023871527777777776,0.00025,0.025539905,0.007788668755286683,,
222,51,175,39168,-0.025644747592094872,1.626994252204895,0.5710659623146057,150,0.2,2.5201087991396585,0.00043402777777777775,0.00025,8.973582e-05,-7.165761457549201e-05,,
229,52,174,39936,-0.041430451001765,2.398848295211792,0.564560055732727,153,0.2,3.111352097656992,0.001736111111111111,0.00025,0.002891783,-0.0004635726024086277,,
233,53,174,40704,-0.04627870302647352,3.0320587158203125,0.5967437028884888,156,0.2,2.7960641665591135,0.00390625,0.00025,0.0006127434,-0.0006519672460854053,,
237,54,174,41472,-0.04164579200247923,6.814973831176758,0.49574023485183716,159,0.2,4.709643312626415,0.00390625,0.00025,0.0070907064,-0.00011517171838527752,,
241,55,174,42240,-0.045543576745937266,1.933579921722412,0.22718095779418945,162,0.2,4.0096662574344215,0.004774305555555556,0.00025,0.008812137,0.00017314961425856582,,
245,56,174,43008,-0.0247063632381873,9.531704902648926,0.3599364161491394,165,0.2,4.628598522808817,0.00043402777777777775,0.00025,1.7497006e-05,8.542934018704627e-05,,
250,57,174,43776,-0.058150895302080445,4.14443302154541,0.5705896615982056,168,0.2,3.4529779255390167,0.0013020833333333333,0.00025,0.0010405579,0.00021084352111857798,,
254,58,174,44544,-0.09899646318000224,3.8656585216522217,0.720524787902832,171,0.2,3.0543658567799463,0.008680555555555556,0.00025,0.0029556465,0.00018805233735798133,,
261,59,173,45312,-0.048626533787076674,3.343313694000244,0.7277107834815979,174,0.2,3.105071821146541,0.013020833333333334,0.00025,0.023207402,0.006264408972735207,,
266,60,173,46080,-0.01765084552526888,2.1959967613220215,0.7897762060165405,177,0.2,4.957223059402572,0.0008680555555555555,0.00025,0.0037925246,-0.00034564842159549397,,
270,61,172,46848,-0.012331505642376013,11.159801483154297,0.806779146194458,180,0.2,8.264949841631783,0.0013020833333333333,0.00025,0.000106485386,0.00021092463996157877,,
275,62,172,47616,-0.009234420159676423,1.450028896331787,0.8136050701141357,183,0.2,2.6981349736452103,0.0008680555555555555,0.00025,0.00031200418,-0.00013170474428787,,
279,63,173,48384,-0.00916167781300222,2.8573436737060547,0.8911449909210205,186,0.2,5.0335378928316965,0.0,0.00025,1.7836252e-08,1.8296362314787177e-05,,
284,64,172,49152,-0.011281499975464411,3.314952850341797,0.9099770188331604,189,0.2,2.4004949869381056,0.0008680555555555555,0.00025,0.0006310284,-0.00017085067358695797,,
288,65,173,49920,-0.01124793034978211,2.288506031036377,0.8841124176979065,192,0.2,2.568072310752339,0.0008680555555555555,0.00025,3.1933778e-05,-4.6259620123439366e-05,,
292,66,173,50688,-0.011759894977634152,1.9683061838150024,0.8832722902297974,195,0.2,1.9394491753644414,0.0,0.00025,7.0444153e-09,2.1463738650911386e-05,,
299,67,171,51456,-0.010159082943573594,1.6191221475601196,0.9195660352706909,198,0.2,2.656831475595633,0.0008680555555555555,0.00025,0.00068523426,-9.007051186118688e-05,,
304,68,171,52224,-0.009211987037108176,5.347469806671143,0.9412943720817566,201,0.2,3.72720730304718,0.0,0.00025,9.725928e-09,1.45951505853898e-05,,
308,69,171,52992,-0.008231193642131984,5.088882923126221,0.9519510865211487,204,0.2,2.639104497101572,0.0,0.00025,8.093669e-09,8.494790462363097e-06,,
312,70,171,53760,-0.006381564773619175,1.8480939865112305,0.9471660852432251,207,0.2,2.4920814716153674,0.0,0.00025,3.114356e-09,6.995978765189648e-06,,
317,71,171,54528,-0.0063490538030034965,1.542803168296814,0.9576339721679688,210,0.2,2.604967749781079,0.0008680555555555555,0.00025,0.00012968104,-8.822017278160072e-05,,
321,72,172,55296,-0.006896437249249882,2.667896032333374,0.9505049586296082,213,0.2,4.105311551027828,0.0,0.00025,3.2015919e-09,8.950181331278549e-06,,
325,73,172,56064,-0.007638772218746858,1.3709996938705444,0.9676531553268433,216,0.2,2.4680852442979813,0.0,0.00025,1.10619e-08,1.1280825775530604e-05,,
332,74,170,56832,-0.006987045402638614,1.1361312866210938,0.9710135459899902,219,0.2,4.054571051564482,0.0,0.00025,1.5477667e-08,1.6777394598142968e-05,,
337,75,170,57600,-0.006333951799509426,1.1414844989776611,0.9701641201972961,222,0.2,2.7897840407159595,0.0026041666666666665,0.00025,0.010208108,-0.00013633595598447655,,
341,76,170,58368,-0.006298461553847624,2.8455371856689453,0.965469479560852,225,0.2,4.404527283377117,0.0,0.00025,1.2380458e-08,6.503289720664422e-06,,
345,77,170,59136,-0.007559102630087485,1.7938618659973145,0.9737622737884521,228,0.2,2.097193252709177,0.0,0.00025,8.103636e-09,6.310732310844793e-06,,
350,78,171,59904,-0.00861222645552415,1.1636461019515991,0.976576566696167,231,0.2,4.680258247587416,0.0,0.00025,2.2058524e-08,5.854785235391722e-06,,
354,79,171,60672,-0.007891406777263101,5.823592185974121,0.9644928574562073,234,0.2,5.760722198420101,0.0,0.00025,1.6557408e-08,7.211615512561467e-06,,
358,80,171,61440,-0.007095587485107697,1.731886625289917,0.9607658982276917,237,0.2,2.2532814608679876,0.0008680555555555555,0.00025,0.0001356015,-1.4537505598531829e-05,,
363,81,171,62208,-0.008489029087488435,1.9500408172607422,0.9648106694221497,240,0.2,3.8596910734971366,0.001736111111111111,0.00025,0.0011042759,4.856624097252885e-05,,
370,82,170,62976,-0.008369913078948028,1.4388073682785034,0.9512592554092407,243,0.2,2.718834396865633,0.0008680555555555555,0.00025,2.0191974e-05,4.139766355769502e-05,,
374,83,170,63744,-0.008591026552797606,1.6525440216064453,0.9409913420677185,246,0.2,3.927047825521893,0.00043402777777777775,0.00025,1.6431595e-05,-1.1730855072124137e-05,,
379,84,170,64512,-0.008906223843546791,4.228146553039551,0.9107317328453064,249,0.2,2.9735655006435184,0.0,0.00025,1.2943347e-06,2.414535265415907e-05,,
383,85,170,65280,-0.007601857819180522,4.45488166809082,0.882385790348053,252,0.2,6.507258842388789,0.0013020833333333333,0.00025,0.00093443715,-0.0001959526044730511,,
387,86,170,66048,-0.006322257621731196,3.704739570617676,0.8948886394500732,255,0.2,3.448550773991479,0.0008680555555555555,0.00025,0.0002560372,-0.0001802589071707593,,
391,87,170,66816,-0.008509970399447613,2.8895134925842285,0.8382808566093445,258,0.2,2.739932450983259,0.00043402777777777775,0.00025,2.2838469e-05,7.95940415830248e-05,,
396,88,170,67584,-0.0068144638401766615,3.1755666732788086,0.8746281266212463,261,0.2,3.6777157485485077,0.0008680555555555555,0.00025,0.0016168611,1.681865089469486e-05,,
403,89,169,68352,-0.0031332225302725825,5.438342571258545,0.8544659614562988,264,0.2,4.1077371843987045,0.001736111111111111,0.00025,0.007960066,-0.00042338107272775634,,
407,90,169,69120,-0.0023527514778025863,2.154129981994629,0.850324273109436,267,0.2,2.965410257379214,0.0,0.00025,7.098701e-10,7.778257390277253e-06,,
412,91,169,69888,-0.0022953376691374513,2.440859794616699,0.7993062138557434,270,0.2,3.0709217886130014,0.0,0.00025,-6.372905e-10,4.317087586969137e-06,,
416,92,169,70656,-0.0023997382765325406,6.660132884979248,0.7933871150016785,273,0.2,5.464584469795227,0.0,0.00025,2.3127171e-09,8.752472543468079e-06,,
420,93,169,71424,-0.0027093512487934074,10.779128074645996,0.6397361755371094,276,0.2,4.350840656293763,0.0,0.00025,1.5673436e-09,8.597620762884617e-06,,
424,94,170,72192,-0.003847058885084051,1.3273845911026,0.6317881345748901,279,0.2,3.0241400036546917,0.0,0.00025,-1.6579331e-10,1.0330999632262521e-05,,
428,95,170,72960,-0.003833099287779381,1.6123148202896118,0.7163777351379395,282,0.2,2.7771852968467607,0.0,0.00025,1.6228796e-09,6.361308300660716e-06,,
433,96,170,73728,-0.004214056531458886,1.2362998723983765,0.7538107633590698,285,0.2,3.3142309842838182,0.0,0.00025,1.541423e-09,1.3553104104681148e-05,,
440,97,169,74496,-0.004510508792009205,2.6355907917022705,0.7925475835800171,288,0.2,3.7175594750377865,0.0,0.00025,4.9367372e-09,1.772277108911011e-05,,
444,98,169,75264,-0.004448435809333912,2.8049018383026123,0.8332776427268982,291,0.2,4.475239660176966,0.0,0.00025,4.7462265e-09,2.2658703124357595e-05,,
449,99,169,76032,-0.005552134033577103,4.2786545753479,0.8945267796516418,294,0.2,3.073646920422713,0.0,0.00025,3.24989e-09,1.171629668937789e-05,,
453,100,169,76800,-0.006248753582541313,1.3417079448699951,0.8894715309143066,297,0.2,2.880155492160055,0.0,0.00025,6.5688823e-09,1.5503429393801423e-05,,
457,101,169,77568,-0.007359886858871,1.9011623859405518,0.876438558101654,300,0.2,3.822891483704249,0.0,0.00025,1.0954484e-08,1.6300208193974362e-05,,
462,102,169,78336,-0.01068848912190232,5.261151313781738,0.9101519584655762,303,0.2,4.334311929013994,0.002170138888888889,0.00025,0.0012924505,-8.372646536574596e-05,,
466,103,169,79104,-0.011985052971997194,2.645308256149292,0.9102067351341248,306,0.2,4.06926318589184,0.0,0.00025,2.3763846e-08,1.6921600844297143e-05,,
473,104,168,79872,-0.014198565997907685,4.0096845626831055,0.8881661891937256,309,0.2,3.7192111329899893,0.0,0.00025,6.3134166e-08,2.049458756422003e-05,,
477,105,168,80640,-0.01808553535698189,4.083511829376221,0.8747395873069763,312,0.2,3.8505764032403627,0.0013020833333333333,0.00025,7.704041e-05,-1.6424591497828562e-05,,
481,106,168,81408,-0.037346589521297976,13.249034881591797,0.8614157438278198,315,0.2,7.152149700456196,0.0008680555555555555,0.00025,0.0031988332,-0.00010538053013280862,,
486,107,169,82176,-0.03355506274642216,1.6584051847457886,0.8415994048118591,318,0.2,3.233603008919292,0.009548611111111112,0.00025,0.012003851,0.0025535098005396626,,
490,108,169,82944,-0.03510540973446849,1.0402734279632568,0.86000657081604,321,0.2,3.513523008260462,0.059027777777777776,0.00025,0.29752508,0.017622486584716372,,
495,109,169,83712,-0.011032434995286167,5.981534481048584,0.7850800156593323,324,0.2,3.143557501335939,0.0,0.00025,7.6625874e-08,2.7013619223402606e-05,,
499,110,169,84480,-0.020285286410297785,10.346719741821289,0.1924331784248352,327,0.2,5.33765964044465,0.0,0.00025,2.1595724e-07,4.0753091323292916e-05,,
503,111,169,85248,-0.02089111440970252,4.054026126861572,0.4281136393547058,330,0.2,4.011178433895111,0.0008680555555555555,0.00025,0.00086418143,2.9124914565020135e-06,,
510,112,168,86016,-0.015137493196460936,5.48089075088501,0.2788172960281372,333,0.2,3.8347264611058764,0.0013020833333333333,0.00025,0.0011105292,-2.011830090648598e-05,,
515,113,168,86784,-0.012414933298714459,5.649960041046143,0.3185885548591614,336,0.2,4.154170710179541,0.0008680555555555555,0.00025,2.700893e-06,4.237939396666156e-05,,
521,114,167,87552,-0.013258302157434324,4.3183746337890625,0.5258781909942627,339,0.2,3.849817179971271,0.0,0.00025,3.7609578e-08,1.0688165073386497e-05,,
527,115,167,88320,-0.0142876534567525,4.058119773864746,0.42966556549072266,342,0.2,3.704062380724483,0.0,0.00025,5.4624326e-08,1.3651791960000992e-05,,
532,116,167,89088,-0.015720167391312618,3.5522639751434326,0.41973161697387695,345,0.2,3.7049257126119404,0.0,0.00025,6.9315625e-08,8.237955626100302e-06,,
537,117,167,89856,-0.011384353856556118,4.093717098236084,0.441964328289032,348,0.2,3.7786843958828182,0.0030381944444444445,0.00025,0.006065425,-0.00013664906146004796,,
545,118,166,90624,-0.010298923731574582,3.2548842430114746,0.3841909170150757,351,0.2,3.515140652656555,0.0008680555555555555,0.00025,0.00013011812,-8.630916838430696e-05,,
551,119,165,91392,-0.010509253854656385,6.273743629455566,0.3882972002029419,354,0.2,3.2638415926032596,0.0,0.00025,2.1333764e-05,2.5783885373837417e-05,,
556,120,165,92160,-0.011062440216644771,4.370232105255127,0.5050444602966309,357,0.2,3.399872856007682,0.0013020833333333333,0.00025,6.297185e-05,-0.0001530971559178498,,
561,121,165,92928,-0.012422128942691617,4.017702102661133,0.42989397048950195,360,0.2,3.476000060637792,0.0008680555555555555,0.00025,4.977673e-06,-1.5058438293635845e-05,,
566,122,165,93696,-0.013796230752228035,2.6208109855651855,0.36478692293167114,363,0.2,3.657542953888575,0.0,0.00025,7.611137e-08,1.7387055171032746e-05,,
571,123,165,94464,-0.017567952836139336,4.423888683319092,0.5430771112442017,366,0.2,3.1047792434692383,0.002170138888888889,0.00025,0.0002513731,-9.556924406852986e-05,,
582,124,163,95232,-0.04670443654888206,3.976208209991455,0.4823675751686096,369,0.2,3.339917442864842,0.002170138888888889,0.00025,0.0115812505,-0.0001736524217348132,,
588,125,163,96000,-0.03757525368645373,2.956315040588379,0.2139078974723816,372,0.2,2.699668880965975,0.016059027777777776,0.00025,0.053407896,0.003442136069578636,,
593,126,163,96768,-0.002595312321015323,1.658951997756958,0.5082169771194458,375,0.2,2.1954574402835636,0.0008680555555555555,0.00025,0.00018388133,-8.268360721154345e-05,,
598,127,162,97536,-0.0019652655254402715,1.468396544456482,0.6655201315879822,378,0.2,2.0813774499628277,0.0,0.00025,1.8381267e-10,4.791370075609949e-06,,
603,128,162,98304,-0.0019920500037389705,1.4265947341918945,0.7192914485931396,381,0.2,2.347739499476221,0.0,0.00025,-1.5306038e-10,7.267795606619782e-06,,
609,129,162,99072,-0.0022654730742538553,1.7505725622177124,0.759570837020874,384,0.2,2.740172396103541,0.0,0.00025,6.1147415e-10,1.0577069285015265e-05,,
617,130,161,99840,-0.002180576887136946,2.0972115993499756,0.7861530780792236,387,0.2,2.3925028244654336,0.0,0.00025,5.5367383e-10,5.50971081894305e-06,-5874.000338,66472.0
621,131,161,100608,-0.002554243181495824,50.55485916137695,-0.19698822498321533,390,0.2,74.51837662524647,0.0013020833333333333,0.00025,0.013680062,3.1775966312529315e-05,-5920.950319,66650.0
626,132,161,101376,-0.0019917853674592655,314.3581237792969,-0.1021500825881958,393,0.2,97.53956901364856,0.0,0.00025,4.9073967e-09,1.4358471768597761e-05,-5920.950319,66650.0
631,133,161,102144,-0.0022403094109096047,1.3923873901367188,-0.12184858322143555,396,0.2,6.52380979888969,0.0,0.00025,2.6740377e-09,1.3033975847065449e-05,-5920.950319,66650.0
636,134,161,102912,-0.001798913603933114,2.362684965133667,0.43097031116485596,399,0.2,3.937547892332077,0.0,0.00025,1.8196431e-09,4.640457013414965e-06,-5920.950319,66650.0
642,135,161,103680,-0.0022090466308226395,1.9148470163345337,0.5238037109375,402,0.2,1.9883633189731174,0.0,0.00025,1.7792748e-09,2.4648551415238116e-06,-5920.950319,66650.0
650,136,160,104448,-0.04485982362368506,4.400712966918945,0.44819962978363037,405,0.2,2.479230476750268,0.019097222222222224,0.00025,0.00416831,0.0002913586277928617,-5920.950319,66650.0
655,137,160,105216,-0.002768811268550861,3.6143555641174316,0.5321171283721924,408,0.2,2.5815642840332456,0.0,0.00025,1.611871e-09,7.923679529792733e-06,-5920.950319,66650.0
659,138,160,105984,-0.0031278313706732458,2.1598730087280273,0.30943912267684937,411,0.2,3.279225072926945,0.0,0.00025,1.7063826e-09,6.460895140965779e-06,-5920.950319,66650.0
664,139,160,106752,-0.00350477994652465,2.374768018722534,0.5702266693115234,414,0.2,2.0933307028479047,0.0,0.00025,1.9801025e-09,3.8828649040725495e-06,-5920.950319,66650.0
670,140,160,107520,-0.00426024953291441,3.707585096359253,0.5119675397872925,417,0.2,3.0433166689342923,0.0008680555555555555,0.00025,0.00022892405,-0.00017001392552629113,-5920.950319,66650.0
675,141,160,108288,-0.1955491938473036,1.8599942922592163,0.6451881527900696,420,0.2,2.7846398452917733,0.04123263888888889,0.00025,1.5465097,0.0005571856454480439,-5920.950319,66650.0
680,142,160,109056,-0.003799849160714075,1.5086605548858643,0.7592868208885193,423,0.2,2.7014425926738315,0.0,0.00025,2.448587e-09,5.34130958840251e-06,-5920.950319,66650.0
687,143,159,109824,-0.005465872068372037,1.844018578529358,0.7376062870025635,426,0.2,1.9563494597872098,0.0,0.00025,1.72368e-08,3.961383804885878e-06,-5920.950319,66650.0
692,144,159,110592,-0.008897974078233043,1.7046353816986084,0.7264389991760254,429,0.2,3.775270545648204,0.0,0.00025,1.2430587e-07,2.0328469367490874e-05,-5920.950319,66650.0
697,145,159,111360,-0.09085908710646133,8.251035690307617,0.5384335517883301,432,0.2,5.059389346175724,0.019965277777777776,0.00025,0.11790579,-0.00018407403129256435,-5920.950319,66650.0
702,146,159,112128,-0.04035015792275468,1.3282426595687866,0.6788535118103027,435,0.2,2.5373528078198433,0.010850694444444444,0.00025,0.10361853,0.004385519106613679,-5920.950319,66650.0
707,147,159,112896,-0.031623994452982314,2.4439234733581543,0.7140894532203674,438,0.2,2.187251662214597,0.005208333333333333,0.00025,0.004336421,0.0008250786534820994,-5920.950319,66650.0
712,148,159,113664,-0.02693674591783848,2.114824056625366,0.6434009075164795,441,0.2,2.9329005347357855,0.0,0.00025,4.305282e-06,4.4284090917143556e-05,-5920.950319,66650.0
720,149,158,114432,-0.00477960452877192,1.0968447923660278,0.7231411337852478,444,0.2,1.9768245683776007,0.01171875,0.00025,0.15388376,-0.0009445899437802533,-5920.950319,66650.0
725,150,158,115200,-0.0017744106331115796,2.1053402423858643,0.6315895915031433,447,0.2,1.7400636855098937,0.0,0.00025,8.875342e-10,2.792040403518412e-06,-5920.950319,66650.0
730,151,158,115968,-0.0019384566241771812,1.2206066846847534,0.628705620765686,450,0.2,1.7163243641455967,0.0,0.00025,5.587329e-10,1.2522020066777866e-06,-5920.950319,66650.0
735,152,158,116736,-0.002028938504129959,1.8922498226165771,0.7338800430297852,453,0.2,1.8595897886488173,0.0,0.00025,2.9785005e-10,3.4556788806286122e-06,-5920.950319,66650.0
740,153,158,117504,-0.0021847445524245915,5.556715488433838,0.749039888381958,456,0.2,2.982276731895076,0.0,0.00025,4.2385295e-10,1.9607056553165116e-06,-5920.950319,66650.0
745,154,158,118272,-0.0019651182746100756,1.5694881677627563,0.6939847469329834,459,0.2,2.456035162011782,0.0,0.00025,1.7559785e-09,2.798330064656006e-06,-5920.950319,66650.0
750,155,158,119040,-0.0022363566224359805,2.298124313354492,0.7905793190002441,462,0.2,1.9717725391189258,0.0,0.00025,9.365048e-10,4.307826101366017e-06,-5920.950319,66650.0
758,156,158,119808,-0.002640117965509287,4.559085845947266,0.8516561985015869,465,0.2,2.1440093426240816,0.0,0.00025,2.0613224e-09,6.264140312042501e-06,-5920.950319,66650.0
763,157,157,120576,-0.003921700043267467,2.8206088542938232,0.7393629550933838,468,0.2,2.3480407463179693,0.0,0.00025,4.653998e-09,4.341078844542305e-06,-5920.950319,66650.0
768,158,157,121344,-0.004542137231005149,4.382213115692139,0.7954224944114685,471,0.2,5.762955625851949,0.0,0.00025,8.641128e-09,7.5298076909449364e-06,-6515.867022333333,71247.33333333333
773,159,157,122112,-0.006421533704269677,8.195833206176758,-0.2595289945602417,474,0.2,76.65019511017535,0.0,0.00025,4.196117e-08,5.154997213847107e-05,-6515.867022333333,71247.33333333333
778,160,157,122880,-0.015180374883736173,3.8830926418304443,0.03569537401199341,477,0.2,3.8502067625522614,0.0026041666666666665,0.00025,0.005668722,0.0004124144713083903,-6515.867022333333,71247.33333333333
783,161,157,123648,-0.0070923097405789625,1.9966634511947632,0.683853268623352,480,0.2,2.8906172017256417,0.0,0.00025,3.7719465e-07,2.1933228708803654e-06,-6515.867022333333,71247.33333333333
790,162,157,124416,-0.006923680478293035,6.448514938354492,0.7869589924812317,483,0.2,8.970205456018448,0.0,0.00025,2.0902425e-08,1.2848351616412401e-05,-6515.867022333333,71247.33333333333
795,163,157,125184,-0.010791389426837364,1.888730525970459,0.8165992498397827,486,0.2,3.3337547837032213,0.0008680555555555555,0.00025,0.0018213334,6.12398919959863e-06,-6515.867022333333,71247.33333333333
800,164,157,125952,-0.11134953933974935,0.9224953055381775,0.8558791875839233,489,0.2,3.5063933382431665,0.01171875,0.00025,0.0015098598,0.00024167516191179553,-6760.500358249999,74310.25
805,165,157,126720,-0.03313314921009199,140.43206787109375,-0.0965040922164917,492,0.2,66.43172422713704,0.0685763888888889,0.00025,0.4976685,0.014827137243830495,-6760.500358249999,74310.25
809,166,157,127488,-0.0030487190750944945,3.6882898807525635,0.48042505979537964,495,0.2,2.6341019603941174,0.0,0.00025,2.3819666e-09,1.449775623364581e-05,-6760.500358249999,74310.25
814,167,157,128256,-0.003598545306077641,1.9533642530441284,0.3287721276283264,498,0.2,2.5396169655852847,0.0,0.00025,-3.2321168e-10,1.3394235995494657e-05,-6760.500358249999,74310.25
818,168,157,129024,-0.003317522418607647,3.0280656814575195,0.45707911252975464,501,0.2,2.6043464417258897,0.0,0.00025,2.9161622e-09,6.1337034114533e-06,-6760.500358249999,74310.25
826,169,156,129792,-0.00328037109445884,2.162318468093872,0.5122308731079102,504,0.2,2.4764745367897882,0.0008680555555555555,0.00025,0.00045985729,-0.00014804930025194254,-6760.500358249999,74310.25
831,170,157,130560,-0.003031356066154937,7.123441219329834,0.591035783290863,507,0.2,3.083270423942142,0.0,0.00025,1.8744875e-09,5.2210331584016485e-06,-6760.500358249999,74310.25
836,171,157,131328,-0.0027532482943368247,7.42604923248291,0.5922205448150635,510,0.2,7.254156758387883,0.0,0.00025,3.9934585e-09,2.6432745572593476e-06,-6760.500358249999,74310.25
840,172,157,132096,-0.0029050257208938193,1.466755747795105,0.6605091094970703,513,0.2,4.595848290456666,0.0,0.00025,2.0147393e-09,2.7476150232056775e-06,-6760.500358249999,74310.25
845,173,157,132864,-0.06890469426353876,2.2297661304473877,0.675987184047699,516,0.2,3.0403973195287914,0.014756944444444444,0.00025,0.017170431,0.00014455331256613135,-6760.500358249999,74310.25
850,174,157,133632,-0.023211477117405996,2.298079252243042,0.704245924949646,519,0.2,2.172607843246725,0.0,0.00025,1.2491083e-06,2.335963977707757e-05,-6760.500358249999,74310.25
855,175,157,134400,-0.08022856765374956,1.8638654947280884,0.6942031979560852,522,0.2,1.6336801846822102,0.058159722222222224,0.00025,0.06868284,0.03495946263299427,-6760.500358249999,74310.25
862,176,156,135168,-0.002197659191248628,6.17085075378418,0.6823630332946777,525,0.2,1.6586944328414068,0.0,0.00025,6.137763e-10,7.015509052305586e-06,-6760.500358249999,74310.25
867,177,156,135936,-0.003020505281811994,3.106503486633301,0.7302068471908569,528,0.2,1.8134771717919245,0.0,0.00025,3.200758e-09,3.3090214451981915e-06,-6760.500358249999,74310.25
872,178,156,136704,-0.003141954072311314,1.543312430381775,0.5830947160720825,531,0.2,2.516383354862531,0.0,0.00025,6.199874e-09,5.559287577246626e-06,-6760.500358249999,74310.25
876,179,156,137472,-0.0035575858265575436,1.0031133890151978,0.7214089632034302,534,0.2,1.740202248096466,0.0,0.00025,4.559164e-09,7.4841534822351405e-06,-6760.500358249999,74310.25
881,180,156,138240,-0.004509676542107223,1.0487966537475586,0.5501620173454285,537,0.2,2.4962932525409594,0.0,0.00025,1.3389903e-08,1.571811864980393e-05,-6760.500358249999,74310.25
885,181,156,139008,-0.003776744063038172,2.893956184387207,0.6056695580482483,540,0.2,2.503637986878554,0.0008680555555555555,0.00025,0.0029938566,-5.00921548033754e-05,-6760.500358249999,74310.25
890,182,156,139776,-0.0030864058967886698,2.3055622577667236,0.7625170946121216,543,0.2,3.0291861668229103,0.0,0.00025,6.9158355e-09,1.092898310162127e-05,-6760.500358249999,74310.25
898,183,156,140544,-0.04285159913706593,1.6224043369293213,0.7178338766098022,546,0.2,1.9524605290757284,0.013888888888888888,0.00025,0.002312972,0.0002398413748273419,-6760.500358249999,74310.25
903,184,156,141312,-0.0019980501626074934,0.8733701705932617,0.7948814630508423,549,0.2,2.649051713446776,0.0013020833333333333,0.00025,0.0037178285,0.000311786344455969,-6760.500358249999,74310.25
907,185,156,142080,-0.0012621462406564711,2.3367600440979004,0.757402777671814,552,0.2,3.385046955611971,0.0,0.00025,-7.661546e-11,2.7440255507826805e-06,-6760.500358249999,74310.25
912,186,156,142848,-0.0015848493090339212,2.105379343032837,0.7101348638534546,555,0.2,3.111031814581818,0.0,0.00025,3.7671555e-10,3.7543084343067476e-06,-6760.500358249999,74310.25
917,187,156,143616,-0.0018250735010951757,1.9260910749435425,0.7678214311599731,558,0.2,2.440315684510602,0.0008680555555555555,0.00025,0.00021143527,-6.034432186020745e-05,-6760.500358249999,74310.25
922,188,156,144384,-0.0019395433272519666,2.728189706802368,0.7789857983589172,561,0.2,3.830477464530203,0.0,0.00025,9.435439e-10,3.3496245224442746e-06,-6760.500358249999,74310.25
929,189,156,145152,-0.0023810072226398108,6.107407093048096,0.7624824047088623,564,0.2,3.2724106775389776,0.0,0.00025,-1.6593541e-09,3.618233475006289e-06,-6760.500358249999,74310.25
934,190,156,145920,-0.002913240957746489,1.789124846458435,0.5793976783752441,567,0.2,2.7745291077428393,0.0,0.00025,7.9448154e-10,5.6213886839234165e-06,-6760.500358249999,74310.25
938,191,156,146688,-0.007764016278088093,6.136397361755371,0.5537892580032349,570,0.2,2.404609604842133,0.0008680555555555555,0.00025,0.008451016,-5.179199959254927e-05,-6760.500358249999,74310.25
943,192,156,147456,-0.1119752830774006,0.820149838924408,0.7189095616340637,573,0.2,2.4513408980435796,0.014756944444444444,0.00025,0.4678451,0.00012312485422525142,-6760.500358249999,74310.25
948,193,156,148224,-0.046499016992230385,2.3644516468048096,0.745154857635498,576,0.2,3.0034894910123615,0.0681423611111111,0.00025,0.6268359,0.03283759325535761,-6760.500358249999,74310.25
952,194,156,148992,-0.12148915999568999,1.8733720779418945,0.6748002767562866,579,0.2,3.6432317280107074,0.032552083333333336,0.00025,0.010572002,-0.00032811163691803813,-6760.500358249999,74310.25
957,195,156,149760,-0.13071195617845255,3.5635721683502197,0.42408812046051025,582,0.2,4.636775745285882,0.04470486111111111,0.00025,0.29925457,0.016568129604113184,-6760.500358249999,74310.25
