time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,time/total_timesteps,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/explained_variance,train/entropy_loss,train/loss,train/value_loss,train/n_updates,train/clip_fraction,train/learning_rate
808,-217.1141851,167,1480.42,22,135168,0.005351773584455562,0.2,0.017607596,0.9303438663482666,-7.948303108414014,22.015228271484375,47.39524563153585,84,0.2523193359375,0.00025
843,-184.65556505,167,1457.34,23,141312,0.004840686107248378,0.2,0.025980713,0.9364304542541504,-7.966743618249893,14.04699993133545,39.48744638760885,88,0.2881673177083333,0.00025
873,-186.83639502000003,168,1421.02,24,147456,0.001878818550418752,0.2,0.021525055,0.9335940480232239,-7.923244069019954,23.67508888244629,56.21050445238749,92,0.256103515625,0.00025
913,-217.9660501,168,1409.01,25,153600,0.0011057283263653517,0.2,0.014728476,0.9353315830230713,-7.875265633066495,25.93998908996582,66.0571490128835,96,0.22615559895833334,0.00025
948,-210.46737005000003,168,1404.06,26,159744,0.00027670023215857026,0.2,0.01664851,0.9541774392127991,-7.866378818949063,27.161056518554688,47.03290726741155,100,0.22627766927083334,0.00025
989,-218.7762901,167,1409.69,27,165888,0.004393416573293507,0.2,0.022319948,0.9063048362731934,-7.856177921096484,6.517016887664795,21.985366264979046,104,0.3081461588541667,0.00025
1026,-258.08948003999996,167,1380.44,28,172032,0.01324462710666315,0.2,0.024567118,0.9230046272277832,-7.834150875608127,18.96724510192871,51.111062705516815,108,0.3255615234375,0.00025
1057,-253.12684011,168,1391.75,29,178176,0.0037200302516187853,0.2,0.025317138,0.9408942461013794,-7.805428559581439,17.983551025390625,52.93436465660731,112,0.2580159505208333,0.00025
1091,-264.51953015999993,168,1439.05,30,184320,0.003749657320440747,0.2,0.028085945,0.9524617791175842,-7.843166430791219,18.24809455871582,38.023767630259194,116,0.3007405598958333,0.00025
1126,-227.61704010999998,169,1420.13,31,190464,0.010649345572649812,0.2,0.02693683,0.952008843421936,-7.774207577109337,9.07754135131836,26.906315753857296,120,0.3279215494791667,0.00025
1156,-238.22611010999998,170,1421.52,32,196608,0.0037842912982644825,0.2,0.031295896,0.9567650556564331,-7.798832337061564,11.913970947265625,28.309996614853542,124,0.3192952473958333,0.00025
1188,-181.14741005999997,170,1410.87,33,202752,2.45546325459145e-05,0.2,0.020127011,0.9438806772232056,-7.77196263273557,5.802092552185059,21.120816032091778,128,0.2974853515625,0.00025
1232,-102.88778005,169,1398.16,34,208896,0.0023618207439236962,0.2,0.020193793,0.9491842985153198,-7.791964103778203,17.667808532714844,39.71029780308405,132,0.25341796875,0.00025
1263,-98.44896003,170,1405.93,35,215040,0.0036604277435496138,0.2,0.025972566,0.9492765069007874,-7.7995427548885345,17.93187713623047,39.652722120285034,136,0.3211263020833333,0.00025
1299,-92.69790498999998,170,1385.1,36,221184,0.009188843818265013,0.2,0.02766026,0.9677367806434631,-7.789447660247485,8.592321395874023,31.602547933657963,140,0.3600260416666667,0.00025
1354,-76.70894502,167,1335.49,37,227328,0.006357152980247823,0.2,0.021808645,0.9269096851348877,-7.760058795412381,11.401893615722656,31.43153480688731,144,0.3070068359375,0.00025
1422,-44.682865,164,1283.86,38,233472,0.0030417170589013645,0.2,0.025614485,0.9316874742507935,-7.805743118127187,17.57082176208496,39.3415979941686,148,0.3494873046875,0.00025
1456,-23.665280040000006,164,1303.06,39,239616,0.00849648012323693,0.2,0.05718094,0.8950462937355042,-7.788037677605947,12.122304916381836,34.649648090203605,152,0.351318359375,0.00025
1487,3.5500599699999977,165,1210.75,40,245760,0.02691709349649803,0.2,0.15516512,0.9457557797431946,-7.723528429865837,5.200474739074707,15.473683615525564,156,0.4278971354166667,0.00025
1523,2.992354859999993,165,1125.07,41,251904,0.01000786857669785,0.2,0.022278644,0.9283803105354309,-7.501583034793536,19.452987670898438,40.82169189055761,160,0.3297526041666667,0.00025
1559,10.05052992,165,1101.41,42,258048,-0.00023610753123648465,0.2,0.021713262,0.9303880333900452,-7.51251694560051,17.6114559173584,33.70570673545202,164,0.2811686197916667,0.00025
1590,-14.785260069999998,166,1128.0,43,264192,0.014996286857543359,0.2,0.024390033,0.9313493967056274,-7.448503529032071,6.945120334625244,23.21157078941663,168,0.3380533854166667,0.00025
1622,-11.772280029999997,166,1127.34,44,270336,0.006897260286981084,0.2,0.020003168,0.9238781929016113,-7.44446787238121,6.539488792419434,22.88060451547305,172,0.2958984375,0.00025
1660,6.357255010000001,166,1187.33,45,276480,0.012593880106578581,0.2,0.04042491,0.9415959715843201,-7.382962380846341,8.931304931640625,16.91581717133522,176,0.3811848958333333,0.00025
1694,25.74141499,166,1196.25,46,282624,0.011583356637856923,0.2,0.03860308,0.9468011856079102,-7.371329536040624,8.19621467590332,19.07002944747607,180,0.3723958333333333,0.00025
1727,21.34841496,167,1250.33,47,288768,0.017655765720216248,0.2,0.04569338,0.9610115885734558,-7.362569456299146,5.6410369873046875,13.976134722431501,184,0.450927734375,0.00025
1762,45.67368997,167,1240.91,48,294912,0.011614988868435224,0.2,0.07809276,0.929175615310669,-7.2051527599493665,6.010953903198242,15.938474794228872,188,0.4952392578125,0.00025
1800,52.47892996999999,167,1249.29,49,301056,0.00880361150969596,0.2,0.028018558,0.9664739370346069,-7.321309149265289,4.310542106628418,13.163641452789307,192,0.3573811848958333,0.00025
1844,66.47754499000001,166,1219.86,50,307200,0.010105821941882217,0.2,0.030213729,0.963350772857666,-7.2704642961422605,4.0601325035095215,11.152628988027573,196,0.358154296875,0.00025
1877,48.25168502000001,166,1314.12,51,313344,0.004136874000929917,0.2,0.036226243,0.9733188152313232,-7.439251447717349,4.137104511260986,9.716703832149506,200,0.3603922526041667,0.00025
