#{"t_start": 1755537019.703903, "env_id": "None"}
r,l,t
-274.638,1622,12.144679
-242.894,1622,18.360538
-242.339,1622,36.498342
-218.644,1622,52.023949
-219.659,1622,69.929627
-131.961,1622,88.938829
-97.183,1622,100.416531
-117.527,1622,120.146797
-26.915,1622,130.90283
-91.036999,1622,146.56327
-69.519,1622,165.907075
-49.755,1622,178.618691
-151.111,1622,200.162825
-866.869,1622,210.643646
-1233.0665,1622,221.220386
-1223.4245,1622,238.175433
-1171.2165,1622,251.393342
-1263.407001,1622,269.544123
-1370.983002,1622,280.552627
-1223.518501,1622,291.475792
-1195.352501,1622,311.153582
-82.8225,1622,325.741315
-1242.870501,1622,348.105679
-38.141,1622,365.180991
-1177.151502,1622,379.56717
-32.587,1622,397.962791
-426.9995,1622,408.560994
-41.28,1622,427.430998
-53.375,1622,437.788045
-43.354,1622,446.848378
-768.709501,1622,464.137017
-102.798499,1002,469.970336
-22.921,1622,481.976725
-35.866,1622,500.85659
-17.504001,1622,512.702041
36.418,1622,531.301027
-45.544,1622,543.282801
-23.279,1622,556.59963
-14.364999,1622,575.377132
-565.443,1622,588.306488
-53.572,1622,607.838339
137.701499,688,612.565843
-1175.939501,1622,623.111024
-43.417,1622,640.323343
-70.374,1622,649.247189
-106.584,1068,655.550992
-15.624,1622,673.39172
121.681498,1117,680.095032
-16.012,1622,695.505084
45.239501,1322,714.897381
-43.769,1622,727.527518
-41.594,1622,736.260837
-31.403,1622,752.47644
-1061.728001,1622,762.065866
-20.826,1622,783.524693
-23.895,1284,795.782522
-1336.6985,1622,806.923285
-805.866,1622,821.67872
-27.376,615,825.911563
-18.0185,1211,835.575749
-1356.919,1622,854.412076
-746.212001,1539,862.732678
-21.924,1622,871.613177
-60.505,1579,888.78404
-28.694,1622,904.546825
-21.764,701,909.572774
-31.609,1622,926.520315
109.5285,1588,938.792952
-26.389499,1622,949.948038
142.409499,732,962.295512
-313.787,1622,976.018473
-61.269,1601,990.074891
-1157.123001,1622,1007.24735
1.655501,570,1011.950436
-1201.227001,1622,1025.224445
43.655499,1622,1042.197373
-38.584,1622,1052.337082
-36.753,1622,1067.477945
-5.706501,1202,1075.134821
91.056001,1622,1084.97385
-15.625999,1622,1104.247859
23.091002,692,1108.599511
-287.0855,1622,1120.804043
138.094,1025,1127.311931
