time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/policy_gradient_loss,train/approx_kl,rollout/ep_len_mean,train/clip_range,train/entropy_loss,train/clip_fraction,train/explained_variance,rollout/ep_rew_mean,train/loss,train/n_updates,train/value_loss,train/learning_rate
29952,39,175,170,0.031251790907440916,0.1535693,729.93,0.2,-6.7469801902771,0.5217013888888888,0.8700091242790222,5431.7251717300005,19.630390167236328,114,31.63872931400935,0.00025
30720,40,181,169,0.02013436810941332,0.072940946,731.81,0.2,-6.766459445158641,0.4978298611111111,0.8303729295730591,5564.194172310002,24.099626541137695,117,35.88694013489617,0.00025
31488,41,185,169,0.03062182790341063,0.070852585,734.95,0.2,-6.745321949323018,0.4826388888888889,0.8954750299453735,5930.07417685,21.35207176208496,120,31.06382389863332,0.00025
32256,42,189,170,0.04704031257683204,0.116997875,738.49,0.2,-6.912092559867435,0.6128472222222222,0.9019312262535095,5834.538178619999,37.23784637451172,123,52.75022313329909,0.00025
33024,43,193,170,0.07085565886356765,0.21346135,751.32,0.2,-7.101923545201619,0.6137152777777778,0.9300085306167603,5246.47618068,36.2114372253418,126,37.969684190220306,0.00025
33792,44,197,170,0.07368405105080456,0.15144657,758.78,0.2,-6.855625814861721,0.6236979166666666,0.8958450555801392,5100.760183219999,20.36479949951172,129,70.8841413391961,0.00025
34560,45,202,170,0.03292026813788754,0.06413783,770.76,0.2,-6.88659926255544,0.56640625,0.8752073645591736,4818.876188589999,58.554359436035156,132,74.07257892025842,0.00025
35328,46,206,171,0.03331473527941853,0.12074533,770.51,0.2,-6.808425936434004,0.5533854166666666,0.9050164818763733,4806.48518888,27.852439880371094,135,50.72850802209642,0.00025
36096,47,213,168,0.039834978899711534,0.15194511,787.51,0.2,-6.96815765566296,0.6831597222222222,0.8227048516273499,5061.8041948,22.734338760375977,138,34.78339460160997,0.00025
36864,48,219,167,0.07694581572690772,0.12675346,787.51,0.2,-7.018816067112817,0.6749131944444444,0.8020873069763184,5061.8041948,14.013627052307129,141,26.077035877439712,0.00025
37632,49,224,167,0.06940276748112713,0.11974255,822.13,0.2,-6.975557373629676,0.6228298611111112,0.8466669321060181,5108.10720566,18.11014747619629,144,26.54726833767361,0.00025
38400,50,229,167,0.04247973775232418,0.097812094,824.3,0.2,-7.1515567898750305,0.5520833333333334,0.920086145401001,5124.8282071,30.06395721435547,147,42.00387046072218,0.00025
39168,51,233,167,0.03900846232297934,0.08525034,847.7,0.2,-6.920555121368832,0.5638020833333334,0.9417731761932373,4065.249209859999,17.703109741210938,150,20.34527391857571,0.00025
39936,52,237,167,0.06881059804517362,0.19964357,846.39,0.2,-6.741873913341099,0.6644965277777778,0.9087167978286743,3935.5422097900005,77.88330841064453,153,59.96515893936157,0.00025
40704,53,242,168,0.07509344247066313,0.24814856,861.96,0.2,-6.69788310262892,0.6545138888888888,0.9099026322364807,3627.3632136300002,21.608478546142578,156,31.130610240830315,0.00025
41472,54,247,167,0.03521674246682475,0.06388835,862.06,0.2,-6.874998370806376,0.5182291666666666,0.7826583385467529,3641.7812120500002,13.15466594696045,159,29.96267220709059,0.00025
42240,55,252,167,0.041763253962724574,0.09552619,868.17,0.2,-6.705717596742842,0.5863715277777778,0.8336390852928162,3531.57521473,25.727527618408203,162,37.11421749326918,0.00025
43008,56,256,167,0.02480608311533514,0.06803229,872.27,0.2,-6.257281866338518,0.52734375,0.834248960018158,3588.2212161500006,71.33428955078125,165,71.64976077609592,0.00025
43776,57,260,167,0.02337390089329953,0.10522016,872.82,0.2,-6.578307171662648,0.52734375,0.894170880317688,3231.65721782,16.515289306640625,168,49.61833331320021,0.00025
44544,58,265,167,0.03977914072068719,0.07931537,873.17,0.2,-6.529894232749939,0.5256076388888888,0.879814624786377,3090.34621803,17.77433204650879,171,48.6754715707567,0.00025
45312,59,269,167,0.03642294427845627,0.08744359,876.4,0.2,-6.698082546393077,0.5416666666666666,0.9381869435310364,3045.969221320001,21.666400909423828,174,27.022499243418377,0.00025
46080,60,274,168,0.048888956882163055,0.09862689,880.38,0.2,-6.8879987133873835,0.5364583333333334,0.6546513438224792,3069.4602223,13.278733253479004,177,27.383476661311256,0.00025
46848,61,278,168,0.018457190702772804,0.04608791,894.0,0.2,-6.677928706010182,0.4930555555555556,0.8448880910873413,3466.3862276999994,7.515979290008545,180,18.326504276858437,0.00025
47616,62,285,166,0.027090878484563694,0.0733504,893.33,0.2,-6.674011978838179,0.4856770833333333,0.8345192670822144,3546.1922281300003,8.842565536499023,183,23.112859454419876,0.00025
48384,63,290,166,0.014282523964842161,0.03321108,893.18,0.2,-6.589894182152218,0.3459201388888889,0.9157758951187134,3438.5122301600004,15.489707946777344,186,25.13475043243832,0.00025
49152,64,294,166,0.01100558795992078,0.044475764,890.92,0.2,-6.55891301896837,0.3980034722222222,0.901633620262146,3547.6212297800002,20.425853729248047,189,34.17373377747006,0.00025
49920,65,299,166,0.026330742331790842,0.07557853,880.95,0.2,-6.315472424030304,0.4583333333333333,0.8952183127403259,3451.58322603,19.055747985839844,192,25.327587299876743,0.00025
50688,66,303,166,0.044417479230711855,0.08043021,887.58,0.2,-6.384982771343655,0.5347222222222222,0.9255321621894836,3630.39622974,11.560174942016602,195,20.937453720304703,0.00025
51456,67,308,166,0.013979860193406543,0.05008177,884.23,0.2,-6.372283319632213,0.40625,0.815002977848053,3803.01723028,29.637853622436523,198,44.207507371902466,0.00025
52224,68,312,167,0.005018900045090252,0.05226751,883.4,0.2,-6.310387531916301,0.4665798611111111,0.9051070213317871,3547.1852291,24.809846878051758,201,29.953079448805916,0.00025
52992,69,316,167,0.017918627191748884,0.05604018,895.47,0.2,-6.359684725602468,0.4422743055555556,0.9178196787834167,3690.8672338199995,11.280213356018066,204,24.713209350903828,0.00025
53760,70,321,167,0.0459514500754368,0.08759793,885.89,0.2,-6.277305338117811,0.5729166666666666,0.8350173234939575,3301.62122967,32.31263732910156,207,56.359770403967964,0.00025
54528,71,325,167,0.007214821241278615,0.052989796,881.46,0.2,-6.3310610387060375,0.4149305555555556,0.9275559782981873,3797.51123051,18.19215202331543,210,25.536281075742508,0.00025
55296,72,329,167,0.02331687926521732,0.063024946,886.93,0.2,-6.796639064947764,0.47265625,0.8641093969345093,4044.87923212,16.193073272705078,213,24.843581914901733,0.00025
56064,73,337,166,0.04280727078569018,0.105543554,898.03,0.2,-6.691191256046295,0.5260416666666666,0.7489259243011475,4950.08523639,8.888740539550781,216,19.635091821352642,0.00025
56832,74,342,166,0.02076078494752033,0.06297222,891.2,0.2,-6.784676452477773,0.4518229166666667,0.8561031222343445,5411.438234529999,12.356476783752441,219,24.51183256838057,0.00025
57600,75,346,166,0.010898119058563478,0.046595436,896.59,0.2,-6.64357590675354,0.4427083333333333,0.857105016708374,5512.403236040001,19.567562103271484,222,29.459556294812096,0.00025
58368,76,351,166,0.033462612631006375,0.14754163,893.54,0.2,-6.583819508552551,0.5516493055555556,0.8823909163475037,5075.16423569,9.416118621826172,225,22.834302730030483,0.00025
59136,77,355,166,0.01896294538811263,0.03754084,888.25,0.2,-6.758468416002062,0.4361979166666667,0.828267514705658,4990.98623423,15.723223686218262,228,29.853029317326016,0.00025
59904,78,360,166,0.014262706073673649,0.039931595,889.79,0.2,-6.645529806613922,0.4440104166666667,0.9034560918807983,5301.475235560001,7.421719074249268,231,20.0618554353714,0.00025
60672,79,364,166,0.00968333000006775,0.061998874,887.45,0.2,-6.717296216222975,0.4778645833333333,0.8349441289901733,5757.16923399,16.93807601928711,234,27.347829858462017,0.00025
61440,80,370,165,0.027687339370863304,0.064846635,879.12,0.2,-6.74280043443044,0.4995659722222222,0.9003917574882507,6563.42823499,16.865976333618164,237,22.744858410623337,0.00025
62208,81,374,166,0.011342920699260302,0.039670188,889.59,0.2,-6.904291053613027,0.3888888888888889,0.8926746845245361,6168.68123683,22.96443748474121,240,43.40022801028358,0.00025
62976,82,378,166,0.02114206138584349,0.062400233,889.59,0.2,-6.833594375186497,0.4787326388888889,0.9294366836547852,6639.1002374,27.171737670898438,243,30.93936820162667,0.00025
63744,83,383,166,0.04666838713455945,0.17461143,889.59,0.2,-6.584087093671163,0.5303819444444444,0.930832028388977,6306.6862361799995,15.67348861694336,246,29.26892983251148,0.00025
64512,84,387,166,0.014169585819925286,0.04158036,895.38,0.2,-6.4861663646168175,0.4704861111111111,0.9154860973358154,6457.561237270001,16.49166488647461,249,25.742118385103012,0.00025
65280,85,391,166,0.005099540589273804,0.04119268,895.38,0.2,-6.400774459044139,0.4470486111111111,0.8947843313217163,6660.83923689,19.029706954956055,252,20.0086816350619,0.00025
66048,86,396,166,0.02419218686150594,0.04565234,904.25,0.2,-6.535181747542487,0.4288194444444444,0.8030239343643188,7089.320240279998,24.83131980895996,255,32.33815533585019,0.00025
66816,87,403,165,0.01633729754636685,0.064430736,904.25,0.2,-6.603782150480482,0.4535590277777778,0.9099714756011963,7665.8292411,13.415459632873535,258,16.7785108950403,0.00025
67584,88,408,165,0.018229446619645588,0.031610887,895.14,0.2,-6.733262413077885,0.3736979166666667,0.8405119180679321,7698.641236749999,31.39927864074707,261,32.55151045322418,0.00025
68352,89,412,165,0.014960544985822506,0.041257218,881.2,0.2,-6.621215482552846,0.3845486111111111,0.931283175945282,7227.58423161,14.866832733154297,264,28.669698662228054,0.00025
69120,90,417,165,0.022752245926919084,0.042207826,872.08,0.2,-6.477073384655847,0.40234375,0.909468948841095,6828.829227699999,18.75233268737793,267,28.97257654534446,0.00025
69888,91,421,165,0.01302585365354187,0.063323736,874.54,0.2,-6.398447606298658,0.4678819444444444,0.9223147034645081,6533.089225830002,12.85045051574707,270,33.19795474741194,0.00025
70656,92,426,165,0.021078312303870916,0.037294652,871.46,0.2,-6.375342382325067,0.4153645833333333,0.9014754295349121,6290.106223430002,48.54454803466797,273,52.925793488820396,0.00025
71424,93,430,165,0.01105931790597323,0.037738364,877.03,0.2,-6.4934324754609,0.3980034722222222,0.9234116077423096,6105.81222298,19.774452209472656,276,38.832957492934334,0.00025
72192,94,436,165,0.02766306704789814,0.06790957,871.22,0.2,-6.299105710453457,0.4995659722222222,0.9188855886459351,5981.936221170002,22.256134033203125,279,48.266816483603584,0.00025
72960,95,441,165,0.023382562523086865,0.06359225,871.22,0.2,-6.466569516393873,0.4713541666666667,0.866889238357544,5981.936221170002,20.196666717529297,282,51.86436202791002,0.00025
73728,96,445,165,0.04480205747919778,0.15942593,880.32,0.2,-6.736958728896247,0.5824652777777778,0.736132800579071,6392.082224470001,9.655339241027832,285,13.924051960309347,0.00025
74496,97,449,165,0.049266524975084595,0.09993577,880.32,0.2,-6.894448664453295,0.5460069444444444,0.849337100982666,6392.082224470001,9.816513061523438,288,15.606039292282528,0.00025
75264,98,453,165,0.026159646157692704,0.044011984,890.85,0.2,-6.9763774209552345,0.4813368055555556,0.8358333706855774,6691.80622806,9.501788139343262,291,16.750623948044247,0.00025
76032,99,458,165,0.028473903657868505,0.024065262,876.74,0.2,-6.969217234187656,0.4184027777777778,0.8204658627510071,6867.8122241,21.469730377197266,294,32.749646385510765,0.00025
76800,100,462,166,0.01862254495629006,0.06565303,860.75,0.2,-7.067535228199429,0.4735243055555556,0.8036621809005737,6759.025221319999,14.801265716552734,297,28.664276864793564,0.00025
77568,101,466,166,0.022837406696958676,0.045613483,851.67,0.2,-6.995034317175548,0.4522569444444444,0.8322510123252869,6509.115219839999,8.500396728515625,300,21.950504548019833,0.00025
78336,102,473,165,0.021171675496993378,0.079387404,860.26,0.2,-7.144965132077535,0.4717881944444444,0.9147606492042542,6607.619222370001,4.867678642272949,303,15.928644792901146,0.00025
79104,103,478,165,0.02450761249444137,0.043945838,851.66,0.2,-7.374936925040351,0.4678819444444444,0.8245179653167725,7093.753219049999,17.025793075561523,306,27.513332075542873,0.00025
79872,104,482,165,0.029321181096343532,0.08340702,858.59,0.2,-7.29740905099445,0.5403645833333334,0.9192312955856323,7076.699219460001,5.359732627868652,309,17.463591343826717,0.00025
80640,105,486,165,0.02212671112890045,0.033244114,858.38,0.2,-7.274746060371399,0.44140625,0.8603553175926208,6654.51621763,10.707730293273926,312,26.612539927164715,0.00025
81408,106,491,165,0.03157043382008043,0.073666625,853.61,0.2,-7.238649679554833,0.5234375,0.9027131199836731,6582.206216250001,23.930326461791992,315,38.12932925754123,0.00025
82176,107,495,165,0.03008925777653025,0.046933185,860.24,0.2,-7.335569500923157,0.5143229166666666,0.8590511083602905,6967.772220249999,7.095353603363037,318,17.924809985690647,0.00025
82944,108,499,165,0.01627229934092611,0.046665657,868.57,0.2,-7.398385696940952,0.4236111111111111,0.7222689390182495,7010.64322148,20.641014099121094,321,39.8944309287601,0.00025
83712,109,506,165,0.014883485228185438,0.062218934,868.57,0.2,-7.265672107537587,0.4548611111111111,0.9185181260108948,7672.966222550001,12.45798110961914,324,14.444823874367607,0.00025
84480,110,510,165,0.011050110443546955,0.05796315,868.57,0.2,-7.275112509727478,0.4874131944444444,0.8159029483795166,7537.2652231,14.793710708618164,327,34.8232331805759,0.00025
85248,111,515,165,0.02627002891515278,0.13206069,862.32,0.2,-7.108341455459595,0.5160590277777778,0.7588764429092407,7789.23922333,8.016438484191895,330,24.652963803874123,0.00025
86016,112,519,165,0.014900741633027792,0.061151147,861.27,0.2,-7.083067549599542,0.45703125,0.8768043518066406,7680.056223090001,12.613090515136719,333,29.27465542157491,0.00025
86784,113,523,165,0.024409500015382137,0.09150728,861.27,0.2,-6.923583739333683,0.515625,0.8786665201187134,7693.60822328,27.492355346679688,336,30.1442715326945,0.00025
87552,114,528,165,0.030764821703390528,0.080900624,861.27,0.2,-6.8572315375010175,0.5364583333333334,0.9180626273155212,7566.248223070001,9.556629180908203,339,27.663468811247085,0.00025
88320,115,532,165,0.03726063160380969,0.07236239,856.01,0.2,-6.687626712852055,0.45703125,0.9223546981811523,7702.050223359999,25.93227195739746,342,26.00862859355079,0.00025
89088,116,536,165,0.0046684800310888225,0.04244153,844.03,0.2,-6.963480399714576,0.3697916666666667,0.856082558631897,8135.60522197,20.131446838378906,345,26.791310727596283,0.00025
89856,117,543,165,0.016817342774528597,0.050278652,839.08,0.2,-6.681165628963047,0.4045138888888889,0.879583477973938,8625.14722299,23.806407928466797,348,38.34039339754317,0.00025
90624,118,548,165,0.026964889632331,0.08820481,833.27,0.2,-6.65689218044281,0.4592013888888889,0.9088463187217712,8577.843220620001,13.17742919921875,351,28.411355151070488,0.00025
91392,119,552,165,0.053192972774720855,0.10585045,833.27,0.2,-6.696661247147454,0.5434027777777778,0.9015875458717346,8644.65222117,19.61676597595215,354,31.218892878956265,0.00025
92160,120,557,165,0.025599359431200557,0.079784594,843.62,0.2,-6.510401752259996,0.4865451388888889,0.9151882529258728,8915.265226049998,12.290481567382812,357,33.777099907398224,0.00025
92928,121,561,165,0.030536617242938116,0.04731075,843.72,0.2,-6.8042637374666,0.4782986111111111,0.8200591802597046,9112.738227759999,26.99429702758789,360,41.7217583126492,0.00025
93696,122,565,165,0.005467431464542945,0.075789474,842.38,0.2,-6.611666407850054,0.4557291666666667,0.9389810562133789,9449.256228,9.005261421203613,363,15.578736828433144,0.00025
94464,123,570,165,0.017485453359161813,0.06493237,830.75,0.2,-6.507877833313412,0.4487847222222222,0.8950768709182739,9029.525223659999,25.603940963745117,366,59.73992472224765,0.00025
95232,124,577,164,0.025251500424928963,0.072094776,824.82,0.2,-6.4719655646218195,0.5099826388888888,0.9259299635887146,8313.649219750001,13.652214050292969,369,41.28595981332991,0.00025
96000,125,581,165,0.03320979559794068,0.09501383,824.82,0.2,-6.771849705113305,0.4986979166666667,0.9007735848426819,8342.263220190001,13.462409019470215,372,27.832075582610237,0.00025
96768,126,585,165,0.028738736601856846,0.13148068,839.56,0.2,-6.991495291392009,0.5030381944444444,0.6182992458343506,8686.18922437,9.42430305480957,375,17.27573039796617,0.00025
97536,127,590,165,0.025626282731536776,0.067159735,843.28,0.2,-7.002799769242604,0.5047743055555556,0.7138983011245728,8711.74122537,34.30876159667969,378,38.32103729248047,0.00025
98304,128,594,165,0.020574351682120726,0.040983874,860.48,0.2,-7.13151486714681,0.4175347222222222,0.8193659782409668,8886.04922918,6.358855724334717,381,21.36516336599986,0.00025
99072,129,598,165,0.018917069809200864,0.04314081,870.99,0.2,-7.053421272171868,0.4644097222222222,0.7451364398002625,9004.234231989998,12.354089736938477,384,31.795031428337097,0.00025
99840,130,603,165,0.0035938153030454284,0.057885718,869.22,0.2,-6.962060471375783,0.4574652777777778,0.8411123752593994,9038.526231439999,21.694091796875,387,26.500345253282124,0.00025
100608,131,607,165,0.012926944751395948,0.04980581,860.28,0.2,-6.964029126697117,0.3854166666666667,0.8507746458053589,8996.9302305,26.640405654907227,390,34.92047429084778,0.00025
101376,132,614,164,0.004842110159289505,0.069219574,850.42,0.2,-7.020737429459889,0.4869791666666667,0.8134968876838684,9198.28722966,12.529963493347168,393,18.590139945348103,0.00025
102144,133,619,164,0.008178343310848706,0.063328594,844.88,0.2,-6.918420036633809,0.4869791666666667,0.9311646223068237,9443.496229440001,10.772085189819336,396,19.89213807053036,0.00025
102912,134,623,165,0.02628117284944488,0.08203473,849.65,0.2,-7.026226513915592,0.4939236111111111,0.9258491396903992,9145.81722797,12.659708976745605,399,20.02582354015774,0.00025
103680,135,627,165,0.014207875032702254,0.0734772,849.65,0.2,-6.950201935238308,0.46875,0.9264219999313354,8970.35622696,4.417241096496582,402,15.528991997241974,0.00025
104448,136,632,165,0.02674216328240517,0.07323285,849.65,0.2,-6.913388954268561,0.4578993055555556,0.9351544976234436,8938.48722657,11.631058692932129,405,22.383662316534256,0.00025
105216,137,636,165,0.01560188327372695,0.05450837,849.65,0.2,-6.81289545694987,0.4691840277777778,0.8987016677856445,8873.13422618,21.638505935668945,408,29.891697373655106,0.00025
105984,138,640,165,0.014971877823376821,0.049891382,851.3,0.2,-7.041644619570838,0.4405381944444444,0.9052411317825317,8971.490224889998,5.338457107543945,411,15.436478770441479,0.00025
106752,139,647,164,0.011912442025883744,0.046464503,855.9,0.2,-6.930123507976532,0.4066840277777778,0.9299083352088928,8970.04222469,11.195241928100586,414,23.840687168969048,0.00025
107520,140,652,164,0.02414794307616022,0.04329468,862.06,0.2,-7.16224769088957,0.4474826388888889,0.9280931353569031,9010.66122428,15.606846809387207,417,19.09784746170044,0.00025
108288,141,656,164,0.02892009255528036,0.049988013,858.32,0.2,-6.886358360449473,0.4227430555555556,0.9008435010910034,8899.377222640001,7.350906848907471,420,18.231666843096416,0.00025
109056,142,660,165,0.012348817868365182,0.03598263,858.32,0.2,-6.442429615391625,0.390625,0.8930995464324951,9090.82822327,6.168363571166992,423,16.71625209516949,0.00025
109824,143,664,165,0.009612683174459057,0.08810503,870.02,0.2,-6.943842093149821,0.4509548611111111,0.8834799528121948,9095.85722459,16.629886627197266,426,18.032243205441368,0.00025
110592,144,669,165,0.0037172024733283454,0.059840973,871.42,0.2,-7.10160772005717,0.44140625,0.8971376419067383,9017.03022396,12.823836326599121,429,14.420785281393263,0.00025
111360,145,673,165,0.032239825839901134,0.04071421,886.63,0.2,-7.024017095565796,0.3715277777777778,0.8680374622344971,9051.30422702,9.657959938049316,432,21.01333914200465,0.00025
112128,146,677,165,0.009855002022555305,0.07514826,893.76,0.2,-7.16765218310886,0.4348958333333333,0.9175407886505127,9228.255228910002,6.742136001586914,435,13.042615721623102,0.00025
112896,147,685,164,0.008477005797127882,0.06351175,905.84,0.2,-6.88019875685374,0.4917534722222222,0.8766980171203613,9511.329231919999,12.65579891204834,438,17.397855394416386,0.00025
113664,148,689,164,0.015794456561302975,0.043568004,896.66,0.2,-7.1602409614457025,0.4427083333333333,0.8079624176025391,9554.577229640001,26.711868286132812,441,28.985165490044487,0.00025
114432,149,693,165,0.010578840776967505,0.05851436,891.7,0.2,-6.914017028278774,0.4474826388888889,0.88558030128479,9715.882229300001,5.406610012054443,444,19.06738562716378,0.00025
115200,150,697,165,0.046073986838261284,0.070665546,886.41,0.2,-6.786827670203315,0.5329861111111112,0.8796031475067139,9647.13322869,7.215824127197266,447,24.633980022536385,0.00025
115968,151,702,165,0.018278564339400165,0.03833611,885.34,0.2,-6.955359372827742,0.4483506944444444,0.857461154460907,9507.70322837,22.001522064208984,450,26.392830053965252,0.00025
116736,152,706,165,0.021524299492335155,0.08449926,903.9,0.2,-6.807017743587494,0.4674479166666667,0.8956361413002014,9521.96823288,13.501187324523926,453,27.9499675432841,0.00025
117504,153,712,164,0.024056136931499675,0.08698056,906.3,0.2,-6.9416967034339905,0.5386284722222222,0.8985112905502319,10350.93123693,12.676628112792969,456,18.887062715159523,0.00025
