time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/n_updates,train/value_loss,train/approx_kl,train/clip_range,rollout/ep_len_mean,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/loss,rollout/ep_rew_mean
148,143,109824,740,-7.677482075161404,426,13.183256503608492,0.037562903,0.2,1017.08,0.929417610168457,0.3233506944444444,-0.0038014679189978372,0.00025,4.138733863830566,9413.78
148,144,110592,745,-7.718063294887543,429,23.323626425531174,0.035496775,0.2,1017.08,0.9085841178894043,0.4049479166666667,0.02008634928562161,0.00025,8.686806678771973,9386.65
148,145,111360,751,-7.794360478719075,432,21.180338349607254,0.025981681,0.2,1017.08,0.9172049760818481,0.3055555555555556,0.006317012218965424,0.00025,12.519575119018555,9393.67
148,146,112128,756,-7.78740926583608,435,11.480836563640171,0.03833154,0.2,1019.0,0.7755749821662903,0.3602430555555556,0.003355112728766269,0.00025,3.67680025100708,9375.99
148,147,112896,761,-7.689783235390981,438,7.425071398417155,0.038058486,0.2,1019.0,0.9368686079978943,0.3689236111111111,0.005748057763816582,0.00025,5.968710422515869,9330.75
148,148,113664,766,-7.736391928460863,441,6.504811412758297,0.048850536,0.2,1019.0,0.9495908617973328,0.3823784722222222,0.012766679503127105,0.00025,2.8138887882232666,9308.79
148,149,114432,771,-7.869645807478163,444,15.903132008181679,0.031476215,0.2,1019.0,0.9001110792160034,0.3337673611111111,0.016873213824712567,0.00025,9.150818824768066,9301.25
148,150,115200,777,-7.749204410447015,447,13.892055094242096,0.030023647,0.2,1019.0,0.7956057190895081,0.375,0.009362541837617755,0.00025,7.238902568817139,9289.26
148,151,115968,782,-7.778428554534912,450,19.23394904534022,0.031684875,0.2,1019.0,0.8481037616729736,0.3385416666666667,0.012272918480448425,0.00025,6.811508655548096,9437.28
148,152,116736,787,-7.714413013723162,453,10.0130618347062,0.046847355,0.2,1019.0,0.8511375188827515,0.3823784722222222,0.023293331420669954,0.00025,5.141979217529297,9390.37
148,153,117504,792,-7.767611549960242,456,16.113643129666645,0.033164542,0.2,1019.0,0.920587420463562,0.3628472222222222,0.019234879705537524,0.00025,11.233526229858398,9174.16
148,154,118272,798,-7.816220018598768,459,12.514882028102875,0.052288145,0.2,1019.0,0.9346567392349243,0.3932291666666667,0.013588911814925572,0.00025,7.137445449829102,9208.44
148,155,119040,803,-7.799996475378673,462,10.68650707271364,0.030016094,0.2,1019.0,0.9721694588661194,0.3823784722222222,0.016950451186858118,0.00025,9.06372356414795,9202.46
148,156,119808,808,-7.775854441854689,465,12.603565427992079,0.040211584,0.2,1019.0,0.8984560966491699,0.3728298611111111,0.0191986249669248,0.00025,5.914184093475342,9295.99
148,157,120576,813,-7.790771133369869,468,11.265566739771101,0.027788064,0.2,1019.0,0.930942952632904,0.2760416666666667,0.00765578279323462,0.00025,4.566371917724609,9324.27
148,158,121344,819,-7.787475824356079,471,13.5878983007537,0.037833035,0.2,1019.0,0.9005851745605469,0.3233506944444444,0.016350597156108253,0.00025,5.669504642486572,9270.31
148,159,122112,824,-7.816500306129456,474,14.311494098769295,0.016215516,0.2,1019.0,0.92352694272995,0.3138020833333333,0.01252402405306283,0.00025,8.019814491271973,9261.21
148,160,122880,829,-7.775271521674262,477,10.492553588416841,0.043148726,0.2,1019.0,0.8140610456466675,0.3454861111111111,0.02598916234758993,0.00025,8.601425170898438,9608.65
148,161,123648,834,-7.7848175168037415,480,10.04426242907842,0.06692564,0.2,1019.0,0.9194395542144775,0.3637152777777778,0.010821785506171485,0.00025,2.665041923522949,9750.0
148,162,124416,840,-7.762071390946706,483,7.690305537647671,0.040899925,0.2,1019.0,0.8630075454711914,0.3368055555555556,0.015523923651522232,0.00025,1.4884562492370605,9864.06
148,163,125184,845,-7.7849204606480065,486,26.232845385869343,0.024772013,0.2,1019.0,0.8670966625213623,0.3190104166666667,0.006688243709504604,0.00025,19.408117294311523,9875.5
148,164,125952,850,-7.762408620781368,489,9.538737850056755,0.045828413,0.2,1019.0,0.8070880770683289,0.3836805555555556,0.006495152651849721,0.00025,5.047313690185547,9917.36
148,165,126720,855,-7.772224015659756,492,15.241724318928188,0.027224181,0.2,1019.0,0.8842151761054993,0.3042534722222222,0.0010898225009441376,0.00025,9.614731788635254,9978.46
148,166,127488,860,-7.769221802552541,495,12.275562210215462,0.023606881,0.2,1019.0,0.7831813097000122,0.3376736111111111,0.015715818321849737,0.00025,2.1258645057678223,10210.86
148,167,128256,865,-7.758023573292626,498,10.774551447894838,0.02337423,0.2,1019.0,0.9227313995361328,0.2938368055555556,0.012240047838228444,0.00025,4.6119384765625,10205.35
148,168,129024,871,-7.812704092926449,501,12.646122164196438,0.037826296,0.2,1019.0,0.8150398135185242,0.3411458333333333,0.009598808751131097,0.00025,9.780942916870117,10321.81
148,169,129792,876,-7.7787796060244245,504,9.217618081304762,0.02729994,0.2,1019.0,0.9006858468055725,0.3159722222222222,0.00820567293299569,0.00025,7.413473129272461,10317.91
148,170,130560,881,-7.685395512315962,507,13.013433231247795,0.023717111,0.2,1019.0,0.7331137657165527,0.3246527777777778,-0.003075199589754144,0.00025,9.31572437286377,10456.63
148,171,131328,886,-7.646921071741316,510,15.996256232261658,0.03583392,0.2,1019.0,0.8790364265441895,0.3828125,0.006855631557603677,0.00025,8.357487678527832,10332.46
148,172,132096,892,-7.718080606725481,513,15.59276831150055,0.034170657,0.2,1019.0,0.9349631667137146,0.3598090277777778,0.014495525729014642,0.00025,6.724301338195801,10414.55
148,173,132864,897,-7.679028550783793,516,14.438210990693834,0.052938465,0.2,1019.0,0.934823215007782,0.4314236111111111,0.01506462002483507,0.00025,7.306105136871338,10465.23
148,174,133632,902,-7.592197689745161,519,45.83703849050734,0.040712293,0.2,1019.0,0.8662814497947693,0.3689236111111111,0.010275035204055408,0.00025,31.56846809387207,10334.32
148,175,134400,907,-7.7914339900016785,522,77.4114957385593,0.026644325,0.2,1019.0,0.8941004872322083,0.3029513888888889,-0.0013326509312416117,0.00025,16.138002395629883,10456.95
148,176,135168,912,-7.898994134532081,525,15.229802810483509,0.07655054,0.2,1019.0,0.9553059339523315,0.4696180555555556,0.023745654267258942,0.00025,7.21319055557251,9901.9
148,177,135936,918,-7.673885491159227,528,20.555640253755783,0.029853238,0.2,1019.0,0.9150300025939941,0.3502604166666667,0.004085067556136184,0.00025,17.336734771728516,9907.88
148,178,136704,923,-7.671022825770908,531,13.394249233934614,0.03534023,0.2,1015.28,0.799700915813446,0.3706597222222222,0.004968851267929292,0.00025,9.6507568359375,10132.86
148,179,137472,928,-7.779093086719513,534,20.479148003790115,0.027615873,0.2,1015.28,0.8978931307792664,0.3207465277777778,0.0012562094359762138,0.00025,3.3388218879699707,10132.86
148,180,138240,934,-7.779063363869985,537,14.729745858245426,0.06996476,0.2,1015.28,0.9426736831665039,0.4444444444444444,0.039014923826066986,0.00025,4.166254043579102,9868.26
148,181,139008,939,-7.787690778573354,540,14.935338252120548,0.026914686,0.2,1015.28,0.9644661545753479,0.4153645833333333,0.018689226436739165,0.00025,9.37590217590332,9868.26
148,182,139776,944,-7.814300133122338,543,23.558690779738956,0.032569908,0.2,1015.28,0.8583489656448364,0.3693576388888889,0.011049990775063634,0.00025,15.638033866882324,9564.59
148,183,140544,949,-7.88231141699685,546,23.28139379289415,0.040321242,0.2,1015.28,0.8567771911621094,0.3780381944444444,0.009550583419493504,0.00025,21.203847885131836,9564.59
147,184,141312,954,-7.802507572703892,549,14.222030613157484,0.0220384,0.2,1015.28,0.7353869080543518,0.2795138888888889,-0.003797536237268812,0.00025,11.091355323791504,9530.63
147,185,142080,960,-7.896422988838619,552,14.749116917451223,0.039406862,0.2,1015.28,0.8062075972557068,0.4010416666666667,0.01642380346958008,0.00025,12.314277648925781,9530.63
147,186,142848,965,-7.921107669671376,555,10.878606898917091,0.024690757,0.2,1015.28,0.7996894717216492,0.3151041666666667,0.002631968456423945,0.00025,4.75236701965332,9452.8
147,187,143616,970,-7.771409253279368,558,14.56153013308843,0.024576448,0.2,1015.28,0.8635349869728088,0.3311631944444444,-0.010582046453944512,0.00025,5.9179277420043945,9436.44
147,188,144384,976,-7.8220564060741005,561,17.28775288661321,0.018701665,0.2,1015.28,0.7383295297622681,0.2261284722222222,0.0036054146993491384,0.00025,9.31689739227295,9276.57
147,189,145152,981,-7.732744349373712,564,13.438469343715244,0.018056626,0.2,1015.28,0.8068090677261353,0.2534722222222222,-0.0028394306751175057,0.00025,7.1783013343811035,9264.09
147,190,145920,986,-7.8009976678424415,567,20.638605693976086,0.023600547,0.2,1015.28,0.8247417211532593,0.2942708333333333,0.0028722744383331803,0.00025,16.175861358642578,9237.51
147,191,146688,992,-7.7147565086682635,570,11.65158415834109,0.04566105,0.2,1015.28,0.8990944027900696,0.3667534722222222,0.010937889488155229,0.00025,5.173354625701904,9218.81
147,192,147456,997,-7.749087837007311,573,11.504533979627821,0.034536626,0.2,1015.28,0.8128968477249146,0.3381076388888889,0.0074445670341245,0.00025,4.223414421081543,9210.1
147,193,148224,1002,-7.727358791563246,576,13.695903778076172,0.040549636,0.2,1015.28,0.8971461653709412,0.4548611111111111,0.015254705665736563,0.00025,7.977038383483887,9214.52
147,194,148992,1007,-7.776642156971826,579,25.453505708111656,0.023237595,0.2,1015.28,0.8345164060592651,0.2513020833333333,0.005548916108738113,0.00025,9.178203582763672,9138.11
147,195,149760,1013,-7.797451277573903,582,12.340622302558687,0.025768718,0.2,1015.28,0.915601372718811,0.3363715277777778,0.005153438606713381,0.00025,6.430099964141846,9077.02
147,196,150528,1018,-7.764268736044566,585,11.404204418261846,0.049393326,0.2,1015.28,0.9242860078811646,0.3923611111111111,0.029737475599783163,0.00025,3.7879281044006348,9046.82
147,197,151296,1023,-7.761871145831214,588,11.684394756952921,0.026057253,0.2,1015.28,0.8981599807739258,0.3346354166666667,0.005140935187228024,0.00025,7.9474029541015625,9050.98
147,198,152064,1029,-7.7446299526426525,591,13.956832309563955,0.04517969,0.2,1015.28,0.7553552389144897,0.3810763888888889,0.01255570760824614,0.00025,5.649225234985352,8922.06
147,199,152832,1034,-7.763325525654687,594,11.532697121302286,0.036384143,0.2,1015.28,0.9405809640884399,0.3185763888888889,0.013389774999167357,0.00025,11.328185081481934,8911.14
147,200,153600,1039,-7.747718135515849,597,8.834351383977467,0.03447597,0.2,1015.28,0.8933392763137817,0.36328125,0.00405081841422038,0.00025,5.505958557128906,8885.21
147,201,154368,1044,-7.810821221934424,600,17.002000053723652,0.036150757,0.2,1015.28,0.8498900532722473,0.3845486111111111,0.01598683417412556,0.00025,6.487020015716553,8846.73
147,202,155136,1050,-7.807668142848545,603,10.519053445922005,0.037309077,0.2,1015.28,0.820838987827301,0.3428819444444444,0.01622969862849762,0.00025,2.544846773147583,8784.35
147,203,155904,1055,-7.8077662454711065,606,18.23316087325414,0.024209315,0.2,1015.28,0.8864648342132568,0.3997395833333333,0.020930497816556856,0.00025,24.54642105102539,8725.85
147,204,156672,1060,-7.872191150983174,609,18.07253899839189,0.024619313,0.2,1015.28,0.8017003536224365,0.3216145833333333,-0.007021620649740928,0.00025,12.059574127197266,8738.13
147,205,157440,1065,-7.860372112856971,612,8.077306254042519,0.03541175,0.2,1015.28,0.9144333600997925,0.3450520833333333,0.009559386605461542,0.00025,4.0839996337890625,8724.11
147,206,158208,1071,-7.796778904067145,615,15.114517132441202,0.020148044,0.2,1015.28,0.737663984298706,0.2921006944444444,0.010131387292252233,0.00025,5.933413982391357,8592.28
147,207,158976,1076,-7.746088842550914,618,9.711098035176596,0.024958087,0.2,1013.56,0.9156098961830139,0.2825520833333333,-3.594518380446566e-05,0.00025,9.747076034545898,8706.59
147,208,159744,1081,-7.568105883068508,621,19.159088214238484,0.03409551,0.2,1009.95,0.8063517212867737,0.3159722222222222,0.011425256548035476,0.00025,12.072532653808594,9054.92
147,209,160512,1086,-7.669097463289897,624,18.246035118897755,0.07213586,0.2,1007.34,0.9193693399429321,0.3519965277777778,0.0111310853713399,0.00025,8.50008773803711,9236.14
147,210,161280,1092,-7.584614872932434,627,14.028699662950304,0.06677879,0.2,1007.34,0.935456395149231,0.3854166666666667,0.011617612365322808,0.00025,4.731534481048584,9163.53
147,211,162048,1097,-7.662523368994395,630,14.237868504391777,0.043364316,0.2,1011.06,0.9149129390716553,0.3667534722222222,0.012432973741346763,0.00025,3.1079959869384766,9011.99
147,212,162816,1102,-7.593820883168115,633,9.262752148840162,0.14131086,0.2,1011.06,0.9835436344146729,0.546875,0.05958865893383821,0.00025,5.582009315490723,8967.5
147,213,163584,1107,-7.673384441269769,636,11.165889620780945,0.044944268,0.2,1011.06,0.867615818977356,0.4552951388888889,0.021176740643568337,0.00025,3.334383964538574,9082.19
147,214,164352,1113,-7.631385968791114,639,12.882870329750908,0.030179048,0.2,1011.06,0.9089266061782837,0.328125,0.00365305517334491,0.00025,6.945591926574707,9148.75
147,215,165120,1118,-7.625407960679796,642,11.277238392167622,0.052048225,0.2,1011.06,0.9052637219429016,0.4796006944444444,0.02904700309348603,0.00025,2.753516435623169,9332.81
147,216,165888,1123,-7.647315760453542,645,11.420322236087587,0.031490643,0.2,1011.06,0.8910186886787415,0.3472222222222222,-0.0038719800456116595,0.00025,7.2480788230896,9502.55
147,217,166656,1128,-7.608546833197276,648,18.319622569613987,0.032902647,0.2,1011.06,0.8810767531394958,0.3337673611111111,0.019463757932600047,0.00025,11.75082015991211,9366.75
147,218,167424,1133,-7.763360818227132,651,11.446728434827593,0.04450673,0.2,1011.06,0.9280410408973694,0.3932291666666667,0.0353477620260997,0.00025,5.604111671447754,9487.11
147,219,168192,1139,-7.583214216762119,654,11.380927320983675,0.036792584,0.2,1011.06,0.8946962952613831,0.3485243055555556,0.017639866693773203,0.00025,6.128080368041992,9640.51
147,220,168960,1144,-7.764738281567891,657,13.176282995276981,0.027249487,0.2,1011.06,0.8836400508880615,0.3463541666666667,-0.0001196024887677696,0.00025,5.972564697265625,9699.25
147,221,169728,1149,-7.774202565352122,660,10.551844457785288,0.07402828,0.2,1011.06,0.9149514436721802,0.4457465277777778,0.027571923235276092,0.00025,7.77468729019165,9867.98
147,222,170496,1154,-7.768064439296722,663,11.15905604759852,0.03768654,0.2,1011.06,0.8675005435943604,0.3407118055555556,0.0157700668528883,0.00025,10.932358741760254,9855.24
147,223,171264,1159,-7.70626829067866,666,13.63531266980701,0.03250238,0.2,1011.06,0.9175860285758972,0.3528645833333333,0.012834473862312734,0.00025,15.020439147949219,9928.49
147,224,172032,1165,-7.782149751981099,669,9.748788879977333,0.041213125,0.2,1011.06,0.9197371006011963,0.3654513888888889,0.006140270632588201,0.00025,3.5533838272094727,9879.33
147,225,172800,1170,-7.7596234281857805,672,14.784863531589508,0.02399444,0.2,1011.06,0.8676162958145142,0.3485243055555556,-0.00999339093040261,0.00025,9.751608848571777,9945.81
147,226,173568,1175,-7.731080214182536,675,10.662578380770153,0.024551243,0.2,1011.06,0.8861883282661438,0.2834201388888889,-0.0026630074587754076,0.00025,7.226138591766357,10066.68
147,227,174336,1181,-7.698957986301846,678,7.60621996389495,0.044041667,0.2,1011.06,0.8999394178390503,0.4340277777777778,0.021210163152621437,0.00025,4.975928783416748,10071.62
147,228,175104,1186,-7.721494674682617,681,12.158680697282156,0.037536323,0.2,1011.06,0.8333897590637207,0.328125,0.011478119904899763,0.00025,5.960958003997803,10115.03
147,229,175872,1191,-7.739011380407545,684,16.17027849621243,0.033110965,0.2,1011.06,0.9119899868965149,0.3250868055555556,0.011734936295801567,0.00025,8.452620506286621,10156.91
147,230,176640,1196,-7.770310077402327,687,13.551637841595543,0.02782476,0.2,1005.55,0.9150295257568359,0.3532986111111111,0.006995228830621474,0.00025,7.9774370193481445,10182.93
147,231,177408,1202,-7.7315899928410845,690,16.783376150661045,0.03809993,0.2,1005.55,0.8939629197120667,0.3524305555555556,0.003439578874450591,0.00025,21.85396957397461,10208.91
147,232,178176,1207,-7.739667223559485,693,10.993982841571173,0.026308522,0.2,1005.55,0.8822551965713501,0.3628472222222222,0.004909789519539724,0.00025,3.3816123008728027,10276.21
147,233,178944,1212,-7.69353383117252,696,9.456484410497877,0.025235966,0.2,1005.55,0.8854479193687439,0.40234375,0.008001324546057731,0.00025,5.080996990203857,10255.67
147,234,179712,1217,-7.779341558615367,699,14.54641013344129,0.033003256,0.2,1005.55,0.886635422706604,0.3980034722222222,0.01181096798973158,0.00025,7.278921604156494,10200.54
147,235,180480,1222,-7.667177014880711,702,8.264682276381386,0.08981221,0.2,1005.55,0.9282150268554688,0.4322916666666667,0.026280120765376423,0.00025,4.772155284881592,10240.56
147,236,181248,1228,-7.735164410538143,705,13.075334482722813,0.041704822,0.2,1005.55,0.7998461723327637,0.4379340277777778,0.013677306143411746,0.00025,2.5987026691436768,10395.99
147,237,182016,1233,-7.717130415969425,708,12.719500958919525,0.031945553,0.2,1005.55,0.8529677391052246,0.3255208333333333,0.006460381335475379,0.00025,5.0531511306762695,10435.68
147,238,182784,1238,-7.7157202164332075,711,10.890701098574532,0.04372184,0.2,1003.42,0.8494391441345215,0.3771701388888889,0.00989821448456496,0.00025,6.233658313751221,10417.32
147,239,183552,1243,-7.829418434037103,714,10.820953696966171,0.027816305,0.2,1003.42,0.8882179856300354,0.3394097222222222,0.007619446479818887,0.00025,4.048097133636475,10430.58
147,240,184320,1249,-7.670193705293867,717,9.54753013783031,0.028622648,0.2,1008.75,0.8697874546051025,0.3467881944444444,0.0013004338963785106,0.00025,4.3523173332214355,10492.49
147,241,185088,1254,-7.689533425701989,720,9.320121238629023,0.055809725,0.2,1008.75,0.8739182353019714,0.3845486111111111,0.03269231476588175,0.00025,4.813885688781738,10491.31
147,242,185856,1259,-7.630646136071947,723,8.96857652399275,0.027583921,0.2,1011.36,0.9133580923080444,0.3845486111111111,0.012821327118823925,0.00025,1.8312463760375977,10699.58
147,243,186624,1265,-7.597236163086361,726,10.431256807512707,0.03491696,0.2,1011.36,0.9096675515174866,0.4010416666666667,0.013339077355340123,0.00025,3.971747398376465,10748.75
147,244,187392,1270,-7.723593129052056,729,18.35710891418987,0.029703638,0.2,1011.36,0.8773232102394104,0.3776041666666667,0.017803344836769004,0.00025,4.431371212005615,10768.25
147,245,188160,1275,-7.714329633447859,732,11.776885843939251,0.04708685,0.2,1007.57,0.9318845868110657,0.3810763888888889,0.017967731083950236,0.00025,2.0805258750915527,10726.5
147,246,188928,1280,-7.787915819221073,735,13.96498684750663,0.031425003,0.2,1007.57,0.9588136672973633,0.3524305555555556,0.00635683008780082,0.00025,4.7974114418029785,10813.61
147,247,189696,1285,-7.658114658461677,738,15.558349675602383,0.04410836,0.2,1007.57,0.9002920389175415,0.3719618055555556,0.00816243026121002,0.00025,13.212079048156738,10824.49
147,248,190464,1291,-7.6481612589624195,741,14.564397394657135,0.021122321,0.2,1007.57,0.9318140745162964,0.3289930555555556,0.00900059137105321,0.00025,9.999574661254883,10767.29
147,249,191232,1296,-7.720306237538655,744,13.985564271608988,0.03232031,0.2,1002.18,0.91014564037323,0.3003472222222222,-0.0019357218924495908,0.00025,8.00505256652832,10674.25
147,250,192000,1301,-7.731861366166009,747,12.532936016718546,0.030406162,0.2,1002.18,0.9240431189537048,0.4184027777777778,0.024471240894248087,0.00025,3.615615129470825,10817.87
147,251,192768,1306,-7.671172671847874,750,12.94456089205212,0.025225759,0.2,1000.35,0.8963292837142944,0.3728298611111111,0.012010426351076199,0.00025,7.089130878448486,10802.69
147,252,193536,1312,-7.66618769036399,753,9.998462276326286,0.04980065,0.2,1000.35,0.9153890609741211,0.4322916666666667,0.013324383025368055,0.00025,5.219043254852295,10853.13
147,253,194304,1317,-7.583384586705102,756,15.68302439318763,0.02214493,0.2,1000.35,0.8641461133956909,0.3185763888888889,0.011597681428409286,0.00025,13.018482208251953,10892.13
147,254,195072,1322,-7.587183766894871,759,17.809033864074284,0.03235675,0.2,1000.35,0.9038557410240173,0.3563368055555556,0.026836553497964308,0.00025,13.618620872497559,10808.43
147,255,195840,1328,-7.619909505049388,762,12.738370375500786,0.039090477,0.2,1000.35,0.9433647394180298,0.3489583333333333,0.009033641247596178,0.00025,1.6742054224014282,10792.31
147,256,196608,1333,-7.623351885212792,765,12.713540448082817,0.022081137,0.2,998.26,0.9458189606666565,0.3020833333333333,0.015449943046809899,0.00025,4.600520133972168,10814.94
147,257,197376,1338,-7.5423831476105585,768,12.201602889431847,0.041970327,0.2,998.26,0.9021352529525757,0.4019097222222222,0.009654033450513251,0.00025,4.756596565246582,10910.86
147,258,198144,1344,-7.602861371305254,771,9.528507199552324,0.054893833,0.2,998.26,0.9301655292510986,0.4405381944444444,0.014105379387425879,0.00025,5.0577778816223145,10936.88
147,259,198912,1349,-7.50213004483117,774,9.31983764966329,0.06934316,0.2,998.26,0.9376857876777649,0.4639756944444444,0.04141832639773687,0.00025,5.48868989944458,10978.98
147,260,199680,1354,-7.566936572392781,777,17.16712678141064,0.044074547,0.2,998.26,0.9051960706710815,0.4166666666666667,0.01630410028155893,0.00025,5.305206775665283,10773.89
147,261,200448,1359,-7.609965066115062,780,11.451842844486237,0.040998697,0.2,993.34,0.924957275390625,0.4483506944444444,0.023914047736778028,0.00025,4.036423206329346,10788.03
147,262,201216,1365,-7.622112459606594,783,12.328591803709665,0.042161223,0.2,989.17,0.9247618913650513,0.3289930555555556,0.011530582210980356,0.00025,5.286675930023193,10757.02
147,263,201984,1370,-7.598576923211415,786,8.00214135977957,0.051941127,0.2,994.68,0.9496745467185974,0.4318576388888889,0.017033609949673217,0.00025,3.5957679748535156,10799.04
147,264,202752,1375,-7.643748568163978,789,7.547993822230233,0.027915785,0.2,994.68,0.9595146775245667,0.4092881944444444,0.024900396664937336,0.00025,2.610227584838867,10781.66
147,265,203520,1380,-7.439720723364088,792,5.8974532253212395,0.09917444,0.2,994.68,0.9286354780197144,0.4952256944444444,0.03264043270610273,0.00025,3.5665876865386963,10885.38
147,266,204288,1386,-7.515004952748616,795,6.594020848472913,0.047162026,0.2,994.68,0.91656893491745,0.4075520833333333,0.035452884608983166,0.00025,1.6626918315887451,11076.73
147,267,205056,1391,-7.50761600335439,798,8.425201776954863,0.04489498,0.2,994.68,0.8945399522781372,0.4574652777777778,0.027298375524373517,0.00025,2.487419366836548,10969.89
147,268,205824,1396,-7.60263165500429,801,11.866582175095877,0.027654203,0.2,994.68,0.906455934047699,0.3615451388888889,0.012361429347139265,0.00025,6.0035295486450195,10902.86
147,269,206592,1401,-7.643695983621809,804,20.225383427408005,0.022912348,0.2,994.68,0.8616008758544922,0.3229166666666667,0.001536913060893615,0.00025,13.199889183044434,10918.81
147,270,207360,1406,-7.59849625825882,807,14.106891499625313,0.03581721,0.2,994.68,0.8827446699142456,0.37890625,0.005431131408032443,0.00025,6.867630481719971,10934.93
147,271,208128,1412,-7.341715633869171,810,13.29523679945204,0.01559488,0.2,996.81,0.9256278872489929,0.2591145833333333,0.002402608321669201,0.00025,7.148144721984863,11088.73
147,272,208896,1417,-7.485999140474531,813,11.421031100882423,0.048521567,0.2,996.81,0.9166263937950134,0.4001736111111111,0.028166383466062445,0.00025,4.014875411987305,11143.83
147,273,209664,1422,-7.51618695921368,816,14.121962659888798,0.048412964,0.2,996.81,0.9333192110061646,0.4353298611111111,0.021695839493380237,0.00025,6.349428176879883,11072.98
147,274,210432,1427,-7.644233094321357,819,8.003377268711725,0.05319193,0.2,996.81,0.9597173929214478,0.4205729166666667,0.00821897377156549,0.00025,2.22940993309021,11062.58
147,275,211200,1432,-7.651121358076732,822,11.398188028070662,0.028260402,0.2,996.81,0.9138602614402771,0.3667534722222222,0.010621619928214285,0.00025,8.182002067565918,10934.83
147,276,211968,1438,-7.691407925552792,825,13.384139607350031,0.037181217,0.2,996.81,0.9285799264907837,0.3515625,0.015409491425897513,0.00025,6.4416728019714355,11019.2
147,277,212736,1443,-7.685332152578566,828,12.560143013795217,0.05122597,0.2,1000.6,0.84687739610672,0.4032118055555556,0.02684515801956877,0.00025,10.854730606079102,11277.92
147,278,213504,1449,-7.769488208823734,831,13.73003351688385,0.050875526,0.2,1000.6,0.7875650525093079,0.4526909722222222,0.040648370683710605,0.00025,9.980853080749512,11344.25
147,279,214272,1454,-7.811871488889058,834,12.19410804245207,0.06262021,0.2,1000.6,0.8602887988090515,0.4066840277777778,0.011733680743620627,0.00025,6.300610065460205,11260.61
147,280,215040,1459,-7.90342954132292,837,15.828877402676476,0.032844696,0.2,1000.6,0.7938938140869141,0.3411458333333333,0.00592516145358483,0.00025,6.753438949584961,11200.57
147,281,215808,1464,-7.794346034526825,840,11.514470835526785,0.042030856,0.2,1005.99,0.7854704260826111,0.4036458333333333,0.016877380380820897,0.00025,6.5544562339782715,11136.05
147,282,216576,1469,-7.637391189734141,843,10.066591226392323,0.029604191,0.2,1005.99,0.8699041604995728,0.37109375,0.0003945762550251351,0.00025,7.89744234085083,11143.09
147,283,217344,1475,-7.684642195701599,846,12.310490389664968,0.035860926,0.2,1005.4,0.8044463992118835,0.3125,0.010073168410195244,0.00025,8.883673667907715,11165.86
147,284,218112,1480,-7.737654758824243,849,8.621028986242083,0.02576928,0.2,1007.23,0.864999532699585,0.2573784722222222,-0.0035284740798589257,0.00025,6.258798122406006,11152.72
147,285,218880,1485,-7.684180915355682,852,9.181480738851759,0.026406161,0.2,1007.23,0.8486143350601196,0.3611111111111111,0.02471001702360809,0.00025,4.900589942932129,11080.18
147,286,219648,1490,-7.66706124941508,855,7.706843773523967,0.029625418,0.2,1007.23,0.9032240509986877,0.3402777777777778,0.019234286052071385,0.00025,4.234321117401123,11120.48
147,287,220416,1496,-7.670337915420532,858,8.5685958829191,0.04108754,0.2,1002.31,0.8555021286010742,0.3532986111111111,0.013075229284974435,0.00025,3.2838540077209473,11199.43
147,288,221184,1501,-7.69652298423979,861,17.643404493729275,0.027965799,0.2,989.61,0.8779169917106628,0.3385416666666667,0.016437266047837004,0.00025,3.8839287757873535,11072.58
147,289,221952,1507,-7.757443169752757,864,15.200272858142853,0.03755678,0.2,989.61,0.914594292640686,0.359375,0.01502255665966206,0.00025,5.743257999420166,10962.24
147,290,222720,1512,-7.77090185880661,867,11.492537778284815,0.05416754,0.2,989.61,0.9463199377059937,0.3294270833333333,0.02649966761883762,0.00025,6.5674896240234375,10915.35
147,291,223488,1517,-7.7655118174023094,870,13.901876575416988,0.0445742,0.2,985.91,0.9304690361022949,0.3767361111111111,0.018546281317766342,0.00025,6.662925720214844,10737.76
147,292,224256,1522,-7.821199960178799,873,29.044251965151894,0.03501385,0.2,985.91,0.8482968807220459,0.4275173611111111,0.009857954489739819,0.00025,9.12330150604248,10510.87
147,293,225024,1527,-7.811641335487366,876,14.492934226989746,0.028428106,0.2,985.91,0.9352050423622131,0.3376736111111111,0.003161560084360341,0.00025,7.323624134063721,10440.93
147,294,225792,1533,-7.819549043973287,879,13.115142014291552,0.033839244,0.2,995.0,0.9136009812355042,0.3828125,0.004797236579987738,0.00025,3.912039279937744,10377.92
147,295,226560,1538,-7.8219268851810035,882,19.142994297875298,0.021035759,0.2,995.0,0.895085871219635,0.2738715277777778,-0.0013470206564913194,0.00025,9.336731910705566,10316.58
147,296,227328,1543,-7.78820385535558,885,10.343665881289375,0.028886119,0.2,995.0,0.8920103311538696,0.2890625,0.010195933929127123,0.00025,6.758141994476318,10222.3
147,297,228096,1549,-7.769011126624213,888,16.303742243183983,0.02574698,0.2,995.0,0.85695481300354,0.3168402777777778,0.008745875597621003,0.00025,9.295957565307617,10103.5
147,298,228864,1554,-7.65713976489173,891,8.983630882369148,0.029609272,0.2,995.0,0.9363487958908081,0.3012152777777778,0.012241384635368982,0.00025,8.926660537719727,10023.42
