time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/n_updates,train/value_loss,train/approx_kl,train/clip_range,rollout/ep_len_mean,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/loss,rollout/ep_rew_mean
150,34,26112,173,-7.684925344255236,99,14.130306548542446,0.058004808,0.2,998.12,0.7767794132232666,0.4427083333333333,0.02604070365972196,0.00025,7.243105411529541,8773.04
150,35,26880,178,-7.754151470131344,102,33.831341332859466,0.035857078,0.2,998.12,0.5922852754592896,0.4292534722222222,0.03161559119406673,0.00025,12.42742919921875,8880.14
150,36,27648,183,-7.647802478737301,105,20.96447905566957,0.068561874,0.2,998.12,0.6487029790878296,0.4787326388888889,0.017699521164306335,0.00025,9.189335823059082,9295.26
150,37,28416,188,-7.736245122220781,108,21.844021492534214,0.04709785,0.2,998.12,0.8067667484283447,0.4236111111111111,0.023577971002345696,0.00025,9.81303596496582,9386.24
151,38,29184,192,-7.6143825319078235,111,21.177152646912468,0.059138,0.2,998.12,0.48988062143325806,0.5190972222222222,0.019823426380753517,0.00025,6.299724578857422,9823.98
151,39,29952,197,-7.739045408036974,114,35.46347052521176,0.018712576,0.2,998.12,0.6740257740020752,0.39453125,0.02156897310245161,0.00025,29.51799201965332,9890.26
151,40,30720,202,-7.7101401223076715,117,33.01764007409414,0.030904064,0.2,998.12,0.548941969871521,0.3532986111111111,0.016466025224265952,0.00025,20.822978973388672,9941.62
151,41,31488,207,-7.779997090498607,120,46.45203553305732,0.036259115,0.2,998.12,0.7189263105392456,0.3576388888888889,0.018415993739229936,0.00025,14.505897521972656,9994.64
151,42,32256,212,-7.791159053643544,123,29.16832208633423,0.055202235,0.2,1001.7,0.8305377960205078,0.4409722222222222,0.026389524651070435,0.00025,24.96280860900879,9941.07
152,43,33024,217,-7.815575612915887,126,23.101501411861843,0.047820646,0.2,1001.7,0.848709225654602,0.3784722222222222,0.00344843640535449,0.00025,17.508304595947266,9906.23
152,44,33792,221,-7.6730408271153765,129,16.238461315631866,0.044806827,0.2,1001.7,0.8872662782669067,0.4665798611111111,0.01429648359771818,0.00025,9.468555450439453,10091.05
152,45,34560,226,-7.667406936486562,132,29.4107808470726,0.038535282,0.2,1001.7,0.849817156791687,0.4162326388888889,0.013226769166067243,0.00025,41.057132720947266,10154.99
152,46,35328,231,-7.720320694976383,135,22.842931701077354,0.078771055,0.2,1001.7,0.8469316363334656,0.4631076388888889,0.014754285001092486,0.00025,20.404726028442383,10240.57
152,47,36096,236,-7.86374091439777,138,29.929210073418087,0.05048247,0.2,1001.7,0.8829120397567749,0.4448784722222222,0.01387384229262049,0.00025,10.05146312713623,10250.45
152,48,36864,241,-7.814409030808343,141,19.895443697770435,0.033014353,0.2,1001.7,0.4230250120162964,0.4605034722222222,0.026732682030544512,0.00025,13.485676765441895,10225.61
152,49,37632,246,-7.858864764372508,144,30.73974570963118,0.018280119,0.2,1001.7,0.6976057291030884,0.3233506944444444,0.009420297897627784,0.00025,31.575044631958008,10207.67
153,50,38400,250,-7.805188861158159,147,13.471397591961754,0.050801188,0.2,1001.7,0.8348804712295532,0.4631076388888889,0.01857760871967508,0.00025,8.207331657409668,10119.75
153,51,39168,255,-7.846564471721649,150,21.701459301842583,0.038131107,0.2,1001.7,0.8421095013618469,0.3107638888888889,0.011101079082840847,0.00025,12.138766288757324,10106.75
153,52,39936,260,-7.770250095261468,153,16.04522901111179,0.034203205,0.2,1001.7,0.6588540077209473,0.3259548611111111,0.024444433808740642,0.00025,7.790774822235107,9952.44
152,53,40704,266,-7.758342981338501,156,27.101097305615742,0.028936556,0.2,1001.7,0.674028217792511,0.3107638888888889,0.007548790243971679,0.00025,17.38921356201172,10075.93
152,54,41472,271,-7.731812311543359,159,15.3659039205975,0.027462764,0.2,1003.05,0.6758517026901245,0.3289930555555556,0.007788938457249767,0.00025,8.44562816619873,10034.54
152,55,42240,276,-7.717116216818492,162,24.53747896353404,0.023221036,0.2,1003.05,0.7393206357955933,0.3784722222222222,0.012520305805891339,0.00025,12.588810920715332,10011.92
152,56,43008,281,-7.683642586072286,165,18.07662622133891,0.03137206,0.2,1014.61,0.8463528156280518,0.3168402777777778,0.008425532452141246,0.00025,9.464406967163086,9988.57
152,57,43776,286,-7.656660245524512,168,20.44615372021993,0.04706412,0.2,1014.61,0.9085444211959839,0.4049479166666667,0.020406472082767222,0.00025,14.227099418640137,9975.83
152,58,44544,292,-7.7326297296418085,171,29.71109101507399,0.03951672,0.2,1016.47,0.7106602191925049,0.375,0.014661928554738147,0.00025,9.963774681091309,9986.8
152,59,45312,297,-7.7513484093878,174,22.434517535898422,0.03141461,0.2,1016.47,0.8856035470962524,0.3511284722222222,0.022101026762457978,0.00025,8.714944839477539,9997.46
152,60,46080,302,-7.633791512913174,177,14.310552802350786,0.06688021,0.2,1016.47,0.8445005416870117,0.5026041666666666,0.03330281358729634,0.00025,12.60329532623291,9976.41
