step,x_position,y_position,direction,speed,drivingMode,gameMode,frame,current_checkpoint,surface,reward,total_reward
11,"[3710, 3710, 3710, 3710, 3710, 3710, 3710, 3710]","[2268, 2268, 2268, 2268, 2268, 2268, 2268, 2268]","[252, 252, 252, 252, 252, 252, 252, 252]","[88, 88, 88, 88, 88, 88, 88, 88]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[373, 373, 373, 373, 373, 373, 373, 373]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
12,"[3710, 3710, 3710, 3710, 3710, 3710, 3710, 3710]","[2262, 2262, 2262, 2262, 2262, 2262, 2262, 2262]","[252, 252, 252, 252, 252, 252, 252, 252]","[112, 112, 112, 112, 112, 112, 112, 112]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[377, 377, 377, 377, 377, 377, 377, 377]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
13,"[3709, 3709, 3709, 3709, 3709, 3709, 3709, 3709]","[2254, 2254, 2254, 2254, 2254, 2254, 2254, 2254]","[252, 252, 252, 252, 252, 252, 252, 252]","[134, 134, 134, 134, 134, 134, 134, 134]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[381, 381, 381, 381, 381, 381, 381, 381]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
14,"[3708, 3708, 3708, 3708, 3708, 3708, 3708, 3708]","[2246, 2246, 2246, 2246, 2246, 2246, 2246, 2246]","[252, 252, 252, 252, 252, 252, 252, 252]","[150, 150, 150, 150, 150, 150, 150, 150]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[385, 385, 385, 385, 385, 385, 385, 385]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
15,"[3707, 3707, 3707, 3707, 3707, 3707, 3707, 3707]","[2236, 2236, 2236, 2236, 2236, 2236, 2236, 2236]","[252, 252, 252, 252, 252, 252, 252, 252]","[166, 166, 166, 166, 166, 166, 166, 166]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[389, 389, 389, 389, 389, 389, 389, 389]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
16,"[3705, 3706, 3706, 3706, 3706, 3705, 3705, 3706]","[2226, 2225, 2225, 2225, 2225, 2226, 2226, 2225]","[252, 252, 252, 252, 252, 252, 252, 252]","[182, 182, 182, 182, 182, 182, 182, 182]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[393, 393, 393, 393, 393, 393, 393, 393]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
17,"[3704, 3704, 3704, 3704, 3704, 3704, 3704, 3704]","[2214, 2214, 2214, 2214, 2214, 2214, 2214, 2214]","[252, 252, 252, 252, 252, 252, 252, 252]","[202, 202, 202, 202, 202, 202, 202, 202]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[397, 397, 397, 397, 397, 397, 397, 397]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
18,"[3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703]","[2201, 2201, 2201, 2201, 2201, 2201, 2201, 2201]","[252, 252, 252, 252, 252, 252, 252, 252]","[234, 234, 234, 234, 234, 234, 234, 234]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[401, 401, 401, 401, 401, 401, 401, 401]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
19,"[3701, 3701, 3701, 3701, 3701, 3701, 3701, 3701]","[2185, 2185, 2185, 2185, 2185, 2185, 2185, 2185]","[252, 252, 252, 252, 252, 252, 252, 252]","[270, 270, 270, 270, 270, 270, 270, 270]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[405, 405, 405, 405, 405, 405, 405, 405]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
20,"[3699, 3699, 3699, 3699, 3699, 3699, 3699, 3699]","[2168, 2167, 2167, 2167, 2167, 2168, 2168, 2167]","[252, 252, 252, 252, 252, 251, 251, 252]","[318, 318, 318, 318, 318, 318, 318, 318]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[409, 409, 409, 409, 409, 409, 409, 409]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
21,"[3696, 3697, 3697, 3697, 3697, 3696, 3696, 3697]","[2147, 2147, 2147, 2147, 2147, 2147, 2147, 2147]","[251, 251, 251, 251, 251, 251, 251, 251]","[366, 366, 366, 366, 366, 366, 366, 366]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[413, 413, 413, 413, 413, 413, 413, 413]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
22,"[3693, 3693, 3693, 3693, 3693, 3692, 3692, 3694]","[2123, 2123, 2123, 2123, 2123, 2123, 2123, 2123]","[249, 249, 249, 249, 249, 249, 249, 250]","[414, 414, 414, 414, 414, 414, 414, 414]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[417, 417, 417, 417, 417, 417, 417, 417]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
23,"[3688, 3688, 3688, 3688, 3688, 3687, 3687, 3689]","[2096, 2096, 2096, 2096, 2096, 2097, 2097, 2096]","[247, 247, 247, 247, 247, 247, 247, 248]","[458, 458, 458, 458, 458, 458, 458, 458]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[421, 421, 421, 421, 421, 421, 421, 421]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
24,"[3681, 3681, 3680, 3680, 3681, 3680, 3680, 3682]","[2068, 2068, 2068, 2068, 2068, 2068, 2068, 2068]","[246, 245, 245, 245, 245, 245, 245, 246]","[490, 490, 490, 490, 490, 490, 490, 490]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[425, 425, 425, 425, 425, 425, 425, 425]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
25,"[3673, 3672, 3671, 3671, 3672, 3671, 3671, 3674]","[2038, 2038, 2038, 2038, 2038, 2038, 2038, 2037]","[246, 245, 244, 244, 245, 245, 245, 246]","[522, 522, 522, 522, 522, 522, 522, 522]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[429, 429, 429, 429, 429, 429, 429, 429]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
26,"[3664, 3663, 3661, 3661, 3663, 3661, 3661, 3666]","[2005, 2006, 2006, 2006, 2006, 2006, 2006, 2005]","[246, 245, 244, 244, 245, 245, 245, 246]","[554, 554, 554, 554, 554, 554, 554, 554]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[433, 433, 433, 433, 433, 433, 433, 433]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
27,"[3655, 3653, 3650, 3650, 3653, 3651, 3651, 3657]","[1971, 1972, 1973, 1973, 1972, 1972, 1972, 1971]","[246, 245, 244, 244, 245, 245, 245, 246]","[582, 582, 582, 582, 582, 582, 582, 582]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[437, 437, 437, 437, 437, 437, 437, 437]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
28,"[3646, 3643, 3639, 3639, 3643, 3641, 3641, 3648]","[1936, 1937, 1938, 1938, 1937, 1937, 1937, 1935]","[246, 245, 244, 244, 245, 245, 245, 246]","[598, 598, 598, 598, 598, 598, 598, 598]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[441, 441, 441, 441, 441, 441, 441, 441]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
29,"[3636, 3633, 3628, 3628, 3632, 3630, 3630, 3638]","[1899, 1900, 1902, 1902, 1900, 1901, 1901, 1899]","[246, 245, 243, 243, 245, 244, 244, 245]","[614, 614, 614, 614, 614, 614, 614, 614]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[445, 445, 445, 445, 445, 445, 445, 445]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
30,"[3626, 3622, 3615, 3615, 3621, 3619, 3619, 3627]","[1862, 1863, 1865, 1865, 1863, 1864, 1864, 1862]","[245, 244, 243, 243, 244, 244, 244, 243]","[630, 630, 630, 630, 630, 630, 630, 630]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[449, 449, 449, 449, 449, 449, 449, 449]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
31,"[3614, 3609, 3602, 3602, 3609, 3606, 3606, 3613]","[1824, 1825, 1828, 1828, 1826, 1826, 1826, 1824]","[243, 243, 241, 241, 242, 242, 242, 241]","[644, 644, 644, 644, 644, 644, 644, 644]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[453, 453, 453, 453, 453, 453, 453, 453]","[1, 1, 1, 1, 1, 1, 1, 1]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
32,"[3600, 3595, 3586, 3586, 3594, 3591, 3591, 3597]","[1786, 1787, 1790, 1790, 1788, 1789, 1789, 1787]","[240, 240, 238, 238, 240, 239, 239, 237]","[652, 652, 652, 652, 652, 652, 652, 652]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[457, 457, 457, 457, 457, 457, 457, 457]","[1, 1, 1, 1, 1, 1, 1, 1]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
33,"[3584, 3578, 3567, 3567, 3577, 3574, 3574, 3577]","[1749, 1750, 1754, 1754, 1751, 1752, 1752, 1752]","[237, 237, 235, 235, 236, 236, 236, 233]","[660, 660, 660, 660, 660, 660, 660, 660]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[461, 461, 461, 461, 461, 461, 461, 461]","[1, 1, 1, 1, 1, 1, 1, 1]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
34,"[3563, 3558, 3545, 3545, 3556, 3552, 3552, 3553]","[1712, 1714, 1719, 1719, 1715, 1716, 1716, 1718]","[233, 233, 231, 231, 232, 232, 232, 228]","[668, 668, 668, 668, 668, 668, 668, 668]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[465, 465, 465, 465, 465, 465, 465, 465]","[1, 1, 1, 1, 1, 1, 1, 1]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
35,"[3539, 3534, 3519, 3519, 3531, 3527, 3527, 3526]","[1678, 1680, 1686, 1686, 1682, 1683, 1683, 1687]","[228, 228, 226, 226, 227, 227, 227, 224]","[676, 676, 676, 676, 676, 676, 676, 676]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[469, 469, 469, 469, 469, 469, 469, 469]","[1, 1, 1, 1, 1, 1, 1, 1]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
36,"[3511, 3506, 3489, 3489, 3501, 3498, 3498, 3494]","[1647, 1648, 1656, 1656, 1651, 1652, 1652, 1658]","[223, 224, 221, 221, 222, 222, 222, 220]","[684, 684, 684, 684, 684, 684, 684, 684]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[473, 473, 473, 473, 473, 473, 473, 473]","[1, 1, 1, 1, 1, 1, 1, 1]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
37,"[3478, 3474, 3455, 3456, 3469, 3465, 3465, 3460]","[1619, 1619, 1630, 1629, 1623, 1624, 1624, 1632]","[219, 219, 217, 218, 218, 219, 219, 217]","[692, 692, 692, 692, 692, 692, 692, 692]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[477, 477, 477, 477, 477, 477, 477, 477]","[1, 1, 2, 1, 1, 1, 1, 1]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
38,"[3443, 3439, 3419, 3420, 3433, 3430, 3430, 3424]","[1594, 1594, 1606, 1605, 1598, 1599, 1599, 1608]","[215, 215, 214, 215, 215, 216, 216, 215]","[700, 700, 700, 700, 700, 700, 700, 700]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[481, 481, 481, 481, 481, 481, 481, 481]","[2, 2, 2, 2, 2, 2, 2, 2]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
39,"[3405, 3401, 3381, 3382, 3395, 3392, 3392, 3386]","[1572, 1572, 1584, 1583, 1575, 1576, 1576, 1586]","[212, 212, 212, 213, 213, 214, 214, 214]","[707, 707, 707, 707, 707, 707, 707, 707]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[485, 485, 485, 485, 485, 485, 485, 485]","[2, 2, 2, 2, 2, 2, 2, 2]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
40,"[3365, 3361, 3341, 3342, 3356, 3353, 3353, 3347]","[1552, 1552, 1564, 1562, 1554, 1555, 1555, 1563]","[210, 210, 210, 211, 212, 212, 212, 213]","[713, 713, 713, 713, 713, 713, 713, 713]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[489, 489, 489, 489, 489, 489, 489, 489]","[2, 2, 2, 2, 2, 2, 2, 2]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
41,"[3324, 3320, 3301, 3302, 3316, 3314, 3314, 3309]","[1534, 1534, 1545, 1542, 1534, 1534, 1534, 1541]","[209, 209, 210, 211, 211, 212, 212, 213]","[719, 719, 719, 719, 719, 719, 719, 719]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[493, 493, 493, 493, 493, 493, 493, 493]","[2, 2, 2, 2, 2, 2, 2, 2]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
42,"[3282, 3279, 3260, 3262, 3276, 3274, 3274, 3269]","[1516, 1516, 1527, 1522, 1514, 1513, 1513, 1519]","[208, 209, 210, 211, 211, 212, 212, 213]","[725, 725, 725, 725, 725, 725, 725, 725]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[497, 497, 497, 497, 497, 497, 497, 497]","[2, 2, 3, 3, 2, 2, 2, 2]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
43,"[3262, 3258, 3712, 3712, 3256, 3254, 3254, 3260]","[1508, 1507, 2288, 2288, 1504, 1502, 1502, 1513]","[208, 209, 0, 0, 211, 212, 212, 213]","[728, 728, 0, 0, 728, 728, 728, 726]","[6, 6, 4, 4, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[499, 499, 329, 329, 499, 499, 499, 498]","[3, 3, 29, 29, 3, 3, 3, 3]","[64, 64, 64, 64, 64, 64, 64, 64]",[ 1.  1. -1. -1.  1.  1.  1.  1.],0
44,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 4, 4, 4, 4, 4, 4]","[2, 2, 2, 2, 2, 2, 2, 2]","[329, 329, 333, 333, 329, 329, 329, 329]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[-1. -1. -1. -1. -1. -1. -1. -1.],0
45,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 6, 6, 4, 4, 4, 4]","[2, 2, 2, 2, 2, 2, 2, 2]","[333, 333, 337, 337, 333, 333, 333, 333]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[-1. -1. -1. -1. -1. -1. -1. -1.],0
46,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2287, 2287, 2288, 2288, 2288, 2288]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 8, 8, 0, 0, 0, 0]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[337, 337, 341, 341, 337, 337, 337, 337]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[-1. -1.  1.  1. -1. -1. -1. -1.],0
47,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2287, 2287, 2287, 2287, 2287, 2287, 2287, 2287]","[0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 16, 16, 8, 8, 8, 8]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[341, 341, 345, 345, 341, 341, 341, 341]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
48,"[3712, 3712, 3711, 3711, 3712, 3712, 3712, 3712]","[2287, 2287, 2286, 2286, 2287, 2287, 2287, 2287]","[0, 0, 0, 0, 0, 0, 0, 0]","[16, 16, 24, 24, 16, 16, 16, 16]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[345, 345, 349, 349, 345, 345, 345, 345]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
49,"[3711, 3711, 3711, 3711, 3711, 3711, 3711, 3711]","[2286, 2286, 2284, 2284, 2286, 2286, 2286, 2286]","[0, 0, 0, 0, 0, 0, 0, 0]","[24, 24, 32, 32, 24, 24, 24, 24]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[349, 349, 353, 353, 349, 349, 349, 349]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
50,"[3711, 3711, 3711, 3711, 3711, 3711, 3711, 3711]","[2284, 2284, 2282, 2282, 2284, 2284, 2284, 2284]","[0, 0, 255, 255, 0, 0, 0, 0]","[32, 32, 40, 40, 32, 32, 32, 32]","[6, 6, 6, 6, 6, 6, 6, 6]","[2, 2, 2, 2, 2, 2, 2, 2]","[353, 353, 357, 357, 353, 353, 353, 353]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],0
