time/time_elapsed,time/total_timesteps,time/fps,time/iterations,rollout/ep_len_mean,train/policy_gradient_loss,train/learning_rate,train/explained_variance,train/value_loss,rollout/ep_rew_mean,train/loss,train/n_updates,train/clip_fraction,train/approx_kl,train/clip_range,train/entropy_loss
169,26112,153,34,1018.82,0.005684406030923128,0.00025,0.04304802417755127,15.600150499078962,7924.16,8.856154441833496,99,0.3676215277777778,0.028361147,0.2,-7.75099237759908
173,26880,154,35,1018.82,0.016889396071847942,0.00025,0.4724094867706299,18.22058391571045,7924.16,15.229397773742676,102,0.3841145833333333,0.043738738,0.2,-7.721029917399089
178,27648,154,36,1018.82,0.014229433792125847,0.00025,0.3167855739593506,15.665558563338386,8592.0,9.486907005310059,105,0.4388020833333333,0.036876302,0.2,-7.709328810373942
182,28416,155,37,1018.82,0.0076210694128854405,0.00025,0.5908033847808838,33.97253538502587,8592.0,11.044321060180664,108,0.3051215277777778,0.02862162,0.2,-7.75893114010493
187,29184,155,38,1018.82,0.012101280903961096,0.00025,0.389998197555542,17.63157903485828,9193.76,12.781694412231445,111,0.4791666666666667,0.06405484,0.2,-7.687588327460819
191,29952,156,39,1018.82,0.00883921014610678,0.00025,0.47692179679870605,42.40851583745744,9193.76,36.31089782714844,114,0.2630208333333333,0.01549315,0.2,-7.797498246033986
198,30720,154,40,1018.82,0.010372145709374713,0.00025,0.320553183555603,17.019641127851273,9608.12,11.265381813049316,117,0.3706597222222222,0.059947234,0.2,-7.700113415718079
203,31488,154,41,1018.82,0.008759535706808997,0.00025,0.5012061595916748,39.13351598050859,9608.12,36.88383483886719,120,0.2886284722222222,0.019902306,0.2,-7.632445865207249
207,32256,155,42,1016.43,0.020787163766928844,0.00025,0.3792836666107178,21.46322230497996,9789.41,15.77309799194336,123,0.3893229166666667,0.041027315,0.2,-7.64532776011361
212,33024,155,43,1016.43,0.014213990782284074,0.00025,0.3435051441192627,45.93266326851315,9789.41,38.853904724121094,126,0.390625,0.037156913,0.2,-7.725696391529507
216,33792,155,44,1016.43,0.028245598815071087,0.00025,0.47036027908325195,20.049991759989,9832.55,16.430940628051758,129,0.4513888888888889,0.036773685,0.2,-7.687712649504344
221,34560,156,45,1016.43,0.02531524936461614,0.00025,0.7151315212249756,25.077145761913723,9832.55,8.777942657470703,132,0.4127604166666667,0.04545449,0.2,-7.690209289391835
225,35328,156,46,1016.61,0.04834450661049535,0.00025,0.29683905839920044,19.29726318518321,9838.69,8.542606353759766,135,0.5303819444444444,0.1846369,0.2,-7.555456048912472
232,36096,155,47,1016.61,0.03056844863264511,0.00025,0.667208194732666,26.441622495651245,9838.69,15.240781784057617,138,0.4969618055555556,0.056590367,0.2,-7.360209047794342
237,36864,155,48,1016.61,0.008069567110699912,0.00025,0.7996635437011719,21.79282385773129,9546.51,10.619779586791992,141,0.4661458333333333,0.049095333,0.2,-7.463516513506572
241,37632,155,49,1016.61,0.019125284704690177,0.00025,0.7429764270782471,56.07173964712355,9546.51,17.761367797851562,144,0.4118923611111111,0.039758075,0.2,-7.783474259906345
245,38400,156,50,1016.61,0.0379988593631424,0.00025,0.36861521005630493,16.16007438633177,9526.47,8.092948913574219,147,0.5208333333333334,0.06153514,0.2,-7.67345376809438
250,39168,156,51,1016.61,0.014699563345250985,0.00025,0.7648747563362122,23.78768052657445,9526.47,29.531780242919922,150,0.4071180555555556,0.029773688,0.2,-7.730980998939938
254,39936,156,52,1016.61,0.006214935862873163,0.00025,0.8619657158851624,14.049121386475033,9551.33,7.222657203674316,153,0.4162326388888889,0.037319627,0.2,-7.751178801059723
259,40704,157,53,1010.43,0.011229736879209263,0.00025,0.8944939970970154,15.417286568217808,9492.59,11.949104309082031,156,0.3624131944444444,0.03983362,0.2,-7.811488635010189
266,41472,155,54,1010.43,0.026994098766913846,0.00025,0.5113359689712524,11.310402976142036,9348.29,5.326687812805176,159,0.4487847222222222,0.056706753,0.2,-7.817722380161285
271,42240,155,55,1010.43,0.005176713447629784,0.00025,0.7638340592384338,15.019027160273659,9301.23,10.197086334228516,162,0.3780381944444444,0.02609945,0.2,-7.8320981197887
275,43008,156,56,1010.43,0.012396320364334516,0.00025,0.7216753959655762,11.342501567469704,9296.55,9.779876708984375,165,0.4045138888888889,0.039114937,0.2,-7.66335043642256
280,43776,156,57,1010.43,0.01034501870162785,0.00025,0.7664524912834167,24.016779839992523,9311.37,27.924903869628906,168,0.3237847222222222,0.031706225,0.2,-7.617995176050398
284,44544,156,58,1007.37,0.027060025649714388,0.00025,0.6473022699356079,31.926920149061417,9549.13,44.268531799316406,171,0.484375,0.056705277,0.2,-7.7473764816919966
289,45312,156,59,1007.37,0.009142613128965927,0.00025,0.6033096313476562,42.15051329135895,9549.13,21.240388870239258,174,0.3949652777777778,0.03309442,0.2,-7.805224385526445
293,46080,157,60,1007.37,0.030496846069581807,0.00025,0.40717118978500366,13.329739001062181,9513.51,8.759256362915039,177,0.4861111111111111,0.06334453,0.2,-7.750750826464759
300,46848,156,61,1002.77,0.008875663194986474,0.00025,0.620876133441925,33.05675134393904,9503.51,19.88469123840332,180,0.3298611111111111,0.026134523,0.2,-7.800827960173289
304,47616,156,62,998.71,0.01692999388453447,0.00025,0.554201602935791,17.243678682380253,9600.85,11.118512153625488,183,0.4739583333333333,0.050077558,0.2,-7.697487327787611
309,48384,156,63,998.71,-0.0001554415406038364,0.00025,0.7489633560180664,25.289244519339668,9654.39,16.25103187561035,186,0.3103298611111111,0.019387139,0.2,-7.654628329806858
314,49152,156,64,998.71,0.021951225431015093,0.00025,0.7571457028388977,13.961967574225532,9726.61,6.993743896484375,189,0.3888888888888889,0.037311193,0.2,-7.65784705347485
319,49920,156,65,998.71,0.024896831562121708,0.00025,0.8775770664215088,25.134493788083393,9777.55,11.93597412109375,192,0.3745659722222222,0.03832926,0.2,-7.832322663731045
323,50688,156,66,998.71,0.021100244536581967,0.00025,0.804823637008667,18.405246860451168,9501.85,6.887871742248535,195,0.4644097222222222,0.046679247,0.2,-7.768672552373674
328,51456,156,67,998.71,0.0034989145351573825,0.00025,0.7861523628234863,19.582780639330547,9503.93,13.551438331604004,198,0.3715277777777778,0.034934927,0.2,-7.7476058337423535
336,52224,155,68,998.71,0.02433358638599101,0.00025,0.9280603528022766,13.701845347881317,9233.13,5.933441162109375,201,0.3975694444444444,0.07285571,0.2,-7.787292884455787
341,52992,155,69,998.71,0.015707314311940637,0.00025,0.8430421352386475,23.755565881729126,9251.57,12.430374145507812,204,0.2899305555555556,0.018941332,0.2,-7.779537287023333
345,53760,155,70,998.71,0.005399329872387979,0.00025,0.7128912806510925,16.247659080558353,9197.51,9.882342338562012,207,0.4561631944444444,0.05580574,0.2,-7.728368149863349
351,54528,155,71,998.71,0.026003308930537768,0.00025,0.8525229692459106,17.803341017829048,9217.27,11.399505615234375,210,0.4305555555555556,0.02953682,0.2,-7.739045547114478
356,55296,155,72,995.71,0.014344196242745966,0.00025,0.9273340106010437,10.607506381140816,9260.69,5.934737682342529,213,0.3971354166666667,0.034231514,0.2,-7.713727023866442
361,56064,155,73,995.71,0.010295779573627643,0.00025,0.8983274698257446,16.551752414968277,9275.51,7.163620948791504,216,0.4088541666666667,0.044693183,0.2,-7.755875580840641
365,56832,155,74,998.1,0.01946322292658604,0.00025,0.8395647406578064,14.781871947977278,9084.14,5.860448360443115,219,0.4973958333333333,0.057902023,0.2,-7.684869746367137
372,57600,154,75,992.4,0.030603482970036566,0.00025,0.9329213500022888,23.665916058752273,9048.08,15.317837715148926,222,0.3624131944444444,0.050583642,0.2,-7.725139353010389
377,58368,154,76,992.4,0.019380360117389098,0.00025,0.9465528726577759,14.488811684979332,9061.36,8.217690467834473,225,0.4275173611111111,0.05107011,0.2,-7.763540705045064
381,59136,154,77,992.4,0.016598228468663163,0.00025,0.8726240396499634,16.27745547559526,8981.54,10.552483558654785,228,0.3654513888888889,0.036821947,0.2,-7.898965550793542
386,59904,155,78,992.4,0.010460073891509738,0.00025,0.7632347345352173,16.01510402891371,8892.1,5.872585296630859,231,0.4231770833333333,0.05535105,0.2,-7.673603461848365
390,60672,155,79,992.4,0.021747376368795004,0.00025,0.8396649956703186,14.593387848801083,8903.54,7.950472354888916,234,0.3693576388888889,0.03098919,0.2,-7.769517865445879
394,61440,155,80,992.4,0.006225023172899253,0.00025,0.8885654211044312,10.052815881040361,9142.56,4.540252208709717,237,0.3046875,0.031314533,0.2,-7.824055002795325
399,62208,155,81,992.4,0.007936729764979746,0.00025,0.8821560740470886,13.838439994388157,9116.82,15.420206069946289,240,0.3211805555555556,0.02549664,0.2,-7.849513841999902
406,62976,155,82,992.4,0.009528542558352152,0.00025,0.8277950882911682,17.478612926271225,9025.06,13.6559419631958,243,0.3997395833333333,0.04500066,0.2,-7.797569659021166
410,63744,155,83,992.4,0.019508361247264676,0.00025,0.8919654488563538,8.60043336947759,8990.22,5.084890365600586,246,0.3784722222222222,0.027493337,0.2,-7.78708095020718
415,64512,155,84,992.18,0.004812411562953558,0.00025,0.8368719816207886,17.067778103881412,8900.1,16.131322860717773,249,0.3342013888888889,0.024812305,0.2,-7.7347798347473145
419,65280,155,85,992.18,-0.0019061632532005508,0.00025,0.8865786194801331,18.113815592394936,8948.2,8.8226957321167,252,0.3346354166666667,0.054595422,0.2,-7.717324303256141
423,66048,155,86,998.36,-0.0016173018634112345,0.00025,0.8674162030220032,12.34200288189782,9010.06,5.852277755737305,255,0.3424479166666667,0.02409347,0.2,-7.715730448563893
427,66816,156,87,998.36,0.0255205363759564,0.00025,0.9132499098777771,11.422829469045004,9055.04,5.873720169067383,258,0.3715277777777778,0.03694961,0.2,-7.735798146989611
431,67584,156,88,998.36,0.01298726249175767,0.00025,0.8619922995567322,16.37257813082801,9123.68,8.831257820129395,261,0.3910590277777778,0.029733798,0.2,-7.66326144668791
436,68352,156,89,998.36,0.004171480929168562,0.00025,0.8771154284477234,12.154932916164398,9125.76,5.989818096160889,264,0.3198784722222222,0.023463598,0.2,-7.8044701549741955
443,69120,155,90,1001.42,0.01320257488017281,0.00025,0.892795741558075,10.328108370304108,9103.58,6.558669090270996,267,0.3411458333333333,0.024548113,0.2,-7.850970301363203
448,69888,155,91,1001.42,0.015146380161038704,0.00025,0.8630920648574829,12.746817145082685,9096.58,9.261509895324707,270,0.3441840277777778,0.040403944,0.2,-7.800011091762119
452,70656,156,92,1001.42,0.012534701886276403,0.00025,0.8503941297531128,10.561641699737972,9191.54,4.064817428588867,273,0.359375,0.05803183,0.2,-7.705481866995494
456,71424,156,93,1001.42,0.00975120124510593,0.00025,0.7945091128349304,15.805881182352701,9183.48,11.593789100646973,276,0.4027777777777778,0.03671429,0.2,-7.671159168084462
460,72192,156,94,1008.5,0.01162044117679923,0.00025,0.7875820398330688,11.7298583984375,9267.16,3.5862576961517334,279,0.2973090277777778,0.021486448,0.2,-7.656296511491139
465,72960,156,95,1010.08,0.007627728925500479,0.00025,0.8721919655799866,10.202415539158714,9277.78,7.540403842926025,282,0.3528645833333333,0.030396914,0.2,-7.511893835332659
469,73728,157,96,1003.03,0.02354292876811491,0.00025,0.7749320268630981,19.022525522443985,9090.95,8.112045288085938,285,0.40625,0.04760474,0.2,-7.543563485145569
476,74496,156,97,997.74,0.027305019812451467,0.00025,0.9031392931938171,15.793576392862532,9195.96,4.796446323394775,288,0.4283854166666667,0.04169911,0.2,-7.659371256828308
480,75264,156,98,997.74,0.021332688694302406,0.00025,0.8902021646499634,29.246419019169277,9483.88,12.267899513244629,291,0.4214409722222222,0.04569045,0.2,-7.736980179945628
484,76032,156,99,997.74,0.006431289314706292,0.00025,0.8778947591781616,25.46865224175983,9330.58,20.811731338500977,294,0.33203125,0.034371957,0.2,-7.666329741477966
489,76800,156,100,997.74,0.03380782610232321,0.00025,0.946504533290863,20.473749193880295,9154.08,16.152624130249023,297,0.4266493055555556,0.06765201,0.2,-7.724277979797787
494,77568,156,101,997.74,0.022206223647420604,0.00025,0.8885277509689331,17.16430151462555,9146.1,17.60428237915039,300,0.3793402777777778,0.045946386,0.2,-7.787360197967953
499,78336,156,102,997.74,-0.0025998263865605825,0.00025,0.9024314880371094,12.298030906253391,9120.6,9.048484802246094,303,0.3029513888888889,0.03257287,0.2,-7.943101671006945
503,79104,157,103,997.74,0.008320332401328616,0.00025,0.8722318410873413,16.41185865799586,9114.62,5.2712016105651855,306,0.3715277777777778,0.029811159,0.2,-7.736500826146868
510,79872,156,104,1000.74,0.0062719401256698705,0.00025,0.7876933813095093,15.783423337671492,9083.32,12.231660842895508,309,0.390625,0.04960957,0.2,-7.79265820980072
515,80640,156,105,1000.74,0.019025534197377663,0.00025,0.8953496217727661,13.51111016008589,9058.7,7.226607322692871,312,0.3502604166666667,0.04033223,0.2,-7.755207419395447
519,81408,156,106,1000.74,0.00014854682376608253,0.00025,0.8546770215034485,16.90595112906562,9030.62,8.583124160766602,315,0.3055555555555556,0.017109595,0.2,-7.756980968846215
524,82176,156,107,1000.74,0.03162478898755378,0.00025,0.9079071879386902,10.44383050335778,9180.32,4.547245979309082,318,0.4036458333333333,0.034376994,0.2,-7.74046215083864
529,82944,156,108,1006.44,0.008207300716700653,0.00025,0.8308970332145691,15.656062722206116,9168.28,10.922262191772461,321,0.3229166666666667,0.020800011,0.2,-7.859584808349609
534,83712,156,109,1006.44,0.005673437214378889,0.00025,0.8954557776451111,9.773612704541948,9128.24,6.049860000610352,324,0.3658854166666667,0.03440666,0.2,-7.680120044284397
539,84480,156,110,1006.44,0.008782827916244665,0.00025,0.8323296308517456,20.745125850041706,8983.92,7.799788475036621,327,0.3671875,0.044610817,0.2,-7.734515037801531
546,85248,155,111,1006.44,0.007186200793108178,0.00025,0.925508439540863,10.659852749771542,9093.12,5.753981113433838,330,0.4670138888888889,0.062594935,0.2,-7.655969401200612
551,86016,156,112,1006.44,0.01511394898665862,0.00025,0.816829264163971,22.458890934785206,9065.46,21.4858455657959,333,0.390625,0.024491241,0.2,-7.782469934887356
555,86784,156,113,1006.44,0.013006615116157465,0.00025,0.816710352897644,13.209920326868692,9050.12,5.6004743576049805,336,0.3493923611111111,0.03820321,0.2,-7.834496087498135
560,87552,156,114,1006.44,-0.0029479304794222116,0.00025,0.8083398938179016,13.700321654478708,9071.44,11.111165046691895,339,0.24609375,0.01665569,0.2,-7.895389384693569
564,88320,156,115,1006.44,0.003267320590869834,0.00025,0.7563256621360779,14.775126655896505,8975.04,10.353626251220703,342,0.3151041666666667,0.02819257,0.2,-7.775472376081678
568,89088,156,116,1006.44,0.009398990136105567,0.00025,0.8636539578437805,16.139209939373863,9007.54,5.0591840744018555,345,0.3420138888888889,0.024821877,0.2,-7.765445358223385
573,89856,156,117,1006.66,0.009152390903586315,0.00025,0.7770158052444458,11.518665360079872,9149.4,10.3745756149292,348,0.3953993055555556,0.041489374,0.2,-7.7114858693546715
580,90624,156,118,1006.66,-0.0021220663588287104,0.00025,0.8972553014755249,10.44655199183358,9055.24,2.5946357250213623,351,0.3363715277777778,0.054003406,0.2,-7.655927982595232
584,91392,156,119,1006.66,0.018839980993005965,0.00025,0.9027203321456909,15.977384805679321,8840.14,6.205747127532959,354,0.4140625,0.043171227,0.2,-7.693851007355584
589,92160,156,120,1006.66,0.010328097359484268,0.00025,0.9385005831718445,20.3660671710968,8923.26,7.284285545349121,357,0.3576388888888889,0.032112684,0.2,-7.679688036441803
593,92928,156,121,1006.66,0.031238922875167593,0.00025,0.8041847944259644,12.76737395260069,8946.66,4.972067356109619,360,0.3971354166666667,0.047047544,0.2,-7.60743780930837
598,93696,156,122,1006.66,0.015206067460692592,0.00025,0.7762477397918701,13.413155128558477,8983.56,8.03352165222168,363,0.3680555555555556,0.025647447,0.2,-7.649226367473602
602,94464,156,123,1006.66,0.025234239305266075,0.00025,0.896912157535553,16.370286186536152,8919.9,11.804962158203125,366,0.4149305555555556,0.05529308,0.2,-7.669958180851406
606,95232,156,124,1006.66,0.01262385890327601,0.00025,0.9150590896606445,20.674440092510647,8850.74,14.067614555358887,369,0.33203125,0.030535296,0.2,-7.749935852156745
613,96000,156,125,1006.66,0.026611424193510577,0.00025,0.788271427154541,15.5817122525639,8905.34,5.5387654304504395,372,0.3984375,0.05211687,0.2,-7.608903845151265
618,96768,156,126,1006.66,0.013335041132652097,0.00025,0.9165712594985962,14.877021292845408,8974.22,11.339811325073242,375,0.3042534722222222,0.019312894,0.2,-7.654338366455502
622,97536,156,127,1006.66,0.004510428381359411,0.00025,0.884830892086029,22.412999788920086,8717.62,12.972066879272461,378,0.3177083333333333,0.030295627,0.2,-7.724147346284655
627,98304,156,128,1006.66,0.03987141118139132,0.00025,0.9057687520980835,16.77219103773435,8550.9,4.527536869049072,381,0.4314236111111111,0.095817804,0.2,-7.7499350441826715
631,99072,156,129,1013.71,0.03425334509099937,0.00025,0.9534526467323303,15.94666435983446,8232.91,13.194660186767578,384,0.4322916666666667,0.17240311,0.2,-7.688584963480632
635,99840,157,130,1019.0,0.012658405441066457,0.00025,0.9360504150390625,18.840010596646202,8589.4,8.93533992767334,387,0.3328993055555556,0.025289742,0.2,-7.7644071446524725
639,100608,157,131,1019.0,0.030349896030707493,0.00025,0.9289125204086304,8.468323399623236,8718.58,3.4099080562591553,390,0.5043402777777778,0.06994363,0.2,-7.671366406811608
644,101376,157,132,1019.0,0.024381734715360735,0.00025,0.8641727566719055,16.129172166188557,8858.36,7.2744622230529785,393,0.4236111111111111,0.026831603,0.2,-7.771104494730632
651,102144,156,133,1019.0,0.011095732036564086,0.00025,0.7554383277893066,10.967721243699392,9191.0,12.13862419128418,396,0.4479166666666667,0.060477573,0.2,-7.687877986166212
655,102912,156,134,1019.0,0.01927381971876861,0.00025,0.8419816493988037,13.578205131822163,9201.84,5.561102867126465,399,0.3116319444444444,0.016364248,0.2,-7.7382826871342125
660,103680,157,135,1019.0,0.0113976745116007,0.00025,0.8352066278457642,11.259631037712097,9266.34,6.794989585876465,402,0.3546006944444444,0.030791415,0.2,-7.727126657962799
664,104448,157,136,1019.0,0.0038867887342348695,0.00025,0.9058806896209717,10.145231790012783,9273.88,7.1676025390625,405,0.3220486111111111,0.025565328,0.2,-7.75333794620302
668,105216,157,137,1019.0,0.01821272130796893,0.00025,0.8062869310379028,13.528056253989538,9346.92,5.9010419845581055,408,0.41015625,0.067810506,0.2,-7.744174738725026
673,105984,157,138,1019.0,0.00885678900198804,0.00025,0.9154502749443054,9.978286080890232,9327.7,5.236241817474365,411,0.2907986111111111,0.035890173,0.2,-7.729970011446211
677,106752,157,139,1019.0,0.013811267601946989,0.00025,0.8456328511238098,10.947861658202278,9345.88,7.165730953216553,414,0.3741319444444444,0.027254464,0.2,-7.7637165851063195
684,107520,157,140,1019.0,0.006007418191681306,0.00025,0.8978182673454285,11.084850089417564,9356.8,6.405540466308594,417,0.2204861111111111,0.017037533,0.2,-7.874284393257565
688,108288,157,141,1019.0,0.0027912640038670767,0.00025,0.7235832214355469,12.224995467397902,9392.92,6.0688605308532715,420,0.4019097222222222,0.054858167,0.2,-7.765191541777717
693,109056,157,142,1019.0,-0.0097846931958985,0.00025,0.8579156994819641,8.574065605799357,9372.9,2.1071293354034424,423,0.3003472222222222,0.021584868,0.2,-7.8516254557503595
697,109824,157,143,1019.0,0.006650650252898534,0.00025,0.6817266345024109,16.72895195086797,9628.22,10.594181060791016,426,0.3524305555555556,0.033469472,0.2,-7.716329097747803
702,110592,157,144,1019.0,0.000348705875997742,0.00025,0.8614831566810608,12.074251075585684,9600.4,2.507169008255005,429,0.2647569444444444,0.015218721,0.2,-7.661631709999508
706,111360,157,145,1019.0,0.017060460671523794,0.00025,0.8325467705726624,14.695247971349293,9216.28,6.139108657836914,432,0.3198784722222222,0.036026713,0.2,-7.636942942937215
710,112128,157,146,1019.0,0.028203430740783613,0.00025,0.9152811765670776,16.73046953479449,9256.32,2.4938035011291504,435,0.3602430555555556,0.065855615,0.2,-7.720522291130489
717,112896,157,147,1019.0,0.022761412831540737,0.00025,0.914061427116394,16.65185770723555,9127.1,6.291840553283691,438,0.45703125,0.06408749,0.2,-7.768481267823113
722,113664,157,148,1019.0,-0.0020039990906500155,0.00025,0.9032995104789734,14.443859928184086,9128.4,10.577855110168457,441,0.2621527777777778,0.019616479,0.2,-7.6563283867306176
726,114432,157,149,1019.0,-0.002318079453996486,0.00025,0.5534212589263916,17.716232948833042,9209.98,10.123003005981445,444,0.3884548611111111,0.03167258,0.2,-7.685169259707133
731,115200,157,150,1019.0,0.010531928015148474,0.00025,0.9036135077476501,16.38216933276918,9206.34,7.635178089141846,447,0.28125,0.018579874,0.2,-7.7380116780598955
735,115968,157,151,1019.0,0.02929541317280382,0.00025,0.5702507495880127,11.27177200714747,9493.5,3.77341890335083,450,0.4075520833333333,0.07338735,0.2,-7.588559693760342
739,116736,157,152,1019.0,0.016117651015520096,0.00025,0.8354170322418213,16.49270894130071,9493.5,6.431692123413086,453,0.3055555555555556,0.022073284,0.2,-7.815407733122508
744,117504,157,153,1019.0,0.008547043000968793,0.00025,0.8431050181388855,10.75923404428694,9287.14,8.159534454345703,456,0.4149305555555556,0.044953257,0.2,-7.710928009616004
748,118272,157,154,1019.0,0.003986641771108326,0.00025,0.882683515548706,10.388937936888802,9287.14,2.5820207595825195,459,0.3129340277777778,0.030155031,0.2,-7.80224910709593
755,119040,157,155,1019.0,-0.0024056724764199722,0.00025,0.33019304275512695,17.704890098836685,9285.58,14.061625480651855,462,0.3315972222222222,0.028256148,0.2,-7.644257552093929
759,119808,157,156,1019.0,-0.003573302095497234,0.00025,0.8156696557998657,16.2043946451611,9285.58,6.34840726852417,465,0.2456597222222222,0.017406346,0.2,-7.742160002390544
