#{"t_start": 1755016106.000905, "env_id": "None"}
r,l,t
-278.667,1622,13.846235
-241.83,1622,24.020775
-247.001,1622,49.454842
-206.99,1622,62.754829
-224.602,1622,77.626582
-121.586,1622,95.328794
-97.72,1622,106.954543
-133.9,1622,123.93391
-70.062999,1622,136.069747
-62.368,1622,147.405418
-55.614,1622,166.975858
-69.414,1622,177.403867
-145.244,1622,195.803916
-828.052001,1622,206.154294
-1216.538003,1622,217.665013
-1194.423501,1622,236.352209
-1206.508999,1622,246.658432
-1290.998001,1622,263.641812
-1379.784,1622,273.410916
-1318.670001,1622,284.270398
-1217.797001,1622,302.212104
-13.488999,1622,313.298882
-32.005999,1622,330.183208
-27.932,1622,340.405585
-1243.899501,1622,350.468581
-4.110999,1622,365.721428
-1166.407,1622,375.446183
-9.06,1622,390.621381
-33.764,1622,399.543043
-23.029,1622,410.329632
-721.4205,1622,428.962456
-995.311,1622,441.463904
-991.274,1622,461.90887
-22.959,1622,473.795553
111.856501,1308,483.200993
-3.573001,779,488.608056
-27.504,1622,506.012753
-46.01,1622,521.510039
-25.596,889,537.759912
53.211,977,544.930646
-1195.225501,1622,555.698762
-763.318001,1622,572.362761
2.317,954,578.050377
89.513,805,584.671674
-33.179,1622,596.93928
-32.561,1622,611.375507
-25.508999,1622,622.054981
-10.851,1622,638.670476
-7.961999,675,642.220905
89.995,523,644.809119
-25.196,755,648.782695
23.668,673,652.879056
86.920999,703,656.878131
-1026.059501,1622,674.037601
-594.784001,1622,684.532425
29.145999,1120,690.892144
77.656999,865,702.260342
-824.377,1622,713.043491
-40.487,1622,724.974889
3.992999,1622,743.151552
-35.254,1622,754.807257
-72.704,1622,771.760871
40.825001,1119,780.676024
79.842501,1263,789.6864
-47.295,1622,809.324903
82.723999,709,816.000832
-22.434999,1622,828.18346
-1091.614501,1622,846.154886
22.377,841,851.346266
-1002.2285,1622,863.033789
-1036.416501,1622,882.868128
-23.404001,1622,892.87979
-1148.142501,1622,902.350839
-484.275001,1622,918.067491
-28.363,1622,927.61234
-761.7085,1622,944.689122
137.158499,944,951.790121
139.537501,674,956.042035
42.8295,708,960.83433
-14.656999,1622,979.794598
140.468,1061,986.408032
-59.369,1622,995.030785
-34.09,1622,1010.871088
141.493001,878,1017.994692
-766.973501,1622,1028.91955
43.0335,670,1034.057332
-27.561,1622,1052.286014
43.545499,1614,1063.91911
1.447,1622,1081.778575
-50.605,1622,1091.457107
-38.544,1622,1102.161097
-23.564001,1622,1118.619611
141.1365,800,1123.493186
-872.082499,1622,1134.440578
14.764999,1622,1150.487132
-7.440999,629,1154.711648
142.573999,683,1159.718961
-19.247,1622,1173.57954
140.421001,736,1184.66594
143.5985,503,1187.473145
141.924501,598,1191.203667
-162.897999,898,1197.413742
140.747,511,1202.033415
138.376,1172,1217.137707
141.397,609,1220.750314
40.107,1622,1231.152858
1.563,1622,1243.118231
67.349001,1622,1259.234557
0.522,1622,1269.669356
140.601,723,1273.609886
136.262,732,1284.664861
130.129999,793,1289.593848
134.113,785,1294.335063
-1074.967,1622,1305.783966
-16.686,1622,1326.112436
-38.862,1622,1340.829333
-651.452499,1622,1356.727968
0.860001,1622,1366.822908
105.596498,1058,1372.516174
3.875,1622,1388.230412
132.6355,1306,1395.24705
129.841001,1246,1402.523209
78.953,611,1406.878954
131.326,1182,1420.165897
-653.612,1622,1432.02608
-1196.658001,1622,1445.623484
-8.488,1622,1462.707737
-884.955499,1622,1473.280679
139.794,590,1478.278834
-22.313,1622,1500.116755
87.72,1622,1511.819448
70.922,1181,1520.979761
61.487001,605,1530.839365
89.1515,1622,1540.828878
136.2855,854,1546.675076
138.704002,989,1553.567488
145.466001,696,1564.069348
139.776501,670,1569.070669
134.034,1545,1580.650076
52.462501,694,1587.256001
28.135001,1622,1607.923165
-22.393,1622,1617.406299
-29.734,1622,1633.416261
52.770001,1622,1645.487736
141.640502,710,1651.429271
139.52,639,1656.051038
47.555,1622,1674.062335
-345.855,1622,1684.636296
142.385501,630,1688.813622
111.800001,1134,1702.144035
142.266001,803,1708.066363
-30.456,621,1712.196145
115.495,1585,1722.69033
140.4865,1188,1736.6847
-4.079,1622,1747.253811
-31.194,1622,1758.759517
140.435001,683,1769.080003
82.376,1622,1783.384201
110.141999,1622,1796.901847
57.554,865,1811.906452
122.456,620,1815.461692
137.387001,572,1818.340837
74.8035,684,1822.271361
-1087.786502,1622,1831.942664
140.794,486,1835.346572
51.935,817,1847.067852
106.3495,586,1851.520467
139.656501,735,1856.836423
-6.593999,604,1861.941495
24.990999,1622,1878.902628
136.4695,774,1884.299528
126.385998,1339,1894.918114
-23.725,1622,1906.353797
140.287,1141,1921.507212
132.792999,685,1927.610219
82.192,1622,1942.29906
138.380999,651,1947.892179
141.854,712,1960.352274
141.149,577,1964.636531
49.809,1622,1975.504979
77.334,1622,1992.856712
138.468,514,1996.220811
131.097501,1159,2003.990367
140.631999,725,2009.421597
140.861,705,2017.515362
138.1195,552,2022.472177
47.543,1622,2041.431904
95.788499,830,2045.985498
139.773001,763,2050.717263
142.713001,648,2054.256734
137.059,1053,2066.726565
140.491999,1009,2072.998331
103.45,1345,2082.62723
38.391,1622,2098.451416
70.496501,1622,2110.963153
-36.569,1622,2127.43452
141.1055,780,2141.159057
141.27,707,2146.060232
39.291,1622,2156.941926
98.757,1622,2173.769322
8.227001,1622,2182.728584
129.449,1515,2190.777376
140.399001,1046,2203.743239
142.4735,538,2208.117181
142.289,585,2212.685084
-64.790999,1622,2223.610068
141.188999,605,2227.692825
69.703,1622,2245.713646
140.145501,948,2251.75365
67.163,1622,2263.589394
134.003001,1501,2280.940136
138.931,1491,2293.798335
17.553,1622,2312.80079
31.615,1622,2322.824825
69.317001,1622,2332.948463
116.052001,803,2344.951765
-27.487,1622,2356.120279
135.578,613,2359.889174
68.263999,1622,2376.617975
37.984001,1622,2386.642434
77.771001,1622,2398.58935
31.579499,1622,2417.167254
133.259499,807,2423.052334
34.9525,1622,2437.36567
143.038,511,2441.6657
138.090501,1103,2454.691794
134.499001,1014,2462.146403
20.407501,1622,2481.535832
99.928001,1622,2502.599355
110.2685,1590,2515.162771
133.408,1478,2527.931164
-793.936501,1439,2543.831776
-21.587,1622,2553.96609
140.340001,922,2558.850071
130.582999,1354,2575.165114
51.697001,1622,2586.59196
108.1805,1556,2605.846141
141.711001,516,2608.642581
140.132499,779,2613.856339
137.403998,1326,2621.621027
139.7005,590,2625.034189
140.0845,818,2636.963565
139.857,1483,2646.015325
138.6795,528,2649.000957
-1.913,1622,2658.260017
139.859,730,2669.926856
139.653499,550,2673.418889
135.508001,913,2680.100003
133.421001,1022,2687.254029
72.401999,1622,2704.212566
50.122001,1622,2715.967718
94.7115,1622,2726.446423
112.217,961,2738.359158
-5.79,1622,2749.795221
-4.132001,1622,2761.620454
-52.7225,1622,2778.486691
-24.56,1622,2788.944361
140.5235,1122,2803.716841
135.3435,1348,2812.675096
118.933001,1584,2823.836309
133.7865,934,2830.687003
-20.031,1622,2849.74051
139.543501,772,2854.735241
128.6735,1224,2863.044222
