time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/fps,time/total_timesteps,train/learning_rate,train/n_updates,train/clip_range,train/clip_fraction,train/explained_variance,train/loss,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/value_loss
3602,1205.49,747.46384965,125,213,768000,0.00025,496,0.2,0.3846842447916667,0.972781777381897,3.0718603134155273,0.024915466,0.008407689638261218,-7.477534348766009,7.27862028280894
3626,1192.37,750.94624968,126,213,774144,0.00025,500,0.2,0.3092854817708333,0.9668669700622559,4.996060848236084,0.038951132,0.00852356591106703,-7.530241330464681,11.337236871321997
3659,1203.41,725.08999963,127,213,780288,0.00025,504,0.2,0.4098714192708333,0.9654331803321838,4.569429397583008,0.0317056,0.012431257292822314,-7.580042093992233,10.81712349752585
3698,1156.03,751.8374997599999,128,212,786432,0.00025,508,0.2,0.3506673177083333,0.9599363207817078,4.2042236328125,0.03284809,0.005312312447737592,-7.485027655959129,10.977817798654238
3741,1151.49,744.93534985,129,211,792576,0.00025,512,0.2,0.3761393229166667,0.9740911722183228,3.514075994491577,0.039744046,0.010330171496510351,-7.595761681596438,11.19336931904157
3769,1228.63,717.6999497900002,130,211,798720,0.00025,516,0.2,0.3710123697916667,0.97037672996521,2.995497226715088,0.036441576,0.003858479928264084,-7.4541284541289015,9.03385936220487
3796,1231.4,721.2974997,131,212,804864,0.00025,520,0.2,0.3702392578125,0.9707380533218384,3.850560188293457,0.02758382,0.00346541517743996,-7.514174655079842,9.031139746308327
3821,1240.0,724.8848997300001,132,212,811008,0.00025,524,0.2,0.3982747395833333,0.971325159072876,3.0606470108032227,0.047445286,0.012724132117000408,-7.453592548767726,8.600890815258026
3846,1212.78,738.5173996600001,133,212,817152,0.00025,528,0.2,0.3415120442708333,0.9656104445457458,3.2599732875823975,0.029309444,0.0057440211409508874,-7.466003651420276,9.445022414127985
3869,1030.77,806.9152495699999,134,212,823296,0.00025,532,0.2,0.3877360026041667,0.9617988467216492,4.723572254180908,0.028150285,0.009846291662446069,-7.554259250561397,13.276487201452255
3895,1003.57,814.3620996200001,135,212,829440,0.00025,536,0.2,0.348876953125,0.9632023572921753,3.789968490600586,0.03287976,0.0076932745723752305,-7.504319687684377,9.173281038800875
3924,978.47,830.3911495699999,136,212,835584,0.00025,540,0.2,0.3553059895833333,0.9756525158882141,2.48663067817688,0.027478693,0.012488649857308095,-7.451050758361816,8.362269679705301
3955,955.98,847.8357495500001,137,212,841728,0.00025,544,0.2,0.3415934244791667,0.9755083918571472,3.3547487258911133,0.025176028,0.00607487066736212,-7.503407840927442,7.803522080183029
3991,1061.55,812.4444996499999,138,212,847872,0.00025,548,0.2,0.3780110677083333,0.9764981269836426,2.2795159816741943,0.03974965,0.006723940120233844,-7.294889872272809,8.069631218910217
4027,1167.19,755.7071996099999,139,212,854016,0.00025,552,0.2,0.4083658854166667,0.9702832102775574,3.022836685180664,0.02578322,0.009575906560106281,-7.354561433196068,7.45340150843064
4054,1220.09,743.9245994600001,140,212,860160,0.00025,556,0.2,0.4324544270833333,0.9692356586456299,2.887888193130493,0.028431928,0.011767937316714475,-7.229295392831166,7.601909662286441
4081,1217.46,744.6470495999998,141,212,866304,0.00025,560,0.2,0.4512939453125,0.9766076803207397,3.117764949798584,0.053346705,0.019679189620849986,-7.325008297959964,7.471584846576055
4107,1302.25,723.3538496099999,142,212,872448,0.00025,564,0.2,0.3467610677083333,0.9746934771537781,3.3840243816375732,0.024505893,0.00359635573598401,-7.214713230729103,8.547032877802849
4132,1335.37,735.18579963,143,212,878592,0.00025,568,0.2,0.453857421875,0.9728689789772034,2.537545680999756,0.039902855,0.019051094250850536,-7.240940243005753,6.904461731513341
4154,1324.55,759.66169974,144,212,884736,0.00025,572,0.2,0.3594156901041667,0.9724806547164917,3.105893135070801,0.029052235,0.006652428754023276,-7.29595485329628,7.934609363476436
4180,1298.46,786.30604996,145,213,890880,0.00025,576,0.2,0.4865315755208333,0.9535391926765442,2.3642449378967285,0.062281117,0.02549162735279727,-7.2208244403203325,9.375453382730484
4209,1354.75,743.92624993,146,213,897024,0.00025,580,0.2,0.4104817708333333,0.9774429798126221,3.38840651512146,0.12063718,0.021087500400123343,-7.317971915006638,7.661658778786659
4238,1413.3,685.8581499,147,213,903168,0.00025,584,0.2,0.4352213541666667,0.9729124903678894,4.073284149169922,0.05024886,0.007686562506326784,-7.207551434636116,8.530077159404755
4263,1432.02,671.14014993,148,213,909312,0.00025,588,0.2,0.394287109375,0.9646377563476562,2.087261199951172,0.04411469,0.0007809087546775118,-7.155917788545291,8.524503449598948
