#{"t_start": 1755814624.1157527, "env_id": "None"}
r,l,t
-253.73,1622,6.586722
-228.53,1622,16.219926
-221.25,1622,43.23174
-192.95,1622,53.178963
-185.44,1622,59.59661
-64.240001,1622,81.534008
-39.77,1622,90.827502
-92.74,1622,110.680627
50.36,1622,120.718006
-1.37,1622,129.484824
-4.96,1622,158.27167
20.95,1622,165.476932
48.86,1622,185.816251
389.1,1622,197.220803
-289.945003,1622,204.724375
-271.760001,1622,228.676199
-305.425002,1622,234.461005
-645.870003,1622,253.636527
-619.430003,1622,263.168898
-598.630003,1622,269.385022
-227.445001,1622,295.649585
316.585,1622,302.220919
-98.605003,1622,322.407907
-215.875003,1622,332.368099
-548.100004,1622,338.863011
258.055002,1622,358.981066
-57.675001,1622,368.778037
231.019999,1622,390.464972
763.444999,714,393.697816
75.83,1622,402.863032
230.704999,1622,424.6389
19.314999,1622,431.970303
145.07,1622,436.676798
-201.720002,1622,452.484415
181.92,1622,457.335645
769.459998,529,458.961675
-750.220003,1622,477.235652
759.489999,733,479.577354
400.580003,1500,483.936115
787.149999,747,486.161621
330.81,1622,504.485005
-58.050002,1622,509.152802
-225.560003,1622,525.003408
765.795,676,527.060043
890.945002,750,529.371563
-177.155002,1622,536.187263
132.464998,1622,551.964746
-25.620004,1622,556.678184
71.48,1622,573.900919
744.614999,810,576.161914
925.344999,500,577.501285
715.69,730,579.595131
785.014999,646,581.416536
254.86,1622,597.114294
116.859999,1622,604.355186
763.629999,542,605.945493
815.750001,1239,609.244133
152.07,1622,624.499431
500.719998,1134,627.782083
-496.680002,1622,632.423635
862.695,1450,649.511269
834.06,787,651.881796
791.119999,1053,654.909714
207.779999,1622,672.893528
683.5,662,675.000585
889.450001,1291,679.001583
848.484998,1216,682.53423
648.059998,1622,698.367945
604.81,729,700.559514
898.290001,917,705.768853
729.440001,1255,721.016313
740.060001,580,722.910367
164.33,1622,728.191515
749.479999,659,730.184668
792.619999,857,733.052574
799.07,1168,751.841281
336.935002,1622,757.310267
819.620002,1153,761.14781
748.120001,574,778.795817
755.440001,977,782.344678
960.200002,1089,786.137848
396.309999,1622,791.64423
784.95,584,809.682186
739.259999,653,813.21129
748.86,661,816.000577
893.725003,771,819.258595
430.990002,990,823.283111
776.280001,769,843.029443
730.829999,825,846.295745
78.0,1622,851.812348
729.630002,797,854.522967
1061.635,1617,873.03934
624.349999,761,878.097233
829.110002,650,880.460371
-661.240005,1622,897.813218
730.105,832,900.546085
794.184999,1312,904.793253
855.65,464,906.173008
755.585002,540,907.874454
966.249998,703,912.000615
754.590001,564,925.426354
805.364999,602,927.456637
1053.584999,1578,932.432788
903.715003,1022,935.663877
704.75,648,951.602079
737.825,744,954.100191
756.179999,902,957.015111
719.920001,977,960.07951
820.005,1622,977.32298
758.339999,833,982.248669
776.120001,570,984.01715
942.390002,1245,988.299686
620.174999,1622,1005.378527
748.029999,691,1007.92192
764.725002,1468,1014.658214
92.08,1622,1031.969478
797.480001,585,1034.185242
823.964999,968,1037.728661
321.349999,1622,1043.349579
810.810001,785,1048.227203
838.530001,1164,1066.956627
62.119999,1622,1073.223526
549.589999,1543,1095.063236
243.665,1622,1101.507443
569.45,1060,1105.376678
760.074999,818,1108.345522
904.139999,1132,1128.265745
792.075001,1622,1134.504677
792.929999,1496,1139.958931
816.959999,522,1157.142012
253.049999,1622,1162.941173
80.74,1622,1168.087315
76.319999,1622,1187.588717
851.485,1097,1191.185455
756.424999,1494,1195.84083
837.499999,1005,1210.365125
141.449999,1622,1215.558148
948.459999,763,1217.805648
930.669999,759,1222.207453
812.99,651,1236.501065
886.289998,642,1239.104548
829.030003,571,1241.133291
714.235,569,1243.101668
797.115,1583,1248.86824
745.660001,902,1267.951546
782.6,547,1270.076651
826.435,611,1272.506712
860.259998,666,1275.184382
773.809999,531,1277.206578
714.120002,565,1279.359074
869.825001,576,1281.51562
908.040002,583,1299.81239
793.06,1151,1305.737656
793.38,611,1308.535574
921.295,572,1311.067222
807.890001,778,1314.749422
827.110001,562,1339.171983
-368.79,1622,1347.37102
781.330001,545,1349.839416
826.905003,614,1352.462469
768.17,587,1355.081249
847.009998,637,1360.2574
795.469999,878,1383.825668
755.195,546,1386.168922
798.064998,546,1388.419602
812.44,735,1394.036416
752.65,687,1396.689324
671.129999,1339,1419.175478
-642.275004,1622,1428.514206
789.444999,546,1430.45029
1119.475,1113,1434.332843
754.19,556,1448.536867
465.335,1622,1454.066499
789.31,641,1456.078224
