time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/value_loss,train/learning_rate,train/clip_fraction,train/clip_range,train/n_updates,train/explained_variance,train/loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl
3876,114,700416,1454.4,-1202.13875319,180,14.441675215959549,0.00025,0.3693440755208333,0.2,452,0.9505457878112793,3.7055211067199707,-5.7211679965257645,0.010421188237766424,0.026104426
3914,115,706560,1471.43,-1221.44666312,180,9.739854847391447,0.00025,0.3660481770833333,0.2,456,0.9725715517997742,2.153759002685547,-6.043513586123784,0.01213016789794589,0.040821042
3948,116,712704,1479.88,-1235.76700521,180,17.4003460953633,0.00025,0.4232584635416667,0.2,460,0.9375666379928589,8.216431617736816,-6.059708009163539,0.013448026715195738,0.037056267
3982,117,718848,1490.52,-1260.6885692800001,180,7.784813066323598,0.00025,0.3388264973958333,0.2,464,0.9749053716659546,1.9385744333267212,-6.024072070916493,0.01196996184201756,0.015842462
4021,118,724992,1487.36,-1256.92972016,180,10.657968173424402,0.00025,0.3662516276041667,0.2,468,0.9649563431739807,3.6821045875549316,-6.064636543393135,0.011267382093744041,0.02509472
4059,119,731136,1498.76,-1279.47330814,180,14.738881001869837,0.00025,0.2751057942708333,0.2,472,0.9528599977493286,4.772109031677246,-5.9120015650987625,0.005945704091573134,0.025159368
4095,120,737280,1477.18,-1235.4614392,180,12.088874737421671,0.00025,0.386474609375,0.2,476,0.9629635810852051,3.2098217010498047,-6.070549517869949,0.01017340342029153,0.060946982
4131,121,743424,1434.95,-1174.05767114,179,11.904881685972214,0.00025,0.4359537760416667,0.2,480,0.958731472492218,3.0472967624664307,-6.1657053381204605,0.019611395968240686,0.046774317
4176,122,749568,1426.97,-1149.1398471400003,179,15.872855146725973,0.00025,0.3179931640625,0.2,484,0.9498539566993713,4.158515453338623,-6.191748971740405,0.0073289198480779305,0.02852426
4216,123,755712,1407.94,-1110.34576001,179,10.177181666096052,0.00025,0.3788248697916667,0.2,488,0.972492516040802,3.394028902053833,-6.241173307100932,0.010147177820423773,0.031352613
4254,124,761856,1387.71,-1084.907631,179,16.62227655450503,0.00025,0.3929036458333333,0.2,492,0.9497257471084595,5.422416687011719,-6.15150660276413,0.014409454161068425,0.049261823
4293,125,768000,1341.78,-1028.31063898,178,22.45452880859375,0.00025,0.2928059895833333,0.2,496,0.9314054250717163,6.999594211578369,-6.154518375794093,0.004096449347950208,0.027433217
4335,126,774144,1313.2,-1002.11334403,178,23.340004682540894,0.00025,0.3520100911458333,0.2,500,0.9240818023681641,8.301501274108887,-6.068030546108882,0.008891212444723351,0.03342187
4371,127,780288,1245.12,-906.0263230200002,178,18.100762431820232,0.00025,0.34716796875,0.2,504,0.9446862936019897,9.636372566223145,-6.026447892189026,-3.2429727677178256e-05,0.026654666
4407,128,786432,1253.75,-921.7468699300001,178,23.750651756922405,0.00025,0.3673095703125,0.2,508,0.9251499176025391,15.62374496459961,-6.146559958656629,0.010310348089357527,0.03142747
4444,129,792576,1201.2,-830.6127650000001,178,17.92649049560229,0.00025,0.3513590494791667,0.2,512,0.9208369851112366,7.085009574890137,-6.300994515419006,0.011482838580074409,0.043031942
4480,130,798720,1204.35,-808.1813170400002,178,31.584007372458775,0.00025,0.3804524739583333,0.2,516,0.8917822241783142,11.816579818725586,-6.154459009567897,0.010979446635853188,0.032253686
4514,131,804864,1196.99,-792.54687994,178,15.217525119582811,0.00025,0.3717041015625,0.2,520,0.928375780582428,5.110061168670654,-6.1928703139225645,0.008064744735747809,0.03295597
4549,132,811008,1195.95,-785.02449793,178,11.957690015435219,0.00025,0.3719889322916667,0.2,524,0.9518593549728394,4.657341480255127,-6.116157099604607,0.008339283313641014,0.033683464
4582,133,817152,1140.52,-707.0208241099999,178,21.327061245838802,0.00025,0.31494140625,0.2,528,0.9295098185539246,9.836566925048828,-5.904690638184547,0.005470554640245003,0.019418592
4616,134,823296,1089.02,-660.51545212,178,20.07473545273145,0.00025,0.3693440755208333,0.2,532,0.9420967102050781,5.469689846038818,-5.827061643203099,0.011157426255522296,0.027651675
4650,135,829440,947.63,-470.97515924,178,22.60751258333524,0.00025,0.3214518229166667,0.2,536,0.9390007257461548,6.514829158782959,-5.893162017067273,0.007071603358781431,0.026440173
4684,136,835584,899.1,-393.90535721,178,24.478426337242126,0.00025,0.356201171875,0.2,540,0.9218300580978394,7.170613765716553,-5.833777884642283,0.009771912419334209,0.026987387
4745,137,841728,829.52,-309.41345913,177,35.88874860604604,0.00025,0.3514811197916667,0.2,544,0.8905043005943298,13.883691787719727,-5.898588394125302,0.008300123859953601,0.03272587
4822,138,847872,841.52,-324.85877209999995,175,40.27934720118841,0.00025,0.28466796875,0.2,548,0.880503237247467,19.835006713867188,-5.9926227778196335,0.003965722262364579,0.020185612
4855,139,854016,851.57,-344.58264991,175,23.965872198343277,0.00025,0.4042154947916667,0.2,552,0.9045260548591614,7.17056941986084,-5.949578255414963,0.020210970634555753,0.04545909
4879,140,860160,855.45,-351.14839603,176,24.5608236292998,0.00025,0.3592122395833333,0.2,556,0.9097591638565063,7.582849502563477,-5.8573946704467135,0.00926727729771907,0.029514464
4906,141,866304,860.26,-351.77889094000005,176,21.688652793566387,0.00025,0.41552734375,0.2,560,0.9282770156860352,6.818394184112549,-5.858650371432304,0.011724089636118151,0.041669685
4932,142,872448,841.48,-343.70509104999996,176,33.586176772912346,0.00025,0.3768310546875,0.2,564,0.9010536074638367,13.940495491027832,-5.763013795018196,0.010574600353720598,0.04414038
4958,143,878592,798.21,-288.4162779800001,177,29.442512224117916,0.00025,0.4495442708333333,0.2,568,0.9011838436126709,16.54076385498047,-5.740184774001439,0.01805536513226495,0.03832936
4980,144,884736,761.56,-236.85476898000002,177,35.8154271642367,0.00025,0.2850341796875,0.2,572,0.883007824420929,13.425172805786133,-5.715080728133519,0.004699748601221169,0.0221356
5006,145,890880,804.01,-304.29915302,177,29.95895688732465,0.00025,0.3123372395833333,0.2,576,0.9050573110580444,13.493084907531738,-5.560619687040647,0.0036203956454604245,0.022458717
5033,146,897024,851.18,-374.01834588,178,26.329918414354324,0.00025,0.352783203125,0.2,580,0.9085568189620972,9.398613929748535,-5.653764347235362,0.005216072522064981,0.032624956
