time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/loss,train/clip_fraction,train/explained_variance,train/clip_range,train/value_loss,train/entropy_loss,train/learning_rate
104448,256,407,17,0.012273903,64,-0.022397068280649062,-0.11786118894815445,0.13313802083333334,-0.7821505069732666,0.2,0.0007453406851709587,-8.263066470623016,0.00025
110592,271,407,18,0.0117453085,68,-0.018868622032944888,-0.11355239897966385,0.13033040364583334,0.06468403339385986,0.2,0.0008705184676121765,-8.263244380553564,0.00025
116736,286,406,19,0.01387393,72,-0.023361911940204056,-0.1261776238679886,0.14522298177083334,-0.3836432695388794,0.2,0.0006887177432872704,-8.233338395754496,0.00025
122880,302,406,20,0.0126420995,76,-0.019616765959654003,-0.1202782541513443,0.1500244140625,-0.5921101570129395,0.2,0.0006807628933529486,-8.215926676988602,0.00025
129024,317,406,21,0.012943606,80,-0.02576933803356951,-0.13544505834579468,0.14876302083333334,-0.20567774772644043,0.2,0.000701722444925205,-8.216094742218653,0.00025
135168,332,405,22,0.016378518,84,-0.03047337130798648,-0.1331854909658432,0.1705322265625,-0.7490342855453491,0.2,0.0008952292094666822,-8.223319361607233,0.00025
141312,348,405,23,0.014880456,88,-0.03335585970489774,-0.15690681338310242,0.17626953125,-1.5917134284973145,0.2,0.0007738628422278756,-8.206762899955114,0.00025
147456,363,405,24,0.014935407,92,-0.031011446626507677,-0.13161109387874603,0.184326171875,-1.6613750457763672,0.2,0.0007921514479676262,-8.201141893863678,0.00025
153600,378,405,25,0.018662129,96,-0.03229901601055948,-0.1272156983613968,0.22196451822916666,-0.5100204944610596,0.2,0.0009709802228220118,-8.166786094506582,0.00025
159744,394,405,26,0.01617593,100,-0.029820284629143618,-0.13738645613193512,0.19677734375,-0.938980221748352,0.2,0.0007282463508696916,-8.162130941947302,0.00025
165888,409,405,27,0.016984766,104,-0.03282789426642315,-0.13975194096565247,0.19771321614583334,-0.8661582469940186,0.2,0.0006746791247375464,-8.148254295190176,0.00025
172032,424,405,28,0.018286234,108,-0.03462701951017758,-0.14225052297115326,0.20699055989583334,-1.4912102222442627,0.2,0.0006446371186636194,-8.144957105318705,0.00025
178176,440,404,29,0.019563196,112,-0.03681544841189558,-0.15378935635089874,0.22701009114583334,-0.9720733165740967,0.2,0.0006193555594412222,-8.113757203022638,0.00025
184320,455,404,30,0.018167688,116,-0.036279424685441576,-0.1365131139755249,0.21219889322916666,-1.8250443935394287,0.2,0.0005424204579564199,-8.130992114543915,0.00025
190464,470,404,31,0.017980875,120,-0.034820788777627364,-0.14826032519340515,0.21525065104166666,-0.7455152273178101,0.2,0.00046624825245089596,-8.122784247001013,0.00025
196608,485,404,32,0.02062712,124,-0.0356022712609653,-0.13668273389339447,0.23514811197916666,-0.57691490650177,0.2,0.000539336098881904,-8.071635256210962,0.00025
202752,501,404,33,0.018990526,128,-0.035033047689163745,-0.13488569855690002,0.2244873046875,-0.3743462562561035,0.2,0.0004928147239600852,-8.091280976931253,0.00025
208896,516,404,34,0.018555786,132,-0.03675085203819132,-0.13815881311893463,0.21769205729166666,-1.0278589725494385,0.2,0.0005236774225825987,-8.093030522267023,0.00025
215040,531,404,35,0.018629411,136,-0.033669614337365296,-0.13805800676345825,0.20304361979166666,-0.7654237747192383,0.2,0.00042842004950216506,-8.076010862986246,0.00025
221184,546,404,36,0.02080582,140,-0.03813576626513774,-0.14667914807796478,0.2493896484375,-1.1477351188659668,0.2,0.0004415788371261442,-8.09892768661181,0.00025
227328,562,404,37,0.019275775,144,-0.0358183816812622,-0.1397281438112259,0.22969563802083334,-0.42214787006378174,0.2,0.0004257272864075882,-8.096911400556564,0.00025
233472,577,404,38,0.022139976,148,-0.03850790891253079,-0.15267081558704376,0.2371826171875,-0.9009166955947876,0.2,0.0003930771454179194,-8.114868442217508,0.00025
239616,592,404,39,0.018500729,152,-0.036463586788158864,-0.1493702381849289,0.2122802734375,-0.5221849679946899,0.2,0.00032050476875156164,-8.108247896035513,0.00025
245760,607,404,40,0.020243844,156,-0.039232887936426174,-0.12732940912246704,0.22965494791666666,-0.15647602081298828,0.2,0.00030296980852047756,-8.085666318734487,0.00025
251904,623,404,41,0.02214354,160,-0.03859760927783403,-0.141421839594841,0.2524007161458333,-1.018371820449829,0.2,0.0002767233716743552,-8.085813403129578,0.00025
258048,638,404,42,0.0219915,164,-0.04210400882341977,-0.14394520223140717,0.24820963541666666,-1.7190735340118408,0.2,0.0002876504143690302,-8.052212476730347,0.00025
264192,654,403,43,0.021692738,168,-0.04274293321213918,-0.15440721809864044,0.24613444010416666,-1.810394525527954,0.2,0.0002819456052141807,-8.061162889003754,0.00025
270336,669,403,44,0.022416502,172,-0.04454750094252328,-0.14632460474967957,0.2652994791666667,-1.7655644416809082,0.2,0.00023439381948264781,-8.036264682809511,0.00025
276480,684,403,45,0.02535887,176,-0.046227314587061606,-0.1662689745426178,0.2616373697916667,-2.209604024887085,0.2,0.00019557574038723638,-8.07127762834231,0.00025
282624,700,403,46,0.022625634,180,-0.04542536378964238,-0.1621660441160202,0.2559000651041667,-1.8040118217468262,0.2,0.00018688895655335122,-8.030204698443413,0.00025
288768,715,403,47,0.023713106,184,-0.043473072010480486,-0.14365330338478088,0.2603759765625,-1.196202278137207,0.2,0.00018147611793513838,-8.032792334755262,0.00025
294912,730,403,48,0.025220128,188,-0.044660027357167564,-0.15843026340007782,0.2847900390625,-1.3027658462524414,0.2,0.0001844637135945959,-8.036806335051855,0.00025
301056,746,403,49,0.026320845,192,-0.04520662789097211,-0.1567252278327942,0.2838134765625,-1.77217698097229,0.2,0.00018373955117567675,-8.01094275712967,0.00025
307200,761,403,50,0.025691872,196,-0.04755284088605549,-0.15766504406929016,0.27978515625,-1.500452995300293,0.2,0.00016095012650415205,-7.9920439918835955,0.00025
313344,776,403,51,0.028352901,200,-0.051477913477962524,-0.1496434360742569,0.2950032552083333,-1.156031847000122,0.2,0.0001595208890800374,-7.984832540154457,0.00025
319488,791,403,52,0.027554862,204,-0.0513534214454315,-0.17073091864585876,0.2958170572916667,-2.080336093902588,0.2,0.00018337763943539662,-7.9755793909231825,0.00025
325632,807,403,53,0.029715257,208,-0.05446323682554066,-0.16910229623317719,0.3042805989583333,-1.5720419883728027,0.2,0.00016046632966511729,-7.967523296674092,0.00025
331776,822,403,54,0.029352844,212,-0.05065565379724527,-0.15647882223129272,0.3219401041666667,-1.668858528137207,0.2,0.00016938486290503837,-7.95751537879308,0.00025
337920,837,403,55,0.0277331,216,-0.04992133620544337,-0.17222002148628235,0.3209228515625,-1.7570884227752686,0.2,0.00012575888778580216,-7.9579439262549085,0.00025
344064,853,403,56,0.02736189,220,-0.047428841503763884,-0.16491110622882843,0.3058268229166667,-2.705531358718872,0.2,8.501285344664211e-05,-7.935782492160797,0.00025
350208,868,403,57,0.028588563,224,-0.04925125604495406,-0.17063353955745697,0.3136800130208333,-3.943246364593506,0.2,7.135916409121516e-05,-7.939011136690776,0.00025
356352,883,403,58,0.03020978,228,-0.051957163203042,-0.16064617037773132,0.3163655598958333,-3.8335800170898438,0.2,6.397638909068822e-05,-7.938300947348277,0.00025
362496,898,403,59,0.031926174,232,-0.04943745309477284,-0.17977505922317505,0.324462890625,-2.7549264430999756,0.2,0.0001042457373993481,-7.930289735396703,0.00025
368640,914,403,60,0.029542759,236,-0.05032577502909893,-0.15398281812667847,0.3075358072916667,-3.4052066802978516,0.2,7.023655727304383e-05,-7.9323277821143465,0.00025
374784,929,403,61,0.03008618,240,-0.05209191614994779,-0.1732277125120163,0.3081868489583333,-2.155750274658203,0.2,5.894808805351204e-05,-7.940946916739146,0.00025
380928,944,403,62,0.02975571,244,-0.04761574882043836,-0.1596147119998932,0.3131103515625,-2.0683534145355225,0.2,4.055000323432978e-05,-7.896548762917519,0.00025
387072,960,403,63,0.030215798,248,-0.04934346278605517,-0.16798007488250732,0.3224690755208333,-2.056288719177246,0.2,3.7012109942224924e-05,-7.881991441051166,0.00025
393216,975,403,64,0.03348648,252,-0.05014554367517121,-0.16051079332828522,0.3365885416666667,-2.3695995807647705,0.2,5.0100650677601756e-05,-7.867821201682091,0.00025
399360,990,403,65,0.032302584,256,-0.04974778260899863,-0.16732272505760193,0.3376057942708333,-2.8668391704559326,0.2,4.0423831251246156e-05,-7.930403495828311,0.00025
405504,1005,403,66,0.032338616,260,-0.04181082783422122,-0.15307997167110443,0.3196207682291667,-4.694092273712158,0.2,4.790722348009998e-05,-7.925020560622215,0.00025
411648,1021,403,67,0.03503565,264,-0.05191594082862139,-0.17438673973083496,0.3295084635416667,-2.2883284091949463,0.2,4.260323008035508e-05,-7.918926939368248,0.00025
417792,1036,403,68,0.030955784,268,-0.04730839766853023,-0.15672846138477325,0.3057861328125,-2.219775676727295,0.2,3.4451208629585985e-05,-7.926720614234607,0.00025
423936,1051,402,69,0.03221448,272,-0.05246208891427765,-0.17028771340847015,0.3231201171875,-4.960579872131348,0.2,2.90034732586264e-05,-7.951938822865486,0.00025
430080,1067,402,70,0.033116385,276,-0.04867136524505137,-0.16902576386928558,0.3375651041666667,-3.0969462394714355,0.2,3.427144133638649e-05,-7.915458078185718,0.00025
436224,1082,402,71,0.03155701,280,-0.049945895623144075,-0.16853229701519012,0.3238118489583333,-3.271162986755371,0.2,2.822760383954422e-05,-7.9469323207934695,0.00025
442368,1098,402,72,0.034085386,284,-0.05337331248059248,-0.16293929517269135,0.3329671223958333,-3.7886853218078613,0.2,2.912510365149501e-05,-7.951143940289815,0.00025
448512,1113,402,73,0.033766206,288,-0.05026390737718126,-0.17042839527130127,0.31103515625,-1.9589934349060059,0.2,2.3506702111338502e-05,-7.933504780133565,0.00025
454656,1128,402,74,0.03446466,292,-0.04464893174008466,-0.15906168520450592,0.3177083333333333,-2.161304473876953,0.2,1.9259165910057163e-05,-7.930089404185613,0.00025
460800,1144,402,75,0.0330479,296,-0.04831308805053899,-0.16822725534439087,0.3145345052083333,-2.4143974781036377,0.2,1.0284240180643186e-05,-7.92260213692983,0.00025
466944,1159,402,76,0.03418135,300,-0.050868784206007454,-0.1622953563928604,0.329833984375,-2.4036824703216553,0.2,8.795843749946167e-06,-7.908262272675832,0.00025
473088,1174,402,77,0.03341371,304,-0.04725995452220862,-0.1674751192331314,0.3214925130208333,-2.2869484424591064,0.2,1.7414358543040482e-05,-7.924212425947189,0.00025
479232,1190,402,78,0.032378465,308,-0.03452615408362666,-0.13687753677368164,0.3090006510416667,-1.3412299156188965,0.2,2.184141399652617e-05,-7.919297680258751,0.00025
485376,1205,402,79,0.03464592,312,-0.05216549824399408,-0.17201046645641327,0.3308512369791667,-1.4923818111419678,0.2,7.239510689297883e-06,-7.91039451956749,0.00025
491520,1220,402,80,0.033088963,316,-0.05382984408546084,-0.18308772146701813,0.330078125,-0.885026216506958,0.2,6.687309863195878e-06,-7.915215129653613,0.00025
497664,1236,402,81,0.036454808,320,-0.05607746789852778,-0.18282389640808105,0.3428955078125,-2.2224059104919434,0.2,4.169353076122206e-06,-7.920519853631656,0.00025
503808,1251,402,82,0.03514905,324,-0.05155391572528364,-0.16307656466960907,0.3356119791666667,-2.4670474529266357,0.2,3.8067718423443844e-06,-7.890591661135356,0.00025
509952,1266,402,83,0.033750225,328,-0.04902325070967587,-0.16901718080043793,0.3256429036458333,-2.3043904304504395,0.2,4.800886279336207e-06,-7.8577425082524615,0.00025
516096,1282,402,84,0.036376167,332,-0.05745753117662389,-0.17452190816402435,0.3437906901041667,-1.9623603820800781,0.2,1.346554657999377e-06,-7.853590990106265,0.00025
522240,1297,402,85,0.038638253,336,-0.0623085667975829,-0.16922149062156677,0.3540445963541667,-2.6448347568511963,0.2,3.66068723926342e-07,-7.859730194012324,0.00025
528384,1313,402,86,0.034732733,340,-0.04113744114389798,-0.17016713321208954,0.338623046875,-6.742889404296875,0.2,1.1248454977833926e-06,-7.867063860098521,0.00025
534528,1328,402,87,0.03570487,344,-0.042995291000503734,-0.15220555663108826,0.3273111979166667,-6.033900737762451,0.2,6.607782040054152e-07,-7.896658817927043,0.00025
540672,1343,402,88,0.033752248,348,-0.04577323525397029,-0.13790862262248993,0.3245035807291667,-4.903965950012207,0.2,2.1840773946439165e-06,-7.893875365455945,0.00025
546816,1359,402,89,0.031216728,352,-0.04040658260055352,-0.1520744115114212,0.2982584635416667,-5.999091148376465,0.2,4.07103100149205e-06,-7.911506916085879,0.00025
552960,1374,402,90,0.03556254,356,-0.05070601867434258,-0.15260981023311615,0.3323974609375,-3.7832727432250977,0.2,4.484154286406768e-06,-7.907258729139964,0.00025
559104,1390,402,91,0.035168696,360,-0.05132655276975129,-0.17209279537200928,0.33984375,-2.4416184425354004,0.2,3.83998058713549e-06,-7.888258278369904,0.00025
565248,1405,402,92,0.037605766,364,-0.049866548045732394,-0.17646998167037964,0.3451334635416667,-1.9932265281677246,0.2,3.2492675424341164e-06,-7.8902618537346525,0.00025
571392,1421,402,93,0.0362569,368,-0.050558781760628335,-0.15605908632278442,0.3312174479166667,-3.763594627380371,0.2,7.52508780029378e-07,-7.905022829771042,0.00025
577536,1437,401,94,0.03678057,372,-0.0572468596753121,-0.1725703775882721,0.3367919921875,-0.4044276475906372,0.2,9.560480385140124e-07,-7.90710024535656,0.00025
583680,1452,401,95,0.035031583,376,-0.041465780969398715,-0.16102290153503418,0.3166097005208333,-2.365705728530884,0.2,5.9126367378444416e-06,-7.924919560551643,0.00025
589824,1468,401,96,0.034891713,380,-0.04955165298451902,-0.1778407096862793,0.3293863932291667,-2.2478010654449463,0.2,3.956577870667388e-06,-7.926442086696625,0.00025
595968,1483,401,97,0.033616234,384,-0.04443947842810303,-0.16839830577373505,0.3256022135416667,-3.1116137504577637,0.2,6.402228294177803e-06,-7.907285953561465,0.00025
602112,1499,401,98,0.036102418,388,-0.05152439055382274,-0.16525955498218536,0.3461100260416667,-4.183259963989258,0.2,8.945264425482454e-07,-7.922344361742337,0.00025
608256,1514,401,99,0.038178694,392,-0.05165329277466905,-0.16027222573757172,0.3361409505208333,-0.82633376121521,0.2,1.068783774075636e-07,-7.895358478029569,0.00025
614400,1529,401,100,0.03820555,396,-0.05014119661063887,-0.1643509566783905,0.3373616536458333,-2.3071959018707275,0.2,4.699883856429388e-06,-7.872698197762172,0.00025
620544,1545,401,101,0.039285693,400,-0.05780058088566875,-0.17250429093837738,0.3497314453125,-3.7345051765441895,0.2,1.0962184203341014e-06,-7.860955357551575,0.00025
626688,1560,401,102,0.04021584,404,-0.055314104354086645,-0.1625637710094452,0.3517252604166667,-1.0765793323516846,0.2,4.272463316468134e-06,-7.851793463031451,0.00025
632832,1575,401,103,0.04079352,408,-0.05839449857012369,-0.16609488427639008,0.3590494791666667,-2.19518780708313,0.2,1.5390826567281597e-06,-7.839427664875984,0.00025
638976,1591,401,104,0.03951159,412,-0.04522732553596143,-0.1561202108860016,0.3554280598958333,-4.468291759490967,0.2,7.922822164848261e-06,-7.8068661987781525,0.00025
645120,1606,401,105,0.041466795,416,-0.05735670776145222,-0.16759201884269714,0.359619140625,-1.4407966136932373,0.2,2.293104797601586e-06,-7.841706777612369,0.00025
651264,1621,401,106,0.043270532,420,-0.05495390959064631,-0.15674807131290436,0.3781331380208333,-0.6579886674880981,0.2,7.045262478596234e-07,-7.8411596566438675,0.00025
657408,1637,401,107,0.045801092,424,-0.050696758548535094,-0.17348287999629974,0.3719075520833333,-0.8923565149307251,0.2,1.2005826744617327e-06,-7.823647136489551,0.00025
663552,1652,401,108,0.042139813,428,-0.060143184598321874,-0.17948579788208008,0.3728434244791667,-1.0031325817108154,0.2,2.1240299867090565e-07,-7.816206922133763,0.00025
669696,1667,401,109,0.03994544,432,-0.05245917979239797,-0.16533754765987396,0.3519287109375,0.31537359952926636,0.2,1.1776456876333441e-07,-7.802718475461006,0.00025
675840,1683,401,110,0.040367886,436,-0.0489805461281018,-0.15879026055335999,0.3361002604166667,-1.6734023094177246,0.2,1.4056253931175414e-07,-7.833908016482989,0.00025
681984,1698,401,111,0.045437902,440,-0.06311757308624995,-0.17773732542991638,0.3758951822916667,-1.43971586227417,0.2,3.7011754255115528e-06,-7.8618966688712435,0.00025
688128,1713,401,112,0.042618364,444,-0.05652574110717978,-0.17318736016750336,0.3743896484375,-3.971837043762207,0.2,3.447812904067149e-07,-7.8336991767088575,0.00025
694272,1728,401,113,0.04395577,448,-0.06198055783897871,-0.1864139586687088,0.3772786458333333,-0.4769599437713623,0.2,5.0153563968535764e-08,-7.845082501570384,0.00025
700416,1744,401,114,0.040870097,452,-0.05818849219940603,-0.17221598327159882,0.3660074869791667,0.03900027275085449,0.2,5.2518886859790705e-08,-7.836615264415741,0.00025
706560,1759,401,115,0.042466745,456,-0.055905794758776516,-0.18091130256652832,0.369140625,-5.601098537445068,0.2,3.5646036520657155e-08,-7.8365438630183535,0.00025
712704,1774,401,116,0.044773012,460,-0.05777901754481718,-0.18271450698375702,0.3738199869791667,-2.664635419845581,0.2,7.669462483178568e-06,-7.836145401000977,0.00025
718848,1790,401,117,0.046920624,464,-0.06373790218882884,-0.17692860960960388,0.3790283203125,-3.856283187866211,0.2,7.613966718148883e-06,-7.826110179225604,0.00025
724992,1805,401,118,0.04659781,468,-0.06083566112890063,-0.17854972183704376,0.3743489583333333,-2.1967391967773438,0.2,4.766321771043636e-06,-7.85202578206857,0.00025
731136,1820,401,119,0.04631361,472,-0.06221542002943655,-0.18949425220489502,0.3706461588541667,-3.4860892295837402,0.2,9.323954529942095e-07,-7.818011557062467,0.00025
737280,1835,401,120,0.04848935,476,-0.06054210485793495,-0.18055737018585205,0.3866373697916667,-0.5147212743759155,0.2,2.814090421428735e-07,-7.7568011085192365,0.00025
743424,1851,401,121,0.051727563,480,-0.06620100432580027,-0.19018951058387756,0.4022623697916667,-0.3262089490890503,0.2,7.94441391190522e-08,-7.789640113711357,0.00025
749568,1866,401,122,0.046402603,484,-0.0597629669791786,-0.191364586353302,0.385498046875,-1.1354434490203857,0.2,2.2620670163675527e-06,-7.769353816906611,0.00025
755712,1881,401,123,0.04905288,488,-0.06385961865695815,-0.1891752928495407,0.3802897135416667,-3.399561882019043,0.2,2.2920147954389827e-06,-7.786585440238317,0.00025
761856,1897,401,124,0.049861323,492,-0.06117216508331088,-0.18429407477378845,0.398193359375,-1.618859052658081,0.2,7.452180801337249e-07,-7.839829911788304,0.00025
768000,1912,401,125,0.050213143,496,-0.05596609901598034,-0.13804017007350922,0.3826904296875,-1.9036076068878174,0.2,9.245133130016589e-06,-7.836553946137428,0.00025
774144,1927,401,126,0.05200735,500,-0.06482970272190869,-0.18055281043052673,0.3893636067708333,-3.468066692352295,0.2,6.1878167218291464e-06,-7.8568877925475435,0.00025
780288,1943,401,127,0.050667554,504,-0.05454624382158121,-0.14443597197532654,0.393310546875,-3.3760018348693848,0.2,9.924814386626697e-07,-7.811696946620941,0.00025
786432,1958,401,128,0.05183336,508,-0.06364459861651994,-0.18500004708766937,0.3973388671875,-0.5835554599761963,0.2,2.1882742159048027e-07,-7.811127866307895,0.00025
792576,1973,401,129,0.052186843,512,-0.0622234703284145,-0.18394865095615387,0.3957926432291667,1.7702579498291016e-05,0.2,1.1177698936807683e-07,-7.792109002669652,0.00025
798720,1989,401,130,0.055520575,516,-0.06606208173858856,-0.18706856667995453,0.4008382161458333,-0.7064273357391357,0.2,1.2935942816927337e-07,-7.811422824859619,0.00025
804864,2004,401,131,0.054176625,520,-0.06682619162893388,-0.1943720132112503,0.3938802083333333,-0.2785520553588867,0.2,3.9044634984423493e-07,-7.76106038192908,0.00025
811008,2019,401,132,0.05333097,524,-0.06683251680685014,-0.19073617458343506,0.3913981119791667,-0.6128579378128052,0.2,1.5966647358145458e-06,-7.763114059964816,0.00025
817152,2035,401,133,0.053400174,528,-0.05278789019212127,-0.17806604504585266,0.3979899088541667,-5.1889262199401855,0.2,2.75381102881056e-05,-7.760429431994756,0.00025
823296,2050,401,134,0.05462445,532,-0.06435959256486967,-0.17255838215351105,0.4005940755208333,-4.124485492706299,0.2,2.6888856456963595e-06,-7.735960404078166,0.00025
829440,2065,401,135,0.053210467,536,-0.05941122168345222,-0.18516001105308533,0.4010416666666667,-0.9080895185470581,0.2,3.6193580591851554e-07,-7.751928096016248,0.00025
835584,2080,401,136,0.058213707,540,-0.06765146643738262,-0.18421533703804016,0.4049072265625,-0.29385876655578613,0.2,7.709729477056726e-08,-7.74501666923364,0.00025
841728,2096,401,137,0.04613213,544,-0.058703490743937436,-0.17842566967010498,0.3792724609375,-0.35233139991760254,0.2,7.485107635559393e-07,-7.767785062392552,0.00025
847872,2111,401,138,0.048430037,548,-0.0606741818288962,-0.17721478641033173,0.3833821614583333,-4.882736682891846,0.2,8.151717992473569e-07,-7.765636324882507,0.00025
854016,2127,401,139,0.044482667,552,-0.05200812169884254,-0.18138256669044495,0.3780924479166667,-3.8908543586730957,0.2,5.641281120756977e-07,-7.73466361562411,0.00025
860160,2142,401,140,0.04489571,556,-0.059137400928496696,-0.18149441480636597,0.3809407552083333,-2.6757724285125732,0.2,2.0864401103123007e-06,-7.726907894015312,0.00025
866304,2157,401,141,0.04636777,560,-0.0606855091706772,-0.16878919303417206,0.37451171875,-2.241339683532715,0.2,1.4490629398622445e-06,-7.727823709448178,0.00025
872448,2173,401,142,0.046476584,564,-0.04406232042432142,-0.15185458958148956,0.3700764973958333,-10.823382377624512,0.2,2.95206427954516e-06,-7.743312165141106,0.00025
878592,2188,401,143,0.05314496,568,-0.06110249095460555,-0.17073093354701996,0.39892578125,-4.486459255218506,0.2,5.463796776498479e-07,-7.74653031428655,0.00025
884736,2204,401,144,0.048119426,572,-0.06377157680496263,-0.19373157620429993,0.393310546875,-1.719710111618042,0.2,2.0648177889714958e-07,-7.738890374700229,0.00025
890880,2219,401,145,0.051638145,576,-0.05621333597082412,-0.17342707514762878,0.3864339192708333,-3.25698184967041,0.2,4.6985882925139794e-07,-7.71021169424057,0.00025
897024,2234,401,146,0.05293934,580,-0.05661344748417226,-0.189159095287323,0.40234375,-4.481202602386475,0.2,4.490907949517009e-06,-7.707996512452762,0.00025
903168,2250,401,147,0.05333082,584,-0.06450922198807045,-0.19611911475658417,0.4022623697916667,-2.1875452995300293,0.2,1.3637600953112875e-05,-7.724588543176651,0.00025
909312,2265,401,148,0.054186597,588,-0.05794189219886903,-0.1709662526845932,0.400390625,-4.184182167053223,0.2,5.929352551466612e-06,-7.7062321454286575,0.00025
915456,2281,401,149,0.05481127,592,-0.06377865402707054,-0.18868111073970795,0.4059651692708333,-4.595652103424072,0.2,1.1035565091373674e-06,-7.748680075009664,0.00025
921600,2296,401,150,0.05499673,596,-0.06158555162983248,-0.17646357417106628,0.4024251302083333,-1.9259161949157715,0.2,1.2335108723338095e-07,-7.754927853743236,0.00025
927744,2311,401,151,0.05123095,600,-0.05967408094875282,-0.13158415257930756,0.3874104817708333,-1.2065720558166504,0.2,5.10121167122494e-07,-7.753810768326123,0.00025
933888,2327,401,152,0.052104633,604,-0.0565547175744238,-0.17947204411029816,0.3737386067708333,-3.7086105346679688,0.2,6.037879765052878e-07,-7.725264688332875,0.00025
940032,2342,401,153,0.05571037,608,-0.06046447478487001,-0.18359197676181793,0.3955891927083333,-3.0119824409484863,0.2,4.990883775146671e-07,-7.761008347074191,0.00025
946176,2358,401,154,0.05226862,612,-0.06409165388807499,-0.1748543083667755,0.3894856770833333,-1.7097339630126953,0.2,2.4453981040117867e-07,-7.735379606485367,0.00025
952320,2373,401,155,0.05093543,616,-0.03937554420796611,-0.14090001583099365,0.3756103515625,-7.293276786804199,0.2,1.6078272693971958e-06,-7.724401776989301,0.00025
958464,2389,401,156,0.05346279,620,-0.06652014399878681,-0.19527238607406616,0.400634765625,-2.771946668624878,0.2,1.0403712158435496e-06,-7.72003295024236,0.00025
964608,2404,401,157,0.058601517,624,-0.06769072875128283,-0.18983781337738037,0.4217936197916667,-0.4833567142486572,0.2,1.3860971089426263e-07,-7.7210458517074585,0.00025
970752,2419,401,158,0.053354844,628,-0.06462468080280814,-0.19032317399978638,0.4062093098958333,-0.1140967607498169,0.2,4.760027882966256e-08,-7.70617335041364,0.00025
976896,2435,401,159,0.061169077,632,-0.06965297480443648,-0.18713989853858948,0.4217529296875,-0.3916541337966919,0.2,3.089133147430682e-08,-7.727747405568759,0.00025
983040,2451,401,160,0.05534173,636,-0.067318439410883,-0.19142553210258484,0.4141845703125,-0.6830015182495117,0.2,8.828361211058825e-09,-7.723709349830945,0.00025
989184,2466,401,161,0.059487093,640,-0.06858389406988863,-0.19787608087062836,0.4168701171875,-0.09183955192565918,0.2,5.187949953892416e-09,-7.737624476353328,0.00025
995328,2481,401,162,0.058727432,644,-0.06742038181497871,-0.19171445071697235,0.4180501302083333,-0.6715763807296753,0.2,4.581564273797856e-09,-7.736192395289739,0.00025
1001472,2497,401,163,0.059895664,648,-0.06494789982389193,-0.17151908576488495,0.4183349609375,-0.4437748193740845,0.2,7.938178400492454e-09,-7.685857151945432,0.00025
