time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/value_loss,train/loss,train/entropy_loss,train/clip_range,train/explained_variance,rollout/ep_len_mean,train/learning_rate,rollout/ep_rew_mean,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/approx_kl
149,144,21504,28,55.38851020071242,22.577363967895508,-6.226396077209049,0.2,0.8941246271133423,661.96,0.00025,667.35,81,0.047640205128118396,0.5607638888888888,0.14277837
146,152,22272,29,72.15010627110799,50.87564468383789,-6.053875890043047,0.2,0.8297349214553833,625.98,0.00025,523.05,84,0.051213762102027736,0.5,0.10869133
145,158,23040,30,25.172881841659546,15.578206062316895,-5.760884126027425,0.2,0.8593437671661377,601.76,0.00025,901.81,87,0.03721803936382963,0.5455729166666666,0.08462226
144,165,23808,31,41.580600579579674,22.917245864868164,-5.735718303256565,0.2,0.879300594329834,578.18,0.00025,529.33,90,0.05331685219425708,0.5802951388888888,0.119486935
144,170,24576,32,30.70458439985911,13.500322341918945,-5.574871851338281,0.2,0.897485613822937,567.66,0.00025,750.75,93,0.02346276229299191,0.3849826388888889,0.034836676
144,175,25344,33,33.14462738566928,25.979703903198242,-5.597738001081678,0.2,0.8893041610717773,573.79,0.00025,951.48,96,0.007105626702670836,0.4778645833333333,0.059908163
141,184,26112,34,34.739854680167305,45.51590347290039,-5.674926221370697,0.2,0.8712559938430786,577.09,0.00025,1012.68,99,0.02546554274805304,0.5060763888888888,0.08840865
141,189,26880,35,23.97390287452274,8.490630149841309,-5.8434310224321155,0.2,0.9142372012138367,587.85,0.00025,1190.89,102,0.0469564691108341,0.5555555555555556,0.17101444
141,195,27648,36,18.615250620577072,11.999221801757812,-6.079959909121196,0.2,0.7235671877861023,593.6,0.00025,1422.09,105,0.028639718747904733,0.5108506944444444,0.07395727
142,200,28416,37,27.377180033259922,11.6620454788208,-6.007896376980676,0.2,0.8895015120506287,594.47,0.00025,1650.03,108,0.03670873906877306,0.5334201388888888,0.05199213
142,205,29184,38,21.804177184899647,9.863605499267578,-6.1787092089653015,0.2,0.9262953996658325,593.69,0.00025,1773.45,111,0.039051502283352114,0.4978298611111111,0.070625104
142,210,29952,39,52.14262813991971,33.78209686279297,-6.0795695251888695,0.2,0.8992423415184021,612.88,0.00025,1746.51,114,0.026641344418749213,0.4578993055555556,0.050401792
142,215,30720,40,76.21747552023993,34.66078567504883,-6.141037815146976,0.2,0.8269281983375549,605.2,0.00025,2247.76,117,0.035333758504647345,0.4596354166666667,0.0534542
140,224,31488,41,21.692216528786552,8.192071914672852,-5.822444730334812,0.2,0.9278748631477356,604.63,0.00025,2579.65,120,0.04374533079357611,0.5776909722222222,0.07713587
140,228,32256,42,38.95820017655691,27.49993896484375,-6.162298712465498,0.2,0.8179581761360168,609.12,0.00025,3167.14,123,0.03481678068379147,0.5082465277777778,0.046818998
141,233,33024,43,23.66676163673401,17.27651023864746,-5.929084115558201,0.2,0.9007440805435181,628.04,0.00025,3452.17,126,0.030848870241445385,0.6067708333333334,0.11373488
141,238,33792,44,45.87228957811991,24.961606979370117,-5.674542711840735,0.2,0.8818761706352234,626.97,0.00025,3665.52,129,0.03982762785421477,0.5160590277777778,0.06707142
142,243,34560,45,21.223205003473495,14.217799186706543,-5.4958205289310875,0.2,0.9141430854797363,640.55,0.00025,3889.91,132,0.05399641558243376,0.5724826388888888,0.09669718
142,247,35328,46,31.17352897591061,32.863929748535156,-5.890985912746853,0.2,0.9217244386672974,652.72,0.00025,4330.76,135,0.020296293259080913,0.48046875,0.053558063
140,256,36096,47,17.39356842968199,20.294492721557617,-5.7592654426892596,0.2,0.9467225670814514,660.8,0.00025,5174.05,138,0.05061665461916062,0.5798611111111112,0.086566605
140,261,36864,48,35.24164700508118,19.77491569519043,-5.577276329199473,0.2,0.8643059730529785,662.84,0.00025,5455.3,141,0.03513039113669139,0.5629340277777778,0.06501622
141,266,37632,49,25.911340574423473,16.082782745361328,-5.84463185734219,0.2,0.8982040286064148,670.74,0.00025,5516.93,144,0.034145847441525094,0.5412326388888888,0.08630034
141,271,38400,50,30.425722347365486,18.10091209411621,-5.820620748731825,0.2,0.9309486746788025,679.26,0.00025,6097.26,147,0.019944494176242087,0.4192708333333333,0.047188286
141,276,39168,51,60.29220077726576,51.622642517089844,-5.911434133847554,0.2,0.9057687520980835,685.58,0.00025,6156.75,150,0.024617033299162157,0.4253472222222222,0.029297397
142,280,39936,52,32.322758158047996,8.944209098815918,-5.55037205086814,0.2,0.911531388759613,708.78,0.00025,6244.83,153,0.02948921670516332,0.4301215277777778,0.07421322
142,285,40704,53,29.899802327156067,19.655702590942383,-5.7648147741953535,0.2,0.9491285681724548,715.66,0.00025,6322.25,156,0.016147635333860915,0.4053819444444444,0.0403311
141,293,41472,54,20.10369861125946,6.463119983673096,-5.766629046863979,0.2,0.9028962850570679,726.56,0.00025,6953.73,159,0.028281728129109576,0.5494791666666666,0.0961264
141,298,42240,55,32.243760757976105,39.22241973876953,-5.2985789974530535,0.2,0.8308618664741516,732.04,0.00025,7145.7,162,0.007659686276585692,0.3767361111111111,0.022895627
140,306,43008,56,31.78261441654629,12.714000701904297,-5.221839567025502,0.2,0.893570065498352,734.78,0.00025,7349.15,165,0.013210840691398416,0.3671875,0.028667957
140,311,43776,57,20.829270707236397,14.134151458740234,-5.388860768742031,0.2,0.9233271479606628,738.09,0.00025,7390.94,168,0.011316498030080564,0.4231770833333333,0.05672298
140,317,44544,58,38.85086475478278,41.087223052978516,-5.526035375065273,0.2,0.8926041126251221,751.46,0.00025,7522.1,171,0.012352901459154155,0.4240451388888889,0.070290826
139,325,45312,59,35.279805110560524,8.996088981628418,-5.960395965311262,0.2,0.8937245607376099,754.34,0.00025,7419.31,174,0.026830510727854237,0.4735243055555556,0.09723585
139,330,46080,60,40.79426485962338,18.22749137878418,-5.666431082619561,0.2,0.880008339881897,757.07,0.00025,7462.96,177,0.026765046295218378,0.5308159722222222,0.05736081
139,335,46848,61,28.71252843406465,25.259872436523438,-5.937083125114441,0.2,0.8593084812164307,756.31,0.00025,7616.63,180,0.011159108343741132,0.4474826388888889,0.08127388
139,340,47616,62,46.293659104241264,21.923465728759766,-5.969934509860145,0.2,0.9028107523918152,755.74,0.00025,7925.38,183,0.00838069140445441,0.3841145833333333,0.037981644
139,345,48384,63,55.52805267439948,22.193532943725586,-5.962524016698201,0.2,0.8912354707717896,759.92,0.00025,7933.24,186,0.01109696774640017,0.3828125,0.042918634
140,350,49152,64,34.32419786188338,14.113692283630371,-6.079749458365971,0.2,0.8872122168540955,757.9,0.00025,8251.52,189,0.02541135724944373,0.4782986111111111,0.05854668
140,355,49920,65,31.063409235742355,24.192649841308594,-6.139785011609395,0.2,0.8057820796966553,755.96,0.00025,8437.54,192,0.014204210679357251,0.43359375,0.045618344
139,363,50688,66,16.5165895819664,14.729997634887695,-6.264352361361186,0.2,0.9056478142738342,751.35,0.00025,8617.13,195,0.03658421946844707,0.5460069444444444,0.058802035
139,368,51456,67,24.6970577372445,10.657818794250488,-6.3555616868866815,0.2,0.848320722579956,726.37,0.00025,8265.17,198,0.017578403775890667,0.4756944444444444,0.057706032
139,373,52224,68,32.54791310098436,28.33140754699707,-6.299726227919261,0.2,0.8832032084465027,714.81,0.00025,8381.89,201,0.022668558586802747,0.5060763888888888,0.044959504
140,377,52992,69,39.66647499137454,26.069805145263672,-6.14068548546897,0.2,0.8972630500793457,714.24,0.00025,7856.01,204,0.03562009273446165,0.4930555555555556,0.07576624
140,382,53760,70,36.278837402661644,15.169282913208008,-6.377694216039446,0.2,0.8788737058639526,711.91,0.00025,7616.46,207,0.008840790923891796,0.50390625,0.06719191
140,388,54528,71,32.07559270328946,22.45969009399414,-6.288245207733578,0.2,0.9170259237289429,713.47,0.00025,7624.38,210,0.0026593101986994347,0.4418402777777778,0.037803695
139,396,55296,72,22.028455721007454,13.744070053100586,-6.398724264568752,0.2,0.941684365272522,721.76,0.00025,7723.87,213,0.017373933282215148,0.4774305555555556,0.049987372
139,401,56064,73,14.33920791414049,7.42685079574585,-6.366543253262837,0.2,0.8104749321937561,735.71,0.00025,7997.47,216,0.023427114382179245,0.5208333333333334,0.0776945
139,406,56832,74,28.552166912290787,34.72770690917969,-6.299913386503856,0.2,0.883756160736084,733.68,0.00025,8092.34,219,0.014880367722879682,0.4774305555555556,0.050088678
139,411,57600,75,32.9635999335183,17.655195236206055,-6.382553080717723,0.2,0.9223499298095703,727.5,0.00025,7878.98,222,0.018978902475080557,0.3997395833333333,0.04786635
139,417,58368,76,34.27398603492313,27.309894561767578,-6.451294243335724,0.2,0.9462786912918091,735.78,0.00025,7974.14,225,0.03174616706868013,0.4674479166666667,0.054981142
140,422,59136,77,20.414742714828915,8.717121124267578,-6.40406068166097,0.2,0.8966091275215149,737.29,0.00025,7830.97,228,0.04554868613680204,0.5260416666666666,0.13077618
139,430,59904,78,33.03548906909095,32.40895462036133,-6.413407915168339,0.2,0.8420110940933228,737.55,0.00025,7824.99,231,0.025803881593876414,0.5060763888888888,0.048134785
139,435,60672,79,22.972299284405178,21.677122116088867,-6.482471121682061,0.2,0.9137635827064514,752.68,0.00025,7697.01,234,0.06893570022010762,0.5130208333333334,0.15486489
139,440,61440,80,34.64447649319967,25.943239212036133,-6.243153896596697,0.2,0.9371233582496643,762.68,0.00025,7766.45,237,0.02840704569179151,0.5082465277777778,0.0729749
139,445,62208,81,40.296431912316216,31.26324462890625,-6.247907247808245,0.2,0.8766655325889587,767.12,0.00025,7817.63,240,0.03050032969460719,0.4409722222222222,0.05000032
139,450,62976,82,23.22138888306088,23.427967071533203,-5.984634929233128,0.2,0.8729416728019714,780.18,0.00025,8043.37,243,0.03312602108861837,0.4826388888888889,0.13982327
139,455,63744,83,23.380738698773914,5.6681647300720215,-6.250624259312947,0.2,0.8605521321296692,779.53,0.00025,7921.38,246,0.04268347515284808,0.4887152777777778,0.07059262
139,461,64512,84,18.517316897710163,6.097236156463623,-6.317813826931848,0.2,0.8770604133605957,774.57,0.00025,8247.39,249,0.02969300327822566,0.4921875,0.09752218
139,469,65280,85,23.3815688557095,18.92148208618164,-6.425165805551741,0.2,0.9187169075012207,779.9,0.00025,8352.6,252,0.010870626260940399,0.4405381944444444,0.049102306
139,474,66048,86,18.010851018958622,10.40299129486084,-6.399833520253499,0.2,0.9521920084953308,772.97,0.00025,8530.27,255,0.007105846747031642,0.4322916666666667,0.058927547
139,480,66816,87,10.9343225326803,5.96356725692749,-6.351448933283488,0.2,0.9259573817253113,775.19,0.00025,8592.77,258,0.052252955424288906,0.5759548611111112,0.0948864
139,485,67584,88,19.540857440895504,13.090070724487305,-6.34094625711441,0.2,0.9123662710189819,769.62,0.00025,8909.75,261,0.047625035461452275,0.5138888888888888,0.042545635
139,490,68352,89,16.615907735294766,12.986615180969238,-6.267560601234436,0.2,0.9206427335739136,773.12,0.00025,8892.46,264,0.00951657711993903,0.5099826388888888,0.087109245
139,496,69120,90,27.279889418019188,11.514673233032227,-6.645447280671862,0.2,0.8838977813720703,775.27,0.00025,8824.9,267,-7.786166517891818e-05,0.4665798611111111,0.040476836
138,504,69888,91,19.129532463020748,20.836740493774414,-6.351008276144664,0.2,0.9417617321014404,778.02,0.00025,8824.38,270,0.01133638238793032,0.4743923611111111,0.051041234
138,509,70656,92,16.040984054406483,11.017362594604492,-6.438245700465308,0.2,0.9537939429283142,772.22,0.00025,8672.37,273,0.018222269990170997,0.4830729166666667,0.079144925
138,515,71424,93,24.874149627155727,21.513872146606445,-6.708648482958476,0.2,0.896747887134552,787.16,0.00025,8814.89,276,0.019856885256659653,0.4822048611111111,0.064884186
138,520,72192,94,23.535197542773354,10.287109375,-6.757181213961707,0.2,0.8973544836044312,801.56,0.00025,8917.79,279,0.03977380628283653,0.5221354166666666,0.059506267
138,525,72960,95,14.507696138487923,5.321674346923828,-6.898287090990278,0.2,0.9326834678649902,805.6,0.00025,9532.03,282,0.036895032881552145,0.5473090277777778,0.085861206
139,530,73728,96,27.018932667043472,34.812416076660156,-6.898719641897413,0.2,0.9110017418861389,801.33,0.00025,9691.62,285,0.016882701181910105,0.5056423611111112,0.068507805
138,537,74496,97,10.33943067325486,7.916419982910156,-6.781100511550903,0.2,0.8874517679214478,818.25,0.00025,9888.64,288,0.0410994468903583,0.5555555555555556,0.10044625
138,542,75264,98,49.64901124106513,34.91254806518555,-6.9234175946977405,0.2,0.8489960432052612,811.44,0.00025,9719.07,291,0.01608473482903921,0.4401041666666667,0.039239477
138,548,76032,99,12.93585991859436,4.42012882232666,-6.767844451798333,0.2,0.9370366334915161,805.78,0.00025,9657.33,294,0.026501661451119516,0.5308159722222222,0.18324573
138,553,76800,100,20.49303098519643,8.8511381149292,-6.919719258944194,0.2,0.8363176584243774,810.58,0.00025,9772.49,297,0.0383795887496995,0.5295138888888888,0.12993628
138,558,77568,101,31.164682196246254,4.311520576477051,-6.809984578026666,0.2,0.8902416229248047,814.18,0.00025,9838.06,300,0.014249757294439606,0.5121527777777778,0.055320084
139,563,78336,102,17.286414755715263,10.887859344482422,-6.896946675247616,0.2,0.8708609938621521,826.03,0.00025,10108.64,303,0.03062851137171189,0.5078125,0.0462742
138,571,79104,103,30.572679294480217,9.683652877807617,-6.709478398164113,0.2,0.8029163479804993,818.14,0.00025,10478.69,306,0.021346124820411205,0.4973958333333333,0.066343784
138,575,79872,104,17.301646689573925,16.878955841064453,-6.691972725921207,0.2,0.8810532689094543,821.38,0.00025,10433.9,309,0.037167442910787135,0.4869791666666667,0.0587727
138,581,80640,105,33.51543528503842,20.880115509033203,-6.770385344823201,0.2,0.9078297019004822,823.06,0.00025,10378.35,312,0.022663251380436122,0.4752604166666667,0.06578068
138,587,81408,106,24.29908115333981,17.575061798095703,-6.528116159968906,0.2,0.914682924747467,820.84,0.00025,10671.52,315,0.014172708266414702,0.5082465277777778,0.13099131
138,591,82176,107,17.113059428003098,52.04997634887695,-6.376937323146397,0.2,0.9150918126106262,828.18,0.00025,10887.76,318,0.03572125223258303,0.5151909722222222,0.07177814
138,596,82944,108,23.8494644496176,42.40161895751953,-6.502182324727376,0.2,0.8765526413917542,808.19,0.00025,10589.51,321,0.012309115017867751,0.4275173611111111,0.04248443
139,601,83712,109,25.630865295728047,12.67683219909668,-6.567524188094669,0.2,0.9275638461112976,798.04,0.00025,10535.81,324,0.016214330926434033,0.4704861111111111,0.05471629
138,609,84480,110,17.41728944910897,18.619102478027344,-6.639490220281813,0.2,0.9613081812858582,799.81,0.00025,10581.91,327,0.03318374836817384,0.4934895833333333,0.098284684
138,614,85248,111,28.65240953365962,10.170236587524414,-6.445063398944007,0.2,0.9229146838188171,805.21,0.00025,10424.94,330,0.029052739484339125,0.4544270833333333,0.09175273
138,619,86016,112,16.06974266635047,7.089513778686523,-6.483054260412852,0.2,0.9487860798835754,802.26,0.00025,10350.04,333,0.023630056957093377,0.4479166666666667,0.0708585
138,625,86784,113,20.619763890902203,23.976768493652344,-6.291967338985867,0.2,0.8701766133308411,799.0,0.00025,10278.72,336,0.03274795105163422,0.5004340277777778,0.06710078
138,630,87552,114,24.58836034933726,14.563331604003906,-6.267378052075704,0.2,0.5830618143081665,816.55,0.00025,10403.54,339,0.03312058847708007,0.61328125,0.08031487
138,635,88320,115,38.982479102081726,83.5632553100586,-6.3757659859127465,0.2,0.4923207759857178,821.24,0.00025,10454.68,342,0.02001786241695906,0.4479166666666667,0.064261325
138,643,89088,116,17.413478798336453,9.530682563781738,-6.119407302803463,0.2,0.7651457786560059,835.29,0.00025,10631.21,345,0.019681810944651563,0.5164930555555556,0.042041194
138,649,89856,117,18.345382319556343,6.167674541473389,-6.2919236752722,0.2,0.715276300907135,820.77,0.00025,10524.24,348,0.01289062931512793,0.39453125,0.035786014
138,654,90624,118,28.710237595770096,21.110862731933594,-6.3781182236141625,0.2,0.8674001097679138,809.96,0.00025,10418.27,351,0.010857841258661615,0.4071180555555556,0.044474196
138,659,91392,119,15.586629337734646,14.9948091506958,-6.246099021699694,0.2,0.9232245683670044,806.62,0.00025,10374.22,354,0.013959566726245813,0.4887152777777778,0.052302916
138,664,92160,120,16.912316795852448,8.027530670166016,-5.963671644528707,0.2,0.8857937455177307,807.0,0.00025,10553.0,357,0.020962554017185338,0.4956597222222222,0.100260556
138,669,92928,121,12.36014304889573,4.935062408447266,-5.9730016059345665,0.2,0.9012832045555115,805.97,0.00025,10528.18,360,0.01789041087290065,0.4900173611111111,0.061449457
137,679,93696,122,38.51583153671689,12.866703033447266,-6.058977491325802,0.2,0.7538712024688721,807.42,0.00025,10557.51,363,0.029811163219468046,0.4986979166666667,0.040887807
137,686,94464,123,22.72438387738334,19.152565002441406,-6.217331846555074,0.2,0.7962990403175354,805.15,0.00025,10519.4,366,0.014136694294090072,0.4557291666666667,0.053260107
137,692,95232,124,21.033034331268734,24.864933013916016,-6.479066080517239,0.2,0.8189501762390137,805.87,0.00025,10707.71,369,0.0077403092808607556,0.4092881944444444,0.054479092
137,698,96000,125,17.07225986321767,9.869768142700195,-6.568811251057519,0.2,0.8996880054473877,784.84,0.00025,10389.44,372,0.0069917997785119545,0.3454861111111111,0.027041987
137,703,96768,126,29.268048259947037,31.268945693969727,-6.509685615698497,0.2,0.8358811736106873,769.17,0.00025,10269.66,375,0.021758744687152404,0.41015625,0.055383492
137,711,97536,127,14.73573308520847,4.224843978881836,-6.1599323815769615,0.2,0.8899291753768921,762.08,0.00025,10239.05,378,0.008371875543768207,0.3849826388888889,0.045466576
137,716,98304,128,17.420217275619507,17.682710647583008,-6.245381189717187,0.2,0.8940776586532593,769.97,0.00025,10324.46,381,0.002613222879719817,0.3893229166666667,0.044052526
137,721,99072,129,33.59790994061364,30.733688354492188,-6.43695420689053,0.2,0.8599004149436951,768.94,0.00025,10196.79,384,0.041492801715826824,0.4010416666666667,0.037667934
137,727,99840,130,16.37976430522071,4.7323784828186035,-6.269002874692281,0.2,0.9512368440628052,774.7,0.00025,10274.09,387,0.007648587589048677,0.3836805555555556,0.07134521
137,733,100608,131,21.846949229637783,22.122591018676758,-6.272677289115058,0.2,0.8134791851043701,771.51,0.00025,10384.5,390,0.04111261063048409,0.6089409722222222,0.16136074
137,738,101376,132,26.63738140794966,31.765146255493164,-6.189285529984368,0.2,0.8964903950691223,759.0,0.00025,10192.7,393,0.010983522722704543,0.3901909722222222,0.04098436
136,747,102144,133,29.560545470979477,11.605559349060059,-6.085217396418254,0.2,0.9178439974784851,767.3,0.00025,10107.41,396,0.002006466060669886,0.4123263888888889,0.04628543
136,752,102912,134,28.71366369062,12.566780090332031,-6.584913869698842,0.2,0.9115388989448547,781.14,0.00025,10301.81,399,0.02746159121549378,0.4496527777777778,0.077092186
136,758,103680,135,17.771778212653267,6.591662883758545,-6.466523316171434,0.2,0.9564639925956726,787.92,0.00025,10004.37,402,0.04556733340076688,0.5026041666666666,0.14574444
136,764,104448,136,31.882240308655632,7.976926326751709,-6.258941233158112,0.2,0.9094244241714478,783.44,0.00025,9985.04,405,0.013859906402002607,0.4075520833333333,0.046906758
136,769,105216,137,13.131938192579481,8.131329536437988,-6.24169096019533,0.2,0.8891867995262146,789.15,0.00025,10402.32,408,0.014893073679154946,0.4557291666666667,0.0557649
136,774,105984,138,19.457796182897354,11.173741340637207,-6.766205350557963,0.2,0.9154773354530334,793.42,0.00025,10398.14,411,0.010842817072342668,0.4340277777777778,0.042511705
136,783,106752,139,10.291012853384018,5.404325008392334,-6.338376475705041,0.2,0.9104322791099548,799.47,0.00025,10341.19,414,0.019768975571625762,0.4505208333333333,0.05502912
136,789,107520,140,36.79538513554467,37.564605712890625,-6.539808922343784,0.2,0.8831047415733337,791.83,0.00025,10342.3,417,0.030420682134313717,0.5243055555555556,0.083445914
136,794,108288,141,38.30704356564416,25.739709854125977,-6.897365404499902,0.2,0.9381882548332214,791.84,0.00025,10050.03,420,0.0024190648433027994,0.3871527777777778,0.04782519
136,801,109056,142,24.187887648741405,13.272134780883789,-7.076029115253025,0.2,0.9495946168899536,787.34,0.00025,9691.02,423,0.03211469606806835,0.4440104166666667,0.067021705
136,806,109824,143,15.043458786275652,7.461970806121826,-6.678095539410909,0.2,0.8547468781471252,789.83,0.00025,9794.12,426,0.027055470660949748,0.4787326388888889,0.079787545
136,812,110592,144,19.20053282048967,9.36441421508789,-6.920210878054301,0.2,0.7765422463417053,811.77,0.00025,10181.24,429,0.017791622486482892,0.4249131944444444,0.037385993
135,822,111360,145,40.357548793156944,31.289573669433594,-6.8909969263606605,0.2,0.8555199503898621,823.54,0.00025,10116.9,432,0.021555515407170687,0.4995659722222222,0.06436103
135,829,112128,146,34.246765507592094,13.637541770935059,-7.292795247501797,0.2,0.9082268476486206,828.67,0.00025,9611.77,435,0.04192868568417099,0.4474826388888889,0.061757553
134,838,112896,147,17.400002363655304,10.000617027282715,-6.48415109846327,0.2,0.8637965321540833,828.31,0.00025,9544.93,438,-0.003812455167968033,0.4448784722222222,0.04369801
134,847,113664,148,32.40522564119763,18.390954971313477,-6.706636369228363,0.2,0.8283821940422058,833.25,0.00025,9589.07,441,0.01653663026324163,0.4544270833333333,0.07089368
133,855,114432,149,28.009143855836655,44.73214340209961,-6.738705800639258,0.2,0.8823621869087219,839.42,0.00025,9591.54,444,0.015808190975803882,0.3993055555555556,0.06070513
133,861,115200,150,29.76555918984943,8.344112396240234,-7.132791234387292,0.2,0.8821609020233154,838.12,0.00025,9291.51,447,0.023790517162221175,0.5043402777777778,0.049660508
133,866,115968,151,25.397274878289963,23.670486450195312,-7.014299127790663,0.2,0.9106022715568542,839.29,0.00025,9252.78,450,0.011548075436924895,0.3988715277777778,0.036013488
133,872,116736,152,23.313250290022957,11.237818717956543,-7.028060177961986,0.2,0.9312824010848999,844.47,0.00025,9196.65,453,0.012888520904299285,0.4205729166666667,0.05300687
133,877,117504,153,27.589573820432026,30.863821029663086,-6.984000285466512,0.2,0.7165698409080505,857.4,0.00025,9339.8,456,0.015672756357364252,0.4444444444444444,0.088044785
133,882,118272,154,18.95065489742491,10.094075202941895,-6.988026161988576,0.2,0.894320011138916,879.46,0.00025,9664.2,459,0.019215754000470042,0.3350694444444444,0.033904903
133,891,119040,155,16.918319642543793,5.410059452056885,-7.191374599933624,0.2,0.8238346576690674,880.44,0.00025,9567.85,462,0.01805498272490998,0.3580729166666667,0.048008204
133,897,119808,156,17.55320382780499,8.411554336547852,-6.910119692484538,0.2,0.8560354113578796,883.02,0.00025,9582.97,465,0.012381386529240344,0.4609375,0.054131646
133,902,120576,157,16.469259752167595,9.925975799560547,-7.2308891614278155,0.2,0.869037389755249,883.02,0.00025,9204.15,468,0.014447473481090533,0.3932291666666667,0.027224043
