time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/entropy_loss,train/clip_fraction,rollout/ep_len_mean,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/loss,train/approx_kl,train/value_loss,rollout/ep_rew_mean,train/clip_range
101,23,174,17664,-6.152365545431773,0.5434027777777778,779.3218390804598,66,0.00025,0.054827318319843873,0.8576836585998535,37.5073356628418,0.07530207,52.397484646903145,-1404.8735632183907,0.2
109,24,168,18432,-6.3435354299015465,0.4817708333333333,778.8494623655914,69,0.00025,0.03002071045597808,0.8916941285133362,27.339649200439453,0.066824205,43.966556429862976,-1112.9569892473119,0.2
113,25,168,19200,-6.466123667028215,0.5959201388888888,779.1578947368421,72,0.00025,0.057499271749596424,0.902490496635437,26.11644172668457,0.2175973,39.09084851211972,-836.6947368421053,0.2
118,26,168,19968,-6.185190346505907,0.6028645833333334,780.82,75,0.00025,0.07478561310563236,0.731246829032898,60.891597747802734,0.16288416,46.132525377803375,-463.76,0.2
122,27,169,20736,-6.284256703323788,0.5138888888888888,780.82,78,0.00025,0.02248591266106814,0.8112882375717163,84.61439514160156,0.06523917,70.34566934903462,-508.94,0.2
126,28,169,21504,-6.271832327047984,0.4947916666666667,771.96,81,0.00025,0.037699336004960865,0.9143992066383362,12.09585189819336,0.07644278,42.14008651839362,-650.67,0.2
130,29,170,22272,-6.237626413504283,0.45703125,754.59,84,0.00025,0.025622924582825765,0.9062628746032715,65.1242904663086,0.037161883,71.38546964857314,-492.85,0.2
134,30,170,23040,-6.469069494141473,0.4869791666666667,749.28,87,0.00025,0.025934089001061186,0.8891664147377014,31.940921783447266,0.0659378,61.22066969341702,-844.4,0.2
141,31,167,23808,-6.6310814883973865,0.515625,749.28,90,0.00025,0.025412635567287605,0.9155352115631104,18.008344650268555,0.10289059,37.788391682836746,-1016.53,0.2
146,32,168,24576,-6.511604560746087,0.5568576388888888,743.16,93,0.00025,0.057037492496116705,0.8476971387863159,49.4145622253418,0.111184545,49.13010570738051,-874.73,0.2
150,33,168,25344,-6.187174167897966,0.5729166666666666,743.16,96,0.00025,0.036956021083622344,0.8028780221939087,7.943097114562988,0.08724183,21.997957865397137,-260.08,0.2
154,34,168,26112,-6.462136871284908,0.6414930555555556,743.16,99,0.00025,0.04053214421340575,0.8875983357429504,17.823017120361328,0.14108686,24.060164901945328,733.64,0.2
158,35,169,26880,-6.763448284731971,0.5633680555555556,738.02,102,0.00025,0.05304589606950887,0.8530546426773071,26.819000244140625,0.08312677,34.99918354882134,1195.2,0.2
163,36,169,27648,-7.028526379002465,0.62109375,743.26,105,0.00025,0.07178553068337755,0.9137138724327087,22.0626277923584,0.1420302,36.22371913327111,1125.26,0.2
167,37,169,28416,-6.757617281542884,0.4978298611111111,743.26,108,0.00025,0.040680495349483356,0.9339069128036499,90.284423828125,0.0877325,44.88760975996653,953.73,0.2
171,38,170,29184,-6.502789152993096,0.5212673611111112,756.83,111,0.00025,0.047268881695345044,0.8926108479499817,45.879425048828125,0.10128373,54.1719059281879,1358.06,0.2
178,39,167,29952,-6.21061823103163,0.6011284722222222,769.49,114,0.00025,0.06301065058343941,0.9011086225509644,17.9903507232666,0.13571508,47.72886044449277,1043.55,0.2
182,40,168,30720,-6.495858649412791,0.5750868055555556,774.04,117,0.00025,0.04511160447469188,0.9113982915878296,20.928030014038086,0.1106266,68.35034810172186,1372.47,0.2
187,41,168,31488,-6.213974840111202,0.6184895833333334,791.55,120,0.00025,0.08978894036004527,0.9505207538604736,38.51005554199219,0.20195289,35.4999395608902,1276.9,0.2
191,42,168,32256,-5.919417950842115,0.7087673611111112,801.53,123,0.00025,0.09322811541561452,0.9235982298851013,10.077133178710938,0.23975176,49.53223090039359,1801.03,0.2
195,43,168,33024,-6.298257648944855,0.5924479166666666,808.71,126,0.00025,0.06559293476554255,0.8690158128738403,67.09602355957031,0.10317477,71.8257286283705,1874.61,0.2
199,44,169,33792,-6.134717285633087,0.5542534722222222,820.56,129,0.00025,0.027646804112009704,0.9444195032119751,62.29314422607422,0.09235987,50.558342668745254,1547.06,0.2
204,45,169,34560,-6.258887834019131,0.5607638888888888,840.6,132,0.00025,0.04441157223967215,0.9118237495422363,24.203916549682617,0.1030221,44.63322579860687,1219.89,0.2
211,46,167,35328,-6.207115981313917,0.6202256944444444,852.87,135,0.00025,0.05782954831374809,0.9112242460250854,32.79475021362305,0.12889479,73.32021980815463,981.57,0.2
215,47,167,36096,-5.714277618461185,0.6453993055555556,865.91,138,0.00025,0.06822974260689484,0.9440497159957886,32.28257369995117,0.14954604,40.211311035686066,719.42,0.2
220,48,167,36864,-6.239208122094472,0.5859375,865.91,141,0.00025,0.043226587185118764,0.9147147536277771,23.63730239868164,0.09878409,41.47475074397193,1202.62,0.2
225,49,167,37632,-6.365088787343767,0.6436631944444444,879.18,144,0.00025,0.05803207802172336,0.7891229391098022,32.02153778076172,0.2551421,34.778522888819374,1632.29,0.2
229,50,167,38400,-6.076901071601444,0.5299479166666666,893.67,147,0.00025,0.040317883896124035,0.8426393270492554,19.1110782623291,0.061122756,33.982298639085556,1294.61,0.2
234,51,167,39168,-6.131842268837823,0.5811631944444444,912.2,150,0.00025,0.06476114325535794,0.6284700632095337,20.280241012573242,0.10283042,41.36534119976891,858.53,0.2
238,52,167,39936,-5.9457498855061,0.4622395833333333,918.95,153,0.00025,0.026587891482955053,0.6986316442489624,26.424449920654297,0.05325518,34.42627055777444,1144.2,0.2
245,53,165,40704,-5.85463817914327,0.4704861111111111,924.05,156,0.00025,0.01921471785236564,0.8281933069229126,25.19075584411621,0.057252526,31.621657146347893,1724.83,0.2
250,54,165,41472,-6.047188573413425,0.4787326388888889,926.26,159,0.00025,0.01327575276243604,0.842771053314209,25.333742141723633,0.07474796,36.78908201058706,2117.04,0.2
255,55,165,42240,-5.859637604819404,0.6076388888888888,940.16,162,0.00025,0.03900671482551843,0.9263436198234558,7.208407878875732,0.12646453,17.98872239722146,2393.35,0.2
259,56,165,43008,-6.150066806210412,0.4865451388888889,935.23,165,0.00025,0.012138566293288022,0.8287534117698669,21.6394100189209,0.053553898,24.596986452738445,2300.17,0.2
264,57,165,43776,-6.050501995616489,0.4535590277777778,934.63,168,0.00025,0.018475567650360365,0.8406391143798828,16.843585968017578,0.057075653,27.891711831092834,2607.88,0.2
268,58,165,44544,-5.9510500232378645,0.5199652777777778,918.1,171,0.00025,0.020112303105027724,0.6859569549560547,16.964242935180664,0.0601774,28.916260070270962,3143.14,0.2
273,59,165,45312,-5.706771943304274,0.4674479166666667,907.71,174,0.00025,0.03656230333985554,0.9029282331466675,13.566352844238281,0.062293682,33.0065022971895,3139.27,0.2
280,60,164,46080,-5.873898029327393,0.4162326388888889,895.19,177,0.00025,0.014333490036531456,0.8959102630615234,17.442529678344727,0.04672287,27.73404598236084,3266.3,0.2
285,61,164,46848,-5.991787234942119,0.4952256944444444,893.9,180,0.00025,0.028840157074025936,0.7871863842010498,34.540000915527344,0.04962946,53.51259239514669,2494.0,0.2
289,62,164,47616,-5.776911669307285,0.3953993055555556,888.06,183,0.00025,0.023855427305938467,0.6648461818695068,39.40652084350586,0.051151246,72.71754693984985,2017.34,0.2
294,63,164,48384,-5.699544125133091,0.5047743055555556,888.06,186,0.00025,0.03934781036029259,0.8323585987091064,19.0135498046875,0.07513681,24.325273984008366,1101.37,0.2
299,64,164,49152,-5.6654314332538185,0.5737847222222222,893.2,189,0.00025,0.06622559678119917,0.8270387649536133,4.515661716461182,0.11370549,42.73692499929004,997.95,0.2
303,65,164,49920,-5.880270183086395,0.5091145833333334,893.2,192,0.00025,0.02906542646491693,0.9208076000213623,5.7980451583862305,0.04889083,19.044007235103184,1861.6,0.2
308,66,164,50688,-6.116123133235508,0.4813368055555556,893.2,195,0.00025,0.031683913160425924,0.8265444040298462,13.411124229431152,0.049914896,21.564728538195293,2442.78,0.2
315,67,162,51456,-5.634620587031047,0.4717881944444444,888.26,198,0.00025,0.013341180242908498,0.8219817876815796,7.5290350914001465,0.04548323,41.316385116842056,2107.21,0.2
320,68,162,52224,-5.5032762620184155,0.3684895833333333,888.26,201,0.00025,0.010664586909115314,0.8791526556015015,35.23980712890625,0.03561915,44.31077000829909,2304.23,0.2
325,69,162,52992,-5.519070174958971,0.4123263888888889,888.26,204,0.00025,0.021711171643498044,0.8668122291564941,12.983023643493652,0.053249788,39.74972356690301,2439.81,0.2
329,70,162,53760,-5.58942315975825,0.4210069444444444,881.62,207,0.00025,0.016106830237226352,0.8467080593109131,7.718832492828369,0.042669218,40.58882839812173,2337.27,0.2
334,71,163,54528,-5.408827086289723,0.4722222222222222,879.82,210,0.00025,0.016748561200478837,0.871489405632019,28.039827346801758,0.06646594,62.61410595311059,1854.03,0.2
339,72,162,55296,-5.7079124848047895,0.3997395833333333,879.82,213,0.00025,0.018914715192901593,0.9378703832626343,10.630249977111816,0.057257716,27.847792632049984,1983.5,0.2
344,73,162,56064,-5.5691960255304975,0.4019097222222222,879.63,216,0.00025,0.025071454441381827,0.908208429813385,21.415918350219727,0.055893075,50.047353360388016,2782.49,0.2
351,74,161,56832,-5.634062442514631,0.4587673611111111,852.52,219,0.00025,0.022457678815246455,0.7659460306167603,39.48238754272461,0.04947309,71.76784335242377,3424.95,0.2
355,75,161,57600,-5.7062665820121765,0.4735243055555556,849.48,222,0.00025,0.02588756460075577,0.8738746643066406,17.6524600982666,0.05301236,34.84842079215579,3705.48,0.2
360,76,161,58368,-5.602018846405877,0.4405381944444444,830.65,225,0.00025,0.027492137897449236,0.8823204636573792,12.714034080505371,0.08244925,33.37550671895345,3237.24,0.2
365,77,161,59136,-5.513641191853417,0.5221354166666666,818.95,228,0.00025,0.02503829623391438,0.8205845952033997,11.763900756835938,0.066602804,31.865448978212143,3818.9,0.2
370,78,161,59904,-5.702495714028676,0.5386284722222222,817.62,231,0.00025,0.029180525918491185,0.9046227931976318,25.78959846496582,0.13150106,33.98577153682709,4044.57,0.2
374,79,161,60672,-5.711484988530477,0.5186631944444444,815.15,234,0.00025,0.04481206902871943,0.7865809798240662,12.549795150756836,0.06687678,24.454676270484924,4002.2,0.2
379,80,162,61440,-5.421373870637682,0.5568576388888888,820.35,237,0.00025,0.02627597086959415,0.6200159788131714,5.866718769073486,0.077073865,11.188652528656853,4011.83,0.2
386,81,161,62208,-5.591467592451307,0.4049479166666667,817.45,240,0.00025,0.016153879593022995,0.818503737449646,17.587020874023438,0.034864876,24.89416030380461,3925.38,0.2
390,82,161,62976,-5.766128480434418,0.4887152777777778,812.53,243,0.00025,0.012392331858993404,0.8858233690261841,4.81393575668335,0.05325671,12.060498605171839,3852.86,0.2
395,83,161,63744,-5.975005004141066,0.4835069444444444,808.02,246,0.00025,0.03506012792543819,0.8669232130050659,45.389888763427734,0.03912984,29.515258736080593,3673.44,0.2
399,84,161,64512,-5.974708841906653,0.4622395833333333,809.3,249,0.00025,0.023422955988078482,0.8678870797157288,7.647129535675049,0.06052369,27.42110745774375,3510.96,0.2
404,85,161,65280,-6.1671260595321655,0.4787326388888889,817.0,252,0.00025,0.02486805726463596,0.8513087034225464,25.665245056152344,0.071156435,42.3719549841351,3569.75,0.2
408,86,161,66048,-6.105885485808055,0.4856770833333333,830.17,255,0.00025,0.01810408048590438,0.9121482372283936,13.471494674682617,0.05440077,36.518581695026825,3654.21,0.2
413,87,161,66816,-6.146144919925266,0.4331597222222222,841.25,258,0.00025,0.01346303146177282,0.9295427799224854,29.51055335998535,0.061774433,32.993326875898575,3705.2,0.2
420,88,160,67584,-6.263775295681423,0.5481770833333334,843.66,261,0.00025,0.03855920039738218,0.8426377773284912,13.768513679504395,0.12334532,14.054850671026442,4285.28,0.2
425,89,160,68352,-6.257421334584554,0.4895833333333333,837.82,264,0.00025,0.01851482968777418,0.7670854926109314,14.355395317077637,0.055477846,27.737471620241802,5496.12,0.2
429,90,160,69120,-6.105658451716105,0.4409722222222222,817.28,267,0.00025,8.121985107815514e-05,0.8847200870513916,24.024656295776367,0.055992644,28.822681387265522,5920.38,0.2
434,91,160,69888,-6.292401538954841,0.4509548611111111,812.03,270,0.00025,0.004772939214793344,0.9101428985595703,20.43970489501953,0.045028728,25.168260746532017,6146.58,0.2
438,92,160,70656,-6.281418283780416,0.4787326388888889,805.88,273,0.00025,0.026871129682856716,0.8801120519638062,9.596890449523926,0.084988266,17.36079055070877,6212.63,0.2
443,93,161,71424,-6.181787100103167,0.4748263888888889,810.82,276,0.00025,0.033421427787592016,0.8922106623649597,9.801071166992188,0.066671275,30.705489529503716,6158.04,0.2
447,94,161,72192,-5.819776124424404,0.4813368055555556,809.76,279,0.00025,0.01534691573922626,0.9431037306785583,12.40255069732666,0.09731724,17.04935983154509,6932.54,0.2
452,95,161,72960,-6.005164557033115,0.4513888888888889,804.63,282,0.00025,0.015923379293073796,0.7247031927108765,29.979778289794922,0.05692899,39.698315262794495,7409.85,0.2
460,96,160,73728,-5.955422076914045,0.5729166666666666,804.63,285,0.00025,0.03838861443930202,0.8240775465965271,5.207193851470947,0.07078264,20.434640142652725,7648.47,0.2
464,97,160,74496,-5.591622511545817,0.5577256944444444,811.27,288,0.00025,0.027909168533773884,0.8398255109786987,23.792240142822266,0.11673232,17.995459496974945,7946.27,0.2
469,98,160,75264,-5.8651666972372265,0.4661458333333333,815.79,291,0.00025,0.010007889915464653,0.8012335300445557,55.95499801635742,0.02702155,44.38195390171475,8275.91,0.2
473,99,160,76032,-6.039684500959185,0.4153645833333333,815.79,294,0.00025,0.030311799039029412,0.9292157292366028,6.706418991088867,0.046419147,17.08042668633991,8255.54,0.2
478,100,160,76800,-5.9641747739579944,0.4878472222222222,814.08,297,0.00025,0.02321524647737129,0.9305216073989868,26.328948974609375,0.06055002,43.65095249811808,8238.7,0.2
482,101,160,77568,-6.079287820392185,0.4848090277777778,827.29,300,0.00025,0.016922540535839897,0.8901322484016418,12.1639986038208,0.056321155,17.316652450296615,8359.94,0.2
487,102,160,78336,-6.082339286804199,0.5034722222222222,838.77,303,0.00025,0.00038938223022139736,0.9177992939949036,16.564678192138672,0.168149,25.76403084728453,8527.09,0.2
495,103,159,79104,-6.144885328080919,0.4171006944444444,840.36,306,0.00025,0.020601734945861,0.8895044922828674,13.436177253723145,0.06000329,32.71243762969971,8687.69,0.2
500,104,159,79872,-6.028246117962731,0.4227430555555556,849.8,309,0.00025,0.016592450129489105,0.9078410863876343,11.83635139465332,0.063352756,20.261759969923233,8820.69,0.2
504,105,159,80640,-6.26780409945382,0.4895833333333333,852.16,312,0.00025,0.03206483890729336,0.7543815970420837,13.1436128616333,0.05714379,26.14334026310179,9265.39,0.2
509,106,159,81408,-6.525139782163832,0.4956597222222222,859.08,315,0.00025,0.017442702580915972,0.9031680226325989,12.074219703674316,0.09195429,19.79424051443736,9328.12,0.2
513,107,160,82176,-6.218185457918379,0.4631076388888889,858.56,318,0.00025,0.019863711877001658,0.9414542317390442,5.71366024017334,0.051641095,15.935171518060896,9269.82,0.2
518,108,160,82944,-5.849352419376373,0.5451388888888888,855.83,321,0.00025,0.03691669770826896,0.7704087495803833,30.58668327331543,0.090295754,31.3117417494456,9353.14,0.2
522,109,160,83712,-5.60914240943061,0.5130208333333334,858.73,324,0.00025,0.04710367113714003,0.8296261429786682,22.451446533203125,0.10445819,33.4922966559728,9178.36,0.2
530,110,159,84480,-5.886939194467333,0.4913194444444444,870.61,327,0.00025,0.02940895160039266,0.9209988713264465,13.541812896728516,0.09080427,29.379648274845547,9314.48,0.2
534,111,159,85248,-5.860321150885688,0.4175347222222222,870.16,330,0.00025,0.016492674812778003,0.8558343052864075,15.50860595703125,0.041376706,25.538571914037068,9423.6,0.2
539,112,159,86016,-5.893444286452399,0.4978298611111111,875.78,333,0.00025,0.024672884261235595,0.8254870176315308,16.88665771484375,0.06783139,26.674351625972324,9594.54,0.2
543,113,159,86784,-5.966377404001024,0.4700520833333333,873.33,336,0.00025,0.021059453008799918,0.9326307773590088,5.951866626739502,0.055481117,12.406088391939798,9621.32,0.2
548,114,159,87552,-6.241563306914435,0.4665798611111111,869.49,339,0.00025,0.039437360880482525,0.9237194657325745,5.632822513580322,0.08046874,17.32490951485104,10135.41,0.2
552,115,159,88320,-6.233847929371728,0.4561631944444444,877.91,342,0.00025,0.015745876615660057,0.8999124765396118,16.27152442932129,0.04768929,29.41224793593089,10156.71,0.2
557,116,159,89088,-6.206543319755131,0.5789930555555556,882.11,345,0.00025,0.011386070296996169,0.9016894102096558,24.86144256591797,0.1187976,16.47474479013019,10235.96,0.2
565,117,158,89856,-6.136879874600305,0.4526909722222222,882.66,348,0.00025,0.0163314731972706,0.687502384185791,17.366628646850586,0.040178116,27.066592587365044,10049.41,0.2
569,118,159,90624,-6.022104614310795,0.4279513888888889,888.03,351,0.00025,0.023194137928334788,0.78812575340271,30.121524810791016,0.055667114,35.50356818570031,10005.24,0.2
574,119,159,91392,-6.052456584241655,0.4973958333333333,905.63,354,0.00025,0.032905935995384224,0.890293300151825,11.270811080932617,0.09042257,23.661768131785923,10154.16,0.2
578,120,159,92160,-6.106355938646528,0.4131944444444444,918.76,357,0.00025,0.007571240385813225,0.8232204914093018,11.90832805633545,0.027841931,33.35494301054213,10267.37,0.2
582,121,159,92928,-6.177614198790656,0.4652777777777778,918.76,360,0.00025,0.002691083755861554,0.9191691875457764,11.846827507019043,0.062462974,18.45811988910039,10234.91,0.2
587,122,159,93696,-6.17306594716178,0.50390625,924.91,363,0.00025,0.00498587319937845,0.8287699222564697,12.247499465942383,0.100219406,12.694008396731483,10150.29,0.2
591,123,159,94464,-6.370690762996674,0.4105902777777778,921.4,366,0.00025,0.009527265249441067,0.851565957069397,11.044662475585938,0.04821519,24.367354406250847,10232.69,0.2
600,124,158,95232,-6.672125617663066,0.5199652777777778,922.46,369,0.00025,0.02680281034877731,0.917827844619751,13.203173637390137,0.40022525,22.655598448382484,9831.15,0.2
604,125,158,96000,-6.662335978613959,0.5455729166666666,927.59,372,0.00025,0.07541023024047415,0.9476187825202942,10.079349517822266,0.65009266,22.245476451185013,9623.5,0.2
608,126,158,96768,-6.453291051917606,0.5707465277777778,927.59,375,0.00025,0.06718210057846995,0.9377154111862183,16.007173538208008,0.3008894,32.23987370067172,9254.76,0.2
613,127,158,97536,-6.286152223745982,0.4939236111111111,927.59,378,0.00025,0.05277303681294951,0.9331294298171997,5.32094669342041,0.08544726,20.848631971412235,8935.93,0.2
617,128,159,98304,-6.7429419954617815,0.4474826388888889,927.59,381,0.00025,0.036719621430772044,0.9005675315856934,28.91502571105957,0.06188182,21.502845923105877,8805.15,0.2
622,129,159,99072,-6.657638298140632,0.3763020833333333,927.59,384,0.00025,0.01886889084966646,0.940261721611023,8.823928833007812,0.044368993,19.072700142860413,8981.94,0.2
626,130,159,99840,-6.866435156928168,0.4839409722222222,929.49,387,0.00025,0.029152554531012558,0.9086184501647949,6.464236259460449,0.1009681,12.45237163040373,9273.52,0.2
631,131,159,100608,-6.342514395713806,0.4262152777777778,929.49,390,0.00025,0.002580883046094742,0.9459216594696045,7.414775371551514,0.043917578,14.263282716274261,9188.53,0.2
639,132,158,101376,-6.047505060831706,0.484375,934.95,393,0.00025,0.03512051459013795,0.9324503540992737,10.387343406677246,0.07062224,11.092397726244396,9418.53,0.2
643,133,158,102144,-6.259915133317311,0.4027777777777778,939.78,396,0.00025,0.007263361075375643,0.8781502842903137,25.98085594177246,0.050826177,17.98493554857042,9454.82,0.2
648,134,158,102912,-6.2574319044748945,0.5251736111111112,945.97,399,0.00025,0.07486128237926298,0.8475504517555237,8.581175804138184,0.08291671,19.7886011964745,9162.13,0.2
652,135,158,103680,-6.186130987273322,0.4774305555555556,945.97,402,0.00025,0.023424745550275676,0.9003607034683228,4.988866329193115,0.06646348,15.765005088514751,9148.87,0.2
657,136,158,104448,-6.063275065686968,0.4622395833333333,961.07,405,0.00025,0.027340254423001573,0.8923725485801697,12.999138832092285,0.08188514,13.866278284125858,8991.28,0.2
661,137,159,105216,-6.193711751037174,0.4175347222222222,961.07,408,0.00025,0.012444344737256566,0.9140465259552002,18.778671264648438,0.033593934,44.1519316567315,9029.11,0.2
666,138,159,105984,-6.309853931268056,0.4934895833333333,964.06,411,0.00025,0.01887542645757397,0.9622717499732971,19.948223114013672,0.16310783,36.437316205766464,8293.92,0.2
674,139,158,106752,-6.356772310203976,0.4496527777777778,964.06,414,0.00025,0.040388809316532895,0.9544121623039246,47.55858612060547,0.07261207,63.551159646775986,8035.7,0.2
678,140,158,107520,-6.688045210308498,0.484375,966.79,417,0.00025,0.011380839730716415,0.9503256678581238,76.79258728027344,0.06242748,41.098901549975075,8147.72,0.2
683,141,158,108288,-6.7231587171554565,0.46484375,966.79,420,0.00025,0.011554547786040025,0.9374276399612427,109.73213958740234,0.050270587,69.15830053223505,8066.84,0.2
687,142,158,109056,-6.720901065402561,0.4071180555555556,969.76,423,0.00025,0.05008752982959979,0.9423030018806458,5.360493183135986,0.12676106,22.02572961648305,7598.69,0.2
692,143,158,109824,-6.604747712612152,0.4487847222222222,973.95,426,0.00025,0.028186285971767373,0.9409887790679932,21.671798706054688,0.085526295,39.14781766467624,7611.96,0.2
696,144,158,110592,-6.789009193579356,0.44921875,987.46,429,0.00025,0.023805225410291717,0.8974636197090149,7.250471115112305,0.06370848,19.054590675565933,7642.02,0.2
700,145,158,111360,-6.571517646312714,0.5208333333333334,987.46,432,0.00025,0.036016753939394325,0.9060229063034058,12.173985481262207,0.068032324,14.03183149629169,7727.56,0.2
709,146,158,112128,-6.43799540731642,0.4418402777777778,994.07,435,0.00025,0.028198281820449565,0.8792821168899536,17.81081199645996,0.04553053,16.093708256880443,7655.27,0.2
713,147,158,112896,-6.5883539583947925,0.4791666666666667,999.42,438,0.00025,0.01962483146538337,0.8000853061676025,14.767447471618652,0.052835394,26.359648161464268,7686.92,0.2
717,148,158,113664,-6.952509350246853,0.4361979166666667,1004.32,441,0.00025,0.015034041781392362,0.8635708093643188,8.779265403747559,0.060255658,19.842486917972565,7234.36,0.2
722,149,158,114432,-6.970131874084473,0.4053819444444444,1000.14,444,0.00025,0.02297399590154075,0.9184636473655701,10.955278396606445,0.05432776,17.934276223182678,7181.64,0.2
726,150,158,115200,-6.7659567793210345,0.4275173611111111,1002.53,447,0.00025,0.010005699173133407,0.924148678779602,26.179109573364258,0.061943267,14.358999739090601,7299.44,0.2
731,151,158,115968,-6.9295088450113935,0.4201388888888889,1002.53,450,0.00025,0.01682381496195578,0.7809697985649109,35.14809036254883,0.05744506,26.767896347575718,7389.43,0.2
735,152,158,116736,-7.190727823310429,0.4457465277777778,1004.08,453,0.00025,0.03204532832993815,0.7950257658958435,12.30229663848877,0.04686906,24.032989541689556,7479.11,0.2
743,153,158,117504,-6.824876805146535,0.4227430555555556,1004.09,456,0.00025,0.01664875430934545,0.8941129446029663,14.956489562988281,0.06679571,20.22696723540624,7464.98,0.2
748,154,158,118272,-6.973962995741102,0.5030381944444444,1004.09,459,0.00025,0.021614479470170207,0.8884567022323608,4.804376125335693,0.0837555,14.201518230968052,7131.78,0.2
752,155,158,119040,-6.515387978818682,0.5238715277777778,1004.09,462,0.00025,0.01967622118536383,0.6432729363441467,36.955596923828125,0.081944525,26.71217379305098,7159.08,0.2
757,156,158,119808,-6.918359816074371,0.4635416666666667,1007.6,465,0.00025,0.026447054994706478,0.8352535963058472,30.273733139038086,0.04808041,27.889152771896786,7391.78,0.2
761,157,158,120576,-7.136292616526286,0.4635416666666667,1007.6,468,0.00025,0.032566830114875406,0.887954592704773,6.0677008628845215,0.06421075,17.00600271092521,6917.91,0.2
