time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/entropy_loss,train/approx_kl,train/learning_rate,rollout/ep_len_mean,train/value_loss,train/loss,train/n_updates,train/clip_fraction,train/policy_gradient_loss,train/clip_range,rollout/ep_rew_mean,train/explained_variance
24576,32,141,173,-7.895136773586273,0.02492927,0.00025,1019.0,16.021688295735252,7.785260200500488,93,0.24869791666666666,0.012435137164882488,0.2,-23116.520833333332,0.6573448181152344
25344,33,145,174,-7.98946848180559,0.034698766,0.00025,1019.0,57.05971589353349,47.11529541015625,96,0.4296875,0.019725523371663358,0.2,-23116.520833333332,0.4404996633529663
26112,34,149,174,-8.050060967604319,0.023946682,0.00025,1019.0,15.356346554226345,6.261111736297607,99,0.3381076388888889,0.007844001378139688,0.2,-23104.64,0.5432450771331787
26880,35,153,175,-8.081673582394918,0.04601447,0.00025,1019.0,82.43519186973572,41.248504638671875,102,0.4375,0.018845114643530298,0.2,-23104.64,0.14090442657470703
27648,36,160,172,-8.114327907562256,0.03753444,0.00025,1019.0,16.309126628769768,13.72890853881836,105,0.4049479166666667,0.009171087579387758,0.2,-22964.24,0.31726187467575073
28416,37,164,172,-8.032805018954807,0.029072404,0.00025,1019.0,74.40745152367487,18.473838806152344,108,0.3532986111111111,0.018454398817589715,0.2,-22964.24,0.23596042394638062
29184,38,168,173,-8.000590688652462,0.075697936,0.00025,1019.0,23.095578127437168,14.824524879455566,111,0.4939236111111111,0.0320959412234111,0.2,-22887.02,0.33429813385009766
29952,39,172,173,-8.06435231367747,0.034799136,0.00025,1019.0,89.25051938162909,69.53976440429688,114,0.5182291666666666,0.04852631020670136,0.2,-22887.02,0.2852323651313782
30720,40,176,174,-8.06748679611418,0.07198987,0.00025,1019.0,25.188653469085693,21.693906784057617,117,0.4609375,0.030115167558607128,0.2,-23000.9,0.19923561811447144
31488,41,180,174,-8.116425461239285,0.027964637,0.00025,1019.0,69.81061508920457,17.432113647460938,120,0.3537326388888889,0.011923944719860123,0.2,-23000.9,0.2781725525856018
32256,42,184,175,-8.05417478746838,0.051961154,0.00025,1019.0,22.249690923425888,10.357694625854492,123,0.5598958333333334,0.0444821991905984,0.2,-23156.34,0.19590896368026733
33024,43,188,175,-8.09590893983841,0.036904547,0.00025,1019.0,58.28823435306549,54.602779388427734,126,0.4487847222222222,0.01654405574340166,0.2,-23156.34,0.3597133755683899
33792,44,195,173,-8.11907540427314,0.18114889,0.00025,1019.0,17.08695184522205,9.605252265930176,129,0.5811631944444444,0.05870312742061085,0.2,-23282.96,-0.23028123378753662
34560,45,199,173,-8.129373649756113,0.042111244,0.00025,1019.0,36.958856132295395,11.911090850830078,132,0.4939236111111111,0.022844408677580457,0.2,-23282.96,0.46899378299713135
35328,46,203,173,-8.164424618085226,0.11130587,0.00025,1019.0,29.389550460709465,30.026304244995117,135,0.5572916666666666,0.04739970822508136,0.2,-23446.24,-0.14599096775054932
36096,47,207,173,-8.178085234430101,0.027300367,0.00025,1019.0,37.369696352216934,18.209674835205078,138,0.3051215277777778,0.011273329042726092,0.2,-23446.24,0.43574297428131104
36864,48,211,174,-8.145472685496012,0.19159766,0.00025,1019.0,18.16959954632653,28.140703201293945,141,0.625,0.07855034639619084,0.2,-23684.88,-0.22298860549926758
37632,49,215,174,-8.150636871655783,0.021007001,0.00025,1019.0,46.19360543621911,14.780372619628906,144,0.4131944444444444,0.015628187529121835,0.2,-23684.88,0.4604456424713135
38400,50,219,174,-8.095834387673271,0.077829964,0.00025,1019.0,21.314333346154953,11.9434232711792,147,0.56640625,0.04801551208624409,0.2,-24105.7,-0.5849736928939819
39168,51,223,174,-8.128439631727007,0.023457142,0.00025,1019.0,46.910394337442185,13.789790153503418,150,0.3697916666666667,0.022695938241668046,0.2,-24105.7,0.41526180505752563
39936,52,231,172,-8.058982657061684,0.15461296,0.00025,1019.0,21.742935445573593,12.188591003417969,153,0.6080729166666666,0.06467621135784106,0.2,-24530.12,-0.521048903465271
40704,53,235,172,-8.113602346844143,0.041698504,0.00025,1019.0,39.75005620055728,29.894601821899414,156,0.4986979166666667,0.020729573857453134,0.2,-24530.12,0.5248004198074341
41472,54,239,173,-8.066326770517561,0.08734555,0.00025,1019.0,25.206079920132954,18.7237606048584,159,0.5360243055555556,0.055096267864832446,0.2,-25000.48,-0.4836798906326294
42240,55,244,173,-8.191450622346666,0.05223156,0.00025,1019.0,28.926001224252914,7.529192924499512,162,0.4908854166666667,0.024731914900864165,0.2,-25000.48,0.5898860096931458
43008,56,248,173,-8.168153882026672,0.07769797,0.00025,1019.0,32.16616233189901,24.174768447875977,165,0.5538194444444444,0.054534606273389526,0.2,-25417.86,-0.09670829772949219
43776,57,252,173,-8.084423204263052,0.039888095,0.00025,1019.0,25.22744580109914,12.661965370178223,168,0.4565972222222222,0.022834249267665047,0.2,-25417.86,0.6801178455352783
44544,58,256,173,-8.096419639057583,0.13418014,0.00025,1019.0,38.89241378837161,41.25576400756836,171,0.5290798611111112,0.07142771233338863,0.2,-25807.88,0.08654040098190308
45312,59,263,171,-8.126020405027601,0.06672711,0.00025,1019.0,14.232396529780495,5.2682037353515625,174,0.45703125,0.03122437284845445,0.2,-25807.88,0.8971025347709656
46080,60,268,171,-7.966937204202016,0.07875988,0.00025,1019.0,21.13653467098872,8.532764434814453,177,0.5698784722222222,0.04402470443811682,0.2,-26260.82,-0.9823513031005859
46848,61,276,169,-8.046454343530867,0.057966456,0.00025,1019.0,19.05723684363895,13.956379890441895,180,0.4457465277777778,0.022128011112929218,0.2,-26260.82,0.7899982333183289
47616,62,281,169,-7.962329546610515,0.04528102,0.00025,1019.0,30.337958402103848,15.535144805908203,183,0.5104166666666666,0.03808257085943802,0.2,-26550.74,0.049751222133636475
48384,63,286,168,-8.109647101826138,0.029661367,0.00025,1019.0,25.092951092455124,11.295970916748047,186,0.3776041666666667,0.015263547247741371,0.2,-26550.74,0.6854411959648132
49152,64,291,168,-8.035527878337437,0.072393924,0.00025,1019.0,26.161993596288895,9.8648681640625,189,0.4661458333333333,0.04657467408105731,0.2,-26891.96,-0.0556715726852417
49920,65,298,167,-8.131775445408291,0.034369104,0.00025,1019.0,25.32497857676612,15.469614028930664,192,0.390625,0.014881388465356495,0.2,-26891.96,0.718907356262207
50688,66,303,167,-8.0983737177319,0.18201147,0.00025,1019.0,14.168016142315334,15.534259796142578,195,0.6453993055555556,0.06961145229353052,0.2,-27226.5,0.3862755298614502
51456,67,307,167,-8.153943796952566,0.04707226,0.00025,1019.0,26.098905709054733,13.21216106414795,198,0.4435763888888889,0.019595850284935698,0.2,-27226.5,0.6156097650527954
52224,68,312,167,-8.027646866109636,0.30444485,0.00025,1019.0,17.46791197856267,9.292740821838379,201,0.6818576388888888,0.08878327467634033,0.2,-27263.46,0.27019399404525757
52992,69,317,166,-7.997916969988081,0.044806153,0.00025,1019.0,23.857262796825832,18.18561553955078,204,0.4418402777777778,0.022941753902058635,0.2,-27263.46,0.7169355750083923
53760,70,322,166,-7.942972958087921,0.069798864,0.00025,1019.0,34.88777090443505,7.2741923332214355,207,0.4405381944444444,0.03107481669738061,0.2,-27094.54,0.4552333354949951
54528,71,327,166,-8.065881782107883,0.031531367,0.00025,1019.0,20.289502647187973,8.003509521484375,210,0.3567708333333333,0.011012335217350887,0.2,-27094.54,0.8788962960243225
55296,72,334,165,-8.033861060937246,0.045975465,0.00025,1019.0,21.3209322558509,7.669864177703857,213,0.4652777777777778,0.03719284548424184,0.2,-27069.84,0.5510106086730957
56064,73,339,165,-8.102522744072807,0.018106788,0.00025,1019.0,15.913299825456408,8.911331176757812,216,0.3138020833333333,0.01658257078896794,0.2,-27069.84,0.8488544225692749
56832,74,344,164,-7.92873293823666,0.044320792,0.00025,1019.0,31.320269597901238,10.260024070739746,219,0.3849826388888889,0.027684537512767646,0.2,-26649.14,0.7253803014755249
57600,75,349,164,-8.04766512579388,0.024742238,0.00025,1019.0,10.337564418713251,5.472339153289795,222,0.3524305555555556,0.01949838786903355,0.2,-26649.14,0.9282759428024292
58368,76,353,164,-7.939697987503475,0.031581,0.00025,1019.0,27.67387819290161,30.788434982299805,225,0.3706597222222222,0.01453993389279478,0.2,-26239.84,0.7694505453109741
59136,77,358,165,-7.938968598842621,0.04915965,0.00025,1019.0,14.211878173881107,9.97445297241211,228,0.3771701388888889,0.02526420418224815,0.2,-26239.84,0.9084280729293823
59904,78,362,165,-7.9530460768275795,0.086417474,0.00025,1019.0,21.339037477970123,8.65592098236084,231,0.48046875,0.047838147496804595,0.2,-25879.86,0.8003745675086975
60672,79,370,163,-7.992403169473012,0.06417562,0.00025,1019.0,17.498533897929722,15.595850944519043,234,0.4448784722222222,0.01742646420219292,0.2,-25879.86,0.861933708190918
61440,80,374,163,-8.037906375196245,0.033655807,0.00025,1019.0,24.551278319623734,10.75391960144043,237,0.4032118055555556,0.017599716640284493,0.2,-25593.08,0.7354997396469116
62208,81,379,163,-8.082170261277092,0.01996874,0.00025,1019.0,20.863260871834225,17.88835334777832,240,0.3125,0.0041708477591681815,0.2,-25593.08,0.7932647466659546
62976,82,384,163,-8.018737773100534,0.051343273,0.00025,1019.0,15.96604194243749,10.10698413848877,243,0.4071180555555556,0.022503184335720208,0.2,-25234.92,0.7681180238723755
63744,83,388,164,-7.991031878524357,0.027400836,0.00025,1019.0,20.105696353647446,8.27846908569336,246,0.2860243055555556,0.009310377321930395,0.2,-25234.92,0.8383366465568542
64512,84,393,164,-7.975811474853092,0.07666372,0.00025,1019.0,24.881153066953022,24.656137466430664,249,0.4379340277777778,0.03162521553329296,0.2,-24894.18,0.7754182815551758
65280,85,397,164,-8.034134149551392,0.041329537,0.00025,1019.0,13.879868613349068,7.634313106536865,252,0.3489583333333333,0.025916934821806435,0.2,-24894.18,0.8601404428482056
66048,86,404,163,-7.989378829797109,0.035866044,0.00025,1019.0,19.826766027344597,14.802433967590332,255,0.4296875,0.02953477669507265,0.2,-24682.28,0.7998052835464478
66816,87,409,163,-8.041295892662472,0.040016785,0.00025,1019.0,15.878040472666422,10.365524291992188,258,0.37890625,0.018735866372783978,0.2,-24682.28,0.8281917572021484
67584,88,413,163,-8.003293441401588,0.054785132,0.00025,1019.0,19.5847589969635,14.556100845336914,261,0.4192708333333333,0.01822742858591179,0.2,-24525.76,0.7556594610214233
68352,89,418,163,-8.074904852443272,0.0499696,0.00025,1019.0,18.634233878718483,3.926304817199707,264,0.4253472222222222,0.0236484423900644,0.2,-24525.76,0.7166644334793091
69120,90,422,163,-8.095285574595133,0.07360498,0.00025,1019.0,17.794182254208458,17.332677841186523,267,0.5234375,0.05561553724368827,0.2,-24414.22,0.8109709620475769
69888,91,427,163,-8.126384874184927,0.04212576,0.00025,1019.0,17.217304564184612,7.539225101470947,270,0.4461805555555556,0.028325811287181243,0.2,-24414.22,0.8216552734375
70656,92,431,163,-8.07896594868766,0.09214967,0.00025,1019.0,17.7853650715616,12.257963180541992,273,0.5798611111111112,0.04222432663664222,0.2,-24379.12,0.8204191327095032
71424,93,438,162,-8.129747735129463,0.0417473,0.00025,1019.0,19.136891590224373,9.643333435058594,276,0.3997395833333333,0.02714189703369306,0.2,-24379.12,0.809507429599762
72192,94,442,163,-8.04697178469764,0.0387229,0.00025,1019.0,20.714271704355877,16.881031036376953,279,0.4197048611111111,0.026841132979219157,0.2,-24342.2,0.83497154712677
72960,95,447,163,-8.048430383205414,0.040475376,0.00025,1019.0,21.643537481625874,9.900927543640137,282,0.3563368055555556,0.01474345091264695,0.2,-24342.2,0.836699366569519
73728,96,451,163,-8.035661333137089,0.053984266,0.00025,1019.0,21.106652604209053,17.449769973754883,285,0.5208333333333334,0.034688965553262584,0.2,-24327.16,0.7662607431411743
74496,97,455,163,-7.9930444028642444,0.04032198,0.00025,1019.0,23.1916716893514,9.250602722167969,288,0.3151041666666667,0.015613585451824797,0.2,-24327.16,0.8419253826141357
75264,98,459,163,-8.042808406882816,0.09627479,0.00025,1019.0,28.276132822036743,11.380971908569336,291,0.5017361111111112,0.03451151743582967,0.2,-24178.96,0.4587724804878235
76032,99,464,163,-7.999518136183421,0.043125585,0.00025,1019.0,15.768981787893507,10.3915433883667,294,0.4592013888888889,0.020618616564509768,0.2,-24178.96,0.8400075435638428
76800,100,468,163,-8.013044363922543,0.049631726,0.00025,1019.0,17.64459382163154,12.677356719970703,297,0.4066840277777778,0.02349525190786355,0.2,-23992.28,0.5165259838104248
77568,101,475,163,-7.988655659887526,0.053213198,0.00025,1019.0,12.304130660163032,4.917344570159912,300,0.4583333333333333,0.026709393494659,0.2,-23992.28,0.8950507640838623
78336,102,479,163,-7.811117377546099,0.0901187,0.00025,1019.0,16.652035507890915,10.824663162231445,303,0.5967881944444444,0.05112459771852526,0.2,-23945.96,0.639315128326416
79104,103,484,163,-7.952140662405226,0.057602864,0.00025,1019.0,14.406953301694658,9.517518997192383,306,0.4691840277777778,0.028512591211539175,0.2,-23945.96,0.8631987571716309
79872,104,488,163,-7.754068811734517,0.03474922,0.00025,1019.0,25.187861488925087,26.247886657714844,309,0.4444444444444444,0.04186507220017827,0.2,-23859.38,0.6653069257736206
80640,105,492,163,-7.93355557653639,0.039233416,0.00025,1019.0,11.241410099797779,4.486459255218506,312,0.359375,0.009741542705645164,0.2,-23859.38,0.8927652835845947
81408,106,496,163,-7.966561840640174,0.07314518,0.00025,1019.0,23.703806777795155,7.825512886047363,315,0.4978298611111111,0.022590824506349035,0.2,-23766.78,0.7687767148017883
82176,107,501,163,-7.9904588792059155,0.026802877,0.00025,1019.0,13.11750696765052,5.206423759460449,318,0.3181423611111111,0.00973333918955177,0.2,-23766.78,0.9036726355552673
82944,108,508,163,-7.987033340666029,0.03759177,0.00025,1019.0,23.42582090695699,15.07894229888916,321,0.4353298611111111,0.017522255320929818,0.2,-23850.2,0.7220450639724731
83712,109,512,163,-7.986906296677059,0.030166233,0.00025,1019.0,10.741710785362455,9.248316764831543,324,0.3480902777777778,0.0037052114752845634,0.2,-23850.2,0.8982621431350708
84480,110,516,163,-7.899733550018734,0.023394993,0.00025,1019.0,20.762836456298828,15.719155311584473,327,0.3415798611111111,0.01717738289799955,0.2,-23900.56,0.8320226073265076
85248,111,521,163,-7.946948905785878,0.033895314,0.00025,1019.0,13.39226269059711,3.9295530319213867,330,0.3190104166666667,0.014046487618341215,0.2,-23900.56,0.8936561346054077
86016,112,525,163,-7.9170057442453174,0.037338246,0.00025,1019.0,31.05409100320604,11.73250675201416,333,0.4479166666666667,0.030823535311760172,0.2,-23789.62,0.7038761377334595
86784,113,529,163,-7.942718830373552,0.027870193,0.00025,1019.0,10.778043250242868,3.7729828357696533,336,0.3120659722222222,0.015670165406643517,0.2,-23789.62,0.854482114315033
87552,114,534,163,-7.809241712093353,0.04680634,0.00025,1019.0,24.246796647707622,10.758868217468262,339,0.4366319444444444,0.018609125218871567,0.2,-23676.16,0.6582522392272949
88320,115,538,164,-7.991460058424208,0.033412173,0.00025,1019.0,10.99994330936008,8.551822662353516,342,0.3415798611111111,0.016301319636921916,0.2,-23676.16,0.8590737581253052
89088,116,545,163,-7.940728591548072,0.033239294,0.00025,1019.0,21.273754371537102,8.570271492004395,345,0.3576388888888889,0.01707198651921418,0.2,-23569.86,0.6398591995239258
89856,117,550,163,-8.001287506686317,0.025522018,0.00025,1019.0,13.041798717445797,5.125563621520996,348,0.3081597222222222,0.0114474773613943,0.2,-23569.86,0.8817014694213867
90624,118,554,163,-7.985955046282874,0.06206359,0.00025,1019.0,15.019343131118351,6.758548259735107,351,0.453125,0.03563581339807974,0.2,-23528.0,0.7874633073806763
91392,119,558,163,-7.988274965021345,0.029560706,0.00025,1019.0,13.039727409680685,3.159005641937256,354,0.2955729166666667,0.01752482252454178,0.2,-23528.0,0.9053870439529419
92160,120,562,163,-7.938526405228509,0.057954762,0.00025,1019.0,19.551984131336212,12.635066032409668,357,0.4626736111111111,0.015230112476274371,0.2,-23311.58,0.7832469940185547
92928,121,567,163,-7.97609763012992,0.027935551,0.00025,1019.0,11.048324465751648,5.372223854064941,360,0.3133680555555556,0.004951715501697941,0.2,-23311.58,0.9282152056694031
93696,122,571,163,-7.958558777968089,0.049108416,0.00025,1019.0,17.72921625773112,15.853202819824219,363,0.4748263888888889,0.0281018552939511,0.2,-23034.92,0.7992594242095947
94464,123,578,163,-7.973837474981944,0.02710878,0.00025,1019.0,9.907885465357039,5.036447525024414,366,0.3064236111111111,0.0025815173737808233,0.2,-23034.92,0.9417542815208435
95232,124,582,163,-7.9578937490781145,0.032206494,0.00025,1019.0,25.53705663151211,7.215173721313477,369,0.3932291666666667,0.022943513105726905,0.2,-22736.64,0.733213484287262
96000,125,587,163,-7.99675053358078,0.030652912,0.00025,1019.0,14.261837343374888,9.18725872039795,372,0.3736979166666667,0.02017511604612486,0.2,-22736.64,0.8596153259277344
96768,126,591,163,-7.85136518213484,0.04655325,0.00025,1019.0,24.805627544720966,13.59835433959961,375,0.4791666666666667,0.018510397898757622,0.2,-22474.46,0.7124239206314087
97536,127,595,163,-7.9695047868622675,0.030491216,0.00025,1019.0,9.561512314611011,4.008084297180176,378,0.3181423611111111,0.01148570987344202,0.2,-22474.46,0.9136917591094971
98304,128,600,163,-8.06045393149058,0.045961816,0.00025,1019.0,18.938695285055374,7.987315654754639,381,0.4014756944444444,0.01931702147056866,0.2,-22367.86,0.8157402873039246
99072,129,604,163,-7.955251865916782,0.04030985,0.00025,1019.0,9.473346485031975,5.16710901260376,384,0.375,0.010135143406740908,0.2,-22367.86,0.9028593897819519
99840,130,608,163,-7.994463960329692,0.07920997,0.00025,1019.0,13.839250359270308,10.785335540771484,387,0.39453125,0.030371985986777063,0.2,-22300.0,0.8553133010864258
100608,131,616,163,-8.056838591893515,0.051179737,0.00025,1019.0,8.574151257673899,4.188761234283447,390,0.3563368055555556,0.014754620665270422,0.2,-22300.0,0.8891175985336304
101376,132,620,163,-8.034746441576216,0.033835676,0.00025,1019.0,15.358345044983757,6.762068748474121,393,0.4110243055555556,0.01093471984172033,0.2,-22274.9,0.8130860328674316
102144,133,624,163,-8.026280403137207,0.021804268,0.00025,1019.0,9.435347391499413,6.179177284240723,396,0.3155381944444444,0.013228273226155175,0.2,-22274.9,0.9011710286140442
102912,134,629,163,-8.05873409907023,0.08317037,0.00025,1019.0,16.53213863240348,9.883363723754883,399,0.4830729166666667,0.038424191168612905,0.2,-22211.72,0.7986974716186523
103680,135,633,163,-8.047706200016869,0.022040725,0.00025,1019.0,10.821795609262255,8.675459861755371,402,0.2721354166666667,0.004845504028101762,0.2,-22211.72,0.9148105382919312
104448,136,637,163,-8.107795788182152,0.063922115,0.00025,1019.0,12.970483912361992,5.865792751312256,405,0.4921875,0.031684171447219946,0.2,-22285.52,0.795179545879364
105216,137,642,163,-8.10247180196974,0.018530864,0.00025,1019.0,13.573503308826023,12.438719749450684,408,0.2230902777777778,0.006198418359013481,0.2,-22285.52,0.8553448915481567
105984,138,649,163,-8.137540605333117,0.087228924,0.00025,1019.0,13.149795081880358,8.705900192260742,411,0.44921875,0.04392993706278503,0.2,-22492.18,0.7619050741195679
106752,139,654,163,-8.153576307826572,0.032898888,0.00025,1019.0,9.56885877582762,7.577507495880127,414,0.3263888888888889,0.010544792218651209,0.2,-22492.18,0.804719090461731
107520,140,658,163,-8.146879467699263,0.057010084,0.00025,1019.0,16.451357821623485,5.912121772766113,417,0.5065104166666666,0.02727500378387049,0.2,-22776.28,0.7843051552772522
108288,141,663,163,-8.161433418591818,0.023135567,0.00025,1019.0,10.90263589223226,6.918545246124268,420,0.3046875,0.010768533994754156,0.2,-22776.28,0.7640936970710754
109056,142,668,163,-8.116023500760397,0.089802645,0.00025,1019.0,11.866305728753408,6.160860061645508,423,0.5364583333333334,0.035672809870447963,0.2,-23080.1,0.8660686016082764
109824,143,672,163,-8.07536510626475,0.027838022,0.00025,1019.0,13.944591416252983,5.765174388885498,426,0.2573784722222222,0.012750940669017533,0.2,-23080.1,0.8233214616775513
110592,144,676,163,-7.988429321183099,0.119493745,0.00025,1019.0,9.76847012506591,3.7339441776275635,429,0.6011284722222222,0.06256356011403517,0.2,-23329.32,0.8278590440750122
111360,145,684,162,-8.0854236152437,0.02236929,0.00025,1019.0,13.670595433976915,6.72160005569458,432,0.4305555555555556,0.01914452011179593,0.2,-23329.32,0.874934732913971
112128,146,688,162,-8.14420493443807,0.08889846,0.00025,1019.0,13.457028498252233,4.546782493591309,435,0.4592013888888889,0.03944732955036064,0.2,-23611.48,0.8317610025405884
112896,147,692,163,-8.017060505019295,0.030519934,0.00025,1019.0,11.654020802842247,6.339995861053467,438,0.3424479166666667,0.01861436719385286,0.2,-23611.48,0.8389327526092529
113664,148,697,163,-7.937663455804189,0.07259709,0.00025,1019.0,12.683492733372582,12.517908096313477,441,0.5052083333333334,0.03765234344690624,0.2,-23795.14,0.8007369041442871
114432,149,701,163,-7.979637185732524,0.028626464,0.00025,1019.0,8.830108380979961,3.3755974769592285,444,0.3346354166666667,0.01864703357892318,0.2,-23795.14,0.8926199078559875
115200,150,705,163,-7.845587564839257,0.051897187,0.00025,1019.0,14.199059989717272,4.71532678604126,447,0.4756944444444444,0.036020754538993865,0.2,-23891.26,0.8189517855644226
115968,151,710,163,-7.855970561504364,0.033371475,0.00025,1019.0,10.110420727067524,4.507110118865967,450,0.3927951388888889,0.022261393618666463,0.2,-23891.26,0.9064505100250244
116736,152,714,163,-7.8904271721839905,0.13464731,0.00025,1019.0,12.565279632806778,3.264070987701416,453,0.5416666666666666,0.04911064405718611,0.2,-23906.34,0.7939300537109375
117504,153,721,162,-7.97762914498647,0.022199834,0.00025,1019.0,11.94433468580246,3.5456323623657227,456,0.3485243055555556,0.01142783305193815,0.2,-23906.34,0.8202390670776367
118272,154,725,162,-7.876689500278896,0.04634765,0.00025,1019.0,9.331814146704144,4.569256782531738,459,0.4678819444444444,0.030756255430686805,0.2,-23962.98,0.8389095067977905
119040,155,730,163,-7.98991455634435,0.018027375,0.00025,1019.0,11.790934648778704,4.865671157836914,462,0.2842881944444444,0.005390959416723086,0.2,-23962.98,0.847946047782898
119808,156,734,163,-7.983897480699751,0.046343684,0.00025,1019.0,11.019173112180498,3.445596694946289,465,0.4227430555555556,0.02194323344156146,0.2,-24123.72,0.879230797290802
120576,157,738,163,-8.029365804460314,0.026278699,0.00025,1019.0,15.395667499966091,7.621408462524414,468,0.3528645833333333,0.01333563221204612,0.2,-24123.72,0.7893226742744446
121344,158,743,163,-7.998184806770748,0.046146378,0.00025,1019.0,14.529641518990198,3.0078415870666504,471,0.4283854166666667,0.03892611525952816,0.2,-24305.34,0.7813864350318909
122112,159,747,163,-8.087147103415596,0.03098814,0.00025,1019.0,11.9011852145195,4.60028076171875,474,0.3450520833333333,0.01006837238997428,0.2,-24305.34,0.7783769369125366
122880,160,754,162,-8.023168596956465,0.046110243,0.00025,1019.0,12.685627195570204,2.7576582431793213,477,0.41796875,0.022407978721376922,0.2,-24470.28,0.825459361076355
123648,161,759,162,-8.087081551551819,0.016777754,0.00025,1019.0,14.85469893614451,7.046493053436279,480,0.2126736111111111,0.0032143176714372304,0.2,-24470.28,0.7952871322631836
124416,162,763,163,-8.020371781455147,0.062523015,0.00025,1019.0,12.677099251084858,6.116118907928467,483,0.4123263888888889,0.029553798350712493,0.2,-24525.14,0.7907489538192749
125184,163,767,163,-8.037411140071022,0.018278318,0.00025,1019.0,10.6834157705307,4.760912895202637,486,0.2803819444444444,-0.0019394276120389502,0.2,-24525.14,0.8194719552993774
125952,164,771,163,-8.028612554073334,0.09730617,0.00025,1019.0,10.163699050744375,4.803098678588867,489,0.4635416666666667,0.038881458160984844,0.2,-24620.78,0.822644829750061
126720,165,776,163,-8.096013731426662,0.022732025,0.00025,1019.0,11.691269212298923,5.05188512802124,492,0.3298611111111111,-0.006515183136798441,0.2,-24620.78,0.8130365610122681
127488,166,780,163,-8.058815128273434,0.06004101,0.00025,1019.0,13.177146852016449,11.686010360717773,495,0.4965277777777778,0.0297360520861629,0.2,-24703.42,0.7534347772598267
128256,167,784,163,-8.05264628595776,0.032680083,0.00025,1019.0,12.812503808074528,7.992620468139648,498,0.3138020833333333,0.0059576967679378055,0.2,-24703.42,0.7595291137695312
129024,168,791,162,-8.047485384676191,0.052883428,0.00025,1019.0,11.976440462801191,2.783766269683838,501,0.4405381944444444,0.025207788062592346,0.2,-24773.62,0.8701439499855042
129792,169,796,163,-8.121750275293985,0.022364601,0.00025,1019.0,12.339818033907148,6.908051490783691,504,0.2938368055555556,0.004168737065305727,0.2,-24773.62,0.849321722984314
130560,170,801,162,-8.135840005344814,0.08591061,0.00025,1019.0,8.867459697855843,3.781883478164673,507,0.3888888888888889,0.024652097762251895,0.2,-24797.54,0.8055582046508789
131328,171,805,162,-8.089552839597067,0.030845493,0.00025,1019.0,11.464386439985699,4.248946189880371,510,0.3407118055555556,0.015435971073909767,0.2,-24797.54,0.8217529058456421
132096,172,810,163,-7.965810371769799,0.07238069,0.00025,1019.0,11.292012436522377,3.8688855171203613,513,0.4279513888888889,0.020687052954195276,0.2,-24739.78,0.7783310413360596
132864,173,814,163,-8.034501784377628,0.035949428,0.00025,1019.0,12.359376728534698,4.511037826538086,516,0.3546006944444444,0.022629498090181086,0.2,-24739.78,0.819512128829956
133632,174,818,163,-8.092295626799265,0.043295275,0.00025,1019.0,8.543308772974544,1.9216547012329102,519,0.5234375,0.04044331374785139,0.2,-24683.62,0.7499828934669495
134400,175,825,162,-8.058944523334503,0.021636546,0.00025,1019.0,11.409143517414728,4.915528774261475,522,0.2877604166666667,0.007884623508693444,0.2,-24683.62,0.8414269685745239
135168,176,830,162,-7.9528130359119835,0.08124402,0.00025,1019.0,12.820082783699036,3.670746088027954,525,0.4796006944444444,0.03206025232147011,0.2,-24683.36,0.7130013108253479
135936,177,834,162,-7.856620742215051,0.022811672,0.00025,1019.0,14.7337799138493,10.774908065795898,528,0.3198784722222222,0.009894427726976573,0.2,-24683.36,0.8006289005279541
136704,178,838,162,-7.788831492265065,0.048450515,0.00025,1019.0,9.49851174818145,4.035065650939941,531,0.4032118055555556,0.025765153540608782,0.2,-24638.64,0.6642160415649414
137472,179,843,163,-7.856190025806427,0.033176422,0.00025,1019.0,19.82315570116043,3.3894882202148438,534,0.3754340277777778,0.02283728109776146,0.2,-24638.64,0.7052503824234009
138240,180,847,163,-7.686753531297048,0.047270834,0.00025,1019.0,10.079837931527031,3.15075945854187,537,0.4848090277777778,0.027986509427945647,0.2,-24600.68,0.7234388589859009
139008,181,851,163,-7.865559458732605,0.030085089,0.00025,1019.0,16.37613918383916,11.94847583770752,540,0.3515625,0.0035875534975073403,0.2,-24600.68,0.6998788118362427
139776,182,856,163,-7.7385825051201715,0.05593456,0.00025,1019.0,10.947990285025703,7.460896015167236,543,0.4522569444444444,0.02167932890976469,0.2,-24543.48,0.7154386043548584
140544,183,863,162,-7.883674694432153,0.022934532,0.00025,1019.0,9.454368399249184,5.399318695068359,546,0.3172743055555556,0.002595068097838925,0.2,-24543.48,0.8024479150772095
141312,184,867,162,-7.704728987481859,0.087817706,0.00025,1019.0,8.130404641230902,4.736396789550781,549,0.5668402777777778,0.053199754018957414,0.2,-24673.36,0.8006689548492432
142080,185,872,162,-7.847249607245128,0.028139964,0.00025,1019.0,11.684235519833035,5.331838607788086,552,0.3888888888888889,0.014197840174246166,0.2,-24673.36,0.7271251678466797
142848,186,876,162,-7.675710293981764,0.075282544,0.00025,1019.0,14.0481808549828,4.256264686584473,555,0.4665798611111111,0.02711531156415327,0.2,-24626.74,0.5817487835884094
143616,187,880,163,-7.857210066583422,0.018477181,0.00025,1019.0,17.0244391295645,9.794451713562012,558,0.2530381944444444,0.007437121136010521,0.2,-24626.74,0.5227203369140625
