time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/entropy_loss,train/approx_kl,train/learning_rate,rollout/ep_len_mean,train/value_loss,train/loss,train/n_updates,train/clip_fraction,train/policy_gradient_loss,train/clip_range,rollout/ep_rew_mean,train/explained_variance
8448,11,44,189,-7.822351389461094,0.06538915,0.00025,1019.0,76.21253520912595,98.5958023071289,30,0.7235243055555556,0.11030426740439402,0.2,-26180.133333333335,0.10551029443740845
9216,12,48,189,-8.023998061815897,0.17167883,0.00025,1019.0,17.58446086777581,19.711124420166016,33,0.5659722222222222,0.07251720812119958,0.2,-26149.777777777777,-0.09066605567932129
9984,13,55,179,-8.00281709432602,0.04140639,0.00025,1019.0,92.8087494638231,29.82813262939453,36,0.4470486111111111,0.015555876501215002,0.2,-26149.777777777777,0.21416354179382324
10752,14,59,179,-7.860621114571889,0.5339248,0.00025,1019.0,16.78563333219952,9.035908699035645,39,0.671875,0.11961185744601405,0.2,-26004.904761904763,0.19848769903182983
11520,15,64,179,-8.006221612294516,0.036931146,0.00025,1019.0,61.721132066514755,40.50777053833008,42,0.421875,0.02439911404831542,0.2,-26004.904761904763,0.23779284954071045
12288,16,69,177,-7.911033458179897,0.15162657,0.00025,1019.0,42.98009437984891,17.291688919067383,45,0.45703125,0.037054111062186874,0.2,-25520.583333333332,-0.6355162858963013
13056,17,73,178,-7.967171516683367,0.038468946,0.00025,1019.0,65.30619504716661,30.30891227722168,48,0.5221354166666666,0.036389743068462446,0.2,-25520.583333333332,0.14459019899368286
13824,18,77,178,-7.956233223279317,0.07654307,0.00025,1019.0,30.021303905381096,14.612067222595215,51,0.5052083333333334,0.039044650957091816,0.2,-25148.222222222223,0.01696711778640747
14592,19,81,179,-8.036725514464909,0.031153278,0.00025,1019.0,63.62440081437429,33.97161102294922,54,0.4092881944444444,0.009259828482754529,0.2,-25148.222222222223,0.19654887914657593
15360,20,88,174,-7.89384322696262,0.1114204,0.00025,1019.0,32.496037324269615,19.725505828857422,57,0.5004340277777778,0.05496601416315469,0.2,-24684.133333333335,-0.32291555404663086
16128,21,92,174,-7.923736625247532,0.046412513,0.00025,1019.0,57.256841606563995,80.71400451660156,60,0.4448784722222222,0.0169387617885756,0.2,-24684.133333333335,0.42449116706848145
16896,22,96,174,-7.800019707944658,0.035545595,0.00025,1019.0,29.35433632797665,15.123146057128906,63,0.3550347222222222,0.02925745418502225,0.2,-24345.696969696968,-0.22726547718048096
17664,23,100,175,-7.8777677284346685,0.043477308,0.00025,1019.0,48.43881597121557,26.531702041625977,66,0.3984375,0.012974108258883158,0.2,-24345.696969696968,0.4709402918815613
18432,24,104,175,-7.855209860536787,0.06267237,0.00025,1019.0,22.028324047724407,11.856032371520996,69,0.4934895833333333,0.02595928083691332,0.2,-24061.222222222223,0.09775960445404053
19200,25,110,174,-7.560213506221771,0.044627428,0.00025,1019.0,43.62489912245009,11.896100997924805,72,0.4262152777777778,0.02747231345468511,0.2,-24061.222222222223,0.42077165842056274
19968,26,114,174,-7.589188251230452,0.06267326,0.00025,1019.0,50.44127754370371,35.89527893066406,75,0.4618055555555556,0.03153121935772813,0.2,-23675.846153846152,-0.10420739650726318
20736,27,118,175,-7.753661976920234,0.04007862,0.00025,1019.0,31.056384642918903,17.058353424072266,78,0.4622395833333333,0.03204840055615124,0.2,-23675.846153846152,0.6378166079521179
21504,28,125,171,-7.647411359681024,0.04137774,0.00025,1019.0,27.761675000190735,23.088796615600586,81,0.4184027777777778,0.007527653593569994,0.2,-23434.97619047619,0.24799633026123047
22272,29,129,172,-7.801922122637431,0.04308368,0.00025,1019.0,29.770980642901527,13.542000770568848,84,0.4114583333333333,0.022769643601754472,0.2,-23434.97619047619,0.5159194469451904
23040,30,133,172,-7.756343238883549,0.032827254,0.00025,1019.0,22.9660042391883,12.008289337158203,87,0.3472222222222222,0.010700600389908586,0.2,-23190.4,0.4796403646469116
23808,31,137,173,-7.88702533642451,0.025481218,0.00025,1019.0,28.704610016610886,32.33652114868164,90,0.3923611111111111,0.007508176314230595,0.2,-23190.4,0.5833574533462524
