,x_position,y_position,checkpoints,surfaces,speed
388,3711,2276,29,64,56
389,3711,2272,29,64,64
390,3710,2268,29,64,88
391,3710,2262,29,64,112
392,3709,2255,29,64,134
393,3707,2246,29,64,150
394,3706,2236,0,64,166
395,3704,2226,0,64,158
396,3702,2217,0,64,142
397,3700,2209,0,64,126
398,3699,2201,0,64,110
399,3698,2195,0,64,94
400,3697,2189,0,64,78
401,3697,2185,0,64,62
402,3697,2181,0,64,46
403,3696,2179,0,64,30
404,3696,2178,0,64,14
405,3696,2177,0,64,16
406,3696,2176,0,64,24
407,3696,2174,0,64,32
408,3696,2172,0,64,40
409,3696,2169,0,64,48
410,3696,2166,0,64,56
411,3696,2163,0,64,64
412,3695,2158,0,64,88
413,3695,2152,0,64,112
414,3695,2145,0,64,134
415,3695,2136,0,64,150
416,3694,2126,0,64,166
417,3694,2116,0,64,158
418,3693,2107,0,64,142
419,3693,2098,0,64,126
420,3693,2091,0,64,110
421,3693,2084,0,64,124
422,3692,2076,0,64,142
423,3692,2066,0,64,158
424,3692,2056,0,64,174
425,3691,2045,0,64,190
426,3691,2033,0,64,218
427,3691,2018,0,64,250
428,3691,2002,0,64,294
429,3691,1982,0,64,342
430,3691,1960,0,64,390
431,3690,1935,0,64,438
