#{"t_start": 1753310007.6314294, "env_id": "None"}
r,l,t
-271.514,1622,5.668757
-241.391,1622,10.250024
-246.914,1622,18.457982
-214.189,1622,23.052691
-221.111,1622,27.59147
-107.297,1622,35.806037
-96.906,1622,40.346911
-131.916,1622,48.580698
-21.137,1622,53.138643
-67.737,1622,57.671996
-43.377,1622,65.895473
-35.393,1622,70.449816
-739.686001,1622,78.641295
-106.639999,1622,83.209604
-579.878,1622,87.812572
-233.3695,1622,96.062038
-967.985501,1622,100.625944
-1234.1255,1622,108.807494
-1281.332001,1622,113.387456
-1153.816001,1622,117.954325
-1068.219501,1622,126.235071
-42.8885,1622,130.868194
-1260.229,1622,139.196076
-27.618,1622,143.829086
-1128.855001,1622,148.476273
-24.899,1622,156.803311
-300.6675,1622,161.436714
-29.663,1622,169.789058
-1186.715001,1622,174.363971
-20.419,1622,178.903863
-819.739001,1622,187.213281
-853.6425,1622,191.81091
-22.259,1622,200.098464
-33.753,1622,204.680664
-64.076,1622,209.287099
-22.472,1622,217.664664
-41.686,1622,222.292681
-513.860001,1622,230.636269
-126.192,985,233.443578
-41.699,1622,238.147424
-51.647,1622,246.512398
135.589999,684,248.483777
-1032.664002,1622,253.09683
-43.209,1622,261.510505
-1026.725002,1622,266.140951
131.951499,818,268.509387
-21.699,1622,276.868821
18.217,787,279.118546
-45.2575,671,281.058295
-36.043,1622,285.703349
-98.463,1281,293.067139
-24.585,1622,297.720213
-12.404,1622,302.39373
-34.773,1622,310.70047
-1091.993501,1622,315.373906
-9.482001,1622,323.67224
-995.388,1622,328.303772
2.323,1622,332.92297
-1344.3085,1622,341.158989
124.655999,1377,345.071897
-75.695,1622,353.286909
-94.384999,970,356.070916
52.772501,508,357.496215
-14.996999,1622,362.064008
-13.463,1622,370.259398
-26.531,1622,374.903307
59.371501,882,377.388588
136.638001,783,379.613903
-33.3,1622,387.879103
-9.497501,767,390.040145
9.958,1622,394.612741
-583.8225,1622,402.92059
45.8735,651,404.77792
5.8075,1622,409.369634
-1046.941001,1622,417.62898
40.267001,563,419.207361
-1100.0965,1622,423.756307
132.183501,716,429.438876
139.05,1021,432.343556
34.963001,1622,437.003469
-27.418,1622,445.204871
142.7125,882,447.684144
-728.360501,1622,452.236008
-27.34,1622,460.534028
