#{"t_start": 1751298819.0680857, "env_id": "None"}
r,l,t
-269.346,1622,9.227242
-301.172,1622,16.612208
-253.15,1622,50.180437
-205.926,1622,58.618327
-193.724,1622,65.991401
-88.904,1622,90.073239
-67.66,1622,96.990814
-98.852,1622,122.356859
-35.194,1622,129.979788
-70.212,1622,137.057547
-29.706,1622,160.757247
-1185.504003,1622,167.922862
3.414,1622,191.902391
-28.366,1622,199.656622
-556.186001,1622,206.727158
-6.61,1622,230.084841
-30.116,1622,237.244813
-938.505002,1622,261.292806
-953.046002,1622,269.098014
-845.187001,1622,276.702594
-3.652,1622,301.765713
-1218.074003,1622,309.494059
-789.365001,1622,333.493586
-755.566001,1622,341.281157
-6.756,1622,348.781723
-46.168,1622,373.785459
-37.662,1622,382.163695
-20.878,1622,407.032577
19.12,943,412.013406
-1131.096002,1622,419.795782
-11.222,1622,442.070292
-1239.426002,1622,449.327977
-0.49,1622,455.768764
-338.558,1622,477.513386
-55.253,1157,482.472937
-1037.653002,1622,488.978845
1.76,1622,510.896959
-16.74,1622,517.561455
-6.543999,1622,539.299186
21.59,1622,546.286807
-33.0,1622,552.983457
-2.049999,1622,574.879691
-1184.092003,1622,581.468276
129.835,376,609.534023
153.250999,370,613.803077
153.342999,370,618.032498
153.142999,370,622.169361
143.830001,372,626.480135
