,x_position,y_position
142,3710,2268
143,3710,2262
144,3709,2254
145,3708,2246
146,3707,2236
147,3706,2225
148,3704,2214
149,3703,2201
150,3701,2185
151,3699,2167
152,3697,2147
153,3693,2123
154,3688,2096
155,3680,2068
156,3671,2038
157,3661,2006
158,3650,1973
159,3639,1938
160,3628,1902
161,3615,1865
162,3602,1828
163,3586,1790
164,3567,1754
165,3545,1719
166,3519,1686
167,3489,1656
168,3455,1630
169,3419,1606
170,3381,1584
171,3341,1564
172,3301,1545
173,3260,1527
174,3712,2288
175,3712,2288
176,3712,2288
177,3712,2287
178,3712,2287
179,3711,2286
180,3711,2284
181,3711,2282
182,3711,2279
183,3711,2276
184,3711,2272
185,3710,2268
186,3710,2262
187,3709,2254
188,3708,2246
189,3707,2236
190,3706,2225
191,3704,2214
192,3703,2201
193,3701,2185
194,3699,2167
195,3697,2147
196,3693,2123
197,3688,2096
198,3681,2068
199,3672,2038
200,3663,2006
201,3653,1972
202,3643,1937
203,3632,1900
204,3621,1863
205,3609,1826
206,3594,1788
207,3577,1751
208,3556,1715
209,3531,1682
210,3501,1651
211,3469,1623
212,3433,1598
213,3395,1575
214,3356,1554
215,3316,1534
216,3276,1514
217,3256,1504
218,3712,2288
219,3712,2288
220,3712,2288
221,3712,2287
222,3712,2287
223,3711,2286
224,3711,2284
225,3711,2282
226,3711,2279
227,3711,2276
228,3711,2272
229,3710,2268
230,3710,2262
231,3709,2254
232,3708,2246
233,3707,2236
234,3706,2225
235,3704,2214
236,3703,2201
237,3701,2185
238,3699,2167
239,3697,2147
240,3693,2123
241,3688,2096
242,3681,2068
243,3672,2038
244,3663,2006
245,3653,1972
246,3643,1937
247,3632,1900
248,3621,1863
249,3609,1826
250,3594,1788
251,3577,1751
252,3556,1715
253,3531,1682
254,3501,1651
255,3469,1623
256,3433,1598
257,3396,1574
258,3358,1553
259,3318,1531
260,3278,1510
261,3258,1499
262,3712,2288
263,3712,2288
264,3712,2288
265,3712,2287
266,3712,2287
267,3711,2286
268,3711,2284
269,3711,2282
270,3711,2279
271,3711,2276
272,3711,2272
273,3710,2268
274,3710,2262
275,3709,2254
276,3708,2246
277,3707,2236
278,3706,2225
279,3704,2214
280,3703,2201
281,3701,2185
282,3699,2167
283,3697,2147
284,3693,2123
285,3688,2096
286,3681,2068
287,3672,2038
288,3663,2006
289,3653,1972
290,3643,1937
291,3632,1900
292,3621,1863
293,3609,1826
294,3594,1788
295,3577,1751
296,3556,1715
297,3531,1682
298,3501,1651
299,3469,1623
300,3433,1598
301,3396,1574
302,3358,1553
303,3318,1531
304,3278,1510
305,3258,1499
306,3712,2288
307,3712,2288
308,3712,2288
309,3712,2287
310,3712,2287
311,3711,2286
312,3711,2284
313,3711,2282
314,3711,2279
315,3711,2276
316,3711,2272
317,3710,2268
318,3710,2262
319,3709,2254
320,3708,2246
321,3707,2236
322,3706,2225
323,3704,2214
324,3703,2201
325,3701,2185
326,3699,2167
327,3697,2147
328,3693,2123
329,3688,2096
330,3680,2068
331,3671,2038
332,3661,2006
333,3650,1973
334,3639,1938
335,3628,1902
336,3615,1865
337,3602,1828
338,3587,1790
339,3569,1753
340,3548,1718
341,3523,1684
342,3494,1653
343,3461,1625
344,3426,1600
345,3388,1577
346,3350,1555
347,3310,1534
348,3271,1513
349,3261,1508
350,3712,2288
351,3712,2288
352,3712,2288
353,3712,2287
354,3712,2287
355,3711,2286
356,3711,2284
357,3711,2282
358,3711,2279
359,3711,2276
360,3711,2272
361,3710,2268
362,3710,2262
363,3709,2254
364,3708,2246
365,3707,2236
366,3706,2225
367,3704,2214
368,3703,2201
369,3701,2185
370,3699,2167
371,3697,2147
372,3694,2123
373,3689,2096
374,3682,2068
375,3674,2037
376,3666,2005
377,3657,1971
378,3648,1935
379,3638,1899
380,3627,1862
381,3613,1824
382,3597,1787
383,3577,1752
384,3553,1718
385,3526,1687
386,3494,1658
387,3460,1632
388,3424,1608
389,3386,1586
390,3347,1563
391,3309,1541
392,3269,1519
393,3260,1513
394,3712,2288
395,3712,2288
396,3712,2288
397,3712,2287
398,3712,2287
399,3711,2286
400,3711,2284
401,3711,2282
402,3711,2279
403,3711,2276
404,3711,2272
405,3710,2268
406,3710,2262
407,3709,2254
408,3708,2246
409,3707,2236
410,3706,2225
411,3704,2214
412,3703,2201
413,3701,2185
414,3699,2167
415,3697,2147
416,3693,2123
417,3688,2096
418,3681,2068
419,3672,2038
420,3663,2006
421,3653,1972
422,3643,1937
423,3632,1900
424,3621,1863
425,3609,1826
426,3594,1788
427,3577,1751
428,3556,1715
429,3531,1682
430,3501,1651
431,3469,1623
432,3433,1598
433,3396,1574
434,3358,1553
435,3318,1531
436,3278,1510
437,3258,1499
438,3712,2288
439,3712,2288
440,3712,2288
441,3712,2287
442,3712,2287
443,3711,2286
444,3711,2284
445,3711,2282
446,3711,2279
447,3711,2276
448,3711,2272
449,3710,2268
450,3710,2262
451,3709,2254
452,3708,2246
453,3707,2236
454,3706,2225
455,3704,2214
456,3703,2201
457,3701,2185
458,3699,2167
459,3697,2147
460,3693,2123
461,3688,2096
462,3681,2068
463,3672,2038
464,3663,2006
465,3653,1972
466,3643,1937
467,3632,1900
468,3621,1863
469,3609,1826
470,3594,1788
471,3577,1751
472,3556,1715
473,3531,1682
474,3501,1651
475,3469,1623
476,3433,1598
477,3396,1574
478,3358,1553
479,3318,1531
480,3278,1510
481,3258,1499
482,3712,2288
483,3712,2288
484,3712,2288
485,3712,2287
486,3712,2287
487,3711,2286
488,3711,2284
489,3711,2282
490,3711,2279
491,3711,2276
492,3711,2272
493,3710,2268
494,3710,2262
495,3709,2254
496,3708,2246
497,3707,2236
498,3706,2225
499,3704,2214
500,3703,2201
501,3701,2185
502,3699,2167
503,3697,2147
504,3693,2123
505,3688,2096
506,3681,2068
507,3672,2038
508,3663,2006
509,3653,1972
510,3643,1937
511,3633,1900
512,3622,1863
513,3609,1825
514,3595,1787
515,3578,1750
516,3558,1714
517,3534,1680
518,3506,1648
519,3474,1619
520,3439,1594
521,3401,1572
522,3361,1552
523,3320,1534
524,3279,1516
525,3258,1507
526,3712,2288
527,3712,2288
528,3712,2288
529,3712,2287
530,3712,2287
531,3711,2286
532,3711,2284
533,3711,2282
534,3711,2279
535,3711,2276
536,3711,2272
537,3710,2268
538,3710,2262
539,3709,2254
540,3708,2246
541,3707,2236
542,3706,2225
543,3704,2214
544,3703,2201
545,3701,2185
546,3699,2167
547,3697,2147
548,3694,2123
549,3689,2096
550,3682,2068
551,3674,2037
552,3666,2005
553,3657,1971
554,3648,1935
555,3638,1899
556,3627,1862
557,3613,1824
558,3597,1787
559,3577,1752
560,3553,1718
561,3526,1687
562,3494,1658
563,3460,1632
564,3424,1608
565,3386,1586
566,3347,1563
567,3309,1541
568,3269,1519
569,3260,1513
570,3712,2288
571,3712,2288
572,3712,2288
573,3712,2287
574,3712,2287
575,3711,2286
576,3711,2284
577,3711,2282
578,3711,2279
579,3711,2276
580,3711,2272
581,3710,2268
582,3710,2262
583,3709,2254
584,3708,2246
585,3707,2236
586,3706,2225
587,3704,2214
588,3703,2201
589,3701,2185
590,3699,2167
591,3697,2147
592,3693,2123
593,3688,2096
594,3681,2068
595,3672,2038
596,3663,2006
597,3653,1972
598,3643,1937
599,3632,1900
600,3621,1863
601,3609,1826
602,3594,1788
603,3577,1751
604,3556,1715
605,3531,1682
606,3501,1651
607,3469,1623
608,3433,1598
609,3395,1575
610,3356,1554
611,3316,1534
612,3276,1514
613,3256,1504
614,3712,2288
615,3712,2288
616,3712,2288
617,3712,2287
618,3712,2287
619,3711,2286
620,3711,2284
621,3711,2282
622,3711,2279
623,3711,2276
624,3711,2272
625,3710,2268
626,3710,2262
627,3709,2254
628,3708,2246
629,3707,2236
630,3706,2225
631,3704,2214
632,3703,2201
633,3701,2185
634,3699,2167
635,3697,2147
636,3693,2123
637,3688,2096
638,3681,2068
639,3672,2038
640,3663,2006
641,3653,1972
642,3643,1937
643,3632,1900
644,3621,1863
645,3609,1826
646,3594,1788
647,3577,1751
648,3556,1715
649,3531,1682
650,3501,1651
651,3469,1623
652,3433,1598
653,3396,1574
654,3358,1553
655,3318,1531
656,3278,1510
657,3258,1499
658,3712,2288
659,3712,2288
660,3712,2288
661,3712,2287
662,3712,2287
663,3711,2286
664,3711,2284
665,3711,2282
666,3711,2279
667,3711,2276
668,3711,2272
669,3710,2268
670,3710,2262
671,3709,2254
672,3708,2246
673,3707,2236
674,3706,2225
675,3704,2214
676,3703,2201
677,3701,2185
678,3699,2167
679,3697,2147
680,3693,2123
681,3688,2096
682,3681,2068
683,3672,2038
684,3663,2006
685,3653,1972
686,3643,1937
687,3633,1900
688,3622,1863
689,3609,1825
690,3595,1787
691,3578,1750
692,3558,1714
693,3534,1680
694,3506,1648
695,3474,1619
696,3439,1594
697,3401,1572
698,3361,1552
699,3320,1534
700,3279,1516
701,3258,1507
702,3712,2288
703,3712,2288
704,3712,2288
705,3712,2287
706,3712,2287
707,3711,2286
708,3711,2284
709,3711,2282
710,3711,2279
711,3711,2276
712,3711,2272
713,3710,2268
714,3710,2262
715,3709,2254
716,3708,2246
717,3707,2236
718,3706,2225
719,3704,2214
720,3703,2201
721,3701,2185
722,3699,2167
723,3697,2147
724,3694,2123
725,3689,2096
726,3682,2068
727,3674,2037
728,3666,2005
729,3657,1971
730,3648,1935
731,3638,1899
732,3627,1862
733,3613,1824
734,3597,1787
735,3577,1752
736,3553,1718
737,3526,1687
738,3494,1658
739,3460,1632
740,3424,1608
741,3386,1586
742,3347,1563
743,3309,1541
744,3269,1519
745,3260,1513
746,3712,2288
747,3712,2288
748,3712,2288
749,3712,2287
750,3712,2287
751,3711,2286
752,3711,2284
753,3711,2282
754,3711,2279
755,3711,2276
756,3711,2272
757,3710,2268
758,3710,2262
759,3709,2254
760,3708,2246
761,3707,2236
762,3705,2226
763,3704,2214
764,3703,2201
765,3701,2185
766,3699,2168
767,3696,2147
768,3692,2123
769,3687,2097
770,3680,2068
771,3671,2038
772,3661,2006
773,3651,1972
774,3641,1937
775,3630,1901
776,3619,1864
777,3607,1826
778,3592,1788
779,3575,1751
780,3555,1715
781,3531,1681
782,3502,1649
783,3470,1621
784,3435,1596
785,3397,1574
786,3357,1554
787,3316,1536
788,3275,1518
789,3254,1510
790,3712,2288
791,3712,2288
792,3712,2288
793,3712,2287
794,3712,2287
795,3711,2286
796,3711,2284
797,3711,2282
798,3711,2279
799,3711,2276
800,3711,2272
801,3710,2268
802,3710,2262
803,3709,2254
804,3708,2246
805,3707,2236
806,3706,2225
807,3704,2214
808,3703,2201
809,3701,2185
810,3699,2167
811,3697,2147
812,3693,2123
813,3688,2096
814,3680,2068
815,3671,2038
816,3661,2006
817,3650,1973
818,3639,1938
819,3628,1902
820,3615,1865
821,3602,1828
822,3586,1790
823,3567,1754
824,3545,1719
825,3519,1686
826,3489,1656
827,3455,1630
828,3419,1606
829,3381,1584
830,3341,1564
831,3301,1545
832,3260,1527
833,3712,2288
834,3712,2288
835,3712,2288
836,3712,2287
837,3712,2287
838,3711,2286
839,3711,2284
840,3711,2282
841,3711,2279
842,3711,2276
843,3711,2272
844,3710,2268
845,3710,2262
846,3709,2254
847,3708,2246
848,3707,2236
849,3705,2226
850,3704,2214
851,3703,2201
852,3701,2185
853,3699,2168
854,3696,2147
855,3692,2123
856,3687,2097
857,3680,2068
858,3671,2038
859,3661,2006
860,3651,1972
