,x_position,y_position
142,3711,2272
143,3710,2268
144,3710,2262
145,3709,2254
146,3708,2246
147,3707,2236
148,3705,2226
149,3704,2214
150,3703,2201
151,3701,2185
152,3699,2168
153,3696,2147
154,3692,2123
155,3687,2097
156,3680,2068
157,3671,2038
158,3661,2006
159,3651,1972
160,3641,1937
161,3630,1901
162,3619,1864
163,3607,1826
164,3592,1788
165,3575,1751
166,3555,1715
167,3531,1681
168,3502,1649
169,3470,1621
170,3435,1596
171,3397,1574
172,3357,1554
173,3316,1536
174,3275,1518
175,3254,1510
176,3712,2288
177,3712,2288
178,3712,2288
179,3712,2287
180,3712,2287
181,3711,2286
182,3711,2284
183,3711,2282
184,3711,2279
185,3711,2276
186,3711,2272
187,3710,2268
188,3710,2262
189,3709,2254
190,3708,2246
191,3707,2236
192,3705,2226
193,3704,2214
194,3703,2201
195,3701,2185
196,3699,2168
197,3696,2147
198,3692,2123
199,3687,2097
200,3680,2068
201,3671,2038
202,3661,2006
203,3651,1972
204,3641,1937
205,3630,1901
206,3619,1864
207,3606,1826
208,3591,1789
209,3574,1752
210,3552,1716
211,3527,1683
212,3498,1652
213,3465,1624
214,3430,1599
215,3392,1576
216,3353,1555
217,3314,1534
218,3274,1513
219,3254,1502
220,3712,2288
221,3712,2288
222,3712,2288
223,3712,2287
224,3712,2287
225,3711,2286
226,3711,2284
227,3711,2282
228,3711,2279
229,3711,2276
230,3711,2272
231,3710,2268
232,3710,2262
233,3709,2254
234,3708,2246
235,3707,2236
236,3705,2226
237,3704,2214
238,3703,2201
239,3701,2185
240,3699,2168
241,3696,2147
242,3692,2123
243,3687,2097
244,3680,2068
245,3671,2038
246,3661,2006
247,3651,1972
248,3641,1937
249,3630,1901
250,3619,1864
251,3606,1826
252,3591,1789
253,3574,1752
254,3552,1716
255,3527,1683
256,3498,1652
257,3465,1624
258,3430,1599
259,3392,1576
260,3353,1555
261,3314,1534
262,3274,1513
263,3254,1502
264,3712,2288
265,3712,2288
266,3712,2288
267,3712,2287
268,3712,2287
269,3711,2286
270,3711,2284
271,3711,2282
272,3711,2279
273,3711,2276
274,3711,2272
275,3710,2268
276,3710,2262
277,3709,2254
278,3708,2246
279,3707,2236
280,3706,2225
281,3704,2214
282,3703,2201
283,3701,2185
284,3699,2167
285,3697,2147
286,3694,2123
287,3689,2096
288,3682,2068
289,3674,2037
290,3666,2005
291,3657,1971
292,3648,1935
293,3638,1899
294,3627,1862
295,3613,1824
296,3597,1787
297,3577,1752
298,3553,1718
299,3526,1687
300,3494,1658
301,3459,1633
302,3423,1609
303,3385,1587
304,3346,1566
305,3306,1545
306,3266,1524
307,3256,1519
308,3712,2288
309,3712,2288
310,3712,2288
311,3712,2287
312,3712,2287
313,3711,2286
314,3711,2284
315,3711,2282
316,3711,2279
317,3711,2276
318,3711,2272
319,3710,2268
320,3710,2262
321,3709,2254
322,3708,2246
323,3707,2236
324,3706,2225
325,3704,2214
326,3703,2201
327,3701,2185
328,3699,2167
329,3697,2147
330,3693,2123
331,3688,2096
332,3681,2068
333,3672,2038
334,3663,2006
335,3653,1972
336,3643,1937
337,3632,1900
338,3621,1863
339,3609,1826
340,3594,1788
341,3577,1751
342,3556,1715
343,3531,1682
344,3501,1651
345,3469,1623
346,3433,1598
347,3396,1574
348,3358,1553
349,3318,1531
350,3278,1510
351,3258,1499
352,3712,2288
353,3712,2288
354,3712,2288
355,3712,2287
356,3712,2287
357,3711,2286
358,3711,2284
359,3711,2282
360,3711,2279
361,3711,2276
362,3711,2272
363,3710,2268
364,3710,2262
365,3709,2254
366,3708,2246
367,3707,2236
368,3706,2225
369,3704,2214
370,3703,2201
371,3701,2185
372,3699,2167
373,3697,2147
374,3693,2123
375,3688,2096
376,3681,2068
377,3672,2038
378,3663,2006
379,3653,1972
380,3643,1937
381,3632,1900
382,3621,1863
383,3609,1826
384,3594,1788
385,3577,1751
386,3556,1715
387,3531,1682
388,3501,1651
389,3469,1623
390,3433,1598
391,3396,1574
392,3358,1553
393,3318,1531
394,3278,1510
395,3258,1499
396,3712,2288
397,3712,2288
398,3712,2288
399,3712,2287
400,3712,2287
401,3711,2286
402,3711,2284
403,3711,2282
404,3711,2279
405,3711,2276
406,3711,2272
407,3710,2268
408,3710,2262
409,3709,2254
410,3708,2246
411,3707,2236
412,3705,2226
413,3704,2214
414,3703,2201
415,3701,2185
416,3699,2168
417,3696,2147
418,3692,2123
419,3687,2097
420,3680,2068
421,3671,2038
422,3661,2006
423,3651,1972
424,3641,1937
425,3630,1901
426,3619,1864
427,3606,1826
428,3591,1789
429,3574,1752
430,3552,1716
431,3527,1683
432,3498,1652
433,3465,1624
434,3429,1600
435,3391,1577
436,3352,1557
437,3312,1537
438,3272,1517
439,3262,1512
440,3712,2288
441,3712,2288
442,3712,2288
443,3712,2287
444,3712,2287
445,3711,2286
446,3711,2284
447,3711,2282
448,3711,2279
449,3711,2276
450,3711,2272
451,3710,2268
452,3710,2262
453,3709,2254
454,3708,2246
455,3707,2236
456,3706,2225
457,3704,2214
458,3703,2201
459,3701,2185
460,3699,2167
461,3697,2147
462,3694,2123
463,3689,2096
464,3682,2068
465,3673,2038
466,3664,2006
467,3654,1972
468,3644,1936
469,3634,1900
470,3622,1863
471,3610,1825
472,3595,1788
473,3578,1751
474,3557,1715
475,3532,1681
476,3503,1650
477,3470,1623
478,3435,1597
479,3397,1574
480,3359,1552
481,3319,1531
482,3280,1510
483,3259,1499
484,3712,2288
485,3712,2288
486,3712,2288
487,3712,2287
488,3712,2287
489,3711,2286
490,3711,2284
491,3711,2282
492,3711,2279
493,3711,2276
494,3711,2272
495,3710,2268
496,3710,2262
497,3709,2254
498,3708,2246
499,3707,2236
500,3706,2225
501,3704,2214
502,3703,2201
503,3701,2185
504,3699,2167
505,3697,2147
506,3693,2123
507,3688,2096
508,3681,2068
509,3672,2038
510,3663,2006
511,3653,1972
512,3643,1937
513,3632,1900
514,3621,1863
515,3609,1826
516,3594,1788
517,3577,1751
518,3556,1715
519,3531,1682
520,3501,1651
521,3469,1623
522,3433,1598
523,3396,1574
524,3358,1553
525,3318,1531
526,3278,1510
527,3258,1499
528,3712,2288
529,3712,2288
530,3712,2288
531,3712,2287
532,3712,2287
533,3711,2286
534,3711,2284
535,3711,2282
536,3711,2279
537,3711,2276
538,3711,2272
539,3710,2268
540,3710,2262
541,3709,2254
542,3708,2246
543,3707,2236
544,3706,2225
545,3704,2214
546,3703,2201
547,3701,2185
548,3699,2167
549,3697,2147
550,3693,2123
551,3688,2096
552,3681,2068
553,3672,2038
554,3663,2006
555,3653,1972
556,3643,1937
557,3632,1900
558,3621,1863
559,3609,1826
560,3594,1788
561,3577,1751
562,3556,1715
563,3531,1682
564,3501,1651
565,3469,1623
566,3433,1598
567,3396,1574
568,3358,1553
569,3318,1531
570,3278,1510
571,3258,1499
572,3712,2288
573,3712,2288
574,3712,2288
575,3712,2287
576,3712,2287
577,3711,2286
578,3711,2284
579,3711,2282
580,3711,2279
581,3711,2276
582,3711,2272
583,3710,2268
584,3710,2262
585,3709,2254
586,3708,2246
587,3707,2236
588,3706,2225
589,3704,2214
590,3703,2201
591,3701,2185
592,3699,2167
593,3697,2147
594,3694,2123
595,3689,2096
596,3682,2068
597,3674,2037
598,3666,2005
599,3657,1971
600,3648,1935
601,3638,1899
602,3627,1862
603,3614,1824
604,3599,1787
605,3580,1750
606,3557,1716
607,3530,1684
608,3499,1655
609,3466,1628
610,3430,1603
611,3394,1579
612,3356,1556
613,3318,1532
614,3279,1509
615,3260,1497
616,3712,2288
617,3712,2288
618,3712,2288
619,3712,2287
620,3712,2287
621,3711,2286
622,3711,2284
623,3711,2282
624,3711,2279
625,3711,2276
626,3711,2272
627,3710,2268
628,3710,2262
629,3709,2254
630,3708,2246
631,3707,2236
632,3705,2226
633,3704,2214
634,3703,2201
635,3701,2185
636,3699,2168
637,3696,2147
638,3692,2123
639,3687,2097
640,3680,2068
641,3671,2038
642,3661,2006
643,3651,1972
644,3641,1937
645,3630,1901
646,3619,1864
647,3606,1826
648,3591,1789
649,3574,1752
650,3552,1716
651,3527,1683
652,3498,1652
653,3465,1624
654,3430,1599
655,3392,1576
656,3353,1555
657,3314,1534
658,3274,1513
659,3254,1502
660,3712,2288
661,3712,2288
662,3712,2288
663,3712,2287
664,3712,2287
665,3711,2286
666,3711,2284
667,3711,2282
668,3711,2279
669,3711,2276
670,3711,2272
671,3710,2268
672,3710,2262
673,3709,2254
674,3708,2246
675,3707,2236
676,3705,2226
677,3704,2214
678,3703,2201
679,3701,2185
680,3699,2168
681,3696,2147
682,3692,2123
683,3687,2097
684,3680,2068
685,3671,2038
686,3661,2006
687,3651,1972
688,3641,1937
689,3630,1901
690,3619,1864
691,3607,1826
692,3592,1788
693,3575,1751
694,3555,1715
695,3531,1681
696,3502,1649
697,3470,1621
698,3434,1596
699,3396,1574
700,3356,1555
701,3315,1538
702,3273,1521
703,3262,1517
704,3712,2288
705,3712,2288
706,3712,2288
707,3712,2287
708,3712,2287
709,3711,2286
710,3711,2284
711,3711,2282
712,3711,2279
713,3711,2276
714,3711,2272
715,3710,2268
716,3710,2262
717,3709,2254
718,3708,2246
719,3707,2236
720,3705,2226
721,3704,2214
722,3703,2201
723,3701,2185
724,3699,2168
725,3696,2147
726,3692,2123
727,3687,2097
728,3679,2068
729,3670,2038
730,3660,2007
731,3649,1973
732,3637,1938
733,3625,1902
734,3613,1866
735,3599,1828
736,3583,1791
737,3564,1755
738,3542,1720
739,3516,1687
740,3486,1657
741,3452,1631
742,3416,1607
743,3378,1585
744,3338,1565
745,3298,1545
746,3258,1525
747,3712,2288
748,3712,2288
749,3712,2288
750,3712,2287
751,3712,2287
752,3711,2286
753,3711,2284
754,3711,2282
755,3711,2279
756,3711,2276
757,3711,2272
758,3710,2268
759,3710,2262
760,3709,2254
761,3708,2246
762,3707,2236
763,3706,2225
764,3704,2214
765,3703,2201
766,3701,2185
767,3699,2167
768,3697,2147
769,3693,2123
770,3688,2096
771,3681,2068
772,3672,2038
773,3663,2006
774,3653,1972
775,3643,1937
776,3632,1900
777,3621,1863
778,3609,1826
779,3594,1788
780,3577,1751
781,3556,1715
782,3531,1682
783,3501,1651
784,3469,1623
785,3433,1598
786,3396,1574
787,3358,1553
788,3318,1531
789,3278,1510
790,3258,1499
791,3712,2288
792,3712,2288
793,3712,2288
794,3712,2287
795,3712,2287
796,3711,2286
797,3711,2284
798,3711,2282
799,3711,2279
800,3711,2276
801,3711,2272
802,3710,2268
803,3710,2262
804,3709,2254
805,3708,2246
806,3707,2236
807,3706,2225
808,3704,2214
809,3703,2201
810,3701,2185
811,3699,2167
812,3697,2147
813,3693,2123
814,3688,2096
815,3680,2068
816,3671,2038
817,3661,2006
818,3650,1973
819,3639,1938
820,3628,1902
821,3615,1865
822,3602,1828
823,3586,1790
824,3567,1754
825,3545,1719
826,3519,1686
827,3489,1656
828,3456,1629
829,3420,1605
830,3382,1583
831,3342,1562
832,3302,1542
833,3262,1522
834,3712,2288
835,3712,2288
836,3712,2288
837,3712,2287
838,3712,2287
839,3711,2286
840,3711,2284
841,3711,2282
842,3711,2279
843,3711,2276
844,3711,2272
845,3710,2268
846,3710,2262
847,3709,2254
848,3708,2246
849,3707,2236
850,3706,2225
851,3704,2214
852,3703,2201
853,3701,2185
854,3699,2167
855,3697,2147
856,3693,2123
857,3688,2096
858,3681,2068
859,3672,2038
860,3663,2006
