,x_position,y_position
142,3710,2268
143,3710,2262
144,3709,2254
145,3708,2246
146,3707,2236
147,3706,2225
148,3704,2214
149,3703,2201
150,3701,2185
151,3699,2167
152,3697,2147
153,3694,2123
154,3689,2096
155,3682,2068
156,3674,2037
157,3666,2005
158,3657,1971
159,3648,1935
160,3638,1899
161,3627,1862
162,3613,1824
163,3597,1787
164,3577,1752
165,3553,1718
166,3526,1687
167,3494,1658
168,3460,1632
169,3424,1608
170,3386,1586
171,3347,1563
172,3309,1541
173,3269,1519
174,3260,1513
175,3712,2288
176,3712,2288
177,3712,2288
178,3712,2287
179,3712,2287
180,3711,2286
181,3711,2284
182,3711,2282
183,3711,2279
184,3711,2276
185,3711,2272
186,3710,2268
187,3710,2262
188,3709,2254
189,3708,2246
190,3707,2236
191,3706,2225
192,3704,2214
193,3703,2201
194,3701,2185
195,3699,2167
196,3697,2147
197,3693,2123
198,3688,2096
199,3681,2068
200,3672,2038
201,3663,2006
202,3653,1972
203,3643,1937
204,3632,1900
205,3621,1863
206,3609,1826
207,3594,1788
208,3577,1751
209,3556,1715
210,3531,1682
211,3501,1651
212,3469,1623
213,3433,1598
214,3396,1574
215,3358,1553
216,3318,1531
217,3278,1510
218,3258,1499
219,3712,2288
220,3712,2288
221,3712,2288
222,3712,2287
223,3712,2287
224,3711,2286
225,3711,2284
226,3711,2282
227,3711,2279
228,3711,2276
229,3711,2272
230,3710,2268
231,3710,2262
232,3709,2254
233,3708,2246
234,3707,2236
235,3706,2225
236,3704,2214
237,3703,2201
238,3701,2185
239,3699,2167
240,3697,2147
241,3693,2123
242,3688,2096
243,3680,2068
244,3671,2038
245,3661,2006
246,3650,1973
247,3639,1938
248,3628,1902
249,3615,1865
250,3602,1828
251,3586,1790
252,3567,1754
253,3545,1719
254,3519,1686
255,3489,1656
256,3456,1629
257,3420,1605
258,3382,1583
259,3342,1562
260,3302,1542
261,3262,1522
262,3712,2288
263,3712,2288
264,3712,2288
265,3712,2287
266,3712,2287
267,3711,2286
268,3711,2284
269,3711,2282
270,3711,2279
271,3711,2276
272,3711,2272
273,3710,2268
274,3710,2262
275,3709,2254
276,3708,2246
277,3707,2236
278,3706,2225
279,3704,2214
280,3703,2201
281,3701,2185
282,3699,2167
283,3697,2147
284,3693,2123
285,3688,2096
286,3681,2068
287,3672,2038
288,3663,2006
289,3653,1972
290,3643,1937
291,3632,1900
292,3621,1863
293,3609,1826
294,3594,1788
295,3577,1751
296,3556,1715
297,3531,1682
298,3501,1651
299,3469,1623
300,3433,1598
301,3395,1575
302,3356,1554
303,3316,1534
304,3276,1514
305,3256,1504
306,3712,2288
307,3712,2288
308,3712,2288
309,3712,2287
310,3712,2287
311,3711,2286
312,3711,2284
313,3711,2282
314,3711,2279
315,3711,2276
316,3711,2272
317,3710,2268
318,3710,2262
319,3709,2254
320,3708,2246
321,3707,2236
322,3706,2225
323,3704,2214
324,3703,2201
325,3701,2185
326,3699,2167
327,3697,2147
328,3693,2123
329,3688,2096
330,3681,2068
331,3672,2038
332,3663,2006
333,3653,1972
334,3643,1937
335,3632,1900
336,3621,1863
337,3609,1826
338,3594,1788
339,3577,1751
340,3556,1715
341,3531,1682
342,3501,1651
343,3469,1623
344,3433,1598
345,3396,1574
346,3358,1553
347,3318,1531
348,3278,1510
349,3258,1499
350,3712,2288
351,3712,2288
352,3712,2288
353,3712,2287
354,3712,2287
355,3711,2286
356,3711,2284
357,3711,2282
358,3711,2279
359,3711,2276
360,3711,2272
361,3710,2268
362,3710,2262
363,3709,2254
364,3708,2246
365,3707,2236
366,3706,2225
367,3704,2214
368,3703,2201
369,3701,2185
370,3699,2167
371,3697,2147
372,3693,2123
373,3688,2096
374,3680,2068
375,3671,2038
376,3661,2006
377,3650,1973
378,3639,1938
379,3628,1902
380,3615,1865
381,3602,1828
382,3586,1790
383,3567,1754
384,3545,1719
385,3519,1686
386,3489,1656
387,3456,1629
388,3420,1605
389,3382,1583
390,3342,1562
391,3302,1542
392,3262,1522
393,3712,2288
394,3712,2288
395,3712,2288
396,3712,2287
397,3712,2287
398,3711,2286
399,3711,2284
400,3711,2282
401,3711,2279
402,3711,2276
403,3711,2272
404,3710,2268
405,3710,2262
406,3709,2254
407,3708,2246
408,3707,2236
409,3705,2226
410,3704,2214
411,3703,2201
412,3701,2185
413,3699,2168
414,3696,2147
415,3692,2123
416,3687,2097
417,3680,2068
418,3671,2038
419,3661,2006
420,3651,1972
421,3641,1937
422,3630,1901
423,3619,1864
424,3606,1826
425,3591,1789
426,3574,1752
427,3552,1716
428,3527,1683
429,3498,1652
430,3465,1624
431,3430,1599
432,3392,1576
433,3353,1555
434,3314,1534
435,3274,1513
436,3254,1502
437,3712,2288
438,3712,2288
439,3712,2288
440,3712,2287
441,3712,2287
442,3711,2286
443,3711,2284
444,3711,2282
445,3711,2279
446,3711,2276
447,3711,2272
448,3710,2268
449,3710,2262
450,3709,2254
451,3708,2246
452,3707,2236
453,3706,2225
454,3704,2214
455,3703,2201
456,3701,2185
457,3699,2167
458,3697,2147
459,3694,2123
460,3689,2096
461,3682,2068
462,3673,2038
463,3664,2006
464,3654,1972
465,3644,1936
466,3634,1900
467,3622,1863
468,3610,1825
469,3595,1788
470,3578,1751
471,3557,1715
472,3532,1681
473,3503,1650
474,3470,1623
475,3435,1597
476,3397,1574
477,3359,1552
478,3319,1531
479,3280,1510
480,3259,1499
481,3712,2288
482,3712,2288
483,3712,2288
484,3712,2287
485,3712,2287
486,3711,2286
487,3711,2284
488,3711,2282
489,3711,2279
490,3711,2276
491,3711,2272
492,3710,2268
493,3710,2262
494,3709,2254
495,3708,2246
496,3707,2236
497,3705,2226
498,3704,2214
499,3703,2201
500,3701,2185
501,3699,2168
502,3696,2147
503,3693,2123
504,3688,2096
505,3681,2068
506,3673,2038
507,3664,2005
508,3655,1971
509,3646,1936
510,3636,1899
511,3626,1862
512,3614,1824
513,3600,1786
514,3584,1749
515,3563,1712
516,3539,1678
517,3511,1647
518,3478,1619
519,3443,1594
520,3405,1572
521,3365,1552
522,3324,1534
523,3282,1516
524,3262,1508
525,3712,2288
526,3712,2288
527,3712,2288
528,3712,2287
529,3712,2287
530,3711,2286
531,3711,2284
532,3711,2282
533,3711,2279
534,3711,2276
535,3711,2272
536,3710,2268
537,3710,2262
538,3709,2254
539,3708,2246
540,3707,2236
541,3705,2226
542,3704,2214
543,3703,2201
544,3701,2185
545,3699,2168
546,3696,2147
547,3692,2123
548,3687,2097
549,3680,2068
550,3671,2038
551,3661,2006
552,3651,1972
553,3641,1937
554,3630,1901
555,3619,1864
556,3606,1826
557,3591,1789
558,3574,1752
559,3552,1716
560,3527,1683
561,3498,1652
562,3465,1624
563,3430,1599
564,3392,1576
565,3353,1555
566,3314,1534
567,3274,1513
568,3254,1502
569,3712,2288
570,3712,2288
571,3712,2288
572,3712,2287
573,3712,2287
574,3711,2286
575,3711,2284
576,3711,2282
577,3711,2279
578,3711,2276
579,3711,2272
580,3710,2268
581,3710,2262
582,3709,2254
583,3708,2246
584,3707,2236
585,3706,2225
586,3704,2214
587,3703,2201
588,3701,2185
589,3699,2167
590,3697,2147
591,3693,2123
592,3688,2096
593,3681,2068
594,3672,2038
595,3663,2006
596,3653,1972
597,3643,1937
598,3632,1900
599,3621,1863
600,3609,1826
601,3594,1788
602,3577,1751
603,3556,1715
604,3531,1682
605,3501,1651
606,3469,1623
607,3433,1598
608,3396,1574
609,3358,1553
610,3318,1531
611,3278,1510
612,3258,1499
613,3712,2288
614,3712,2288
615,3712,2288
616,3712,2287
617,3712,2287
618,3711,2286
619,3711,2284
620,3711,2282
621,3711,2279
622,3711,2276
623,3711,2272
624,3710,2268
625,3710,2262
626,3709,2254
627,3708,2246
628,3707,2236
629,3705,2226
630,3704,2214
631,3703,2201
632,3701,2185
633,3699,2168
634,3696,2147
635,3692,2123
636,3687,2097
637,3679,2068
638,3670,2038
639,3660,2007
640,3649,1973
641,3637,1938
642,3625,1902
643,3613,1866
644,3599,1828
645,3583,1791
646,3564,1755
647,3542,1720
648,3516,1687
649,3486,1657
650,3452,1631
651,3415,1607
652,3377,1586
653,3337,1567
654,3297,1548
655,3255,1529
656,3712,2288
657,3712,2288
658,3712,2288
659,3712,2287
660,3712,2287
661,3711,2286
662,3711,2284
663,3711,2282
664,3711,2279
665,3711,2276
666,3711,2272
667,3710,2268
668,3710,2262
669,3709,2254
670,3708,2246
671,3707,2236
672,3705,2226
673,3704,2214
674,3703,2201
675,3701,2185
676,3699,2168
677,3696,2147
678,3692,2123
679,3687,2097
680,3680,2068
681,3671,2038
682,3661,2006
683,3651,1972
684,3641,1937
685,3630,1901
686,3619,1864
687,3606,1826
688,3591,1789
689,3574,1752
690,3552,1716
691,3527,1683
692,3498,1652
693,3465,1624
694,3430,1599
695,3392,1576
696,3353,1555
697,3314,1534
698,3274,1513
699,3254,1502
700,3712,2288
701,3712,2288
702,3712,2288
703,3712,2287
704,3712,2287
705,3711,2286
706,3711,2284
707,3711,2282
708,3711,2279
709,3711,2276
710,3711,2272
711,3710,2268
712,3710,2262
713,3709,2254
714,3708,2246
715,3707,2236
716,3705,2226
717,3704,2214
718,3703,2201
719,3701,2185
720,3699,2168
721,3696,2147
722,3692,2123
723,3687,2097
724,3680,2068
725,3671,2038
726,3661,2006
727,3651,1972
728,3641,1937
729,3630,1901
730,3619,1864
731,3606,1826
732,3591,1789
733,3574,1752
734,3552,1716
735,3527,1683
736,3498,1652
737,3465,1624
738,3429,1600
739,3391,1577
740,3352,1557
741,3312,1537
742,3272,1517
743,3262,1512
744,3712,2288
745,3712,2288
746,3712,2288
747,3712,2287
748,3712,2287
749,3711,2286
750,3711,2284
751,3711,2282
752,3711,2279
753,3711,2276
754,3711,2272
755,3710,2268
756,3710,2262
757,3709,2254
758,3708,2246
759,3707,2236
760,3706,2225
761,3704,2214
762,3703,2201
763,3701,2185
764,3699,2167
765,3697,2147
766,3693,2123
767,3688,2096
768,3681,2068
769,3672,2038
770,3663,2006
771,3653,1972
772,3643,1937
773,3633,1900
774,3622,1863
775,3609,1825
776,3595,1787
777,3578,1750
778,3558,1714
779,3534,1680
780,3506,1648
781,3474,1619
782,3439,1594
783,3401,1572
784,3361,1552
785,3320,1534
786,3279,1516
787,3258,1507
788,3712,2288
789,3712,2288
790,3712,2288
791,3712,2287
792,3712,2287
793,3711,2286
794,3711,2284
795,3711,2282
796,3711,2279
797,3711,2276
798,3711,2272
799,3710,2268
800,3710,2262
801,3709,2254
802,3708,2246
803,3707,2236
804,3706,2225
805,3704,2214
806,3703,2201
807,3701,2185
808,3699,2167
809,3697,2147
810,3694,2123
811,3689,2096
812,3682,2068
813,3674,2037
814,3666,2005
815,3657,1971
816,3648,1935
817,3638,1899
818,3627,1862
819,3613,1824
820,3597,1787
821,3577,1752
822,3553,1718
823,3526,1687
824,3494,1658
825,3460,1632
826,3424,1608
827,3386,1586
828,3347,1563
829,3309,1541
830,3269,1519
831,3260,1513
832,3712,2288
833,3712,2288
834,3712,2288
835,3712,2287
836,3712,2287
837,3711,2286
838,3711,2284
839,3711,2282
840,3711,2279
841,3711,2276
842,3711,2272
843,3710,2268
844,3710,2262
845,3709,2254
846,3708,2246
847,3707,2236
848,3706,2225
849,3704,2214
850,3703,2201
851,3701,2185
852,3699,2167
853,3697,2147
854,3694,2123
855,3689,2096
856,3682,2068
857,3674,2037
858,3666,2005
859,3657,1971
860,3648,1935
