rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/value_loss,train/n_updates,train/loss,train/clip_range,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/clip_fraction
2345.0,-59799.51260466002,148,909312,3702,245,1.1093625128269196,588,0.5311859846115112,0.2,0.00025,0.012447928,0.0037420799999381416,0.9984229207038879,-6.301790947715442,0.2086181640625
2345.0,-58082.650937700004,149,915456,3726,245,1.0748664730538924,592,0.5588299632072449,0.2,0.00025,0.017318964,0.0038300103163540675,0.9983965158462524,-6.281163806716601,0.2594401041666667
2345.0,-56785.40760378,150,921600,3752,245,1.195174918199579,596,0.6184015274047852,0.2,0.00025,0.015567989,0.004145221576133433,0.9973937273025513,-6.401696592569351,0.22281901041666666
2345.0,-54297.09427015,151,927744,3778,245,1.1178666651248932,600,0.5352417826652527,0.2,0.00025,0.016749613,0.007832000769364337,0.9980607032775879,-6.319685146212578,0.264404296875
2345.0,-51767.540936430014,152,933888,3803,245,1.1700555495917797,604,0.6392180919647217,0.2,0.00025,0.035095964,0.013427216210402548,0.9983006119728088,-6.575349340836207,0.3177083333333333
2345.0,-46814.58593586,153,940032,3827,245,1.0772713037828605,608,0.20642122626304626,0.2,0.00025,0.023028994,0.022131490436246775,0.9983091354370117,-6.643292074402173,0.41357421875
2345.0,-42541.749268939995,154,946176,3851,245,1.9583255089819431,612,0.24324120581150055,0.2,0.00025,0.0148143275,0.009422266758823147,0.9980114698410034,-6.416536246736844,0.2694498697916667
2345.0,-35638.609268780005,155,952320,3876,245,0.992426568021377,616,0.3798680007457733,0.2,0.00025,0.11587834,0.029919153084241163,0.9981959462165833,-6.370605856180191,0.4659830729166667
2345.0,-28982.11760178,156,958464,3903,245,0.8988940591613451,620,0.31502974033355713,0.2,0.00025,0.050238162,0.024339816358406097,0.998298168182373,-6.216631884376208,0.4063313802083333
2345.0,-25122.22926782,157,964608,3930,245,0.8998999521136284,624,0.3091597855091095,0.2,0.00025,0.03985297,0.03932785997797813,0.9982937574386597,-6.321177323659261,0.504638671875
2345.0,-22683.73760077,158,970752,3957,245,0.9500274062156677,628,0.5937230587005615,0.2,0.00025,0.014832489,0.013531275009881938,0.9982032179832458,-6.394594977299373,0.3081461588541667
2345.0,-21579.549267559996,159,976896,3990,244,1.0891038980334997,632,0.6754356622695923,0.2,0.00025,0.018560544,0.01721224040860155,0.9984360933303833,-6.303250466783841,0.3318277994791667
2345.0,-21535.035934169995,160,983040,4021,244,1.0638334254423778,636,0.5580788850784302,0.2,0.00025,0.013327924,0.00692642431386048,0.9984512329101562,-6.282641212145488,0.2858072916666667
2345.0,-21218.61593401,161,989184,4052,244,0.9964363692949215,640,0.35168197751045227,0.2,0.00025,0.029565433,0.006040321498100336,0.9986475706100464,-6.236414621273677,0.24853515625
2345.0,-21216.98426766,162,995328,4085,243,1.0516090895980597,644,0.6609781980514526,0.2,0.00025,0.014156856,0.014712901684106328,0.9980863928794861,-6.01790530482928,0.3414713541666667
2345.0,-20870.594267959998,163,1001472,4122,242,1.0420334183921416,648,0.5980199575424194,0.2,0.00025,0.016727777,0.005171462975946876,0.9985083937644958,-5.976036091645558,0.23758951822916666
2345.0,-20787.192601299997,164,1007616,4147,242,1.1344313739488523,652,0.6020771265029907,0.2,0.00025,0.014240523,0.005757149728500129,0.9984601140022278,-6.1405030488967896,0.238037109375
2345.0,-20810.827601319997,165,1013760,4174,242,0.9232632741332054,656,0.42525386810302734,0.2,0.00025,0.014398399,0.005488082470643955,0.9988410472869873,-6.078489194313685,0.261962890625
2345.0,-20845.45260174,166,1019904,4200,242,0.9189234717438618,660,0.468685507774353,0.2,0.00025,0.015261569,0.00539945847170505,0.998362123966217,-5.877435262004535,0.21419270833333334
2345.0,-20542.797601889997,167,1026048,4225,242,0.9892013352364302,664,0.5867111086845398,0.2,0.00025,0.013539736,0.008790941925932808,0.9986589550971985,-5.88854256272316,0.2770182291666667
2345.0,-20578.385935079998,168,1032192,4251,242,1.0673426253100236,668,0.6667555570602417,0.2,0.00025,0.016470833,0.005253158723159383,0.9986270070075989,-5.844458093245824,0.22823079427083334
2345.0,-20757.85593498,169,1038336,4276,242,1.115858926748236,672,0.7221499681472778,0.2,0.00025,0.021978593,0.005789031764531198,0.9984011650085449,-5.868833372990291,0.2664794921875
2345.0,-20927.995935059997,170,1044480,4302,242,0.8471835112820069,676,0.4590930640697479,0.2,0.00025,0.0163189,0.006020928279516132,0.9985377192497253,-5.598773807287216,0.23417154947916666
2345.0,-20857.71260194,171,1050624,4326,242,0.9137540323038896,680,0.5089398622512817,0.2,0.00025,0.017197855,0.004935504567887013,0.9987709522247314,-5.670161073406537,0.2681477864583333
2345.0,-20042.819267950003,172,1056768,4351,242,1.0210005280872185,684,0.4377669394016266,0.2,0.00025,0.017200751,0.004252777148697835,0.9986815452575684,-5.902056048313777,0.2538655598958333
2345.0,-19973.94426812,173,1062912,4377,242,0.7173142526298761,688,0.33629441261291504,0.2,0.00025,0.033236697,0.013554332545027137,0.9989005327224731,-5.898139466842015,0.3443603515625
2345.0,-19915.62093449,174,1069056,4405,242,0.623612316014866,692,0.1647954136133194,0.2,0.00025,0.078285195,0.032893915546689335,0.9985520839691162,-5.807186409831047,0.4654947916666667
2345.0,-19735.515934310002,175,1075200,4433,242,0.9392847282191118,696,0.5001229047775269,0.2,0.00025,0.01457996,0.009176897674478823,0.9987907409667969,-5.8673461476961775,0.2832438151041667
2345.0,-19719.44593451,176,1081344,4463,242,0.8111074253295859,700,0.2190292775630951,0.2,0.00025,0.04536495,0.015515221612683186,0.9988360404968262,-5.773656119902928,0.3146158854166667
2345.0,-20782.144267899996,177,1087488,4490,242,0.7123650504897038,704,0.23117348551750183,0.2,0.00025,0.05729742,0.025010641424159985,0.9990020990371704,-5.902829691767693,0.4509684244791667
2345.0,-23889.02093481,178,1093632,4514,242,1.4000331119944651,708,0.3702091574668884,0.2,0.00025,0.012761322,0.03461052193597425,0.9982149004936218,-5.916843369603157,0.4202880859375
2345.0,-23841.99093494,179,1099776,4539,242,0.893225034698844,712,0.45749419927597046,0.2,0.00025,0.017769696,0.010329089450048437,0.9987455606460571,-5.99999641875426,0.2942708333333333
2345.0,-23583.765934919993,180,1105920,4564,242,0.6154936995978156,716,0.19331060349941254,0.2,0.00025,0.02420944,0.031100633428043995,0.9990072250366211,-5.997886434197426,0.43896484375
2345.0,-23523.99093489,181,1112064,4590,242,0.7988316649571061,720,0.44145798683166504,0.2,0.00025,0.012690662,0.013371345344542837,0.9989838004112244,-6.088122263550758,0.3074951171875
2345.0,-23493.89593468,182,1118208,4616,242,0.8196889376267791,724,0.21837067604064941,0.2,0.00025,0.018245187,0.004603883110879299,0.9983577132225037,-5.927276487151782,0.2677408854166667
2345.0,-23437.305933990006,183,1124352,4640,242,0.6398729532957077,728,0.22961026430130005,0.2,0.00025,0.038444206,0.01158086844952777,0.9987524151802063,-5.903667603929837,0.3189290364583333
2345.0,-23471.960933989998,184,1130496,4665,242,0.649130861274898,732,0.2100563794374466,0.2,0.00025,0.028628692,0.01702569695044076,0.9988059401512146,-6.068035085995992,0.400390625
2345.0,-23585.660933699997,185,1136640,4691,242,0.8011845424771309,736,0.3251465857028961,0.2,0.00025,0.017411612,0.011064468296050714,0.9988376498222351,-6.209356173872948,0.3308919270833333
2345.0,-24392.105933749997,186,1142784,4716,242,0.5804941371704141,740,0.15893331170082092,0.2,0.00025,0.029578136,0.032430967175362944,0.998426079750061,-6.07519871989886,0.4823404947916667
2345.0,-20056.164266489995,187,1148928,4742,242,0.7205757197613517,744,0.20993433892726898,0.2,0.00025,0.026944162,0.005770102419774048,0.9983438849449158,-6.169646019736926,0.2941487630208333
2345.0,-19950.569266639995,188,1155072,4768,242,0.7224074561769763,748,0.45925748348236084,0.2,0.00025,0.026059708,0.01375192919416198,0.9985368251800537,-6.255313913027446,0.3548990885416667
2345.0,-20362.17926674,189,1161216,4795,242,0.753173858858645,752,0.19966930150985718,0.2,0.00025,0.016297344,0.012175922269913523,0.9986832737922668,-6.363029067715009,0.2904866536458333
2345.0,-20599.23426649,190,1167360,4823,242,1.2842700304463506,756,0.7063069343566895,0.2,0.00025,0.010940212,0.01695278527525564,0.9989020228385925,-6.268094624082248,0.3127034505208333
2345.0,-21168.109266670002,191,1173504,4853,241,1.2835429552942514,760,0.6075526475906372,0.2,0.00025,0.008959261,0.0042899555604284005,0.9989941716194153,-6.422105009357135,0.19559733072916666
2345.0,-20926.3609334,192,1179648,4880,241,0.8180761144806942,764,0.4752679169178009,0.2,0.00025,0.016472882,0.008882835437058626,0.9988434910774231,-6.44813346862793,0.2983805338541667
2345.0,-20841.52593379,193,1185792,4905,241,0.704826759484907,768,0.46258544921875,0.2,0.00025,0.017560368,0.004705924759036861,0.9988610148429871,-6.523822819193204,0.24609375
2345.0,-20657.690934,194,1191936,4929,241,0.7439676883320013,772,0.35062187910079956,0.2,0.00025,0.015552477,0.005693176276205729,0.9988158345222473,-6.501192137598991,0.2650960286458333
2345.0,-19890.282600550003,195,1198080,4953,241,0.7424943180133899,776,0.4157096743583679,0.2,0.00025,0.019244442,0.0050843299250118434,0.9989185333251953,-6.623343701163928,0.3074544270833333
2345.0,-19800.19260053,196,1204224,4977,241,0.675796844686071,780,0.32556647062301636,0.2,0.00025,0.023098754,0.007060485256564182,0.9991151690483093,-6.677498330672582,0.26123046875
2345.0,-19750.46426738,197,1210368,5002,241,0.6027347374086579,784,0.18824502825737,0.2,0.00025,0.042614877,0.013050426001427695,0.9989287257194519,-6.649809738000234,0.3137613932291667
2345.0,-19730.914267289998,198,1216512,5026,242,0.6421546110262474,788,0.36362162232398987,0.2,0.00025,0.01870937,0.011267259971646126,0.9990045428276062,-6.428713430960973,0.3597412109375
2345.0,-19785.694267270002,199,1222656,5050,242,0.7329528418680032,792,0.2767390012741089,0.2,0.00025,0.02176413,0.01386424848169554,0.9991037249565125,-6.4496124138434725,0.360107421875
2345.0,-19208.42426714,200,1228800,5075,242,0.588169478190442,796,0.2058214545249939,0.2,0.00025,0.029067533,0.019264275092912914,0.999086320400238,-6.471815918882688,0.4185384114583333
2345.0,-19986.78926763,201,1234944,5100,242,0.43395082994053763,800,0.22285977005958557,0.2,0.00025,0.0699581,0.0367847803766684,0.9988296627998352,-6.272464374701182,0.5284423828125
2345.0,-20439.287601029995,202,1241088,5125,242,0.6419674179827174,804,0.24769911170005798,0.2,0.00025,0.02235431,0.02436708535969956,0.9989328384399414,-6.124437217911084,0.42626953125
2345.0,-21388.55760083,203,1247232,5149,242,0.6231208294630051,808,0.13025087118148804,0.2,0.00025,0.019125566,0.019121842162955243,0.999137818813324,-6.124641850590706,0.3932291666666667
2345.0,-22271.40260122,204,1253376,5175,242,0.5826559709385037,812,0.15939198434352875,0.2,0.00025,0.11333227,0.04167516764816052,0.9990199208259583,-6.237639198700587,0.5255126953125
2345.0,-22388.212601270006,205,1259520,5203,242,0.5381561424583197,816,0.16101878881454468,0.2,0.00025,0.038601764,0.02108824330207426,0.998798131942749,-6.0450596908728285,0.3940022786458333
2345.0,-22440.70760123,206,1265664,5231,241,0.48998713089774054,820,0.21083363890647888,0.2,0.00025,0.018179137,0.009810292072264323,0.9990840554237366,-6.050350457429886,0.3026529947916667
2345.0,-22867.497601500003,207,1271808,5260,241,0.45553504458318156,824,0.19530126452445984,0.2,0.00025,0.059412733,0.017239567646659754,0.9991990327835083,-6.172310799360275,0.372802734375
2345.0,-22833.647601400007,208,1277952,5288,241,0.5366303383683165,828,0.35240036249160767,0.2,0.00025,0.019253196,0.008980334083995936,0.9992316365242004,-6.246516158183415,0.3099772135416667
2345.0,-24107.64093514,209,1284096,5313,241,0.4931346612672011,832,0.12088894844055176,0.2,0.00025,0.031774152,0.01688829697377514,0.998926043510437,-6.126831119259198,0.3584798177083333
2345.0,-24648.75760157,210,1290240,5338,241,0.5275739453112086,836,0.22041136026382446,0.2,0.00025,0.017866302,0.01183052281946099,0.9989402294158936,-6.084563051660855,0.3287353515625
2345.0,-25564.922601360002,211,1296384,5363,241,0.5821800703803698,840,0.20405539870262146,0.2,0.00025,0.012996892,0.0018001779450666315,0.999090313911438,-6.091871380805969,0.23246256510416666
2345.0,-25534.792601300003,212,1302528,5387,241,0.47654730795572203,844,0.30384743213653564,0.2,0.00025,0.036640305,0.019803253715508617,0.9991498589515686,-6.171926538149516,0.40966796875
2345.0,-25086.72760129,213,1308672,5412,241,0.723975514061749,848,0.32576292753219604,0.2,0.00025,0.0128647415,0.006937105121323839,0.9987276196479797,-6.121108373006185,0.2525634765625
2345.0,-24032.267601279997,214,1314816,5437,241,0.5566214558978876,852,0.5882397890090942,0.2,0.00025,0.044875268,0.016505310110611997,0.9990598559379578,-6.100579336285591,0.4033610026041667
2345.0,-24016.077601129993,215,1320960,5461,241,0.6214384421085318,856,0.13375744223594666,0.2,0.00025,0.0347728,0.010976498990203254,0.9987610578536987,-6.181573097904523,0.3535970052083333
2345.0,-24128.51760113,216,1327104,5485,241,0.4326734294493993,860,0.10253620892763138,0.2,0.00025,0.02755898,0.013993867418321315,0.999210774898529,-6.2151354799668,0.3634847005208333
2345.0,-23875.09093395,217,1333248,5509,241,0.6365933157503605,864,0.2849968373775482,0.2,0.00025,0.011544842,0.014948892545362469,0.9988388419151306,-5.98551103969415,0.3314208984375
2345.0,-22287.827600319997,218,1339392,5533,242,0.7023660953467091,868,0.3813377022743225,0.2,0.00025,0.009922473,0.003081272817022788,0.9990980625152588,-6.03503102560838,0.22029622395833334
2345.0,-23433.76093378,219,1345536,5559,242,0.7046320450802644,872,0.36762872338294983,0.2,0.00025,0.013830726,0.0007935450751877701,0.9991335272789001,-6.187471901377042,0.1922607421875
2345.0,-22533.66760059,220,1351680,5585,242,0.7812924835210046,876,0.3193248212337494,0.2,0.00025,0.011606044,0.000939672056119889,0.9989123344421387,-6.133905564745267,0.18754069010416666
2345.0,-21978.50760096,221,1357824,5612,241,0.691590053960681,880,0.3394390046596527,0.2,0.00025,0.019161971,0.004958639331258989,0.9986693263053894,-6.011037454009056,0.247802734375
2345.0,-21912.200934880002,222,1363968,5639,241,0.673492433813711,884,0.29135629534721375,0.2,0.00025,0.020633452,0.004058414696676967,0.9991940855979919,-6.204142744342486,0.24751790364583334
2345.0,-26535.81926771,223,1370112,5668,241,0.7705142901589473,888,0.3213735520839691,0.2,0.00025,0.010587532,0.0014014392412112404,0.998985767364502,-6.257394303878148,0.2088623046875
2345.0,-28250.502601409997,224,1376256,5697,241,0.7166105148692926,892,0.3621259033679962,0.2,0.00025,0.014851316,0.003509386988298502,0.9990342259407043,-6.466760098934174,0.21695963541666666
2345.0,-31106.547601450002,225,1382400,5722,241,0.8475588591148456,896,0.47333824634552,0.2,0.00025,0.015781907,0.003534060660361623,0.9981380701065063,-6.285011485219002,0.22635904947916666
2345.0,-31714.712600919996,226,1388544,5746,241,0.775051391373078,900,0.4481669068336487,0.2,0.00025,0.015426375,0.00639689667635442,0.9989004135131836,-6.2439970672130585,0.2569173177083333
2345.0,-33032.13760094,227,1394688,5770,241,0.6582346142580112,904,0.34765011072158813,0.2,0.00025,0.019215135,0.0064341466228749295,0.9991580247879028,-6.298530573646228,0.2688395182291667
2345.0,-33876.82926755,228,1400832,5795,241,0.7601222271720568,908,0.34656983613967896,0.2,0.00025,0.016980346,0.004881320101655244,0.9989726543426514,-6.282685200373332,0.2506103515625
2345.0,-38722.105934670006,229,1406976,5820,241,0.6658619170387586,912,0.3452796936035156,0.2,0.00025,0.017207876,0.009287760049725572,0.9987645745277405,-6.1476031839847565,0.3079020182291667
2345.0,-41834.38426751001,230,1413120,5844,241,0.8625544620056947,916,0.5070953369140625,0.2,0.00025,0.024379492,0.009037800026514256,0.9987679719924927,-6.158083021640778,0.3260904947916667
2345.0,-44508.279267759994,231,1419264,5868,241,0.753059814684093,920,0.3808494210243225,0.2,0.00025,0.025902264,0.00508752882888075,0.9988948106765747,-6.131387814879417,0.3109537760416667
2345.0,-45905.0859341,232,1425408,5892,241,0.7550088738401731,924,0.4183773696422577,0.2,0.00025,0.019672384,0.005284186577531121,0.998785138130188,-6.200487280885379,0.2530110677083333
2342.53,-46900.565810439984,233,1431552,5917,241,0.7508043165629109,928,0.10197384655475616,0.2,0.00025,0.034411702,0.03577612554363441,0.9986371994018555,-5.8251825620730715,0.4877115885416667
2342.53,-51285.04747666,234,1437696,5941,241,2.957383889084061,932,1.006178617477417,0.2,0.00025,0.043964703,0.015168675012925329,0.9923809766769409,-5.997959107160568,0.4444986979166667
2342.53,-51447.392476239984,235,1443840,5966,242,1.1237325972567003,936,0.28699418902397156,0.2,0.00025,0.025823481,0.013539901376740696,0.9972949624061584,-6.126143683989842,0.3782958984375
2334.26,-56703.53177607998,236,1449984,5990,242,0.618377390007178,940,0.615053653717041,0.2,0.00025,0.038919114,0.02082730819529388,0.9979630708694458,-6.019871428608894,0.4115804036458333
2334.26,-62184.53510965,237,1456128,6015,242,8.496150797853867,944,2.7584104537963867,0.2,0.00025,0.05891614,0.024988997747035075,0.9767500162124634,-5.888520161310832,0.5050048828125
2334.26,-62125.096774989994,238,1462272,6041,242,1.4486962196727593,948,0.7500987648963928,0.2,0.00025,0.02496039,0.015092917795603475,0.9948325157165527,-5.873422493537267,0.3333333333333333
2334.26,-62290.43510821,239,1468416,6067,242,0.7762910999978582,952,0.2779575288295746,0.2,0.00025,0.03913377,0.026645241863055464,0.998073160648346,-6.000242238243421,0.4601236979166667
2334.26,-66352.06677445999,240,1474560,6093,241,0.8061057465771834,956,0.25688815116882324,0.2,0.00025,0.04017509,0.022495920333312824,0.9974997639656067,-6.245332762598991,0.452880859375
2334.26,-69597.44177409,241,1480704,6120,241,1.4508540810396273,960,0.502281129360199,0.2,0.00025,0.013027688,0.012048317861626856,0.9982385039329529,-6.076725979646047,0.3094889322916667
2336.73,-71311.06523261999,242,1486848,6148,241,0.9262979663908482,964,0.44389164447784424,0.2,0.00025,0.01540316,0.011449289285034562,0.9982492923736572,-6.106259589393933,0.3029378255208333
2336.73,-77735.03189875999,243,1492992,6176,241,0.68887367627273,968,0.3077179491519928,0.2,0.00025,0.044513434,0.017815385207844276,0.9987176060676575,-6.175180931886037,0.385498046875
2336.73,-76734.91023215001,244,1499136,6201,241,0.7601425759494305,972,0.31297892332077026,0.2,0.00025,0.021109344,0.018368232650876355,0.9979308247566223,-6.140378246704738,0.4031982421875
2336.73,-78197.30523205,245,1505280,6226,241,0.6809220562378565,976,0.25617462396621704,0.2,0.00025,0.013233316,0.011882178994710557,0.9987934231758118,-6.108997171123822,0.3396809895833333
2345.0,-77952.43593258,246,1511424,6250,241,0.7129139689107736,980,0.16830000281333923,0.2,0.00025,0.013907802,0.0015653179652872495,0.9989582300186157,-6.086007018884023,0.19645182291666666
2345.0,-75010.48451587999,247,1517568,6275,241,0.6548535088077188,984,0.16553422808647156,0.2,0.00025,0.017134786,0.0038648829989445708,0.9991939067840576,-6.1899158010880155,0.24808756510416666
2345.0,-73569.90784961,248,1523712,6300,241,0.7431460799028476,988,0.19614820182323456,0.2,0.00025,0.013479125,0.006649048804926376,0.9987455010414124,-6.095606138308843,0.2535807291666667
2345.0,-72045.01118286,249,1529856,6324,241,0.7366929044947028,992,0.12256740778684616,0.2,0.00025,0.016616013,0.006680067342434389,0.9989458322525024,-6.094737460215886,0.2652180989583333
2345.0,-75018.75810040001,250,1536000,6348,241,0.7306378396848837,996,0.20580385625362396,0.2,0.00025,0.015604469,0.003841539602338647,0.9989486336708069,-6.0867869307597475,0.22871907552083334
2345.0,-72323.46776671999,251,1542144,6373,241,0.9142700247466564,1000,0.3149542808532715,0.2,0.00025,0.01820506,0.003147625882168844,0.998388409614563,-6.207830041646957,0.230224609375
2345.0,-78477.62443331,252,1548288,6398,241,0.7929830762247244,1004,0.24378053843975067,0.2,0.00025,0.016361175,0.007208989714854397,0.998446524143219,-6.245491067568461,0.2786051432291667
2345.0,-76668.32110047,253,1554432,6423,242,0.7951873348404964,1008,0.23408162593841553,0.2,0.00025,0.017029552,0.004418796510435641,0.9987784624099731,-6.197753782073657,0.2534993489583333
2338.62,-80269.0972165,254,1560576,6447,242,0.8079621698707342,1012,0.2282695770263672,0.2,0.00025,0.02685882,0.00938753928251875,0.9987462162971497,-6.220052247246106,0.3160807291666667
2338.62,-78725.39555037001,255,1566720,6472,242,6.3138873899976415,1016,2.3872625827789307,0.2,0.00025,0.0823163,0.0205143935114999,0.982172966003418,-6.425002748767535,0.4601643880208333
2338.62,-82172.43055095,256,1572864,6497,242,1.3612676337361336,1020,0.6499783396720886,0.2,0.00025,0.026814664,0.02881228513433598,0.9951481819152832,-6.7114178737004595,0.4355875651041667
2338.62,-93566.75030163997,257,1579008,6524,242,1.3168307561427355,1024,0.7448099255561829,0.2,0.00025,0.019361863,0.023526112471396726,0.9978980422019958,-6.803296625614166,0.41259765625
2331.66,-97297.00806563,258,1585152,6551,241,0.757877561574181,1028,0.2928377687931061,0.2,0.00025,0.039133754,0.03125563555416496,0.99814772605896,-6.672769253452619,0.4792073567708333
2323.48,-104149.04853494,259,1591296,6580,241,6.995265870044629,1032,1.2211507558822632,0.2,0.00025,0.040393755,0.0211309207152226,0.9796574115753174,-6.5516316791375475,0.4383138020833333
2323.48,-108615.01386853999,260,1597440,6608,241,5.903083726763725,1036,3.0530145168304443,0.2,0.00025,0.037548166,0.020387690053515446,0.9782642126083374,-6.511623715360959,0.4592692057291667
2323.48,-111056.32553610999,261,1603584,6638,241,2.1510313414037228,1040,0.7779690623283386,0.2,0.00025,0.030435247,0.016344682856773336,0.9879210591316223,-6.517311155796051,0.3844807942708333
2320.81,-111325.25335485999,262,1609728,6663,241,1.3912440743297338,1044,0.41317495703697205,0.2,0.00025,0.024715498,0.008651096984976903,0.9966464638710022,-6.427390744288762,0.3001302083333333
2327.19,-114187.34890622001,263,1615872,6687,241,2.150714465106527,1048,0.5379939675331116,0.2,0.00025,0.028127154,0.01598965535958996,0.9929476976394653,-6.587005913257599,0.3810221354166667
2327.19,-119004.96557336,264,1622016,6711,241,1.9755676724016666,1052,0.9814963340759277,0.2,0.00025,0.012347315,0.002716286270394145,0.9965310096740723,-6.581104149421056,0.199951171875
2327.19,-118137.22057245001,265,1628160,6735,241,0.9267897438257933,1056,0.425642192363739,0.2,0.00025,0.15044494,0.045410087104149476,0.9964299201965332,-6.470367570718129,0.5142008463541666
2315.88,-109757.09043118003,266,1634304,6761,241,0.7535315447797378,1060,0.26535409688949585,0.2,0.00025,0.051381905,0.02101735984615516,0.9975453019142151,-6.207711572448413,0.42138671875
2315.88,-110241.59376445001,267,1640448,6784,241,7.160612655182679,1064,0.9638739228248596,0.2,0.00025,0.043415647,0.019531058652016025,0.9779122471809387,-6.272058154145877,0.4607747395833333
2331.02,-112481.41361529,268,1646592,6809,241,1.7836820005128782,1068,0.6820188164710999,0.2,0.00025,0.017771987,0.009900193588691764,0.9930817484855652,-6.314731925725937,0.3081868489583333
2309.19,-106510.97229379999,269,1652736,6833,241,1.2927029592295487,1072,0.6857184171676636,0.2,0.00025,0.01956723,0.017150020103144925,0.9955800771713257,-6.302546938260396,0.3606363932291667
2266.54,-97215.48392912,270,1658880,6858,241,9.369980583588282,1076,1.379217267036438,0.2,0.00025,0.036033846,0.007589474364067428,0.9580954313278198,-6.238988811771075,0.3601481119791667
2238.15,-98517.98224039002,271,1665024,6883,241,12.548389626046022,1080,3.705683469772339,0.2,0.00025,0.02705141,0.015857980739383493,0.9314690232276917,-5.943160633246104,0.3483479817708333
2185.63,-95613.88877645,272,1671168,6907,241,12.600634381175041,1084,14.854575157165527,0.2,0.00025,0.03569833,0.007058155577396974,0.9609890580177307,-6.110433061917623,0.3238932291666667
2125.96,-88613.52126252,273,1677312,6931,241,12.966544389724731,1088,2.8359897136688232,0.2,0.00025,0.02460377,0.00497933540706678,0.9484572410583496,-5.871006518602371,0.3015543619791667
2062.62,-91542.33272307,274,1683456,6957,241,11.149245003859201,1092,4.702044486999512,0.2,0.00025,0.019756204,0.003746535139119563,0.958796501159668,-5.7664865503708524,0.2597249348958333
1999.25,-88708.13631100999,275,1689600,6983,241,9.596856926878294,1096,3.0242807865142822,0.2,0.00025,0.014783313,0.0009688075709467133,0.9630665183067322,-5.876311366756757,0.23868815104166666
1957.23,-85386.59124464999,276,1695744,7010,241,9.880253250400225,1100,2.741771697998047,0.2,0.00025,0.021364152,0.0030749737682829923,0.9625880718231201,-5.765502447883288,0.2710367838541667
1947.89,-84509.27494418001,277,1701888,7037,241,8.998788873354593,1104,2.460695505142212,0.2,0.00025,0.02447923,0.0037847976806612373,0.9688839316368103,-6.065742552280426,0.23384602864583334
1958.11,-86746.10748118,278,1708032,7064,241,14.05516675611337,1108,3.369786024093628,0.2,0.00025,0.021209577,0.005168585693657708,0.9593989849090576,-5.9865546971559525,0.2572428385416667
1917.39,-81966.06846016,279,1714176,7092,241,10.35799753665924,1112,3.0721635818481445,0.2,0.00025,0.027944826,0.006341664508605997,0.967274010181427,-5.850143189231555,0.3035888671875
1880.32,-74671.50318226,280,1720320,7116,241,14.571655387679735,1116,6.036657810211182,0.2,0.00025,0.016775923,-0.002241335329017602,0.9645626544952393,-5.60758409400781,0.2447509765625
1902.18,-75421.47728507,281,1726464,7142,241,8.003840585549673,1120,3.0038063526153564,0.2,0.00025,0.021503197,0.0026221007889641137,0.9727570414543152,-5.673604344328244,0.24507649739583334
1880.3,-76144.32692394001,282,1732608,7167,241,13.621576006213823,1124,5.9668378829956055,0.2,0.00025,0.02971825,0.0034502195582414665,0.9582170844078064,-5.885976294676463,0.3017578125
1806.72,-70370.94097513,283,1738752,7191,241,13.961900621652603,1128,4.918534755706787,0.2,0.00025,0.020484075,-0.001013684130157344,0.961111843585968,-5.5510692944129305,0.23946126302083334
1740.16,-62167.24850699001,284,1744896,7215,241,6.7979121307531996,1132,2.0284783840179443,0.2,0.00025,0.0230487,0.00320026353438152,0.9765593409538269,-5.402385056018829,0.2576904296875
1667.74,-55516.524047880004,285,1751040,7239,241,5.943718783557415,1136,1.6894299983978271,0.2,0.00025,0.035064463,0.006028699300562342,0.9719219207763672,-5.474205826719602,0.3392740885416667
1633.45,-50865.70972113,286,1757184,7264,241,7.430093092223008,1140,2.2444584369659424,0.2,0.00025,0.033514593,0.006184306669941482,0.9729523658752441,-5.3709438393513365,0.3256022135416667
1588.38,-46850.339375989985,287,1763328,7288,241,5.8585427676637964,1144,2.30987811088562,0.2,0.00025,0.016879605,0.005484885536134243,0.9840954542160034,-5.312182048956553,0.3031005859375
1550.87,-42401.22598216,288,1769472,7312,241,5.433244859178861,1148,2.428537368774414,0.2,0.00025,0.044512227,0.016270590051135514,0.9799855947494507,-5.484237874547641,0.4167887369791667
1524.94,-37819.83102281,289,1775616,7337,242,5.015286967158318,1152,2.269052267074585,0.2,0.00025,0.027788853,0.006448163549066521,0.9844115972518921,-5.081291397412618,0.3248291015625
1521.3,-38666.303177509995,290,1781760,7362,241,5.915660676856835,1156,2.3373680114746094,0.2,0.00025,0.037691023,0.009233857375268903,0.9823150634765625,-5.087398226062457,0.3118489583333333
1494.31,-36594.78520811,291,1787904,7386,242,4.192750525971253,1160,1.7313175201416016,0.2,0.00025,0.037275344,0.005602537115919404,0.9876164793968201,-5.1406636238098145,0.3331705729166667
1486.06,-34633.63666094,292,1794048,7410,242,3.7517587865392366,1164,1.065974235534668,0.2,0.00025,0.035939086,0.01411205435579177,0.9896882176399231,-5.076830819249153,0.3985595703125
1442.02,-32409.312365989997,293,1800192,7435,242,3.689119358857473,1168,1.6566202640533447,0.2,0.00025,0.03930825,0.013920695697985744,0.9875238537788391,-5.173419957359632,0.3685302734375
