rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/value_loss,train/n_updates,train/loss,train/clip_range,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/clip_fraction
2345.0,-3384.88259993,21,129024,496,259,5.229591049253941,80,1.852579116821289,0.2,0.00025,0.06621823,0.03181882431575408,0.9671387672424316,-7.481981640060742,0.451904296875
2345.0,-6414.4392667600005,22,135168,520,259,6.980470605194569,84,2.494685173034668,0.2,0.00025,0.010791898,0.022742995080382872,0.9815999865531921,-7.6163752029339475,0.4294026692708333
2345.0,-9808.692600459999,23,141312,545,258,7.804141608377297,88,3.2930092811584473,0.2,0.00025,0.01966382,0.01496426596713718,0.9815526604652405,-7.6757607360680895,0.3633219401041667
2345.0,-10887.23260089,24,147456,569,258,8.70732087890307,92,3.128281593322754,0.2,0.00025,0.011993486,0.004860052848622824,0.9810215830802917,-7.741875911752383,0.22318522135416666
2345.0,-12837.96426778,25,153600,594,258,5.81202174226443,96,2.1500797271728516,0.2,0.00025,0.01400245,0.009773488059484711,0.982182502746582,-7.80661562581857,0.2766927083333333
2345.0,-13427.25760088,26,159744,619,258,5.449508195122083,100,1.6137629747390747,0.2,0.00025,0.01616919,0.0024817921245509447,0.9910405874252319,-7.78059720993042,0.20084635416666666
2345.0,-15874.855934569998,27,165888,643,257,6.281314842402935,104,2.1020379066467285,0.2,0.00025,0.016105311,0.007570277734582002,0.9883944392204285,-7.744225353002548,0.2529703776041667
2345.0,-17804.139267950006,28,172032,668,257,5.983011583487193,108,2.3601019382476807,0.2,0.00025,0.019440655,0.005326330884903048,0.9889848232269287,-7.70138152440389,0.2249755859375
2345.0,-19722.680934670003,29,178176,692,257,5.562773153185844,112,2.333866834640503,0.2,0.00025,0.019759571,0.008685778370515132,0.9843950867652893,-7.723649387558301,0.3165690104166667
2345.0,-22050.22260129,30,184320,715,257,5.063381088276704,116,1.9419357776641846,0.2,0.00025,0.01772116,0.006253868758600826,0.9912639856338501,-7.753603970011075,0.20906575520833334
2345.0,-22743.197601339998,31,190464,739,257,4.898483420411746,120,1.7040196657180786,0.2,0.00025,0.015661506,0.0045018155942671,0.9920061826705933,-7.703603307406108,0.2413330078125
2345.0,-24002.982601650005,32,196608,763,257,5.139753910402457,124,1.664899230003357,0.2,0.00025,0.021083303,0.007958577974932268,0.9910622835159302,-7.6950408319632215,0.2788899739583333
2345.0,-21759.832601029997,33,202752,789,256,3.8971565663814545,128,1.0786526203155518,0.2,0.00025,0.021554135,0.010594015766400844,0.9903419017791748,-7.704276606440544,0.3101806640625
2345.0,-22571.10093398,34,208896,813,256,3.796515797575315,132,1.4180338382720947,0.2,0.00025,0.02963756,0.012452746067234935,0.9946853518486023,-7.782032484809558,0.3124186197916667
2345.0,-22551.60260075,35,215040,837,256,4.647055424749851,136,1.452833890914917,0.2,0.00025,0.019995233,0.005200124091061298,0.9923904538154602,-7.8209513773520785,0.2520345052083333
2345.0,-23583.455934200003,36,221184,861,256,3.7393071403106055,140,1.3332606554031372,0.2,0.00025,0.019308059,0.005508388261660002,0.9946498274803162,-7.878975952665011,0.26123046875
2345.0,-23861.025933830002,37,227328,886,256,3.6494901900490127,144,1.0580347776412964,0.2,0.00025,0.021947002,0.016031026801404853,0.9909188747406006,-7.7783717811107635,0.3331705729166667
2345.0,-25822.170933920006,38,233472,910,256,3.2457836593190827,148,0.9988176822662354,0.2,0.00025,0.41444984,0.09114401643940558,0.9943200349807739,-7.572253828247388,0.6029866536458334
2345.0,-25191.28593401,39,239616,934,256,4.081978432834148,152,1.1823521852493286,0.2,0.00025,0.036013324,0.07554087007883936,0.9947279691696167,-7.61736383040746,0.602294921875
2345.0,-25209.122600769995,40,245760,958,256,2.896320985009273,156,1.7231477499008179,0.2,0.00025,0.03403351,0.05266749256891975,0.9957786202430725,-7.650508190194766,0.5023193359375
2345.0,-24924.63760087,41,251904,983,256,2.9998545671502748,160,1.3673725128173828,0.2,0.00025,0.013298082,0.011757204904521737,0.9940410256385803,-7.7247608949740725,0.3163248697916667
2345.0,-23914.795934219997,42,258048,1007,256,2.6527380819121995,164,1.0750881433486938,0.2,0.00025,0.19257946,0.0675972046010429,0.9952309727668762,-7.64709214369456,0.6363932291666666
2345.0,-22434.50926757,43,264192,1030,256,2.2739052399992943,168,0.9433635473251343,0.2,0.00025,0.022669008,0.008961459844916439,0.9953885674476624,-7.854194601376851,0.3543294270833333
2345.0,-22346.804267639996,44,270336,1054,256,2.1508272563417754,172,0.9282610416412354,0.2,0.00025,0.017893763,0.008504206768217651,0.9958706498146057,-7.901553119222323,0.3162434895833333
2345.0,-21252.52093427,45,276480,1078,256,1.6788470682998498,176,0.727645218372345,0.2,0.00025,0.018600343,0.007849470219904712,0.9951193928718567,-7.928191140294075,0.2864990234375
2345.0,-18246.37093415,46,282624,1102,256,2.759453965971867,180,1.0093231201171875,0.2,0.00025,0.014457491,0.007987948942172807,0.996355414390564,-7.943718105554581,0.27978515625
2345.0,-17088.3509343,47,288768,1126,256,3.5372125916182995,184,0.8775864839553833,0.2,0.00025,0.23268716,0.05907182595304524,0.9959947466850281,-7.835570270816485,0.6029866536458334
2345.0,-18556.04260089,48,294912,1150,256,4.768070784707864,188,0.9856106042861938,0.2,0.00025,0.035179216,0.07836825847819757,0.9944469332695007,-7.646452759703,0.5620930989583334
2345.0,-21985.42760112,49,301056,1175,256,4.46147058904171,192,1.9501482248306274,0.2,0.00025,0.032969873,0.07189619121587991,0.9931135773658752,-7.6387687375148134,0.5149332682291666
2345.0,-22492.479267900006,50,307200,1199,256,3.023446590950092,196,1.8105720281600952,0.2,0.00025,0.021372663,0.007620837607343371,0.9958353638648987,-7.762465397516887,0.24080403645833334
2345.0,-20481.035934,51,313344,1224,255,3.017078417042891,200,0.9998338222503662,0.2,0.00025,0.02542915,0.007007666851374476,0.9958447813987732,-7.736830910046895,0.239990234375
2345.0,-21897.139267670005,52,319488,1248,255,4.975583842645089,204,2.7879691123962402,0.2,0.00025,0.013032258,0.00818994153814856,0.9951898455619812,-7.822826400399208,0.2766520182291667
2345.0,-25596.089267869997,53,325632,1275,255,4.442837008585532,208,3.036078453063965,0.2,0.00025,0.016137263,0.004443864292018891,0.995736837387085,-7.8383094171683,0.21000162760416666
2345.0,-26220.642601170006,54,331776,1304,254,2.836040469507376,212,0.7083186507225037,0.2,0.00025,0.015842104,0.008867987932414204,0.9961172938346863,-7.844401121139526,0.3122965494791667
2345.0,-26528.38260113,55,337920,1330,253,2.437082880487045,216,0.7197086215019226,0.2,0.00025,0.017312987,0.010076293884291468,0.9965360760688782,-7.938722158471744,0.3326416015625
2345.0,-27164.832601009995,56,344064,1355,253,2.397059672822555,220,0.6895621418952942,0.2,0.00025,0.02001136,0.009392969227822809,0.995830774307251,-7.873242075244586,0.3105875651041667
2345.0,-23462.827600790002,57,350208,1379,253,1.9945481965939205,224,0.5111721754074097,0.2,0.00025,0.022061296,0.011450607475126162,0.9975016117095947,-7.832048803567886,0.318603515625
2345.0,-18151.079267159996,58,356352,1403,253,1.9993613076706727,228,0.8689367771148682,0.2,0.00025,0.060052946,0.01807944149428901,0.99755859375,-7.780054589112599,0.3566487630208333
2345.0,-19235.552600599996,59,362496,1428,253,2.0738985196997723,232,0.800102174282074,0.2,0.00025,0.0668745,0.038992236057917275,0.997504472732544,-7.573612615466118,0.5040283203125
2345.0,-22492.907600780003,60,368640,1452,253,2.5141543125112853,236,0.9195343852043152,0.2,0.00025,0.018264877,0.020105125309783034,0.9936219453811646,-7.597521464029948,0.3615315755208333
2345.0,-26906.127600800002,61,374784,1477,253,4.478871056189139,240,2.8143539428710938,0.2,0.00025,0.021901317,0.010462530874065123,0.9957183003425598,-7.5452094574769335,0.3119710286458333
2345.0,-29396.850934370006,62,380928,1502,253,4.226061407476664,244,2.1276557445526123,0.2,0.00025,0.015664456,0.009450562863397257,0.9965415000915527,-7.665738418698311,0.2865804036458333
2345.0,-29675.967600990003,63,387072,1527,253,4.03400806337595,248,2.328388214111328,0.2,0.00025,0.016637657,0.005757204683807989,0.9965934753417969,-7.656273305416107,0.24515787760416666
2345.0,-31559.814267830003,64,393216,1550,253,3.6057387106120586,252,2.0003890991210938,0.2,0.00025,0.016071208,0.00795977035886608,0.996109664440155,-7.64434027671814,0.2834065755208333
2345.0,-34031.159268250005,65,399360,1574,253,3.5443569955726466,256,1.882172703742981,0.2,0.00025,0.045550685,0.011978078024791708,0.9974193572998047,-7.518823280930519,0.2895914713541667
2345.0,-35044.040934920005,66,405504,1602,253,3.5816463145116963,260,2.5374670028686523,0.2,0.00025,0.014607951,0.008330646710722553,0.9972994923591614,-7.606835732857387,0.2600504557291667
2345.0,-34479.30426828,67,411648,1632,252,3.7365008468429246,264,1.7606338262557983,0.2,0.00025,0.01765831,0.010511497307258347,0.9967094659805298,-7.603070418039958,0.315185546875
2345.0,-35610.15426828,68,417792,1659,251,3.149026987453302,268,2.209975481033325,0.2,0.00025,0.019334279,0.009224828575194502,0.9966487884521484,-7.607623999317487,0.3233235677083333
2345.0,-36652.315935080005,69,423936,1683,251,2.919131693740686,272,0.6605738997459412,0.2,0.00025,0.041449953,0.01259745643377149,0.9973701238632202,-7.5716550300518675,0.3478190104166667
2345.0,-32143.097601600006,70,430080,1707,251,2.8068758274118104,276,0.6006385087966919,0.2,0.00025,0.01953534,0.02117231687104019,0.9978482723236084,-7.600809802611669,0.4150390625
2345.0,-31247.62593479,71,436224,1731,251,3.047766969849666,280,1.1930738687515259,0.2,0.00025,0.10199809,0.08632820838344439,0.9967490434646606,-7.461642235517502,0.6486409505208334
2345.0,-26482.217601220003,72,442368,1755,252,1.4984091284374397,284,0.6159854531288147,0.2,0.00025,0.049310282,0.09307202478521504,0.996813178062439,-7.596220751603444,0.6612955729166666
2345.0,-22245.045934190006,73,448512,1779,251,1.4956419672816992,288,0.63798588514328,0.2,0.00025,0.021197727,0.024821434972182033,0.9983068108558655,-7.735247229536374,0.4290771484375
2345.0,-22225.16260067,74,454656,1803,252,1.4808304887264967,292,0.44962114095687866,0.2,0.00025,0.4031451,0.07713781708541016,0.9983018040657043,-7.703716839353244,0.6361083984375
2345.0,-20628.492600529997,75,460800,1828,251,1.5609850076337655,296,2.23046875,0.2,0.00025,0.07219256,0.04417769245628733,0.9973209500312805,-7.451141491532326,0.5137125651041666
2345.0,-21771.457600740003,76,466944,1853,251,1.7790829992542665,300,1.0931140184402466,0.2,0.00025,0.017901257,0.01038810153841041,0.9966920614242554,-7.107599601149559,0.2993977864583333
2345.0,-23226.08593401,77,473088,1877,252,1.7343088537454605,304,0.9779388308525085,0.2,0.00025,0.14397125,0.024932301697845105,0.997779905796051,-7.070039505759875,0.3643391927083333
2345.0,-22153.510933949998,78,479232,1902,251,3.152420495947202,308,2.072176456451416,0.2,0.00025,0.013125055,0.021662393953495968,0.9975834488868713,-6.96360969543457,0.3692220052083333
2345.0,-23441.560934600002,79,485376,1930,251,2.0345108155161142,312,2.7228076457977295,0.2,0.00025,0.06640347,0.03605133625872744,0.9973376989364624,-6.988592366377513,0.486572265625
2345.0,-25102.489268190006,80,491520,1960,250,1.2485383717964094,316,0.7397735118865967,0.2,0.00025,0.033442307,0.021946059668456048,0.9962923526763916,-6.868650267521541,0.4306233723958333
2345.0,-29922.837601799998,81,497664,1985,250,1.3872971950719755,320,0.43406638503074646,0.2,0.00025,0.060388554,0.029127913893413886,0.9980124831199646,-6.88231693704923,0.468017578125
2345.0,-32317.259268480004,82,503808,2010,250,2.747344344854355,324,1.5690727233886719,0.2,0.00025,0.011767186,0.007087918927330368,0.9977735280990601,-6.987578610579173,0.2647298177083333
2345.0,-35150.36426861,83,509952,2035,250,2.957106288522482,328,1.3883368968963623,0.2,0.00025,0.013927344,0.008141808143894499,0.9979188442230225,-7.034756183624268,0.239013671875
2345.0,-36159.532601989995,84,516096,2059,250,1.2506183714916308,332,0.3860316574573517,0.2,0.00025,0.027822694,0.03146016319321158,0.9972679615020752,-6.8672654529412585,0.4882405598958333
2345.0,-36110.36260185,85,522240,2083,250,1.5408834318319957,336,1.2021329402923584,0.2,0.00025,0.013762533,0.00972151122065649,0.9982048273086548,-6.957345888018608,0.2945556640625
2345.0,-38056.81093528999,86,528384,2108,250,1.4428833058724801,340,0.6239709854125977,0.2,0.00025,0.039241213,0.011254998923201734,0.9984386563301086,-6.992635279893875,0.2874348958333333
2345.0,-38192.68593535,87,534528,2133,250,1.071426245694359,344,0.7965545058250427,0.2,0.00025,0.10351306,0.04216203046962619,0.9984580278396606,-6.915720224380493,0.5326334635416666
2345.0,-40255.0492687,88,540672,2157,250,0.9412673252324263,348,0.6549306511878967,0.2,0.00025,0.10078951,0.0919028611194032,0.9975438714027405,-6.489908461769422,0.6298421223958334
2345.0,-43928.71260177001,89,546816,2181,250,1.1236354801803827,352,0.4009252190589905,0.2,0.00025,0.024631074,0.009933352446144758,0.9979276657104492,-6.7409749527772265,0.2917073567708333
2345.0,-45575.81760185,90,552960,2206,250,1.520814606299003,356,0.4680185914039612,0.2,0.00025,0.010493234,0.01192922978225397,0.9976847171783447,-6.8422917276620865,0.2984619140625
2345.0,-48373.93926902001,91,559104,2231,250,1.3060819245874882,360,0.5924701690673828,0.2,0.00025,0.088073395,0.022319201249047183,0.9980796575546265,-6.938474824031194,0.3732096354166667
2345.0,-53737.897602870005,92,565248,2258,250,1.3953250783185165,364,0.5952541828155518,0.2,0.00025,0.13337682,0.03663499098911416,0.9966613054275513,-6.748871887723605,0.4694010416666667
2345.0,-58440.22926979,93,571392,2286,249,1.1325275699297588,368,0.45058584213256836,0.2,0.00025,0.01921129,0.014440744969760999,0.9979490041732788,-6.651713927586873,0.3323160807291667
2345.0,-61678.75093651,94,577536,2313,249,1.0260952512423198,372,0.4746743440628052,0.2,0.00025,0.012564898,0.011841108884254936,0.9981499910354614,-6.646602421998978,0.3094075520833333
2345.0,-68806.22593752999,95,583680,2337,249,1.1963863999893267,376,0.41640105843544006,0.2,0.00025,0.0144259855,0.014212682818955122,0.9979787468910217,-6.591583917538325,0.3177083333333333
2345.0,-68554.75260437999,96,589824,2362,249,0.9505120602746805,380,0.3583599925041199,0.2,0.00025,0.03543014,0.01973051168170059,0.9976421594619751,-6.489141995708148,0.4023844401041667
2345.0,-76567.45093821001,97,595968,2387,249,1.0014950055629015,384,0.4207885265350342,0.2,0.00025,0.018997746,0.008717820547947971,0.9981718063354492,-6.532884106040001,0.265380859375
2345.0,-78711.75927161,98,602112,2411,249,1.3347035814076662,388,0.40603166818618774,0.2,0.00025,0.0402869,0.01615181101563697,0.9980172514915466,-6.601781100034714,0.35595703125
2345.0,-76243.26427199,99,608256,2435,249,2.861823964243134,392,1.9453001022338867,0.2,0.00025,0.0087300595,0.00889016967145532,0.9973708987236023,-6.279186894496282,0.1875
2345.0,-82127.84593919001,100,614400,2460,249,2.7289727019766965,396,1.7718600034713745,0.2,0.00025,0.012587033,0.0031145876006727726,0.9972986578941345,-6.2682345906893415,0.17997233072916666
2345.0,-82732.19427255,101,620544,2484,249,2.556544573356708,400,1.6276077032089233,0.2,0.00025,0.008864477,0.005244509874804256,0.9979959726333618,-6.391124213735263,0.17805989583333334
2345.0,-84845.70927308,102,626688,2508,249,2.558363582318028,404,1.62495756149292,0.2,0.00025,0.010984007,0.0029123045023879968,0.9980394840240479,-6.443865805864334,0.17704264322916666
2345.0,-88017.36260662,103,632832,2532,249,2.361120373631517,408,1.1200000047683716,0.2,0.00025,0.013574106,0.004109308101760689,0.9975269436836243,-6.428441410263379,0.220947265625
2345.0,-90049.63427324,104,638976,2557,249,2.228289689247807,412,1.296489953994751,0.2,0.00025,0.01641105,0.008539438980127064,0.9980883598327637,-6.381037960449855,0.2706705729166667
2345.0,-95461.72760654001,105,645120,2584,249,2.0826312862336636,416,1.385015845298767,0.2,0.00025,0.011052266,0.003305658494355157,0.9985882639884949,-6.520767306288083,0.17106119791666666
2345.0,-95734.13594014998,106,651264,2613,249,2.2829199687888226,420,1.3606046438217163,0.2,0.00025,0.015738314,0.005664218003706385,0.9981791377067566,-6.492548614740372,0.19868977864583334
2345.0,-91541.77260621998,107,657408,2643,248,2.5462418956061206,424,1.3754658699035645,0.2,0.00025,0.01608515,0.007918447406458048,0.9964944124221802,-6.4027725259462995,0.22005208333333334
2345.0,-92302.57093988001,108,663552,2669,248,2.611238398899635,428,1.1834973096847534,0.2,0.00025,0.017514719,0.005995685824018437,0.9970873594284058,-6.380478913585345,0.22049967447916666
2345.0,-88080.13593884998,109,669696,2694,248,1.906228519976139,432,0.7312032580375671,0.2,0.00025,0.022447087,0.011803273776119264,0.9972178936004639,-6.336323132117589,0.306396484375
2345.0,-84862.88260527,110,675840,2718,248,1.3116160879532497,436,0.49349644780158997,0.2,0.00025,0.06789246,0.01981657924625324,0.9973229169845581,-6.297333856423696,0.3804117838541667
2345.0,-79660.97427105001,111,681984,2742,248,1.0914919879287481,440,0.7311679124832153,0.2,0.00025,0.07749632,0.029207543178927153,0.9971331357955933,-6.11726891497771,0.4503580729166667
2345.0,-68020.31927027,112,688128,2767,248,1.1914494913071394,444,0.5629303455352783,0.2,0.00025,0.085549854,0.03984753234544769,0.9979883432388306,-5.93193485836188,0.5030517578125
2345.0,-63002.98093698001,113,694272,2792,248,1.3807468824088573,448,0.4441593289375305,0.2,0.00025,0.014720328,0.012115056480979547,0.9979054927825928,-6.014457831780116,0.308349609375
2345.0,-59796.59593707,114,700416,2817,248,1.5092125938584406,452,0.31485509872436523,0.2,0.00025,0.09523094,0.03840981055448841,0.9981281161308289,-5.9418728947639465,0.5054524739583334
2345.0,-48649.02593652,115,706560,2841,248,1.242658334473769,456,0.8855273723602295,0.2,0.00025,0.007975913,0.011310010600330619,0.997644305229187,-6.012740954756737,0.2479248046875
2345.0,-45492.664270199995,116,712704,2866,248,1.1599383105834324,460,0.6766766905784607,0.2,0.00025,0.01654073,-0.00038238301446350914,0.9985666275024414,-6.074536720911662,0.22017415364583334
2345.0,-39253.352602830004,117,718848,2892,248,1.396940474708875,464,0.7378300428390503,0.2,0.00025,0.012549008,0.00760147731731801,0.9980775713920593,-6.173609430591266,0.262939453125
2345.0,-39390.2476029,118,724992,2919,248,1.3092651745925348,468,0.6309239268302917,0.2,0.00025,0.012672489,0.0053725964323045146,0.9982326030731201,-6.270984520514806,0.18253580729166666
2345.0,-38650.27927046001,119,731136,2948,247,1.2013318706303835,472,0.6401106119155884,0.2,0.00025,0.011951008,0.006738568311751199,0.997573971748352,-6.181628614664078,0.2130126953125
2345.0,-37231.16093746,120,737280,2975,247,1.256545715034008,476,0.8239373564720154,0.2,0.00025,0.013189547,0.004302985768542082,0.9983125925064087,-6.201163520415624,0.181884765625
2345.0,-38072.69427115,121,743424,3000,247,1.3592641161133845,480,0.7992550134658813,0.2,0.00025,0.018325824,0.007072803190870521,0.9979377388954163,-6.3055940965811415,0.2708740234375
2345.0,-40165.99093792,122,749568,3025,247,1.3011896293610334,484,0.695046603679657,0.2,0.00025,0.018813936,0.004408665342149713,0.9981263875961304,-6.244139532248179,0.24336751302083334
2345.0,-43808.22427118,123,755712,3051,247,1.271300420165062,488,0.7452221512794495,0.2,0.00025,0.014870166,0.0060501201696752105,0.9971268177032471,-6.156573673089345,0.22627766927083334
2345.0,-50537.41260452,124,761856,3075,247,1.3740681459506352,492,0.7364514470100403,0.2,0.00025,0.018896174,0.008089486834554313,0.9980453252792358,-6.286565790573756,0.2769368489583333
2339.65,-58930.23612440001,125,768000,3099,247,1.2876435536891222,496,0.6872053742408752,0.2,0.00025,0.013454343,0.00546779286620828,0.9980417490005493,-6.427993719776471,0.22233072916666666
2339.65,-61732.70279116001,126,774144,3123,247,7.326971594244242,500,9.039024353027344,0.2,0.00025,0.03374665,0.020527307642623782,0.9826950430870056,-6.406305834650993,0.4634602864583333
2339.65,-62783.1977912,127,780288,3148,247,1.3181074745953083,504,0.4956127405166626,0.2,0.00025,0.024559805,0.024146992834478926,0.9948636889457703,-6.214185977975528,0.3997802734375
2339.65,-65018.73779154999,128,786432,3174,247,1.4302864248553913,508,0.44095876812934875,0.2,0.00025,0.0817673,0.02910679664152364,0.9967618584632874,-6.122875943779945,0.4571940104166667
2339.65,-64461.80945818,129,792576,3197,247,1.6160227159659069,512,0.8173014521598816,0.2,0.00025,0.016549664,0.00609463439953591,0.997292160987854,-6.11691881219546,0.23396809895833334
2339.65,-65136.892790679995,130,798720,3221,247,1.4582131796826918,516,0.7783905863761902,0.2,0.00025,0.020416742,0.004254618179402314,0.997576892375946,-6.031115417679151,0.21195475260416666
2339.65,-71325.93779062,131,804864,3248,247,1.4768471798549097,520,0.8372475504875183,0.2,0.00025,0.01577541,0.008690781551801289,0.9969721436500549,-5.911180337270101,0.24491373697916666
2339.65,-73235.73945701002,132,811008,3277,247,1.3778828730185826,524,0.7260081171989441,0.2,0.00025,0.014473367,0.0037055890024930704,0.9979599118232727,-6.085731933514277,0.2296142578125
2339.65,-72748.84445732,133,817152,3307,247,1.3424993138760328,528,0.7941339015960693,0.2,0.00025,0.0141737135,0.0034550639684312046,0.9979208707809448,-6.372219001253446,0.23002115885416666
2345.0,-67945.13093775,134,823296,3338,246,1.1880465454111497,532,0.7262444496154785,0.2,0.00025,0.0607439,0.023916947378893383,0.9982464909553528,-6.408110265930493,0.3879801432291667
2345.0,-66207.355937,135,829440,3363,246,0.9316892760495344,536,0.38523152470588684,0.2,0.00025,0.08035435,0.03659397085236075,0.9973074197769165,-6.079823791980743,0.490966796875
2345.0,-67977.28593645,136,835584,3389,246,1.2508693610628445,540,0.4616069793701172,0.2,0.00025,0.017095992,0.018353761035541538,0.9980556964874268,-6.191877062122027,0.3778483072916667
2345.0,-69057.88426989001,137,841728,3414,246,0.9121099064747492,544,0.557279109954834,0.2,0.00025,0.084441535,0.030498501621574785,0.9983225464820862,-6.056750054160754,0.4431966145833333
2345.0,-62101.55260165,138,847872,3439,246,0.9512289656947056,548,0.4078325033187866,0.2,0.00025,0.03233488,0.02054571904106221,0.9980616569519043,-6.100805362065633,0.3943277994791667
2345.0,-59899.68926794,139,854016,3464,246,1.7655440159142017,552,0.7598733305931091,0.2,0.00025,0.010667195,0.02474568070707998,0.9977812767028809,-6.02464213470618,0.3484293619791667
2345.0,-56517.68426868998,140,860160,3488,246,1.0818087973942359,556,0.578258216381073,0.2,0.00025,0.012889606,0.03475708373783467,0.9983078241348267,-6.149888535340627,0.4228922526041667
2345.0,-55379.374269229986,141,866304,3512,246,1.2476339600980282,560,0.7052278518676758,0.2,0.00025,0.013661105,0.004397750812737892,0.9981225728988647,-6.242365593711535,0.1993408203125
2345.0,-49480.44593529,142,872448,3537,246,1.2444291425247986,564,0.6299670934677124,0.2,0.00025,0.018891213,0.006566483789356425,0.9979549646377563,-6.226439133286476,0.1973876953125
2345.0,-48429.47426879999,143,878592,3562,246,1.213972005372246,568,0.5889326333999634,0.2,0.00025,0.014811215,0.004594651218212675,0.9978317618370056,-6.1115739444891615,0.21427408854166666
2345.0,-52385.14093617,144,884736,3589,246,1.0827210706969101,572,0.6666407585144043,0.2,0.00025,0.01169194,0.003175302806387966,0.9982792735099792,-6.136487657825152,0.24251302083333334
2345.0,-50812.50760334002,145,890880,3618,246,1.194835303351283,576,0.582215428352356,0.2,0.00025,0.012920453,0.005131264091081296,0.9981028437614441,-6.249180903037389,0.20686848958333334
2345.0,-51470.12260327998,146,897024,3646,245,1.0041541714842122,580,0.5845653414726257,0.2,0.00025,0.01575951,0.01227691795308298,0.9983386993408203,-6.154151385029157,0.2986246744791667
2345.0,-58507.79927091001,147,903168,3677,245,1.0568534657359123,584,0.5008775591850281,0.2,0.00025,0.0121488795,0.0037151194798449674,0.9981914758682251,-6.131303866704305,0.19694010416666666
