time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/entropy_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_range,train/value_loss,train/policy_gradient_loss,train/loss,train/clip_fraction,train/n_updates
3220,-1441.7185001300002,230,743424,121,1622.0,-7.166781132419904,0.00025,0.02683646,0.9983329772949219,0.2,0.7263902223979434,0.03788015377601065,0.21568456292152405,0.4763590494791667,480
3249,-1462.00850018,230,749568,122,1622.0,-7.2334704001744585,0.00025,0.031013766,0.9982032775878906,0.2,1.0371223756422598,0.019370183397162084,0.5968667268753052,0.3859456380208333,484
3279,-1430.2185002,230,755712,123,1622.0,-7.318934962153435,0.00025,0.018487846,0.9985159635543823,0.2,0.8311819244797031,0.009278408431176407,0.47334474325180054,0.2818603515625,488
3308,-1427.5635002500003,230,761856,124,1622.0,-7.320785343647003,0.00025,0.03431913,0.9984122514724731,0.2,1.0383132733404636,0.01704001205507666,0.7530064582824707,0.3575439453125,492
3334,-1427.05850029,230,768000,125,1622.0,-7.3078513244787855,0.00025,0.023327673,0.9983456134796143,0.2,0.9722358472645283,0.011579281941521913,0.46347880363464355,0.2875569661458333,496
3356,-1429.8935002300004,230,774144,126,1622.0,-7.349678630630176,0.00025,0.026023636,0.998437225818634,0.2,1.0447305152192712,0.014308919737231918,0.3001806437969208,0.3203531901041667,500
3381,-1429.12850018,230,780288,127,1622.0,-7.3457992523908615,0.00025,0.012791097,0.9983051419258118,0.2,0.9082803850372633,0.007250328727726203,0.2738141119480133,0.2576904296875,504
3407,-1426.50350014,230,786432,128,1622.0,-7.311411147316297,0.00025,0.027395904,0.9987776875495911,0.2,0.8614858270933231,0.015332736482378095,0.268414705991745,0.3404134114583333,508
3429,-1439.5235001500002,231,792576,129,1622.0,-7.418122420708339,0.00025,0.02414616,0.9983120560646057,0.2,0.9365677256137133,0.015699025068897754,0.24365001916885376,0.3424072265625,512
3459,-1437.2185001700002,230,798720,130,1622.0,-7.3614842146635056,0.00025,0.02066384,0.9983672499656677,0.2,1.0705538621793191,0.011021272686775774,0.44293639063835144,0.3112386067708333,516
3489,-1439.0835002100002,230,804864,131,1622.0,-7.428361530105273,0.00025,0.014648289,0.9984989166259766,0.2,0.8413477356856068,0.010187651632198444,0.4995819628238678,0.270751953125,520
3523,-1457.12350019,230,811008,132,1622.0,-7.390537997086843,0.00025,0.025082858,0.9986761808395386,0.2,0.8686905708163977,0.014251177550856179,0.41597288846969604,0.3053792317708333,524
3555,-1467.69350015,229,817152,133,1622.0,-7.508206407229106,0.00025,0.025551917,0.9985026717185974,0.2,0.9241763750712076,0.009829724692584326,0.4290916919708252,0.3232828776041667,528
3583,-1478.5685002000005,229,823296,134,1622.0,-7.33279571433862,0.00025,0.06995041,0.9985694289207458,0.2,0.8127641547471285,0.029017305156836908,0.1946837604045868,0.4029134114583333,532
3609,-1487.18850019,229,829440,135,1622.0,-7.185144533713658,0.00025,0.028950239,0.9986312985420227,0.2,0.618723191631337,0.023287467896201026,0.15499824285507202,0.4156494140625,536
3634,-1500.37350022,229,835584,136,1622.0,-7.126196036736171,0.00025,0.055825885,0.9983168840408325,0.2,0.8583815914268295,0.028173077109386213,0.170294851064682,0.4401041666666667,540
3657,-1498.98850012,230,841728,137,1622.0,-7.216513514518738,0.00025,0.031650685,0.9985405802726746,0.2,0.7078977624575297,0.013954117324222656,0.14899064600467682,0.3337809244791667,544
3683,-1493.2285001500004,230,847872,138,1622.0,-6.945017655690511,0.00025,0.03428239,0.9981714487075806,0.2,0.7182534687841932,0.02584934981132392,0.1587187945842743,0.4585367838541667,548
3708,-1479.2485002200003,230,854016,139,1622.0,-7.113368069132169,0.00025,0.035242304,0.99887615442276,0.2,0.65077301984032,0.026816627709195018,0.15667012333869934,0.4454345703125,552
3731,-1481.71350032,230,860160,140,1622.0,-7.0511516978343325,0.00025,0.037287038,0.9983555674552917,0.2,0.7047120047112306,0.016943409311352298,0.5691965818405151,0.3388671875,556
3757,-1480.7985002900002,230,866304,141,1622.0,-7.224673335750897,0.00025,0.018521866,0.9988387823104858,0.2,0.614273733769854,0.012381964261294343,0.18132413923740387,0.3019205729166667,560
3783,-1479.2485002799995,230,872448,142,1622.0,-7.275864015022914,0.00025,0.03422389,0.9983571767807007,0.2,0.6589727423464259,0.01891663173834483,0.23987527191638947,0.3717041015625,564
3808,-1484.44350032,230,878592,143,1622.0,-7.3390051772197085,0.00025,0.05718418,0.9986940026283264,0.2,0.7457774663344026,0.022020775242708623,0.24024835228919983,0.3948567708333333,568
3832,-1481.5185004400003,230,884736,144,1622.0,-7.338856553037961,0.00025,0.023363503,0.9984038472175598,0.2,0.6503770674268404,0.009701316046024052,0.18973064422607422,0.3241780598958333,572
3861,-1478.8135003900002,230,890880,145,1622.0,-7.270200500885646,0.00025,0.03282648,0.9986773133277893,0.2,0.6475565504903594,0.01864957971580831,0.2182382047176361,0.3474527994791667,576
3891,-1474.7485003900001,230,897024,146,1622.0,-7.231985564033191,0.00025,0.01985629,0.9984519481658936,0.2,0.7588861413920919,0.017264049868875492,0.1722603142261505,0.3769938151041667,580
3921,-1452.52850037,230,903168,147,1622.0,-7.235021923979123,0.00025,0.012734312,0.9988704919815063,0.2,0.8168646239986023,0.00473672156901254,0.21979272365570068,0.24064127604166666,584
3950,-1433.03850039,230,909312,148,1622.0,-7.274614801009496,0.00025,0.040647108,0.9987268447875977,0.2,0.7244638837873936,0.014469013190440213,0.13379137217998505,0.3439127604166667,588
3977,-1398.3735004499997,230,915456,149,1622.0,-7.234094525376956,0.00025,0.043076295,0.9985960721969604,0.2,0.7061309333269795,0.0236213225677299,0.2613168954849243,0.3907877604166667,592
