time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/entropy_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_range,train/value_loss,train/policy_gradient_loss,train/loss,train/clip_fraction,train/n_updates
4001,-1378.81850041,230,921600,150,1622.0,-7.163411711653073,0.00025,0.024642369,0.9983903169631958,0.2,0.6343983902285496,0.02857595992585023,0.13949555158615112,0.4222005208333333,596
4027,-1369.4535002999994,230,927744,151,1622.0,-7.192833969990413,0.00025,0.02115754,0.9989428520202637,0.2,0.6276482837274671,0.013694694937536648,0.5470290780067444,0.3365478515625,600
4053,-1361.1685002799998,230,933888,152,1622.0,-7.26000798245271,0.00025,0.013257717,0.9984703660011292,0.2,0.8227919479832053,0.003509894804058907,0.17419984936714172,0.21687825520833334,604
4078,-1335.8035003199998,230,940032,153,1622.0,-7.231246471405029,0.00025,0.031010821,0.998806357383728,0.2,0.9301856625825167,0.023155471644713543,0.8057550191879272,0.397705078125,608
4101,-1347.8535003300003,230,946176,154,1622.0,-7.317282006144524,0.00025,0.01514139,0.9987229704856873,0.2,0.8175982736671964,0.0014012744698751096,0.2515442371368408,0.20328776041666666,612
4128,-1360.2835002800002,230,952320,155,1622.0,-7.2159298459688825,0.00025,0.019605571,0.9987927675247192,0.2,0.725030510375897,0.015412054706151443,0.39704105257987976,0.3570149739583333,616
4154,-1363.8585003,230,958464,156,1622.0,-7.312741761406262,0.00025,0.031034509,0.9986265897750854,0.2,0.5913281630103787,0.017193920954014175,0.18931037187576294,0.3795979817708333,620
4180,-1355.15350033,230,964608,157,1622.0,-7.2565373828013735,0.00025,0.025038749,0.9988117218017578,0.2,0.5509287230670452,0.019073904181520145,0.18319836258888245,0.3698323567708333,624
4204,-1350.4385003600003,230,970752,158,1622.0,-7.422279506921768,0.00025,0.026682993,0.9991672039031982,0.2,0.4590043444186449,0.006880600742685298,0.2554771304130554,0.2643636067708333,628
4232,-1350.4785004100006,230,976896,159,1622.0,-7.355393275618553,0.00025,0.013201463,0.9988019466400146,0.2,0.7536636690298716,0.01131094199566481,0.47376689314842224,0.3062744140625,632
4261,-1365.8135004499998,230,983040,160,1622.0,-7.418415312965711,0.00025,0.043043572,0.9991738200187683,0.2,0.5252066313599547,0.015254515970203405,0.20510715246200562,0.3502604166666667,636
4290,-1327.41350049,230,989184,161,1622.0,-7.422454381982486,0.00025,0.016589226,0.9988186359405518,0.2,0.7144183215374748,0.00800638221213982,0.26052799820899963,0.2589518229166667,640
4320,-1299.0135004699998,230,995328,162,1622.0,-7.487877036134402,0.00025,0.046257183,0.9990316033363342,0.2,0.4738706313073635,0.02067189710457266,0.23409941792488098,0.3937174479166667,644
4349,-1254.93350044,230,1001472,163,1622.0,-7.3828874081373215,0.00025,0.027654937,0.9989556074142456,0.2,0.479521413333714,0.019831417266686913,0.13388153910636902,0.4041748046875,648
4374,-1240.83850041,230,1007616,164,1622.0,-7.361782903472583,0.00025,0.0111847,0.9991426467895508,0.2,1.2471733161558707,0.0031646429827863662,0.6534973382949829,0.16556803385416666,652
4400,-1257.5785002999999,230,1013760,165,1622.0,-7.317983031272888,0.00025,0.036395192,0.9990759491920471,0.2,0.4940980542451143,0.030194840478846647,0.10084903240203857,0.4302571614583333,656
4425,-1281.89850031,230,1019904,166,1622.0,-7.289134745796521,0.00025,0.0187845,0.9991500973701477,0.2,0.7137491994847854,0.011747700242267456,0.42936569452285767,0.2876383463541667,660
4451,-1305.6935002799999,230,1026048,167,1622.0,-7.363567287723224,0.00025,0.015967863,0.9990631341934204,0.2,0.6727110749731461,0.0010065718973540545,0.37553298473358154,0.219482421875,664
4474,-1343.3935001999998,230,1032192,168,1622.0,-7.240178590019544,0.00025,0.017054005,0.999125063419342,0.2,0.6781516944368681,0.005603986396939338,0.4005391001701355,0.2418212890625,668
4500,-1383.6085003,230,1038336,169,1622.0,-7.276826197902362,0.00025,0.014398274,0.998988926410675,0.2,0.6612513264020284,0.004247384359283994,0.4013877213001251,0.2337646484375,672
4527,-1393.76850027,230,1044480,170,1622.0,-7.2366316467523575,0.00025,0.016798386,0.9992119669914246,0.2,0.6355879502370954,0.007820395025191829,0.38595589995384216,0.2705891927083333,676
4557,-1376.2321153199996,230,1050624,171,1614.15,-7.288548270861308,0.00025,0.016646452,0.9989910125732422,0.2,0.6454807762056589,0.006953777017770335,0.3262956142425537,0.2743733723958333,680
4588,-1356.9663053299998,230,1056768,172,1607.68,-7.21378826101621,0.00025,0.043907344,0.9798027276992798,0.2,7.086118597537279,0.020851789794202585,2.451354742050171,0.4084879557291667,684
4616,-1341.2363053200004,230,1062912,173,1607.68,-7.191671644647916,0.00025,0.033913884,0.9750242829322815,0.2,6.463778401414554,0.023753296103677712,1.51908278465271,0.3950602213541667,688
4646,-1336.6963053899997,230,1069056,174,1607.68,-7.145173534750938,0.00025,0.015897986,0.9939479231834412,0.2,1.5687309820204973,0.011257302702385156,0.6741980314254761,0.3152669270833333,692
4674,-1318.98630534,230,1075200,175,1607.68,-7.158476784825325,0.00025,0.017633563,0.9954116344451904,0.2,1.0134686597933371,0.009079225603879118,0.31803467869758606,0.3065999348958333,696
4700,-1303.65131034,230,1081344,176,1599.31,-7.185960789521535,0.00025,0.014366497,0.9971647262573242,0.2,1.1012491956353188,0.014148175437488439,0.3857671320438385,0.3148193359375,700
4725,-1310.22131038,230,1087488,177,1599.31,-7.126686468720436,0.00025,0.050025117,0.9816176295280457,0.2,5.023954721167684,0.026056045831258718,1.895970106124878,0.4498291015625,704
4748,-1362.5885054299997,230,1093632,178,1613.63,-7.226832444469134,0.00025,0.01878971,0.9911461472511292,0.2,2.087350601951281,0.008524791948730126,0.6971638798713684,0.32666015625,708
4774,-1361.06850549,230,1099776,179,1613.63,-7.257042944431305,0.00025,0.046314936,0.9941092133522034,0.2,1.7025491433839004,0.014304132831360524,0.4106849730014801,0.3779703776041667,712
4800,-1355.7985054600001,230,1105920,180,1613.63,-7.207546586791675,0.00025,0.018174073,0.9965612888336182,0.2,1.2074211767564218,0.02945959795761155,0.33888161182403564,0.4507242838541667,716
4823,-1354.8785054000002,230,1112064,181,1613.63,-7.260828003287315,0.00025,0.025752097,0.9977971911430359,0.2,0.9791725128889084,0.008336957502857937,0.2598286271095276,0.2646484375,720
4849,-1376.4185003400003,230,1118208,182,1622.0,-7.239008317391078,0.00025,0.028495593,0.9982250928878784,0.2,0.6581857331718007,0.02313777618352712,0.21916694939136505,0.3920491536458333,724
4877,-1376.2085003499994,230,1124352,183,1622.0,-7.1277808000644045,0.00025,0.027603725,0.9981294870376587,0.2,1.4848066133757432,0.013376428784492115,0.6001129150390625,0.315185546875,728
4907,-1376.9385003400002,230,1130496,184,1622.0,-7.1047312170267105,0.00025,0.013043785,0.9984028339385986,0.2,1.402420673519373,0.004860289828987637,0.7596780061721802,0.218505859375,732
4938,-1361.54850024,230,1136640,185,1622.0,-7.079068104426066,0.00025,0.016862603,0.9985599517822266,0.2,1.2649154557536046,0.006874884760084872,0.6677200794219971,0.2784016927083333,736
4967,-1370.0935002800002,230,1142784,186,1622.0,-7.04658775528272,0.00025,0.05449449,0.9982441067695618,0.2,0.7235310996572176,0.028037308909309406,0.3803398013114929,0.4463704427083333,740
4994,-1368.1935003999997,230,1148928,187,1622.0,-6.906965712706248,0.00025,0.028800288,0.9984341263771057,0.2,0.6475567308564981,0.025462998906732537,0.20382952690124512,0.4136962890625,744
5021,-1348.72027442,230,1155072,188,1614.57,-6.862481435139974,0.00025,0.040389135,0.9988165497779846,0.2,0.5292817894369364,0.0227167849613276,0.1536589413881302,0.4099934895833333,748
5047,-1341.2866085499998,230,1161216,189,1607.73,-6.794463982184728,0.00025,0.051204067,0.9794901609420776,0.2,5.264074570809801,0.022035103970362496,0.6928321719169617,0.4606526692708333,752
5072,-1341.31160856,230,1167360,190,1607.73,-6.844702407717705,0.00025,0.020603957,0.9866124391555786,0.2,3.740875160942475,0.016432783183214877,0.8509417176246643,0.406982421875,756
5096,-1369.6716084900002,230,1173504,191,1607.73,-6.794067869583766,0.00025,0.022996517,0.9941169619560242,0.2,1.551086861640215,0.020344902091892436,0.6729170083999634,0.3724772135416667,760
5121,-1374.3016085299998,230,1179648,192,1607.73,-6.900168403983116,0.00025,0.025584435,0.9973575472831726,0.2,0.9499358429263035,0.009789574365034545,0.27700620889663696,0.2936604817708333,764
5146,-1349.9974734500001,230,1185792,193,1599.51,-6.924481416742007,0.00025,0.10616491,0.9969257712364197,0.2,0.8162548358862599,0.04194352848571725,0.1783417910337448,0.4975179036458333,768
5170,-1324.3566783800002,230,1191936,194,1591.78,-6.9078995535771055,0.00025,0.047565985,0.983942985534668,0.2,4.973429635167122,0.018283966431530036,1.0116046667099,0.4656982421875,772
5195,-1297.04601338,230,1198080,195,1584.45,-6.90412001311779,0.00025,0.031556934,0.9767987728118896,0.2,4.854273793598016,0.01251639779851151,0.769318163394928,0.3581949869791667,776
5221,-1284.05601327,230,1204224,196,1584.45,-6.943686212102572,0.00025,0.015975736,0.9790635108947754,0.2,6.497430416444938,0.005220935825491324,3.748806953430176,0.268798828125,780
5248,-1213.2506533,230,1210368,197,1552.18,-6.988030458490054,0.00025,0.026951447,0.9833731651306152,0.2,3.2274493786195912,0.015804758824136417,0.8712884783744812,0.3375651041666667,784
5276,-1175.3480002500003,230,1216512,198,1544.57,-6.771621574958165,0.00025,0.024538403,0.9653940200805664,0.2,6.959579770763715,0.016492482177757967,2.275336980819702,0.3477783203125,788
5302,-1148.08723521,230,1222656,199,1529.08,-6.869575634598732,0.00025,0.02168794,0.9784502387046814,0.2,7.65385698278745,0.0045381977991686044,5.522186279296875,0.2732747395833333,792
5332,-1158.1822602500001,230,1228800,200,1536.69,-6.850612198313077,0.00025,0.032011848,0.9733771085739136,0.2,6.509761542081833,0.007802055746045274,2.3691790103912354,0.3136393229166667,796
5360,-1177.89285026,230,1234944,201,1535.13,-6.8263068199157715,0.00025,0.020801058,0.9686565399169922,0.2,8.33247729887565,0.007575176525278948,2.729442596435547,0.3138834635416667,800
5391,-1149.1182962399998,230,1241088,202,1513.33,-6.865042597055435,0.00025,0.016052635,0.9758012890815735,0.2,7.544090643525124,0.003983479289066357,2.823272943496704,0.2452392578125,804
5418,-1105.0985381499997,230,1247232,203,1503.36,-6.910479878385861,0.00025,0.035421826,0.9655983448028564,0.2,9.239466925462088,0.015480473128263839,2.9808566570281982,0.3827718098958333,808
5442,-1066.53883625,230,1253376,204,1472.79,-6.923805673917134,0.00025,0.030524736,0.9481856226921082,0.2,11.309342697262764,0.010980511326730872,2.719398021697998,0.3770345052083333,812
5468,-1090.1967122899998,230,1259520,205,1475.44,-6.97290925681591,0.00025,0.031066155,0.9608108997344971,0.2,6.128542572259903,0.008820588196006915,1.3502377271652222,0.3561197916666667,816
5494,-1085.5208943,230,1265664,206,1477.51,-7.058124164740245,0.00025,0.019398948,0.9687029719352722,0.2,7.522760793566704,0.01224549993154748,1.847455382347107,0.337646484375,820
5520,-1067.2874542499999,230,1271808,207,1487.7,-7.082722907265027,0.00025,0.025663191,0.967167317867279,0.2,6.9120520030458765,0.0070908602453224985,2.258180856704712,0.3509521484375,824
5550,-1033.98968628,230,1277952,208,1478.32,-7.025572448968887,0.00025,0.034379527,0.9749869704246521,0.2,5.376308898131053,0.011961451285363486,2.299964189529419,0.3353678385416667,828
5581,-1072.7359183900003,230,1284096,209,1495.81,-6.993664920330048,0.00025,0.036603782,0.9596355557441711,0.2,9.02648833145698,0.01615062908725425,2.1951165199279785,0.37109375,832
5621,-1114.1019312899998,229,1290240,210,1519.57,-7.209943234920502,0.00025,0.028798124,0.9698430895805359,0.2,7.158191315829754,0.008971911850191342,2.515822410583496,0.381103515625,836
5653,-1095.8445782499998,229,1296384,211,1527.62,-7.09530255695184,0.00025,0.029743413,0.9742853045463562,0.2,5.762351741393407,0.012454016522193948,1.698047161102295,0.394775390625,840
5678,-1112.0484402800002,229,1302528,212,1539.86,-7.285780916611354,0.00025,0.022219531,0.9830641746520996,0.2,5.379499328633149,0.012739026812293256,3.2543890476226807,0.3756103515625,844
5704,-1081.64743933,229,1308672,213,1515.33,-7.304712613423665,0.00025,0.045262773,0.9588745832443237,0.2,8.432171255350113,0.010595810381346382,1.0665068626403809,0.374267578125,848
5729,-1083.6734593900003,229,1314816,214,1514.09,-7.255369121829669,0.00025,0.042626213,0.9653387665748596,0.2,5.853000747660796,0.014882275475732362,1.7042207717895508,0.4066569010416667,852
5753,-1075.1095463400002,229,1320960,215,1499.98,-7.176123584310214,0.00025,0.03711842,0.9534895420074463,0.2,12.080858583251635,0.008727310317529676,3.278583288192749,0.3908284505208333,856
5778,-1032.7217183900002,229,1327104,216,1489.9,-7.030801097551982,0.00025,0.03159105,0.9534522294998169,0.2,11.540075441201529,0.013929243107365133,4.170364856719971,0.4276123046875,860
5803,-965.6731605399999,229,1333248,217,1433.62,-6.914523368080457,0.00025,0.052729607,0.9662436246871948,0.2,6.90207361181577,0.017769447653942432,1.8082478046417236,0.4503987630208333,864
5830,-909.9678054700001,229,1339392,218,1383.16,-6.804119969407718,0.00025,0.033717234,0.9586462378501892,0.2,9.905208950241407,0.010896489106623145,2.4116835594177246,0.4188232421875,868
5860,-908.3820944600002,229,1345536,219,1369.39,-6.775192012389501,0.00025,0.03947614,0.954971194267273,0.2,13.977087328831354,0.011862604767278148,4.844437122344971,0.3759765625,872
5889,-853.02074152,229,1351680,220,1333.5,-6.961088061332703,0.00025,0.03219274,0.9643722772598267,0.2,8.799212815860907,0.009935354954601886,1.7778056859970093,0.3903401692708333,876
5921,-773.73579062,229,1357824,221,1286.32,-6.840330049395561,0.00025,0.030534158,0.9290024042129517,0.2,22.546466757853825,0.01723019935404106,11.26072883605957,0.4034830729166667,880
5951,-768.1373674500002,229,1363968,222,1283.7,-6.798093726237615,0.00025,0.034946892,0.9530197381973267,0.2,11.455423717697462,0.01652468158378421,3.0714476108551025,0.421875,884
5978,-748.1350975000003,229,1370112,223,1279.85,-6.903645634651184,0.00025,0.028223833,0.9634182453155518,0.2,9.8405708471934,0.008714160382320793,2.556305408477783,0.3669026692708333,888
6004,-747.3512854400002,229,1376256,224,1281.62,-6.773764878511429,0.00025,0.046959776,0.9617000222206116,0.2,11.425513823827108,0.014401211393609023,3.286954641342163,0.4224446614583333,892
6027,-767.9434993800003,229,1382400,225,1297.13,-6.925833448767662,0.00025,0.033692297,0.9472107887268066,0.2,14.715300723910332,0.011267973743088078,3.8154032230377197,0.3980712890625,896
6052,-798.8167933899999,229,1388544,226,1305.85,-6.956386571129163,0.00025,0.033961702,0.9579148888587952,0.2,12.624663308262825,0.01893865176922797,3.18158221244812,0.3991292317708333,900
6078,-842.2931595199999,229,1394688,227,1324.45,-6.703656787673633,0.00025,0.030947132,0.9368115067481995,0.2,19.552133480707806,0.011832914307888132,6.516953468322754,0.3907877604166667,904
6103,-815.09883642,229,1400832,228,1291.22,-6.733027324080467,0.00025,0.056179494,0.962440013885498,0.2,9.159967790047327,0.013419308908244906,2.506791114807129,0.4182535807291667,908
6125,-749.5925405100002,229,1406976,229,1246.03,-6.3581714282433195,0.00025,0.041604843,0.9329220056533813,0.2,17.32273264726003,0.02116299049036267,6.891740322113037,0.453857421875,912
6152,-612.5341815099999,229,1413120,230,1141.18,-6.645723049839337,0.00025,0.027841585,0.9599078893661499,0.2,13.488639747103056,0.005705143780990814,3.162567138671875,0.3260498046875,916
6181,-467.62667333999997,229,1419264,231,1051.51,-6.264938081304233,0.00025,0.031406064,0.9414056539535522,0.2,18.43936139345169,0.013390181673457846,6.713536739349365,0.3977457682291667,920
6212,-440.57967647,229,1425408,232,1047.05,-6.264105086525281,0.00025,0.03135513,0.9377679824829102,0.2,19.67209921280543,0.01067474446123621,7.657951354980469,0.3984375,924
6243,-436.10580143999994,229,1431552,233,1052.03,-6.378932436307271,0.00025,0.05066806,0.9376732110977173,0.2,21.44356886545817,0.010748397617135197,6.082952976226807,0.3998616536458333,928
6270,-400.90471344,229,1437696,234,1050.24,-6.429668173193932,0.00025,0.03796037,0.9203455448150635,0.2,27.847211211919785,0.013565510116071286,16.17505645751953,0.4265950520833333,932
6297,-492.2473654499999,229,1443840,235,1112.14,-6.356590499480565,0.00025,0.04429479,0.9212923645973206,0.2,25.648248891035717,0.00755248437053524,10.007476806640625,0.3609212239583333,936
6322,-484.10886039,229,1449984,236,1107.03,-6.636003588636716,0.00025,0.042219598,0.9326371550559998,0.2,20.785332252581913,0.018236509548538987,5.628618240356445,0.4490559895833333,940
6347,-436.54163741,229,1456128,237,1086.08,-6.493928541739781,0.00025,0.033029784,0.922217071056366,0.2,24.417855540911358,0.011173233531735605,10.378082275390625,0.4055989583333333,944
6371,-395.63373641,229,1462272,238,1050.77,-6.439192498723666,0.00025,0.03545743,0.9406251311302185,0.2,16.187699422240257,0.009712075283459853,6.577016830444336,0.3864339192708333,948
6396,-334.4890864199999,229,1468416,239,1009.04,-6.2774763107299805,0.00025,0.035371657,0.9318056106567383,0.2,20.764119138320286,0.007637689205391022,4.934641361236572,0.3688151041666667,952
6422,-262.16795447,229,1474560,240,971.15,-6.440540631612142,0.00025,0.03991468,0.9553476572036743,0.2,11.331518078843752,0.011947315120778512,5.7305097579956055,0.4372151692708333,956
6448,-219.01541230000004,229,1480704,241,929.16,-6.163574983676274,0.00025,0.040470917,0.9370225667953491,0.2,14.37563386062781,0.009292321029837089,5.0294647216796875,0.3812662760416667,960
6473,-117.48103814000002,229,1486848,242,860.22,-6.123775581518809,0.00025,0.038581923,0.9436115026473999,0.2,14.679936617612839,0.011899772888379326,6.788154602050781,0.3855387369791667,964
6505,-129.47447522000002,229,1492992,243,864.2,-5.9947856068611145,0.00025,0.040141504,0.9646345973014832,0.2,8.08329027146101,0.01023482128221076,2.362924337387085,0.3898518880208333,968
6538,-93.16488709000004,229,1499136,244,828.82,-6.0926487048467,0.00025,0.04852134,0.9615005850791931,0.2,8.862718706329664,0.02034762860421324,2.9722182750701904,0.4649251302083333,972
6572,-119.91119116,229,1505280,245,852.88,-6.0836845089991884,0.00025,0.049598426,0.9651263356208801,0.2,6.079414896667004,0.01552298500124986,2.001336097717285,0.4194742838541667,976
