rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/fps,train/clip_fraction,train/n_updates,train/entropy_loss,train/explained_variance,train/clip_range,train/value_loss,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/loss
2224.0,5500,7.322600150000002,1314816,214,239,0.2392578125,852,-5.452583730220795,0.9984646439552307,0.2,1.601012368996938,0.015924327,0.00025,0.006411585568760832,0.801941990852356
2224.0,5526,-0.37673347999999607,1320960,215,239,0.2765706380208333,856,-5.454576363166173,0.9982656836509705,0.2,1.0950312527517478,0.013468572,0.00025,0.010268490436525704,0.41841834783554077
2224.0,5552,30.19659978,1327104,216,238,0.2668050130208333,860,-5.461923708518346,0.9983206391334534,0.2,0.6704145933811864,0.016942391,0.00025,0.004254429130620944,0.3179014027118683
2224.0,5578,48.83559966000001,1333248,217,238,0.4503580729166667,864,-5.309086600939433,0.9978212118148804,0.2,0.8590656503414115,0.033221055,0.00025,0.026555871321761515,0.4255097806453705
2224.0,5604,28.969933629999993,1339392,218,238,0.23055013020833334,868,-5.338118275006612,0.9984390735626221,0.2,0.9483577279994885,0.01716282,0.00025,0.003856590347519765,0.6064679026603699
2224.0,5630,31.437267299999988,1345536,219,238,0.2763264973958333,872,-5.37880265712738,0.9985426664352417,0.2,0.8305431809276342,0.022721762,0.00025,0.009505232689358914,0.36277517676353455
2224.0,5655,27.99693370999999,1351680,220,238,0.15983072916666666,876,-5.343032856782277,0.9986896514892578,0.2,0.8042581944415966,0.010804959,0.00025,0.0015660578598423551,0.37962478399276733
2224.0,5682,40.18693386999999,1357824,221,238,0.19449869791666666,880,-5.31658070286115,0.9985044002532959,0.2,0.8851958581556877,0.014482039,0.00025,0.004684714287577663,0.47122079133987427
2218.71,5709,93.77260632,1363968,222,238,0.18778483072916666,884,-5.335188815991084,0.9982691407203674,0.2,0.9722185178349415,0.012356807,0.00025,0.0034082650866669915,0.4221249222755432
2211.08,5736,135.60283506999997,1370112,223,238,0.3694661458333333,888,-5.171336169044177,0.9791359305381775,0.2,4.829751962174972,0.028229339,0.00025,0.015545830896977956,2.984006404876709
2211.08,5762,102.88616858999998,1376256,224,238,0.4427897135416667,892,-5.121128489573796,0.9768492579460144,0.2,8.292031403630972,0.050840408,0.00025,0.01753020041360287,2.4379849433898926
2211.08,5788,85.38650189,1382400,225,238,0.5042317708333334,896,-5.354931523402532,0.9902950525283813,0.2,1.962597808490197,0.100696445,0.00025,0.041289154716650955,0.7640352249145508
2211.08,5814,88.25083543000002,1388544,226,238,0.24784342447916666,900,-5.525609811147054,0.9951080083847046,0.2,2.182519986604651,0.013738851,0.00025,0.008321120574692031,0.592166543006897
