#{"t_start": 1756320193.5754242, "env_id": "None"}
r,l,t
-563.407733,2224,6.796163
-556.407733,2224,24.459158
-609.907733,2224,30.825708
-665.907733,2224,48.328461
-795.407733,2224,55.058498
-712.407733,2224,72.796905
-709.0744,2224,79.335638
-738.5744,2224,100.124832
-894.5744,2224,106.480724
-740.407733,2224,124.609622
-768.0744,2224,130.935611
-698.907733,2224,148.540794
-674.5744,2224,166.612294
-779.0744,2224,173.114298
-777.0744,2224,191.385614
-699.907733,2224,197.846788
-699.407733,2224,216.79525
-766.5744,2224,223.197138
-712.407733,2224,242.027299
-684.407734,2224,248.54585
-608.407733,2224,267.264995
-559.407734,2224,273.660135
-618.907734,2224,292.021891
-560.907733,2224,310.180911
-502.907733,2224,316.604084
-509.407733,2224,335.723821
-468.907733,2224,342.50611
-424.907733,2224,361.316304
-399.907733,2224,367.791122
-493.407733,2224,386.038282
-453.407734,2224,392.555076
-440.407733,2224,411.141335
-549.407733,2224,418.848295
-456.407733,2224,438.010495
-532.907733,2224,457.885499
-488.407734,2224,464.88814
-438.407734,2224,484.583945
-435.407733,2224,491.214417
-438.407733,2224,509.723999
-393.907733,2224,516.406553
-514.907733,2224,534.86387
-432.407734,2224,541.198005
-456.407734,2224,560.015871
-430.907733,2224,566.742644
-432.407733,2224,586.811737
-393.407733,2224,593.77462
-450.907734,2224,613.649668
-371.907733,2224,633.133994
-418.407733,2224,640.340452
-362.407733,2224,660.09572
-405.907733,2224,667.121611
-354.907733,2224,686.97231
-335.907733,2224,693.948807
-135.774399,2224,714.1225
-337.907733,2224,721.382761
-330.0744,2224,741.169166
-319.407733,2224,748.172519
-451.2744,2224,767.740304
-400.407733,2224,787.075085
-463.374401,2224,794.263855
-373.407733,2224,813.930648
-319.907734,2224,820.996111
-485.074399,2224,840.426904
-287.0744,2224,847.561392
-432.174401,2224,867.628501
-432.074401,2224,874.827004
-364.074399,2224,894.502966
-395.974401,2224,901.437434
-455.3744,2224,921.329682
-330.8744,2224,940.74412
-413.974399,2224,947.961276
-420.9744,2224,967.34949
-406.807733,2224,974.472661
-392.474399,2224,993.879501
-419.4744,2224,1001.147895
-434.2744,2224,1020.848248
-408.9744,2224,1027.983413
-431.874399,2224,1047.697763
-422.2744,2224,1054.763216
-451.9744,2224,1074.506889
-433.7744,2224,1081.485094
-416.374399,2224,1101.115042
-413.9744,2224,1120.559602
-272.5744,2224,1127.909463
-397.474399,2224,1147.997896
-279.0744,2224,1155.287316
-410.0744,2224,1174.661328
-429.074399,2224,1182.297705
-399.0744,2224,1202.095788
-305.407733,2224,1209.163013
-465.9744,2224,1228.904952
-463.6744,2224,1235.841616
-416.474401,2224,1255.702972
-120.874404,2224,1275.163443
-352.5744,2224,1282.426496
-312.5744,2224,1302.128567
-364.974399,2224,1309.557842
102.925603,2224,1329.294532
-156.074396,2224,1336.633089
-456.6744,2224,1356.347027
-345.974401,2224,1363.547792
-326.5744,2224,1383.516884
-417.874399,2224,1390.470905
-152.574401,2224,1410.578512
-324.474401,2224,1430.283776
-396.674399,2224,1437.750983
-213.974397,2224,1457.110657
97.125603,2224,1464.590519
-513.774399,2224,1484.017715
-464.8744,2224,1491.455562
-372.874401,2224,1511.072024
-393.107733,2224,1518.090065
226.825597,2224,1537.825354
363.425606,2224,1544.774212
-280.707731,2224,1564.550431
-430.074399,2224,1571.505368
-188.474399,2224,1591.556453
-397.207732,2224,1611.039139
-217.974402,2224,1618.551949
-311.307735,2224,1638.03879
-270.607734,2224,1645.396916
327.725593,2224,1665.429033
-170.474398,2224,1672.624666
-281.207739,2224,1692.389024
-182.074398,2224,1699.361864
-408.607732,2224,1719.159931
-253.874398,2224,1726.23761
275.925604,2224,1746.091726
-255.507735,2224,1765.489274
982.525592,2224,1772.882857
-439.274401,2224,1792.516363
-456.7744,2224,1799.765111
-282.707734,2224,1819.438874
-446.474401,2224,1826.601934
-427.374401,2224,1846.633211
-452.8744,2224,1853.803091
-426.0744,2224,1873.602742
-441.4744,2224,1880.649184
-440.374399,2224,1900.501912
-369.407733,2224,1919.833215
238.125611,2224,1927.172687
-422.6744,2224,1946.767874
-41.974402,2224,1953.933825
-406.8744,2224,1973.495147
-440.2744,2224,1980.60014
139.092275,2224,2000.479674
-317.707734,2224,2007.817374
145.992271,2224,2027.383771
-243.074396,2224,2034.477681
-404.107734,2224,2054.341377
-365.774401,2224,2061.444386
354.025595,2224,2081.217906
-397.107734,2224,2100.891257
439.492254,2224,2108.213756
-351.274399,2224,2127.765696
-391.3744,2224,2134.953845
-329.374401,2224,2154.532789
-465.1744,2224,2161.732937
-243.6744,2224,2181.417739
-213.974401,2224,2188.506
-395.174399,2224,2208.292551
-193.174397,2224,2215.159469
833.99226,2224,2235.113447
138.692264,2224,2254.819226
-238.774401,2224,2262.380067
-401.907734,2224,2282.498433
-164.974399,2224,2289.79701
-308.474397,2224,2309.718093
-156.174401,2224,2316.873275
361.625594,2224,2336.634626
254.825601,2224,2343.774556
957.725578,2224,2363.791431
-390.407735,2224,2370.702677
-246.774398,2224,2391.037788
571.425596,2224,2410.61811
222.625601,2224,2418.093987
-431.074401,2224,2437.456737
-145.474397,2224,2444.907741
-156.874401,2224,2464.48281
-345.274402,2224,2471.713809
-469.574399,2224,2491.203018
-234.974401,2224,2498.476447
-167.5744,2224,2518.242155
-266.207734,2224,2525.240067
3103.301618,1504,2542.924683
-353.074401,2224,2550.028508
40.325596,2224,2570.127195
-376.074398,2224,2577.466103
-185.774396,2224,2597.505436
-392.974399,2224,2604.554179
212.025602,2224,2624.480497
-415.974398,2224,2643.954365
-215.674401,2224,2651.342911
-304.674401,2224,2670.829086
-398.874399,2224,2677.997505
-454.4744,2224,2697.519561
-368.7744,2224,2704.807563
-398.007734,2224,2724.753371
-367.174397,2224,2731.769765
-164.6744,2224,2751.534352
152.69227,2224,2758.555252
-457.974401,2224,2778.368197
-444.607733,2224,2798.017675
-469.9744,2224,2805.408841
-462.7744,2224,2824.849731
-414.274401,2224,2832.216024
-400.0744,2224,2851.847622
53.425592,2224,2859.12217
-471.0744,2224,2878.779782
-489.274399,2224,2885.860668
-402.607734,2224,2905.692208
-446.5744,2224,2912.662411
-467.174401,2224,2932.39797
-391.5744,2224,2951.775372
-291.307733,2224,2959.108274
-465.0744,2224,2978.375351
44.025598,2224,2985.671118
-59.874395,2224,3005.386293
-423.307733,2224,3012.664258
-404.6744,2224,3032.468247
248.125604,2224,3039.489901
351.625609,2224,3059.213227
279.625597,2224,3066.322302
-250.9744,2224,3086.224002
-341.874401,2224,3093.179837
820.09226,2224,3112.908119
-222.574403,2224,3132.155283
-158.074401,2224,3139.751056
43.4256,2224,3159.585861
-382.274399,2224,3166.918148
-248.774398,2224,3186.78394
-263.674398,2224,3194.137228
-385.574402,2224,3213.785618
-354.107731,2224,3220.957964
-454.7744,2224,3240.689786
-281.374398,2224,3247.526646
-270.6744,2224,3267.554879
-225.274398,2224,3287.056636
-455.874399,2224,3294.620798
-476.007733,2224,3314.313864
-319.807733,2224,3322.331981
-250.174399,2224,3342.816058
-499.607733,2224,3350.032036
-441.674399,2224,3369.883127
-227.074397,2224,3376.972435
-440.874398,2224,3396.791002
-247.974401,2224,3403.656112
66.892272,2224,3423.499813
-434.574397,2224,3442.758474
-333.207729,2224,3450.257372
1061.025602,2224,3469.730847
-241.574403,2224,3477.20859
-222.774401,2224,3496.695011
-255.874401,2224,3504.258955
-243.0744,2224,3523.979514
191.9256,2224,3531.001469
-284.674402,2224,3551.011702
-538.407733,2224,3557.999667
-457.574401,2224,3577.907257
-210.074402,2224,3584.899808
-342.607734,2224,3604.966646
-244.974402,2224,3624.139936
-59.6744,2224,3631.630903
-44.774403,2224,3650.978781
770.892263,2224,3658.174007
-176.074401,2224,3677.751169
922.225601,2224,3684.841252
88.692265,2224,3704.530112
-33.974401,2224,3711.514739
-243.374401,2224,3731.541322
-386.774399,2224,3738.590684
-245.874399,2224,3758.429491
-246.074402,2224,3777.891221
-424.774401,2224,3785.274527
-163.574398,2224,3804.935138
-188.274401,2224,3812.259126
760.892263,2224,3832.073584
-487.207734,2224,3839.116503
634.825597,2224,3858.886443
-495.3744,2224,3866.232234
-414.874398,2224,3885.833907
-278.274399,2224,3892.898896
23.125599,2224,3912.839927
-43.274401,2224,3932.3788
13.625594,2224,3940.078559
-451.7744,2224,3959.676904
-56.374403,2224,3966.944176
1207.692269,2224,3986.695023
314.325602,2224,3993.959831
-260.574393,2224,4014.034761
-248.0744,2224,4021.388739
-240.974398,2224,4041.306133
154.925603,2224,4048.449879
-514.307733,2224,4068.639304
-90.574396,2224,4075.605064
-110.574404,2224,4095.650427
-421.707734,2224,4115.104444
-70.0744,2224,4122.468332
-134.174404,2224,4142.17435
-108.674393,2224,4149.672548
-134.374392,2224,4169.362199
-143.4744,2224,4176.807227
-125.274396,2224,4196.840535
-328.474398,2224,4204.054475
-62.874405,2224,4224.043004
-124.074394,2224,4231.050692
-130.274401,2224,4251.106644
