time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/clip_fraction,train/approx_kl,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/clip_range,train/explained_variance,train/value_loss,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
16896,146,114,22,0.6714409722222222,0.28264222,0.00025,-7.575483845339881,0.08537341290826185,63,0.2,0.5612844228744507,15.205246541235182,11.768640518188477,1014.5909090909091,7045.136363636364
17664,152,115,23,0.4817708333333333,0.055972774,0.00025,-7.775358147091335,0.020433681240926187,66,0.2,0.6571969985961914,31.208573328124153,19.80830955505371,1014.5909090909091,7045.136363636364
18432,158,115,24,0.5967881944444444,0.086547606,0.00025,-7.592154926723904,0.038287387126021914,69,0.2,0.2094448208808899,19.153255058659447,15.702398300170898,1014.9583333333334,7272.625
19200,168,114,25,0.5842013888888888,0.06586241,0.00025,-7.768680963251326,0.04720895812432799,72,0.2,0.6187888383865356,40.73696019914415,23.07370376586914,1014.9583333333334,7272.625
19968,174,114,26,0.5078125,0.062151182,0.00025,-7.660392112202114,0.019399183026204508,75,0.2,0.6787843704223633,17.203338821729023,12.4492826461792,1015.2692307692307,7626.961538461538
20736,180,114,27,0.4500868055555556,0.04432277,0.00025,-7.701603253682454,0.029165638468435243,78,0.2,0.6095759868621826,34.85878596040938,33.72418975830078,1015.2692307692307,7626.961538461538
21504,186,115,28,0.51953125,0.09879447,0.00025,-7.5023559596803455,0.052365423975667603,81,0.2,0.8304591774940491,19.019758423169453,13.764910697937012,1015.5357142857143,7652.773809523809
22272,192,115,29,0.5138888888888888,0.08811489,0.00025,-7.683610598246257,0.045059079571122616,84,0.2,0.6998820304870605,28.767104122373794,16.613239288330078,1015.5357142857143,7652.773809523809
23040,198,116,30,0.5147569444444444,0.060454827,0.00025,-7.503385106722514,0.03346610906171716,87,0.2,0.8967219591140747,19.92694287829929,16.924598693847656,1015.7666666666667,7637.366666666667
23808,207,114,31,0.54296875,0.144073,0.00025,-7.6856794357299805,0.038385374122299254,90,0.2,0.8139026165008545,40.30328008863661,19.53822135925293,1015.7666666666667,7637.366666666667
24576,213,114,32,0.4509548611111111,0.03113688,0.00025,-7.600178778171539,0.01970351299840129,93,0.2,0.6810770034790039,18.42673185136583,3.8318123817443848,1015.96875,7842.46875
25344,219,115,33,0.3585069444444444,0.03083984,0.00025,-7.695128679275513,0.009260279152335392,96,0.2,0.7628450393676758,41.01306576199002,33.077125549316406,1015.96875,7842.46875
26112,226,115,34,0.5143229166666666,0.06001267,0.00025,-7.771162225140466,0.027644803139588073,99,0.2,0.8632251620292664,23.62069955799315,22.953786849975586,1016.09,8002.17
26880,232,115,35,0.5915798611111112,0.12857296,0.00025,-7.814812892013126,0.03350503198776601,102,0.2,0.8869285583496094,17.078132808208466,10.32824993133545,1016.09,8002.17
27648,241,114,36,0.5629340277777778,0.10524259,0.00025,-7.7931726177533465,0.04138261798976196,105,0.2,0.5014559626579285,18.19302965535058,8.13253116607666,1016.09,8421.71
28416,247,114,37,0.5147569444444444,0.030859627,0.00025,-7.816839509540134,0.044261464085947305,108,0.2,0.5839471817016602,32.22362985875871,43.50220489501953,1016.09,8421.71
29184,253,115,38,0.5525173611111112,0.13630557,0.00025,-7.7328554722997875,0.04450123678866981,111,0.2,0.5331687927246094,14.045240508185493,10.92292594909668,1016.09,8699.29
29952,259,115,39,0.4583333333333333,0.023742735,0.00025,-7.789201789432102,0.028272416571983032,114,0.2,0.6243060827255249,27.754746635754902,15.254297256469727,1016.09,8699.29
30720,265,115,40,0.3511284722222222,0.028387664,0.00025,-7.7943875723414955,0.0020168760739680794,117,0.2,0.723301887512207,18.08442548910777,13.466121673583984,1016.09,8912.93
31488,274,114,41,0.3667534722222222,0.031916264,0.00025,-7.758116616143121,0.02506831805092386,120,0.2,0.6576058864593506,19.592911707030403,14.522429466247559,1016.09,8912.93
