time/fps,time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/entropy_loss,train/clip_range,train/clip_fraction,rollout/ep_len_mean,train/value_loss,train/approx_kl,train/loss,train/explained_variance,train/policy_gradient_loss
29,1360,52,39936,-67.31199900999998,0.00025,153,-7.725532578097449,0.2,0.3741319444444444,1019.0,30.644171555836994,0.031058237,16.562131881713867,0.6995332837104797,0.004644645753109621
29,1364,53,40704,-67.31199900999998,0.00025,156,-7.662802994251251,0.2,0.3550347222222222,1019.0,23.345530450344086,0.024241611,10.767107963562012,0.8197280168533325,0.011616952704369195
30,1369,54,41472,-53.26599922,0.00025,159,-7.664842830763923,0.2,0.4652777777777778,1019.0,17.41397745741738,0.06986979,12.341957092285156,0.8662598133087158,0.02936791598201833
30,1373,55,42240,-53.26599922,0.00025,162,-7.5719355543454485,0.2,0.4184027777777778,1019.0,26.30952243672477,0.038579043,19.489604949951172,0.8376156687736511,0.02776608225475583
31,1378,56,43008,-47.165999279999994,0.00025,165,-7.65049194627338,0.2,0.46484375,1019.0,15.104060365094078,0.08121298,10.230952262878418,0.9150022864341736,0.02757640656394263
31,1382,57,43776,-47.165999279999994,0.00025,168,-7.685580975479549,0.2,0.3671875,1019.0,42.76764602131314,0.033265878,35.59973907470703,0.9328855872154236,0.0358366991341528
32,1387,58,44544,-48.553999329999996,0.00025,171,-7.705139252874586,0.2,0.3637152777777778,1019.0,14.593547185262045,0.029495532,14.857136726379395,0.9168391227722168,0.003979239936193658
32,1391,59,45312,-48.553999329999996,0.00025,174,-7.739158623748356,0.2,0.40234375,1019.0,25.88482455412547,0.04012959,20.869426727294922,0.8374061584472656,0.02758617308508191
33,1395,60,46080,-40.617999420000004,0.00025,177,-7.564062694708507,0.2,0.4457465277777778,1019.0,9.477760268582237,0.050137002,4.640645980834961,0.8446208238601685,0.02835102894136475
33,1400,61,46848,-40.617999420000004,0.00025,180,-7.665884143776363,0.2,0.3585069444444444,1019.0,25.44786892996894,0.032654885,16.698808670043945,0.6014341115951538,0.0045115664575455915
33,1404,62,47616,-26.315999520000005,0.00025,183,-7.546249111493428,0.2,0.515625,1019.0,9.897733979754978,0.097573966,7.864683628082275,0.9186840653419495,0.016695815151453845
34,1409,63,48384,-26.315999520000005,0.00025,186,-7.63538200325436,0.2,0.5104166666666666,1019.0,25.89805892441008,0.045634095,24.631349563598633,0.6342266798019409,0.03242854720317862
34,1413,64,49152,-13.921999529999995,0.00025,189,-7.598742988374498,0.2,0.5086805555555556,1019.0,12.324759105841318,0.06705206,7.920640468597412,0.7875111699104309,0.011896518275736727
35,1418,65,49920,-13.921999529999995,0.00025,192,-7.655965228875478,0.2,0.5151909722222222,1019.0,12.182657063007355,0.048496712,12.04029655456543,0.8126094937324524,0.032976810121908784
35,1422,66,50688,-12.96199951,0.00025,195,-7.641981369919247,0.2,0.4171006944444444,1019.0,10.746194538142946,0.054294635,4.799561500549316,0.8269126415252686,0.020286394412525825
36,1427,67,51456,-12.96199951,0.00025,198,-7.67806214094162,0.2,0.3289930555555556,1019.0,23.43444107638465,0.04321893,13.69279956817627,0.5823080539703369,0.018475823802873492
36,1431,68,52224,-23.173999460000005,0.00025,201,-7.743961592515309,0.2,0.4565972222222222,1019.0,19.3626599378056,0.07399533,9.421330451965332,0.8068134188652039,0.04092527664680448
36,1436,69,52992,-23.173999460000005,0.00025,204,-7.6975887351565895,0.2,0.4066840277777778,1019.0,21.155661847856308,0.048009235,15.93982219696045,0.8701095581054688,0.04051588263569607
37,1440,70,53760,-31.53199938,0.00025,207,-7.680558774206373,0.2,0.4309895833333333,1019.0,11.43854276339213,0.11292567,5.413110256195068,0.9063735008239746,0.011138972632276515
37,1445,71,54528,-31.53199938,0.00025,210,-7.334591819180383,0.2,0.4800347222222222,1019.0,23.64302149083879,0.058528166,11.270424842834473,0.9184224605560303,0.04073122861639907
38,1449,72,55296,-40.9479993,0.00025,213,-7.680611742867364,0.2,0.4214409722222222,1019.0,27.40679633617401,0.06830117,24.82881736755371,0.9229803085327148,0.03165288175094045
38,1454,73,56064,-42.27199929000001,0.00025,216,-7.727633820639716,0.2,0.4153645833333333,1019.0,35.79902243614197,0.03522703,15.918566703796387,0.9399553537368774,0.02733549235078196
38,1458,74,56832,-39.523999370000006,0.00025,219,-7.663449333773719,0.2,0.4487847222222222,1019.0,19.333982547124226,0.06011948,20.483413696289062,0.9149665832519531,0.017671387830180012
39,1463,75,57600,-39.40399937,0.00025,222,-7.774496462610033,0.2,0.4231770833333333,1019.0,24.29460276497735,0.035721395,28.48387908935547,0.9019351005554199,0.016230053378320817
39,1467,76,58368,-39.71599938,0.00025,225,-7.688887212011549,0.2,0.4353298611111111,1019.0,13.52365807029936,0.043104917,9.98592758178711,0.6446306705474854,0.007415099942591041
40,1472,77,59136,-39.61999937,0.00025,228,-7.875202145841387,0.2,0.3971354166666667,1019.0,21.53393774562412,0.046322305,12.3926420211792,0.7443135976791382,0.017273538577784266
40,1476,78,59904,-39.55999937000001,0.00025,231,-7.632692489359114,0.2,0.5182291666666666,1019.0,6.6679713560475244,0.052743327,4.225119113922119,0.9031303524971008,0.02977605285640392
40,1481,79,60672,-39.57799937000001,0.00025,234,-7.668166697025299,0.2,0.3980034722222222,1019.0,22.9089617729187,0.043142553,9.514799118041992,0.8545258045196533,0.01421655179001391
41,1485,80,61440,-27.49799951,0.00025,237,-7.669535431596968,0.2,0.3706597222222222,1019.0,15.802339865101708,0.027947148,6.848151683807373,0.896274983882904,0.008989674401366048
41,1490,81,62208,-24.311999529999998,0.00025,240,-7.753572185834249,0.2,0.4652777777777778,1019.0,13.345322019524044,0.040278733,7.9832563400268555,0.902265191078186,0.021878738085635833
42,1494,82,62976,-19.609999570000003,0.00025,243,-7.686568829748365,0.2,0.4813368055555556,1019.0,9.528994659582773,0.050624233,9.815134048461914,0.7818986773490906,0.0174098649683098
42,1499,83,63744,-19.589999570000003,0.00025,246,-7.7605779899491205,0.2,0.3715277777777778,1019.0,21.727173831727768,0.027860066,18.220993041992188,0.773587703704834,0.02231886139553454
42,1503,84,64512,-19.69199956,0.00025,249,-7.905941022766961,0.2,0.4505208333333333,1019.0,18.95330074098375,0.04998818,5.783524990081787,0.37241536378860474,0.014894433720554743
43,1508,85,65280,-19.477999559999997,0.00025,252,-7.835136890411377,0.2,0.3650173611111111,1019.0,31.517426835166084,0.024447769,16.96080207824707,0.5473691821098328,0.0018434102659941548
43,1513,86,66048,-20.085999570000002,0.00025,255,-7.756830480363634,0.2,0.4188368055555556,1019.0,11.305316680007511,0.04294689,4.333158016204834,0.644867479801178,0.018959152900303405
44,1517,87,66816,-20.22999957,0.00025,258,-7.701765722698635,0.2,0.2868923611111111,1019.0,17.073223378923203,0.017060438,11.933302879333496,0.7054914236068726,-0.005951586774446898
44,1522,88,67584,-19.96399955,0.00025,261,-7.623620159096188,0.2,0.3350694444444444,1019.0,11.990047093894747,0.0514823,2.5093014240264893,0.8237329125404358,0.013487768165456751
44,1526,89,68352,-19.985999550000003,0.00025,264,-7.815388235780928,0.2,0.3949652777777778,1019.0,20.570093300607468,0.062294077,12.687241554260254,0.8485671281814575,0.03293768657345532
45,1531,90,69120,-15.049999530000003,0.00025,267,-7.7653013865153,0.2,0.3715277777777778,1019.0,10.745583752791086,0.05058969,6.716035842895508,0.7720876336097717,0.0033416778314858675
45,1535,91,69888,-16.176999480000003,0.00025,270,-7.664107077651554,0.2,0.3203125,1014.65,22.264743394321865,0.030184885,9.118318557739258,0.6869041919708252,0.010159277292485867
45,1540,92,70656,-18.650999400000003,0.00025,273,-7.664040578736199,0.2,0.3359375,1014.65,18.667076938682133,0.03123813,11.484823226928711,0.7570579648017883,0.005492131587945753
46,1544,93,71424,-20.910999320000002,0.00025,276,-7.640242867999607,0.2,0.3993055555555556,1010.79,16.59520110156801,0.03717531,4.858453750610352,0.8649758100509644,0.01802129724011239
46,1549,94,72192,-27.682999160000005,0.00025,279,-7.632796115345425,0.2,0.3541666666666667,1009.21,35.271312806341385,0.031021789,22.4344482421875,0.8504420518875122,0.02026080554868612
46,1554,95,72960,-27.734999150000007,0.00025,282,-7.739687184492747,0.2,0.4006076388888889,1009.21,29.46988691223992,0.042532753,15.49055290222168,0.9117884039878845,0.018649060777129814
47,1559,96,73728,-33.316999130000006,0.00025,285,-7.882140821880764,0.2,0.3793402777777778,1009.21,19.662513746155632,0.05472845,8.388409614562988,0.9450819492340088,0.025296668767825596
47,1564,97,74496,-33.362999130000006,0.00025,288,-7.834949149025811,0.2,0.3849826388888889,1009.21,21.31715046034919,0.037226904,15.18292236328125,0.8430207371711731,0.021896646849604115
47,1568,98,75264,-33.38499914,0.00025,291,-7.754191901948717,0.2,0.3350694444444444,1009.21,20.001749482419754,0.023717789,10.438937187194824,0.7185832262039185,0.009529860457405448
48,1573,99,76032,-33.02299913,0.00025,294,-7.7189048528671265,0.2,0.3923611111111111,1009.21,13.79189827044805,0.042151432,10.636788368225098,0.8596065640449524,0.02576656777980841
48,1578,100,76800,-33.02099913,0.00025,297,-7.732874506049686,0.2,0.3250868055555556,1009.21,22.335903392897713,0.030730987,12.161226272583008,0.7165621519088745,0.005725647930780219
48,1583,101,77568,-33.09899914,0.00025,300,-7.582077238294813,0.2,0.3940972222222222,1009.21,13.084292014439901,0.052325632,2.713430404663086,0.9062157869338989,0.005137417530123558
49,1588,102,78336,-21.336999149999997,0.00025,303,-7.792359292507172,0.2,0.3454861111111111,1009.21,13.87571108341217,0.0264543,15.70067024230957,0.7977225184440613,0.008145293104462326
49,1592,103,79104,-21.728999179999995,0.00025,306,-7.658970110946232,0.2,0.4561631944444444,1009.21,10.71757553021113,0.06364239,6.760106086730957,0.9010381698608398,0.020188415720541444
49,1597,104,79872,-12.236999199999998,0.00025,309,-7.634576261043549,0.2,0.3645833333333333,1009.21,17.984496196111042,0.022321006,6.840850353240967,0.7777376770973206,0.013314187180690674
50,1602,105,80640,-2.4069992800000013,0.00025,312,-7.714668624930912,0.2,0.3315972222222222,1009.21,31.92910415596432,0.027768804,11.996903419494629,0.6160062551498413,0.00391389287283851
50,1607,106,81408,-1.2609993,0.00025,315,-7.653759002685547,0.2,0.4244791666666667,1009.21,14.222257051202986,0.048954204,12.705322265625,0.7937303185462952,0.01589738315023068
50,1612,107,82176,-3.9989992999999995,0.00025,318,-7.761414733197954,0.2,0.3641493055555556,1009.21,17.604942467477585,0.06556734,6.5191450119018555,0.8578726053237915,0.006188073040296634
51,1617,108,82944,-3.7589992899999993,0.00025,321,-7.723150259918636,0.2,0.3003472222222222,1009.21,16.649239314926994,0.038259316,4.9602789878845215,0.8885833024978638,0.010209628348497467
51,1621,109,83712,-3.296999259999999,0.00025,324,-7.644645485613081,0.2,0.4357638888888889,1009.21,21.77410082022349,0.03727026,12.290264129638672,0.7363479137420654,0.02085518658471604
51,1626,110,84480,-3.27699927,0.00025,327,-7.720298263761732,0.2,0.3203125,1009.21,15.526639534367455,0.021639666,14.843910217285156,0.7346286773681641,0.01508758103268014
52,1631,111,85248,-5.482999240000002,0.00025,330,-7.696808596452077,0.2,0.3680555555555556,1009.21,14.209595375590855,0.029703438,9.601380348205566,0.9170928001403809,0.005809730022317833
52,1636,112,86016,-5.322999230000001,0.00025,333,-7.78337797191408,0.2,0.3528645833333333,1009.21,15.261685086621178,0.037121207,11.836370468139648,0.9110086560249329,-0.0015032824594527483
52,1641,113,86784,-4.658999220000001,0.00025,336,-7.654781851503584,0.2,0.3888888888888889,1007.23,17.367885013421375,0.031480953,5.163594722747803,0.7568886280059814,0.0172900775149982
53,1646,114,87552,-4.2549991999999985,0.00025,339,-7.7094653315014305,0.2,0.3706597222222222,1007.23,16.739635666211445,0.033342134,11.405082702636719,0.719903826713562,0.010178614162012108
53,1650,115,88320,-4.696999149999999,0.00025,342,-7.59609733025233,0.2,0.3207465277777778,1007.23,23.045230083995396,0.027659709,16.950368881225586,0.8119843006134033,0.0053080156730074025
53,1655,116,89088,-6.692999080000004,0.00025,345,-7.6526928477817115,0.2,0.4761284722222222,1007.23,16.9443938003646,0.054607254,6.737313270568848,0.8049162030220032,0.021230477865578398
54,1660,117,89856,-11.972999040000005,0.00025,348,-7.7343396875593395,0.2,0.3350694444444444,1007.23,15.871537784735361,0.033281166,14.928801536560059,0.8704403638839722,0.007218017126433551
54,1665,118,90624,-16.538999020000002,0.00025,351,-7.709355208608839,0.2,0.3237847222222222,1007.23,27.45951720078786,0.046034645,24.54288101196289,0.8437300324440002,0.010297580803227093
54,1670,119,91392,-16.514999000000003,0.00025,354,-7.788709037833744,0.2,0.37109375,1007.23,28.20240236653222,0.042999078,27.605445861816406,0.8943533301353455,0.01000011469134026
55,1675,120,92160,-16.75699901,0.00025,357,-7.6526996162202625,0.2,0.3450520833333333,1007.23,19.12235214975145,0.027753985,12.434671401977539,0.7728278040885925,-0.00045080653702219325
55,1679,121,92928,-16.952999010000003,0.00025,360,-7.742612752649519,0.2,0.328125,1007.23,17.089190181758667,0.05004735,2.8673086166381836,0.753226101398468,0.017687737657171156
55,1684,122,93696,-10.88099905,0.00025,363,-7.595452765623729,0.2,0.4305555555555556,1007.23,17.557985822359722,0.029419795,13.352433204650879,0.7669265270233154,0.008012030247805847
55,1689,123,94464,-9.75699903,0.00025,366,-7.556104481220245,0.2,0.3472222222222222,1007.23,25.17933362060123,0.030821158,15.249675750732422,0.7265397310256958,0.009376919304486364
56,1694,124,95232,-12.12199901,0.00025,369,-7.623792436387804,0.2,0.3580729166666667,1011.58,20.372021238009136,0.046709526,7.593837261199951,0.773475706577301,0.01457872364618298
56,1699,125,96000,-14.001999000000001,0.00025,372,-7.498682459195455,0.2,0.3519965277777778,1009.64,18.94517007801268,0.031850588,9.454764366149902,0.9327935576438904,0.014287683013309207
56,1704,126,96768,-9.719999090000002,0.00025,375,-7.601150393486023,0.2,0.40234375,1013.5,17.90222344795863,0.032741483,6.993808746337891,0.9368942379951477,0.014579905998996563
57,1708,127,97536,-2.733999230000001,0.00025,378,-7.62730340162913,0.2,0.3993055555555556,1015.08,12.726139002376133,0.03295805,7.094419479370117,0.7946668863296509,0.0074368903620375525
57,1713,128,98304,-2.7959992300000023,0.00025,381,-7.537083990044064,0.2,0.3975694444444444,1015.08,19.479573905467987,0.03321013,13.622828483581543,0.8131957650184631,0.014610434041565491
57,1718,129,99072,3.3220007600000008,0.00025,384,-7.5678095486429005,0.2,0.4171006944444444,1015.08,9.21168319384257,0.03393052,3.2942955493927,0.9133948087692261,0.00502434987316115
57,1723,130,99840,3.9200007899999987,0.00025,387,-7.59840456644694,0.2,0.4761284722222222,1015.08,12.24537103705936,0.035724502,5.9563798904418945,0.8838257193565369,0.01680512455964668
58,1728,131,100608,-0.021999139999999855,0.00025,390,-7.70758503013187,0.2,0.3923611111111111,1015.08,12.943261371718513,0.050280094,5.441990852355957,0.9237821102142334,0.0145595190115273
58,1733,132,101376,0.3440008899999962,0.00025,393,-7.710669795672099,0.2,0.3806423611111111,1015.08,15.248642259173923,0.039725438,7.6868157386779785,0.8746165037155151,0.011461202546747195
58,1738,133,102144,-0.09799912000000299,0.00025,396,-7.736028267277612,0.2,0.2955729166666667,1015.08,17.144254902998608,0.026699036,17.52733039855957,0.8443018198013306,0.0018280933080758485
59,1743,134,102912,0.12600088999999529,0.00025,399,-7.649503151575725,0.2,0.3038194444444444,1015.08,16.44473793109258,0.02899463,14.919652938842773,0.7491705417633057,0.00541217389723493
59,1748,135,103680,-0.19599912000000144,0.00025,402,-7.5502981477313575,0.2,0.3606770833333333,1015.08,15.739634268813663,0.05327359,5.947351455688477,0.778133749961853,0.01240371651106721
59,1753,136,104448,-0.14899910000000233,0.00025,405,-7.566730976104736,0.2,0.3385416666666667,1013.75,13.951196730136871,0.030802691,6.358582496643066,0.6815589666366577,0.00838135443498484
59,1759,137,105216,-0.43299911000000235,0.00025,408,-7.589771939648522,0.2,0.4118923611111111,1013.75,11.812494546175003,0.040397305,7.879002571105957,0.8134478330612183,0.013194263485881189
60,1764,138,105984,-0.018999100000003183,0.00025,411,-7.649441745546129,0.2,0.3723958333333333,1011.67,17.685742113325333,0.026048115,6.4807820320129395,0.7565409541130066,0.006106302543129358
60,1769,139,106752,0.07700089999999704,0.00025,414,-7.619986474514008,0.2,0.3068576388888889,1011.67,14.382809201876322,0.022230139,9.501814842224121,0.8101824522018433,0.01044817998384436
60,1774,140,107520,-6.060999070000001,0.00025,417,-7.684851315286425,0.2,0.3207465277777778,1011.67,17.229668186770546,0.06542086,6.30397891998291,0.8804774880409241,0.00868444143432296
60,1779,141,108288,-12.514999070000002,0.00025,420,-7.622829377651215,0.2,0.3350694444444444,1007.87,30.250593026479084,0.0734044,7.163756370544434,0.8912997841835022,0.0017668134759231987
61,1784,142,109056,-12.763999090000002,0.00025,423,-7.5111784140268965,0.2,0.3953993055555556,1003.9,31.18931652439965,0.059798885,21.541616439819336,0.9383320808410645,0.0446244275663048
61,1788,143,109824,-13.04999908,0.00025,426,-7.7055810822380915,0.2,0.4301215277777778,1003.9,13.690204203128815,0.03786779,7.101069450378418,0.864795982837677,0.013708789250813425
61,1793,144,110592,-10.959999119999997,0.00025,429,-7.6782810886700945,0.2,0.3676215277777778,1003.9,16.836847345034283,0.028278193,7.093693733215332,0.8279956579208374,0.01638437814027485
61,1798,145,111360,-15.975999170000005,0.00025,432,-7.564415024386512,0.2,0.5399305555555556,1003.9,15.642541925112406,0.37457943,5.49141263961792,0.9137474894523621,0.05813421268895683
62,1803,146,112128,-17.103999200000004,0.00025,435,-7.342578523688847,0.2,0.4548611111111111,1005.88,18.36598374446233,0.08214605,25.141101837158203,0.9401843547821045,0.03199294288384004
62,1808,147,112896,-17.663999220000004,0.00025,438,-7.533109717898899,0.2,0.48046875,1005.88,24.0937929087215,0.06690555,13.048566818237305,0.8986713290214539,0.022886873843769234
62,1813,148,113664,-13.92699927000001,0.00025,441,-7.517973628309038,0.2,0.3368055555555556,999.37,11.77036401629448,0.03423893,4.62628173828125,0.8980283737182617,0.014899523010373943
62,1818,149,114432,-13.99099927000001,0.00025,444,-7.527184029420217,0.2,0.3932291666666667,999.37,13.100802222887674,0.040226,10.38040542602539,0.9388958215713501,0.016650190137119755
