time/fps,time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/entropy_loss,train/clip_range,train/clip_fraction,rollout/ep_len_mean,train/value_loss,train/approx_kl,train/loss,train/explained_variance,train/policy_gradient_loss
48,15,1,768,,,,,,,,,,,,
32,47,2,1536,-63.70000100000001,0.00025,3,-8.298010852601793,0.2,0.3142361111111111,1019.0,11.89782237344318,0.021820704,6.517284393310547,-0.00013363361358642578,0.001781811413820833
29,78,3,2304,-63.70000100000001,0.00025,6,-8.243951969676548,0.2,0.4340277777777778,1019.0,20.49222668011983,0.034531947,18.435239791870117,-0.02641737461090088,-0.000588295140510632
27,110,4,3072,-56.23333433333334,0.00025,9,-8.15092138449351,0.2,0.4635416666666667,1019.0,17.84718930721283,0.031487152,14.277509689331055,0.058398663997650146,0.0035592034433244
27,142,5,3840,-56.23333433333334,0.00025,12,-8.181102646721733,0.2,0.3255208333333333,1019.0,25.919846693674724,0.035438757,20.49626350402832,0.01380622386932373,0.008119016530043963
26,173,6,4608,-48.255556444444444,0.00025,15,-8.124168793360392,0.2,0.4518229166666667,1019.0,12.567800958951315,0.04529403,8.381880760192871,-0.02978694438934326,0.003474661847576499
26,204,7,5376,-48.255556444444444,0.00025,18,-8.079506503211128,0.2,0.34375,1019.0,18.97636942068736,0.033072382,19.640600204467773,0.042701780796051025,0.004653546959161758
25,237,8,6144,-40.933334,0.00025,21,-7.980626934104496,0.2,0.33984375,1019.0,14.504218889607323,0.02713938,6.37856388092041,-0.01842665672302246,-0.001336659964484473
25,273,9,6912,-40.933334,0.00025,24,-8.001154336664412,0.2,0.2986111111111111,1019.0,11.421612706449297,0.027707666,6.801718711853027,0.2275388240814209,-0.007459071691199724
24,311,10,7680,-31.1266672,0.00025,27,-7.886160002814399,0.2,0.2821180555555556,1019.0,13.224951525529226,0.02663365,8.034703254699707,-0.440085768699646,0.01059105537003941
24,344,11,8448,-31.1266672,0.00025,30,-7.762043688032362,0.2,0.5034722222222222,1019.0,12.628244237767326,0.030798107,0.8158696889877319,0.21889728307724,0.03311407108170291
24,377,12,9216,-48.42222202777778,0.00025,33,-7.612930244869656,0.2,0.4891493055555556,1019.0,28.259612540404003,0.06876821,11.83090877532959,-0.05794036388397217,0.022760007491645712
24,408,13,9984,-48.42222202777778,0.00025,36,-7.53641539812088,0.2,0.49609375,1019.0,38.592356906996834,0.042238295,12.679991722106934,0.2662319540977478,0.05237130900948412
24,441,14,10752,-42.290475761904766,0.00025,39,-7.573294262091319,0.2,0.5043402777777778,1019.0,20.86305242114597,0.051180687,9.906000137329102,0.4615514874458313,0.052844168915827244
24,473,15,11520,-42.290475761904766,0.00025,42,-7.501353667842017,0.2,0.4427083333333333,1019.0,35.90478930208418,0.03717323,11.969751358032227,0.5343183279037476,0.026640125459784433
24,505,16,12288,-52.28749952083333,0.00025,45,-7.609607107109493,0.2,0.4479166666666667,1019.0,25.12627547317081,0.07866333,12.68031120300293,0.7517799139022827,0.026336641134952918
24,537,17,13056,-52.28749952083333,0.00025,48,-7.742736902501848,0.2,0.5134548611111112,1019.0,33.895899944835236,0.048365314,15.263547897338867,0.6981870532035828,0.03347826614562008
24,570,18,13824,-43.67777731481481,0.00025,51,-7.57246771785948,0.2,0.5321180555555556,1019.0,15.041926708486345,0.051675487,7.258543968200684,0.7123737335205078,0.05663239835606267
23,612,19,14592,-43.67777731481481,0.00025,54,-7.617867198255327,0.2,0.4518229166666667,1019.0,28.556292401419746,0.05455485,23.397462844848633,0.797645628452301,0.022947322409082618
23,650,20,15360,-71.93833248333334,0.00025,57,-7.491051428847843,0.2,0.5143229166666666,1012.9166666666666,26.23292823632558,0.08958622,12.760457992553711,0.8235457539558411,0.03317972431735446
23,684,21,16128,-71.93833248333334,0.00025,60,-7.617053535249498,0.2,0.4522569444444444,1012.9166666666666,32.177550633748375,0.0389719,12.623941421508789,0.8744544982910156,0.02603926369920373
23,718,22,16896,-80.17424157575756,0.00025,63,-7.634714285532634,0.2,0.4375,1013.469696969697,18.321263757016922,0.049624324,9.624556541442871,0.8939608335494995,0.019314591565893754
23,752,23,17664,-80.17424157575756,0.00025,66,-7.622202277183533,0.2,0.5308159722222222,1013.469696969697,50.04307511117723,0.04960263,36.29108428955078,0.8835698366165161,0.057195862781049475
23,785,24,18432,-69.81527691666666,0.00025,69,-7.428794377379948,0.2,0.5959201388888888,1013.9305555555555,13.465355528725517,0.096552365,12.371464729309082,0.6978671550750732,0.06624400140976326
23,817,25,19200,-69.81527691666666,0.00025,72,-7.567867510848576,0.2,0.5230034722222222,1013.9305555555555,23.014891233709122,0.075382225,25.674423217773438,0.8512896299362183,0.03398878417081303
23,849,26,19968,-65.44487088461538,0.00025,75,-7.335874378681183,0.2,0.6592881944444444,1014.3205128205128,15.032782402303484,0.11375181,12.231246948242188,0.32139265537261963,0.07680062137337194
23,880,27,20736,-65.44487088461538,0.00025,78,-7.757675978872511,0.2,0.5182291666666666,1014.3205128205128,30.69863016737832,0.064875565,10.591482162475586,0.8255077600479126,0.03260780738977095
23,912,28,21504,-82.12261804761904,0.00025,81,-7.624728302160899,0.2,0.4978298611111111,1014.6547619047619,27.049093034532333,0.05027854,10.370058059692383,0.897148072719574,0.02726120206191101
23,944,29,22272,-82.12261804761904,0.00025,84,-7.717040929529402,0.2,0.4422743055555556,1014.6547619047619,35.452116092046104,0.049961258,18.01616668701172,0.9125562906265259,0.025696801720187068
23,975,30,23040,-88.75666572222221,0.00025,87,-7.71569463941786,0.2,0.3702256944444444,1014.9444444444445,28.40265150864919,0.028033948,12.947591781616211,0.9245038628578186,0.01171290182456788
23,1009,31,23808,-88.75666572222221,0.00025,90,-7.818177620569865,0.2,0.4848090277777778,1014.9444444444445,36.468103501531814,0.050981354,35.350494384765625,0.9204362034797668,0.025705732275835343
23,1044,32,24576,-82.50520744791666,0.00025,93,-7.73909514480167,0.2,0.546875,1015.1979166666666,20.224605123202007,0.0739053,8.942387580871582,0.7431331276893616,0.04703078099474725
23,1076,33,25344,-82.50520744791666,0.00025,96,-7.800464457935757,0.2,0.5546875,1015.1979166666666,25.334574090109932,0.09054547,14.79023265838623,0.7338553667068481,0.04497391980193141
23,1107,34,26112,-77.51099913,0.00025,99,-7.663192345036401,0.2,0.51171875,1015.35,13.284054160118103,0.06272535,8.497496604919434,0.1998794674873352,0.018334713867968984
23,1139,35,26880,-77.51099913,0.00025,102,-7.6630191339386835,0.2,0.4587673611111111,1015.35,20.67752981185913,0.047222435,19.42868995666504,0.4859316349029541,0.011394825867480703
23,1171,36,27648,-73.29099907,0.00025,105,-7.623477094703251,0.2,0.4921875,1015.35,19.95064302285512,0.049379032,14.177203178405762,0.458676815032959,0.02025302915394099
23,1202,37,28416,-73.29099907,0.00025,108,-7.694146295388539,0.2,0.3923611111111111,1015.35,21.07839971780777,0.04142815,9.108908653259277,0.5955621004104614,0.021906572626903653
23,1234,38,29184,-69.35299898999999,0.00025,111,-7.588165309694078,0.2,0.375,1015.35,16.095662633577984,0.039147772,11.731292724609375,0.45127052068710327,0.012543444275959499
23,1268,39,29952,-69.35299898999999,0.00025,114,-7.588761932320065,0.2,0.3767361111111111,1015.35,19.995604342884487,0.047285806,28.315523147583008,0.5407323837280273,0.015320909119004177
23,1302,40,30720,-66.60899896,0.00025,117,-7.576143595907423,0.2,0.43359375,1015.35,25.754098070992363,0.04227768,25.54290771484375,0.28853076696395874,0.007953683405907618
24,1310,41,31488,-66.60899896,0.00025,120,-7.499414357874128,0.2,0.4188368055555556,1015.35,22.033015741242302,0.077751786,11.718316078186035,0.3371685743331909,0.020832674603702292
24,1315,42,32256,-68.92099884999999,0.00025,123,-7.383359862698449,0.2,0.5099826388888888,1015.35,18.442274378405678,0.07971019,13.941081047058105,0.7991653084754944,0.025569902293177113
25,1319,43,33024,-68.92099884999999,0.00025,126,-7.4956428209940595,0.2,0.4401041666666667,1015.35,29.67905800872379,0.04627031,28.74243927001953,0.47318166494369507,0.053563764383498996
25,1323,44,33792,-64.73299888,0.00025,129,-7.414766934182909,0.2,0.4631076388888889,1015.35,16.179523209730785,0.05283256,9.626381874084473,0.3596951961517334,0.030705311636362847
26,1328,45,34560,-64.73299888,0.00025,132,-7.353494756751591,0.2,0.5056423611111112,1015.35,29.440828071700203,0.04752918,19.211048126220703,0.3654152750968933,0.029385967742806923
26,1332,46,35328,-58.812999019999985,0.00025,135,-7.5619821945826216,0.2,0.4622395833333333,1015.35,14.504974901676178,0.04058237,6.479259490966797,0.580596387386322,0.02118569432059303
26,1337,47,36096,-58.812999019999985,0.00025,138,-7.476716796557109,0.2,0.5234375,1015.35,33.56517393059201,0.03964846,16.712556838989258,0.6106488108634949,0.03979177306044019
27,1342,48,36864,-76.14699892999998,0.00025,141,-7.574707051118215,0.2,0.4409722222222222,1015.35,36.981592151853775,0.07549568,17.62461280822754,0.8149435520172119,0.02905237939881368
27,1346,49,37632,-76.14699892999998,0.00025,144,-7.534814549816979,0.2,0.4539930555555556,1015.35,37.660788701640236,0.053237736,13.571279525756836,0.8769143223762512,0.02823470516078588
28,1351,50,38400,-67.77499897999998,0.00025,147,-7.61895215511322,0.2,0.4995659722222222,1015.35,13.407421118683285,0.05066368,14.216586112976074,0.4906386733055115,0.015807036116408806
28,1355,51,39168,-67.77499897999998,0.00025,150,-7.664316369427575,0.2,0.4461805555555556,1015.35,34.3782764143414,0.04436721,24.064739227294922,0.7018325328826904,0.024816968070808798
