time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/value_loss,train/clip_range,rollout/ep_rew_mean,train/policy_gradient_loss,rollout/ep_len_mean,train/learning_rate,train/approx_kl,train/entropy_loss,train/loss,train/explained_variance,train/clip_fraction,train/n_updates
108,20,141,15360,23.477333929803635,0.2,-130.11000063333333,0.08193108183331788,1011.4166666666666,0.00025,0.13895541,-7.359490546915266,23.14069175720215,0.21605265140533447,0.6293402777777778,57
113,21,142,16128,35.83910820219252,0.2,-130.11000063333333,0.042498836539582245,1011.4166666666666,0.00025,0.06529321,-7.7242677145534095,24.382993698120117,0.7962100505828857,0.6002604166666666,60
123,22,136,16896,12.461340096261766,0.2,-118.16363695454545,0.02278273658723467,1012.1060606060606,0.00025,0.06515292,-7.715199602974786,8.914913177490234,0.889406144618988,0.4978298611111111,63
130,23,135,17664,24.495135413275825,0.2,-118.16363695454545,0.031209295201632712,1012.1060606060606,0.00025,0.08013404,-7.773826976617177,8.728303909301758,0.8019450902938843,0.5234375,66
135,24,136,18432,31.14055754078759,0.2,-111.64444511111111,0.04814315093163815,1009.5555555555555,0.00025,0.16064882,-7.439639747142792,17.81427764892578,0.9079397916793823,0.4895833333333333,69
144,25,133,19200,45.53029775619507,0.2,-111.64444511111111,0.05776968891991095,1009.5555555555555,0.00025,0.0980374,-7.3766381210751,17.087385177612305,0.900363028049469,0.57421875,72
149,26,133,19968,18.74700505203671,0.2,-99.75384671794872,0.11333558467837672,1010.2820512820513,0.00025,0.2470942,-7.478402064906226,14.411935806274414,0.602603554725647,0.6627604166666666,75
153,27,134,20736,28.26874563429091,0.2,-99.75384671794872,0.030404598077034786,1010.2820512820513,0.00025,0.08091026,-7.659535461001926,14.730314254760742,0.791414201259613,0.5520833333333334,78
158,28,135,21504,19.062116907702553,0.2,-93.31190529761905,0.06626862494481935,1010.9047619047619,0.00025,0.13442543,-7.504776868555281,8.3987455368042,0.8518885970115662,0.5837673611111112,81
163,29,136,22272,14.111785226398045,0.2,-93.31190529761905,0.017362600321777992,1010.9047619047619,0.00025,0.046815407,-7.537052412827809,10.635392189025879,0.9037042856216431,0.48046875,84
168,30,136,23040,16.9105537864897,0.2,-84.25777823333334,0.02566066264019658,1011.4444444444445,0.00025,0.062223498,-7.423678874969482,8.71294116973877,0.5905234813690186,0.5060763888888888,87
173,31,137,23808,34.59450688627031,0.2,-83.13186858241758,0.04460130608640611,1007.5714285714286,0.00025,0.06259075,-7.3153931101163225,23.732818603515625,0.39581960439682007,0.5373263888888888,90
180,32,136,24576,14.7592128250334,0.2,-75.44166703125,0.06402700807019654,1004.5,0.00025,0.07860092,-7.3381447196006775,9.42903995513916,0.7649961709976196,0.5959201388888888,93
185,33,136,25344,26.081554929415386,0.2,-74.18969107216495,0.03286437733590396,1004.6494845360825,0.00025,0.055690516,-7.527479536003536,17.137670516967773,0.7182654142379761,0.4774305555555556,96
189,34,137,26112,12.678148912058937,0.2,-66.55200026,0.0283586746857812,1005.08,0.00025,0.09222219,-7.695154130458832,8.27098274230957,0.7802197337150574,0.5221354166666666,99
194,35,138,26880,39.85100656085544,0.2,-64.83400023000002,0.03767297438914991,1005.08,0.00025,0.05931896,-7.608000834782918,27.148101806640625,0.6468844413757324,0.4822048611111111,102
198,36,139,27648,16.218101971679264,0.2,-60.32000021000001,0.05341002163994643,1005.08,0.00025,0.15900742,-7.521640797456105,7.549915313720703,0.8482170701026917,0.5907118055555556,105
203,37,139,28416,29.811180604828728,0.2,-58.89000019,0.052725426852703094,1005.08,0.00025,0.11908368,-7.59456346432368,20.41568374633789,0.8163042664527893,0.546875,108
208,38,139,29184,17.087322235107422,0.2,-53.48000012000001,0.029631186845815845,1005.08,0.00025,0.055698674,-7.651340968079037,12.035062789916992,0.39759206771850586,0.5208333333333334,111
217,39,137,29952,28.51413019498189,0.2,-52.53400011000001,0.018065260296377044,1005.08,0.00025,0.054282084,-7.479885399341583,42.664039611816406,0.6260073184967041,0.55859375,114
223,40,137,30720,19.511683457427555,0.2,-48.11000005999999,0.043138323571636446,1005.08,0.00025,0.06334726,-7.565014706717597,10.164591789245605,0.7973172068595886,0.4965277777777778,117
227,41,138,31488,29.485142469406128,0.2,-47.570000050000004,0.02157835768432253,1005.08,0.00025,0.049928382,-7.528972691959805,15.226632118225098,0.66298907995224,0.4730902777777778,120
232,42,138,32256,14.801374422179329,0.2,-43.602000000000004,0.011363570992317464,1005.32,0.00025,0.04535261,-7.63864889409807,6.581156253814697,0.7929748296737671,0.4474826388888889,123
237,43,139,33024,17.562665184338886,0.2,-43.37,0.017106060404330492,1005.32,0.00025,0.0465541,-7.49724488125907,9.213966369628906,0.8483763933181763,0.4986979166666667,126
242,44,139,33792,17.87093722820282,0.2,-46.63600006000001,0.031583419502971485,1006.9,0.00025,0.07065942,-7.549137380388048,12.127710342407227,0.8414307236671448,0.5130208333333334,129
249,45,138,34560,22.074515766567654,0.2,-40.820000060000005,0.04904317140527484,1006.9,0.00025,0.07454877,-7.431916382577684,30.337501525878906,0.8162505626678467,0.5243055555555556,132
254,46,138,35328,22.398815433184307,0.2,-43.98200025000001,0.03524567484338251,1006.9,0.00025,0.07907581,-7.510549644629161,10.474534034729004,0.9046750068664551,0.4704861111111111,135
259,47,139,36096,31.56710602177514,0.2,-45.616000280000016,0.017230658487985946,1002.24,0.00025,0.023116251,-7.643797126081255,12.643569946289062,0.8347002267837524,0.3294270833333333,138
263,48,139,36864,27.488270355595482,0.2,-28.462000240000005,0.019943191850971844,1002.24,0.00025,0.059375048,-7.6445583833588495,8.53901195526123,0.7748156785964966,0.4348958333333333,141
268,49,140,37632,20.197445313135784,0.2,-22.240000180000003,0.019602525047957897,1002.24,0.00025,0.047463536,-7.594256348080105,6.657834053039551,0.6260126829147339,0.4275173611111111,144
273,50,140,38400,21.214563442601097,0.2,1.0979999099999993,0.020906178513541818,1002.24,0.00025,0.047569055,-7.630111091666752,9.27172565460205,0.8069050312042236,0.4691840277777778,147
278,51,140,39168,24.16429222954644,0.2,1.14999991,0.029600682286804333,1002.24,0.00025,0.051918667,-7.45624303817749,16.65602684020996,0.8680499792098999,0.4678819444444444,150
285,52,139,39936,16.17636071973377,0.2,12.007999919999998,0.01066477042493514,1004.97,0.00025,0.052243818,-7.707731359534794,15.136784553527832,0.8038618564605713,0.4244791666666667,153
290,53,140,40704,20.300378070937263,0.2,14.181999970000001,0.009514583856798708,1004.97,0.00025,0.06506678,-7.648551252153185,16.88995933532715,0.7875515222549438,0.4787326388888889,156
295,54,140,41472,36.660450127389694,0.2,15.954000009999998,0.01904228922729898,1004.97,0.00025,0.075503856,-7.545953909556071,30.794389724731445,0.6433840990066528,0.4361979166666667,159
299,55,140,42240,25.399849381711746,0.2,14.465999969999999,0.030909498235107295,1004.97,0.00025,0.08068914,-7.607123507393731,25.048194885253906,0.8348432779312134,0.4939236111111111,162
304,56,141,43008,24.603491478496128,0.2,8.721999759999997,0.039112853209695056,1007.22,0.00025,0.054315556,-7.791807962788476,10.425533294677734,0.8354657888412476,0.4657118055555556,165
309,57,141,43776,25.47584883371989,0.2,12.951999869999998,0.019002133074940905,1007.22,0.00025,0.05404064,-7.768816060490078,12.57644271850586,0.7856297492980957,0.4509548611111111,168
315,58,141,44544,19.559300740559895,0.2,10.761999850000002,0.020590926080735192,1007.22,0.00025,0.08087591,-7.719776663515303,13.274867057800293,0.5744085907936096,0.5026041666666666,171
322,59,140,45312,34.29656704266866,0.2,7.7659997800000005,0.03657502243812713,1007.22,0.00025,0.0711338,-7.654228230317433,16.121273040771484,0.7850302457809448,0.5533854166666666,174
327,60,140,46080,16.07236921787262,0.2,8.091999780000002,0.01752177566393382,1007.22,0.00025,0.09792348,-7.8565442363421125,8.422658920288086,0.8243208527565002,0.5021701388888888,177
333,61,140,46848,24.361378841929966,0.2,8.035999780000003,0.015874609027782247,1007.22,0.00025,0.05166148,-7.818941639529334,8.219009399414062,0.6279982328414917,0.4691840277777778,180
338,62,140,47616,17.99277479118771,0.2,7.1439997700000015,0.00993867237250217,1007.22,0.00025,0.03930037,-7.82739974392785,15.268879890441895,0.672993540763855,0.4483506944444444,183
342,63,141,48384,20.25036684009764,0.2,6.693999770000001,0.0050103059426570935,1007.22,0.00025,0.022249503,-7.655650489860111,8.031055450439453,0.6953946352005005,0.3567708333333333,186
347,64,141,49152,11.896008577611711,0.2,6.599999769999999,-0.010182236398880681,1014.34,0.00025,0.02923122,-7.619929836855994,6.17353630065918,0.7863776087760925,0.3511284722222222,189
354,65,140,49920,19.81388447682063,0.2,4.087999729999999,0.013558906011490358,1004.56,0.00025,0.040355798,-7.694184607929653,12.39816665649414,0.8831151127815247,0.3893229166666667,192
359,66,141,50688,28.756050533718533,0.2,2.3739996999999984,0.027721593583313126,1000.56,0.00025,0.039232206,-7.810130635897319,29.07122039794922,0.7769255638122559,0.4240451388888889,195
364,67,141,51456,20.454651455084484,0.2,2.781999719999998,0.008453946198440261,1000.56,0.00025,0.050055232,-7.61137459675471,12.47515869140625,0.8289853930473328,0.3967013888888889,198
369,68,141,52224,22.755586624145508,0.2,6.0419998199999965,0.03241617831453267,1000.56,0.00025,0.04546166,-7.795285602410634,16.60938262939453,0.3023061156272888,0.5017361111111112,201
373,69,141,52992,18.64005352391137,0.2,5.997999829999997,0.008929284871555865,1000.56,0.00025,0.021733113,-7.7908509903483925,17.095884323120117,0.5225642919540405,0.3519965277777778,204
378,70,142,53760,15.613647712601555,0.2,7.249999839999999,0.01626266909038855,1000.56,0.00025,0.056277525,-7.649649163087209,7.418946266174316,0.6275730133056641,0.4474826388888889,207
383,71,142,54528,13.282077822420332,0.2,8.145999859999998,0.01942659657733101,1000.56,0.00025,0.030416632,-7.632959816190931,5.727366924285889,0.7643726468086243,0.3975694444444444,210
390,72,141,55296,13.219948954052395,0.2,8.465999869999997,0.031014602883563686,1000.56,0.00025,0.047669902,-7.8018794722027245,7.230224609375,0.8225672841072083,0.4518229166666667,213
396,73,141,56064,15.524938901265463,0.2,8.885999889999997,0.014847228976173533,1000.56,0.00025,0.031835746,-7.633058634069231,12.379495620727539,0.8022910356521606,0.4192708333333333,216
400,74,141,56832,16.45003004868825,0.2,10.117999919999997,0.008893566413058175,1000.56,0.00025,0.036272455,-7.7685408393541975,12.289973258972168,0.8253620266914368,0.4171006944444444,219
405,75,142,57600,11.230138931009504,0.2,9.237999899999997,0.003936022882246309,1000.56,0.00025,0.03910688,-7.677262637350294,7.024853229522705,0.8733212947845459,0.3967013888888889,222
409,76,142,58368,19.563387698597378,0.2,8.989999899999995,0.00844590003705687,1000.56,0.00025,0.032090187,-7.713719593154059,12.121404647827148,0.7990274429321289,0.2981770833333333,225
414,77,142,59136,16.97676392396291,0.2,12.901999969999997,0.01941420679860231,997.59,0.00025,0.027607867,-7.696270333396064,10.473758697509766,0.809666633605957,0.3394097222222222,228
419,78,142,59904,17.799649900860256,0.2,19.034000099999997,0.027846790914837685,997.59,0.00025,0.046100575,-7.7225045164426165,7.037171363830566,0.845879077911377,0.4249131944444444,231
426,79,142,60672,15.4074002371894,0.2,19.47400011,-0.004148362346717881,997.59,0.00025,0.0306827,-7.708686742517683,11.755034446716309,0.854204535484314,0.3671875,234
431,80,142,61440,13.750663664605883,0.2,20.60400013,0.0016378744945137037,1002.25,0.00025,0.03462054,-7.643057094679938,5.740897178649902,0.7859718203544617,0.3537326388888889,237
435,81,142,62208,14.365629229280684,0.2,21.034000129999995,0.005760646916718947,1002.25,0.00025,0.037750535,-7.549788779682583,13.280454635620117,0.8185708522796631,0.4040798611111111,240
440,82,143,62976,16.25993338558409,0.2,18.866000119999995,0.02537813359716286,1002.25,0.00025,0.06687003,-7.521883971161312,5.701566219329834,0.8691989183425903,0.4448784722222222,243
444,83,143,63744,37.06693624125587,0.2,8.451999869999998,0.03052119970218175,1002.25,0.00025,0.030235946,-7.486572715971205,20.353116989135742,0.9170407056808472,0.4887152777777778,246
449,84,143,64512,34.43994175063239,0.2,2.8439997499999983,0.014861810603179038,1002.25,0.00025,0.04277696,-7.673962202337053,21.81821632385254,0.9185254573822021,0.3255208333333333,249
459,85,142,65280,16.156207813156975,0.2,2.4439997399999958,0.01657223563072168,1002.25,0.00025,0.04097182,-7.706054263644749,17.617399215698242,0.878502607345581,0.3988715277777778,252
464,86,142,66048,24.33681543668111,0.2,-0.8560003600000037,0.020996950670248933,1002.25,0.00025,0.12688725,-7.52923016415702,11.743096351623535,0.9058276414871216,0.4032118055555556,255
468,87,142,66816,17.33500023682912,0.2,-0.4000003600000042,0.03511793083614773,1002.25,0.00025,0.06527814,-7.475829044977824,7.682836532592773,0.907998263835907,0.5013020833333334,258
473,88,142,67584,15.511001110076904,0.2,-4.458000450000003,0.03220294582812736,1002.25,0.00025,0.09057772,-7.348415984047784,4.090928077697754,0.9555568695068359,0.4509548611111111,261
478,89,142,68352,24.013753573099773,0.2,0.33399970999999895,0.02782463775171588,1002.25,0.00025,0.06996589,-7.495706551604801,15.018898010253906,0.9434589147567749,0.4887152777777778,264
482,90,143,69120,18.173667351404827,0.2,1.7899997299999992,0.013277733375111388,1002.25,0.00025,0.047421914,-7.577482733461592,10.22860050201416,0.5482479333877563,0.3615451388888889,267
487,91,143,69888,15.039488858646816,0.2,2.2899997299999977,0.02993009077747249,1002.25,0.00025,0.0721295,-7.495382434791988,8.551172256469727,0.7791548371315002,0.5047743055555556,270
495,92,142,70656,19.803198509746128,0.2,5.79599981,0.028483052556920383,1002.25,0.00025,0.0366059,-7.57794823911455,12.237861633300781,0.6221473813056946,0.4761284722222222,273
499,93,142,71424,16.681899189949036,0.2,6.4719998400000005,0.011676848633214831,1002.25,0.00025,0.036331233,-7.5540257294972735,10.64572525024414,0.8003852963447571,0.3424479166666667,276
504,94,143,72192,14.938717934820387,0.2,1.917999669999999,0.027718559994051855,1002.25,0.00025,0.051238637,-7.639091855949825,6.069395542144775,0.8616733551025391,0.3940972222222222,279
508,95,143,72960,14.722654614183638,0.2,-4.6840003999999995,0.03460922455027079,1002.25,0.00025,0.04226248,-7.683959285418193,8.210381507873535,0.8753131031990051,0.4097222222222222,282
515,96,143,73728,10.734280625979105,0.2,-4.19200041,0.010249743897778293,1002.25,0.00025,0.031300023,-7.585997654332055,5.331244945526123,0.9053554534912109,0.4001736111111111,285
519,97,143,74496,13.989179439014858,0.2,-3.7240004000000018,0.01645493284902639,1002.25,0.00025,0.052757185,-7.727419230673048,8.927677154541016,0.8745405673980713,0.4526909722222222,288
524,98,143,75264,10.22014586130778,0.2,-10.45000041,0.03524834925903835,1012.03,0.00025,0.057534814,-7.770509276125166,5.6256422996521,0.9162688255310059,0.4010416666666667,291
532,99,142,76032,12.16156334678332,0.2,-10.318000410000002,0.008256477510763539,1012.03,0.00025,0.028725632,-7.630358166164822,4.8073530197143555,0.928792417049408,0.3324652777777778,294
537,100,142,76800,11.273325430022346,0.2,-8.748000389999998,0.006399655067879293,1016.03,0.00025,0.034769185,-7.710620171493954,6.107757568359375,0.891950249671936,0.3493923611111111,297
542,101,143,77568,23.038042783737183,0.2,-19.518000389999997,0.015713664703071117,1016.03,0.00025,0.05091378,-7.71363851096895,7.142244338989258,0.8974955081939697,0.4244791666666667,300
546,102,143,78336,15.178791708416409,0.2,-18.148000379999996,0.008432720445044752,1016.03,0.00025,0.028433688,-7.773940205574036,7.4524078369140625,0.9503509402275085,0.3411458333333333,303
551,103,143,79104,12.197929547892677,0.2,-18.004000369999996,0.01896868655846144,1016.03,0.00025,0.050167993,-7.652327722973293,11.504273414611816,0.9097684621810913,0.4466145833333333,306
555,104,143,79872,15.915684620539347,0.2,-17.648000369999995,0.004620124068525102,1016.03,0.00025,0.03763258,-7.6698629591200085,6.648660182952881,0.7984967231750488,0.3823784722222222,309
560,105,143,80640,19.303395562701755,0.2,-17.416000370000003,-0.00137027181012349,1016.03,0.00025,0.03135029,-7.703794578711192,11.334033012390137,0.8083401918411255,0.3697916666666667,312
567,106,143,81408,14.850381334622702,0.2,-17.10800037,0.014574682340025902,1016.03,0.00025,0.036066156,-7.676461802588569,11.096807479858398,0.804830014705658,0.4092881944444444,315
572,107,143,82176,9.882089296976725,0.2,-21.94400038,0.006972960067085094,1016.03,0.00025,0.037160177,-7.465131024519603,4.418701648712158,0.8991256952285767,0.3893229166666667,318
577,108,143,82944,13.475191884570652,0.2,-21.928000400000002,0.023979993983327102,1016.03,0.00025,0.08634236,-7.5356548229853315,3.5762996673583984,0.9165629148483276,0.4448784722222222,321
582,109,143,83712,9.92848245302836,0.2,-21.748000400000002,0.01975328157035013,1016.03,0.00025,0.07733679,-7.548160976833767,6.493042945861816,0.9324326515197754,0.4331597222222222,324
586,110,144,84480,10.211457242568335,0.2,-19.43800037,0.004455770340023769,1019.0,0.00025,0.030575812,-7.5838034219212,4.539379119873047,0.9251182079315186,0.4084201388888889,327
590,111,144,85248,25.101660834418404,0.2,-32.88000038,0.02392690340315716,1019.0,0.00025,0.035411526,-7.5522969894939,12.505837440490723,0.8580630421638489,0.3967013888888889,330
598,112,143,86016,18.789062125815285,0.2,-48.3000004,0.0460369230972396,1019.0,0.00025,0.087915756,-7.521663241916233,4.174849033355713,0.9139605164527893,0.4800347222222222,333
602,113,143,86784,16.336829410658943,0.2,-61.16400041,0.048861568664304085,1019.0,0.00025,0.11384165,-7.486719144715203,7.158986568450928,0.9522871375083923,0.55078125,336
607,114,144,87552,15.322334322664473,0.2,-60.254000399999995,0.022066849956495896,1019.0,0.00025,0.048009723,-7.647470990816752,6.269110679626465,0.9358372688293457,0.4366319444444444,339
611,115,144,88320,12.330152425501081,0.2,-65.56400050999999,0.013881573052559461,1019.0,0.00025,0.059104282,-7.6044127146403,5.862260341644287,0.9366053938865662,0.4140625,342
616,116,144,89088,17.084472874800365,0.2,-50.83400019999999,0.011800043724684251,1019.0,0.00025,0.04498638,-7.568619377083248,7.998322010040283,0.8758578896522522,0.3854166666666667,345
620,117,144,89856,17.91881861289342,0.2,-45.880000089999996,0.018327163862219702,1019.0,0.00025,0.039100166,-7.605049788951874,9.238351821899414,0.8561483025550842,0.4986979166666667,348
625,118,144,90624,13.329027626249525,0.2,-46.29200007999999,0.029533685598936345,1019.0,0.00025,0.063121684,-7.5397076805432635,10.349015235900879,0.8497772216796875,0.4956597222222222,351
629,119,145,91392,15.20170455508762,0.2,-50.896000009999995,0.02176603933589326,1019.0,0.00025,0.08462026,-7.517544514603085,8.731971740722656,0.9190431833267212,0.4340277777777778,354
639,120,144,92160,48.676234563191734,0.2,-59.14000021999998,0.02167189130300863,1014.5,0.00025,0.04178248,-7.676715453465779,22.77484703063965,0.9209719896316528,0.4505208333333333,357
643,121,144,92928,49.1723812950982,0.2,-59.55000027,0.03598587490463009,1010.33,0.00025,0.063456416,-7.537808703051673,18.553342819213867,0.9465917944908142,0.4592013888888889,360
648,122,144,93696,17.52055259545644,0.2,-56.73800019,0.022960721540989146,1010.33,0.00025,0.04238562,-7.767920487456852,8.879881858825684,0.9277130961418152,0.3832465277777778,363
653,123,144,94464,18.077316482861836,0.2,-57.60200021,0.015615725902737014,1010.33,0.00025,0.03974617,-7.830200572808583,10.935057640075684,0.7653873562812805,0.3767361111111111,366
658,124,144,95232,13.085948632823097,0.2,-57.53800020000001,0.01344536294022368,1010.33,0.00025,0.03663433,-7.6676144864824085,13.155994415283203,0.691637396812439,0.4123263888888889,369
662,125,144,96000,8.343650341033936,0.2,-58.15000021,0.008098024047083326,1010.33,0.00025,0.03275789,-7.681116316053602,2.284682512283325,0.9197691679000854,0.3624131944444444,372
670,126,144,96768,12.054256389538446,0.2,-52.174000029999995,0.016684187032903235,1002.44,0.00025,0.030971518,-7.785952654149797,6.199906826019287,0.7376697063446045,0.34375,375
674,127,144,97536,7.676439219050938,0.2,-52.32200003,-0.0073661795338719254,1002.44,0.00025,0.037957318,-7.701807770464155,2.5975089073181152,0.9355733394622803,0.4053819444444444,378
679,128,144,98304,12.016991966300541,0.2,-46.31999996,-0.018110046732342906,1002.44,0.00025,0.019784352,-7.80071101586024,4.66247034072876,0.694839596748352,0.3094618055555556,381
683,129,144,99072,13.843799637423622,0.2,-45.515999939999986,0.004666167026799586,1002.44,0.00025,0.022493618,-7.792502654923333,6.244141101837158,0.7515949010848999,0.3363715277777778,384
688,130,145,99840,12.491502539979088,0.2,-36.67599991,-0.013478685623138316,1002.44,0.00025,0.01309221,-7.778097212314606,8.146739959716797,0.6406896710395813,0.2387152777777778,387
694,131,144,100608,12.80214779244529,0.2,-39.035999950000004,0.010248307604342699,1000.63,0.00025,0.037001073,-7.710019992457496,4.284943580627441,0.8174834251403809,0.3598090277777778,390
699,132,144,101376,15.320433060328165,0.2,-39.32399995000001,0.01159945254201173,1000.63,0.00025,0.045246318,-7.666024572319454,4.571193695068359,0.8284435272216797,0.3138020833333333,393
707,133,144,102144,13.220179478327433,0.2,-38.55199995000001,-0.0015335779591825688,1000.63,0.00025,0.02104623,-7.767214198907216,4.552090644836426,0.7262915372848511,0.2734375,396
711,134,144,102912,12.903621402051714,0.2,-29.171999960000004,0.00031243984509880346,1000.63,0.00025,0.034766655,-7.6778673198488026,4.249269485473633,0.824038565158844,0.3337673611111111,399
716,135,144,103680,11.228217833571964,0.2,-29.199999960000003,0.010761928447108302,1000.63,0.00025,0.06558624,-7.654101616806454,6.736249923706055,0.9238168001174927,0.40625,402
721,136,144,104448,9.435631142722237,0.2,-28.39399995000001,0.01625040082985328,1000.63,0.00025,0.04218234,-7.695055378807916,3.695730209350586,0.9007902145385742,0.3763020833333333,405
726,137,144,105216,11.20423901743359,0.2,-31.024000050000005,0.02543806263970004,1000.63,0.00025,0.040168647,-7.700721614890629,4.3182373046875,0.9385672211647034,0.3984375,408
730,138,145,105984,15.291569057438108,0.2,-32.01800008,0.013744282368053164,1000.63,0.00025,0.032068424,-7.7015421986579895,7.8133931159973145,0.9154908657073975,0.3559027777777778,411
735,139,145,106752,19.755471938186222,0.2,-32.080000080000005,0.008895110235446028,1000.63,0.00025,0.026866058,-7.723040282726288,4.239322185516357,0.9301217794418335,0.3229166666666667,414
742,140,144,107520,11.167372637324863,0.2,-34.44000029000001,0.017892589714999,1000.63,0.00025,0.04536994,-7.6491016546885175,6.335978031158447,0.9520840644836426,0.3940972222222222,417
747,141,144,108288,13.994746148586273,0.2,-33.00800025,0.01046185148233134,1000.63,0.00025,0.033896074,-7.68546277946896,9.167043685913086,0.8413379788398743,0.3671875,420
752,142,145,109056,11.053732766045464,0.2,-37.50400036,-0.0035928479369936716,1000.63,0.00025,0.059692536,-7.808527363671197,10.828542709350586,0.9030121564865112,0.3810763888888889,423
758,143,144,109824,8.708617167340385,0.2,-38.960000380000004,0.02261936328270369,1000.63,0.00025,0.09350213,-7.580792334344652,3.084052085876465,0.9001637697219849,0.4435763888888889,426
762,144,144,110592,10.782881412241194,0.2,-13.282000360000001,0.010116456551865364,1000.63,0.00025,0.04100431,-7.682710687319438,6.63395357131958,0.8166273832321167,0.3771701388888889,429
767,145,145,111360,25.541210558679367,0.2,5.1939997600000005,0.012704924926058285,990.47,0.00025,0.035165038,-7.700787418418461,13.018421173095703,0.8321892619132996,0.4001736111111111,432
774,146,144,112128,13.777999735540813,0.2,-1.7440004099999975,0.023179863398480747,990.47,0.00025,0.04324318,-7.7843751311302185,2.92425274848938,0.8712534308433533,0.3793402777777778,435
779,147,144,112896,17.588714606232113,0.2,1.4379996700000035,-0.0028876799559738073,990.47,0.00025,0.034713652,-7.735541707939571,9.861089706420898,0.6748852729797363,0.4088541666666667,438
783,148,145,113664,21.119997282822926,0.2,1.629999669999998,-0.0008519313349905941,990.47,0.00025,0.031238874,-7.679720640182495,7.0273027420043945,0.7266629934310913,0.3298611111111111,441
788,149,145,114432,13.80901543961631,0.2,2.36599968,0.01207322601435913,990.47,0.00025,0.030378217,-7.670608109898037,5.810389041900635,0.7142099142074585,0.3524305555555556,444
792,150,145,115200,15.631095515357124,0.2,2.3659996800000003,0.010812066896404657,990.47,0.00025,0.025341043,-7.6972938776016235,8.817069053649902,0.6948937177658081,0.4001736111111111,447
