time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/learning_rate,train/approx_kl,train/clip_range,train/explained_variance,train/loss,train/policy_gradient_loss,rollout/ep_rew_mean,train/clip_fraction,train/n_updates,train/entropy_loss,rollout/ep_len_mean,train/value_loss
15360,94,163,20,0.00025,0.044742797,0.2,0.611321210861206,34.32186508178711,0.01895745723353078,-23662.933333333334,0.4205729166666667,57,-7.9546101225747,1019.0,56.405883683098686
16128,98,163,21,0.00025,0.13796282,0.2,0.7688772678375244,75.39168548583984,0.03518401328215583,-23662.933333333334,0.4835069444444444,60,-7.8693139685524836,1019.0,39.75049473179711
16896,102,164,22,0.00025,0.059389446,0.2,0.7254196405410767,29.414213180541992,0.040880058141839176,-23504.333333333332,0.4665798611111111,63,-7.924164407783085,1019.0,43.69799784819285
17664,106,165,23,0.00025,0.055366248,0.2,0.8437913060188293,21.81559181213379,0.03673922301580509,-23504.333333333332,0.4943576388888889,66,-7.626732561323378,1019.0,32.82081393400828
18432,114,161,24,0.00025,0.08743092,0.2,0.32789671421051025,35.299861907958984,0.03421147372056213,-23416.555555555555,0.4869791666666667,69,-7.754990180333455,1019.0,63.653939194149444
19200,118,161,25,0.00025,0.08292061,0.2,0.8024530410766602,15.66196060180664,0.05709095001738104,-23416.555555555555,0.5151909722222222,72,-7.719071719381544,1019.0,32.085711850060356
19968,123,162,26,0.00025,0.03383093,0.2,0.6830980181694031,39.543182373046875,0.011270520173841052,-23511.641025641027,0.3849826388888889,75,-7.889415654871199,1019.0,63.399820751614044
20736,127,162,27,0.00025,0.050979793,0.2,0.7705294489860535,26.885238647460938,0.024537537777278986,-23511.641025641027,0.4887152777777778,78,-7.671855330467224,1019.0,41.733883672290375
21504,132,162,28,0.00025,0.10275743,0.2,0.656369149684906,34.9813117980957,0.045997511065151125,-23557.238095238095,0.5238715277777778,81,-7.775046527385712,1019.0,58.05584899584452
22272,136,162,29,0.00025,0.070573375,0.2,0.740380585193634,30.452693939208984,0.040165719278674156,-23557.238095238095,0.5486111111111112,84,-7.366529656781091,1019.0,76.10115808910794
23040,141,162,30,0.00025,0.06597747,0.2,0.6292880773544312,53.57912063598633,0.05293807312328783,-23616.11111111111,0.5373263888888888,87,-7.547266999880473,1019.0,83.78131304846869
23808,148,159,31,0.00025,0.053855453,0.2,0.7822451591491699,82.95297241210938,0.028614570102136996,-23616.11111111111,0.4513888888888889,90,-7.243906286027697,1019.0,89.06193364991083
24576,153,160,32,0.00025,0.05102038,0.2,0.690413236618042,53.454010009765625,0.04184396008753942,-23543.854166666668,0.4670138888888889,93,-7.493039952384101,1019.0,57.25385151969062
25344,157,161,33,0.00025,0.04134434,0.2,0.7818630933761597,52.61043167114258,0.02706135303661641,-23543.854166666668,0.4587673611111111,96,-6.968031220965916,1019.0,68.8657157421112
26112,161,161,34,0.00025,0.06433273,0.2,0.5595865249633789,59.850311279296875,0.05015198482821385,-23416.26,0.4991319444444444,99,-7.011458489629957,1019.0,60.59925442271762
26880,165,162,35,0.00025,0.04607911,0.2,0.8030962944030762,22.974437713623047,0.02426764900640895,-23416.26,0.4032118055555556,102,-6.802086532115936,1019.0,53.99163897832235
27648,170,162,36,0.00025,0.03601501,0.2,0.7090653777122498,39.7332878112793,0.02170326467603445,-23344.24,0.43359375,105,-6.936406201786465,1019.0,61.032541036605835
28416,174,163,37,0.00025,0.052068274,0.2,0.8327578902244568,26.575727462768555,0.01630947776397483,-23344.24,0.4088541666666667,108,-6.613499071862963,1019.0,44.190198911560906
29184,181,161,38,0.00025,0.03555868,0.2,0.6844989061355591,17.88800048828125,0.029543482090553477,-23173.42,0.4592013888888889,111,-6.658913155396779,1019.0,56.94536754820082
29952,185,161,39,0.00025,0.084794484,0.2,0.8366888761520386,23.854759216308594,0.03491407160052202,-23173.42,0.4388020833333333,114,-6.677552554342482,1019.0,37.45121067100101
30720,189,161,40,0.00025,0.027998725,0.2,0.67383873462677,57.701744079589844,0.011602714644848473,-23028.34,0.3459201388888889,117,-6.501137998369005,1019.0,62.822364754147
31488,194,162,41,0.00025,0.056697696,0.2,0.8199193477630615,20.187705993652344,0.015783973536195442,-23028.34,0.4188368055555556,120,-6.2222740650177,1019.0,62.47387040985955
32256,198,162,42,0.00025,0.06769728,0.2,0.7819375991821289,15.32450008392334,0.03303696548876663,-22965.68,0.4917534722222222,123,-5.865272502104442,1019.0,33.06718219651116
33024,202,163,43,0.00025,0.04016338,0.2,0.8001751899719238,45.69225311279297,0.03441231498598225,-22965.68,0.4995659722222222,126,-5.9713080459170875,1019.0,75.27405582533942
33792,206,163,44,0.00025,0.03959145,0.2,0.5725688934326172,49.30232238769531,0.024081191811193194,-22798.24,0.4223090277777778,129,-5.921403765678406,1019.0,71.16201443142361
34560,210,164,45,0.00025,0.040503707,0.2,0.8270976543426514,24.599578857421875,0.01309581297553248,-22798.24,0.3546006944444444,132,-5.861995306279924,1019.0,57.753687818845115
35328,217,162,46,0.00025,0.033101592,0.2,0.6602510213851929,94.57457733154297,0.01671666284609172,-22722.58,0.3098958333333333,135,-5.673131585121155,1019.0,75.33598245514764
36096,222,162,47,0.00025,0.04098687,0.2,0.82374507188797,41.06097412109375,0.02183028887439933,-22722.58,0.3667534722222222,138,-5.6415139238039655,1019.0,61.271001908514236
36864,226,162,48,0.00025,0.028363148,0.2,0.6067779064178467,97.76213073730469,0.007566030809862746,-22642.76,0.3693576388888889,141,-5.74574848678377,1019.0,101.69354767269559
37632,230,163,49,0.00025,0.031528167,0.2,0.7661290168762207,86.77786254882812,0.033760434947907925,-22642.76,0.3914930555555556,144,-5.746589322884877,1019.0,105.94580901993646
38400,234,163,50,0.00025,0.032333143,0.2,0.519401490688324,35.335689544677734,0.020636881805128522,-22610.26,0.3732638888888889,147,-5.920056170887417,1019.0,78.72676457299127
39168,238,164,51,0.00025,0.062577195,0.2,0.820036768913269,23.481704711914062,0.030540488091193967,-22610.26,0.44921875,150,-5.933929509586758,1019.0,53.064145512051056
39936,242,164,52,0.00025,0.052240465,0.2,0.7052592635154724,25.37798500061035,0.03988885268982914,-22397.32,0.4982638888888889,153,-5.775543736086951,1019.0,49.86927637788985
40704,247,164,53,0.00025,0.045393903,0.2,0.8125827312469482,40.296016693115234,0.024342938248688977,-22397.32,0.390625,156,-5.9853211177719965,1019.0,48.870649933815
41472,254,163,54,0.00025,0.07313367,0.2,0.7577396631240845,30.739913940429688,0.03175628433624903,-22251.46,0.4704861111111111,159,-5.921253707673815,1019.0,53.653875867525734
42240,258,163,55,0.00025,0.061764907,0.2,0.8961982131004333,39.062156677246094,0.028858393999851413,-22251.46,0.4578993055555556,162,-6.122069186634487,1019.0,49.74879671467675
43008,262,163,56,0.00025,0.06619367,0.2,0.7287369966506958,64.37133026123047,0.020750990143925365,-22176.06,0.4396701388888889,165,-6.363788942495982,1019.0,78.76311408148871
43776,267,163,57,0.00025,0.04295452,0.2,0.8941820859909058,13.91128158569336,0.022427873181489606,-22176.06,0.4175347222222222,168,-6.350645840167999,1019.0,36.65092249711355
44544,271,164,58,0.00025,0.055580467,0.2,0.7954779863357544,39.568199157714844,0.038418584399753146,-22015.92,0.4557291666666667,171,-6.189890424410502,1019.0,73.93696761131287
45312,275,164,59,0.00025,0.050979376,0.2,0.9577656388282776,12.623303413391113,0.02052151235855288,-22015.92,0.4466145833333333,174,-6.133566333187951,1019.0,27.92645299434662
46080,280,164,60,0.00025,0.054362074,0.2,0.7113426923751831,176.4183807373047,0.03835782380257216,-21868.5,0.4809027777777778,177,-6.274200585153368,1019.0,171.6024520662096
46848,287,163,61,0.00025,0.06430993,0.2,0.8968352675437927,60.501243591308594,0.02680474017850227,-21868.5,0.4418402777777778,180,-6.0689853760931225,1019.0,55.61243878470527
47616,291,163,62,0.00025,0.037869338,0.2,0.7081471681594849,84.20870971679688,0.027083150990721252,-21679.74,0.4470486111111111,183,-6.306071115864648,1019.0,117.57467365264893
48384,296,163,63,0.00025,0.052818,0.2,0.9116124510765076,19.564849853515625,0.011727358731958602,-21679.74,0.4010416666666667,186,-6.197143018245697,1019.0,41.025781724188064
49152,300,163,64,0.00025,0.059488118,0.2,0.454567015171051,47.83391189575195,0.03394875670912572,-21435.96,0.4548611111111111,189,-6.401886992984348,1019.0,81.24380164676242
49920,305,163,65,0.00025,0.065172605,0.2,0.8542826175689697,14.307114601135254,0.01240372651308361,-21435.96,0.5108506944444444,192,-6.220047652721405,1019.0,43.43060870965322
50688,310,163,66,0.00025,0.03471966,0.2,0.8178788423538208,15.364288330078125,0.017858120173008904,-21158.6,0.3910590277777778,195,-6.14506322145462,1019.0,37.479231675465904
51456,314,163,67,0.00025,0.14508772,0.2,0.9079355001449585,12.696321487426758,0.037603258659752704,-21158.6,0.5073784722222222,198,-6.316753115918901,1019.0,33.52450878090329
52224,321,162,68,0.00025,0.031707723,0.2,0.5667297840118408,35.99807357788086,0.02275111709928347,-20880.74,0.3836805555555556,201,-6.564616825845507,1019.0,64.50544216897752
52992,326,162,69,0.00025,0.10774118,0.2,0.8823733329772949,16.966154098510742,0.03867939445707533,-20880.74,0.5169270833333334,204,-6.252351356877221,1019.0,48.38823211193085
53760,331,162,70,0.00025,0.033754546,0.2,0.6840139627456665,55.40229797363281,0.018608956235564418,-20602.86,0.3958333333333333,207,-6.095592803425259,1019.0,77.71577784750197
54528,335,162,71,0.00025,0.06078425,0.2,0.9114556312561035,51.2734375,0.023502849663297336,-20602.86,0.4995659722222222,210,-6.102989070945316,1019.0,50.423726876576744
55296,340,162,72,0.00025,0.07556993,0.2,0.6587343215942383,28.330656051635742,0.032515178641511336,-20318.52,0.4453125,213,-6.211567759513855,1019.0,53.758391327328155
56064,345,162,73,0.00025,0.08052036,0.2,0.9135271906852722,9.331615447998047,0.04558456510615846,-20318.52,0.5299479166666666,216,-6.082364115450117,1019.0,37.76462968190511
56832,350,162,74,0.00025,0.04303829,0.2,0.7407565116882324,48.70318603515625,0.037371457373309463,-20169.06,0.4409722222222222,219,-6.307453983359867,1019.0,72.84209020932515
57600,357,161,75,0.00025,0.06455872,0.2,0.9174637794494629,15.333972930908203,0.021857974138886977,-20169.06,0.4665798611111111,222,-6.224292960431841,1019.0,41.76591761906942
58368,362,161,76,0.00025,0.042257726,0.2,0.7923263311386108,63.22069549560547,0.018655474501429126,-20182.84,0.4405381944444444,225,-6.069656749566396,1019.0,91.38470591439142
59136,366,161,77,0.00025,0.069888346,0.2,0.9579163193702698,9.518089294433594,0.02495098082969586,-20182.84,0.47265625,228,-6.252132256825765,1019.0,21.245287332269882
59904,371,161,78,0.00025,0.04948142,0.2,0.8504115343093872,28.76450538635254,0.031835882083719805,-20244.98,0.4895833333333333,231,-6.244877755641937,1019.0,52.552158965004814
