#{"t_start": 1754947460.8194914, "env_id": "None"}
r,l,t
-308.599,1622,5.549071
-247.571,1622,10.085268
-352.067,1622,18.571876
-172.062,1622,23.14028
-186.709,1622,27.71168
-169.745,1622,36.021138
-98.958,1622,40.601876
-108.967,1622,48.820159
-80.615,1622,53.429607
-1136.939001,1622,57.981004
-322.893,1622,66.257611
-9.839,1622,70.80797
-1004.771501,1622,79.106793
-636.407501,1622,83.678973
-1241.247001,1622,88.293019
-944.246001,1622,96.616933
-981.192501,1622,101.210998
-1229.926,1622,109.467722
-1049.239501,1622,114.073956
-1113.860501,1622,118.700774
-1121.437502,1622,126.916052
2.096,1622,131.511217
-11.337,1515,139.489285
-927.288501,1622,144.060603
-869.135,1622,148.706138
-921.256999,1622,156.939171
-49.556001,730,159.019124
-68.292498,600,160.701185
-336.139501,1622,168.953058
-12.548501,826,171.34981
-33.104,1622,175.894222
-8.263,1622,180.49319
-51.742501,1152,187.392527
-106.9275,753,189.547921
-45.32,1257,193.120833
-34.435,1622,201.353841
-618.956001,1622,205.905142
64.149001,658,207.783664
-35.166,1622,216.052789
-1158.222502,1622,220.659332
129.656001,562,222.239761
-56.021,1622,230.456906
-549.523,1622,235.014061
-706.417502,1622,239.699189
-17.585,1622,247.912934
129.617001,1480,252.035844
85.663001,1097,255.137107
