#{"t_start": 1754947460.8198285, "env_id": "None"}
r,l,t
-298.399,1622,5.544825
-281.538,1622,10.088819
-234.734,1622,18.575325
-219.774,1622,23.143981
-157.155,1622,27.715198
-130.299,1622,36.024714
-132.32,1622,40.605443
-104.51,1622,48.823679
-873.821001,1622,53.433141
-89.548,1622,57.984527
-964.286,1622,66.261252
-118.328,1622,70.811549
-11.271,1622,79.110359
-916.3745,1622,83.682578
-1098.733001,1622,88.296466
-877.382501,1622,96.620512
-1009.542,1622,101.214557
-1116.059502,1622,109.471315
-921.607001,1622,114.077557
-12.515,1622,118.704277
-1320.280501,1622,126.919523
-30.552,1622,131.51475
-1232.928501,1622,139.793805
-76.434001,919,142.382367
40.979497,666,144.267006
-933.197,1622,148.911135
-669.75,1622,157.144485
-1234.592501,1622,161.72199
-87.7695,781,163.944531
-1268.4385,1622,172.244328
-835.191999,1622,176.820259
-43.589,1622,185.06412
-109.704502,704,187.034068
-30.032,1622,191.636381
-1071.580001,1622,199.88577
-1.829,1622,204.455046
137.816,675,206.372232
-35.335999,1622,210.932094
-1196.186002,1622,219.216559
31.118,1622,223.811403
24.252001,830,226.178852
-885.428001,1622,234.358224
-832.301,1622,239.010774
134.292999,1266,246.264177
139.866501,1372,250.090267
-822.794002,1622,254.64975
