step,kart1_X,kart1_Y,kart1_direction,kart1_speed,DrivingMode,GameMode,getFrame,current_checkpoint,surface,reward,total_reward
101,3712,2285,0,2,6,2,383,29,64,1.0,-13.0
102,3712,2285,0,4,6,2,384,29,64,1.0,-12.0
103,3712,2285,0,6,6,2,385,29,64,1.0,-11.0
104,3712,2285,0,2,6,2,386,29,64,1.0,-10.0
105,3712,2285,0,4,6,2,387,29,64,1.0,-9.0
106,3712,2285,0,6,6,2,388,29,64,1.0,-8.0
107,3712,2285,0,2,6,2,389,29,64,1.0,-7.0
108,3712,2285,0,0,6,2,390,29,64,0.0,-7.0
109,3712,2285,0,2,6,2,391,29,64,1.0,-6.0
110,3712,2285,0,4,6,2,392,29,64,1.0,-5.0
111,3712,2285,0,6,6,2,393,29,64,1.0,-4.0
112,3712,2285,0,8,6,2,394,29,64,1.0,-3.0
113,3712,2285,0,4,6,2,395,29,64,1.0,-2.0
114,3712,2285,0,6,6,2,396,29,64,1.0,-1.0
115,3712,2284,0,8,6,2,397,29,64,1.0,0.0
116,3712,2284,0,4,6,2,398,29,64,1.0,1.0
117,3712,2284,0,6,6,2,399,29,64,1.0,2.0
118,3712,2284,0,8,6,2,400,29,64,1.0,3.0
119,3712,2284,0,4,6,2,401,29,64,1.0,4.0
120,3712,2284,0,6,6,2,402,29,64,1.0,5.0
121,3712,2284,0,2,6,2,403,29,64,1.0,6.0
122,3712,2284,0,4,6,2,404,29,64,1.0,7.0
123,3712,2284,0,6,6,2,405,29,64,1.0,8.0
124,3712,2284,0,2,6,2,406,29,64,1.0,9.0
125,3712,2284,0,0,6,2,407,29,64,0.0,9.0
126,3712,2284,0,2,6,2,408,29,64,1.0,10.0
127,3712,2284,0,4,6,2,409,29,64,1.0,11.0
128,3712,2284,0,0,6,2,410,29,64,0.0,11.0
129,3712,2284,0,2,6,2,411,29,64,1.0,12.0
130,3712,2284,0,4,6,2,412,29,64,1.0,13.0
131,3712,2284,0,6,6,2,413,29,64,1.0,14.0
132,3712,2284,0,2,6,2,414,29,64,1.0,15.0
133,3712,2284,0,4,6,2,415,29,64,1.0,16.0
134,3712,2284,0,6,6,2,416,29,64,1.0,17.0
135,3712,2283,0,2,6,2,417,29,64,1.0,18.0
136,3712,2283,0,4,6,2,418,29,64,1.0,19.0
137,3712,2283,0,6,6,2,419,29,64,1.0,20.0
138,3712,2283,0,8,6,2,420,29,64,1.0,21.0
139,3712,2283,0,10,6,2,421,29,64,1.0,22.0
140,3712,2283,0,6,6,2,422,29,64,1.0,23.0
141,3712,2283,0,2,6,2,423,29,64,1.0,24.0
142,3712,2283,0,0,6,2,424,29,64,0.0,24.0
143,3712,2283,0,2,6,2,425,29,64,1.0,25.0
144,3712,2283,0,4,6,2,426,29,64,1.0,26.0
145,3712,2283,0,6,6,2,427,29,64,1.0,27.0
146,3712,2283,0,8,6,2,428,29,64,1.0,28.0
147,3712,2283,0,10,6,2,429,29,64,1.0,29.0
148,3712,2283,0,6,6,2,430,29,64,1.0,30.0
149,3712,2283,0,8,6,2,431,29,64,1.0,31.0
150,3712,2282,0,10,6,2,432,29,64,1.0,32.0
151,3712,2282,0,12,6,2,433,29,64,1.0,33.0
152,3712,2282,0,8,6,2,434,29,64,1.0,34.0
153,3712,2282,0,4,6,2,435,29,64,1.0,35.0
154,3712,2282,0,6,6,2,436,29,64,1.0,36.0
155,3712,2282,0,8,6,2,437,29,64,1.0,37.0
156,3712,2282,0,10,6,2,438,29,64,1.0,38.0
157,3712,2282,0,12,6,2,439,29,64,1.0,39.0
158,3712,2281,0,14,6,2,440,29,64,1.0,40.0
159,3712,2281,0,10,6,2,441,29,64,1.0,41.0
160,3712,2281,0,12,6,2,442,29,64,1.0,42.0
161,3712,2281,0,8,6,2,443,29,64,1.0,43.0
162,3712,2281,0,10,6,2,444,29,64,1.0,44.0
163,3712,2281,0,12,6,2,445,29,64,1.0,45.0
164,3712,2281,0,14,6,2,446,29,64,1.0,46.0
165,3712,2280,0,10,6,2,447,29,64,1.0,47.0
166,3712,2280,0,12,6,2,448,29,64,1.0,48.0
167,3712,2280,0,14,6,2,449,29,64,1.0,49.0
168,3712,2280,0,16,6,2,450,29,64,1.0,50.0
169,3712,2280,0,18,6,2,451,29,64,1.0,51.0
170,3712,2279,0,14,6,2,452,29,64,1.0,52.0
171,3712,2279,0,16,6,2,453,29,64,1.0,53.0
172,3712,2279,0,18,6,2,454,29,64,1.0,54.0
173,3712,2279,0,20,6,2,455,29,64,1.0,55.0
174,3712,2278,0,22,6,2,456,29,64,1.0,56.0
175,3712,2278,0,24,6,2,457,29,64,1.0,57.0
176,3712,2278,0,26,6,2,458,29,64,1.0,58.0
177,3712,2277,0,28,6,2,459,29,64,1.0,59.0
178,3712,2277,0,30,6,2,460,29,64,1.0,60.0
179,3712,2276,0,26,6,2,461,29,64,1.0,61.0
180,3711,2276,0,28,6,2,462,29,64,1.0,62.0
181,3711,2276,0,24,6,2,463,29,64,1.0,63.0
182,3711,2275,0,26,6,2,464,29,64,1.0,64.0
183,3711,2275,0,28,6,2,465,29,64,1.0,65.0
184,3711,2274,0,24,6,2,466,29,64,1.0,66.0
185,3711,2274,0,26,6,2,467,29,64,1.0,67.0
186,3711,2274,0,22,6,2,468,29,64,1.0,68.0
187,3711,2273,0,24,6,2,469,29,64,1.0,69.0
188,3711,2273,0,26,6,2,470,29,64,1.0,70.0
189,3711,2273,0,28,6,2,471,29,64,1.0,71.0
190,3711,2272,0,24,6,2,472,29,64,1.0,72.0
191,3711,2272,0,26,6,2,473,29,64,1.0,73.0
192,3711,2271,0,28,6,2,474,29,64,1.0,74.0
193,3711,2271,0,30,6,2,475,29,64,1.0,75.0
194,3711,2270,0,32,6,2,476,29,64,1.0,76.0
195,3711,2270,0,28,6,2,477,29,64,1.0,77.0
196,3711,2270,0,30,6,2,478,29,64,1.0,78.0
197,3711,2269,0,32,6,2,479,29,64,1.0,79.0
198,3711,2269,0,34,6,2,480,29,64,1.0,80.0
199,3711,2268,0,36,6,2,481,29,64,1.0,81.0
200,3711,2268,0,38,6,2,482,29,64,1.0,82.0
201,3711,2267,0,40,6,2,483,29,64,1.0,83.0
202,3711,2266,0,36,6,2,484,29,64,1.0,84.0
203,3711,2266,0,32,6,2,485,29,64,1.0,85.0
204,3711,2265,0,34,6,2,486,29,64,1.0,86.0
205,3711,2265,0,30,6,2,487,29,64,1.0,87.0
206,3711,2264,0,26,6,2,488,29,64,1.0,88.0
207,3711,2264,0,28,6,2,489,29,64,1.0,89.0
208,3711,2264,0,24,6,2,490,29,64,1.0,90.0
209,3711,2263,0,26,6,2,491,29,64,1.0,91.0
210,3711,2263,0,22,6,2,492,29,64,1.0,92.0
211,3711,2262,0,18,6,2,493,29,64,1.0,93.0
212,3711,2262,0,20,6,2,494,29,64,1.0,94.0
213,3711,2262,0,22,6,2,495,29,64,1.0,95.0
214,3711,2262,0,24,6,2,496,29,64,1.0,96.0
215,3711,2261,0,20,6,2,497,29,64,1.0,97.0
216,3711,2261,0,22,6,2,498,29,64,1.0,98.0
217,3711,2261,0,18,6,2,499,29,64,1.0,99.0
218,3711,2260,0,20,6,2,500,29,64,1.0,100.0
219,3711,2260,0,22,6,2,501,29,64,1.0,101.0
220,3711,2260,0,24,6,2,502,29,64,1.0,102.0
221,3711,2259,0,20,6,2,503,29,64,1.0,103.0
222,3711,2259,0,16,6,2,504,29,64,1.0,104.0
223,3711,2259,0,12,6,2,505,29,64,1.0,105.0
224,3711,2259,0,8,6,2,506,29,64,1.0,106.0
225,3711,2259,0,10,6,2,507,29,64,1.0,107.0
226,3711,2258,0,6,6,2,508,29,64,1.0,108.0
227,3711,2258,0,8,6,2,509,29,64,1.0,109.0
228,3711,2258,0,10,6,2,510,29,64,1.0,110.0
229,3711,2258,0,12,6,2,511,29,64,1.0,111.0
230,3711,2258,0,8,6,2,512,29,64,1.0,112.0
231,3711,2258,0,4,6,2,513,29,64,1.0,113.0
232,3711,2258,0,6,6,2,514,29,64,1.0,114.0
233,3711,2258,0,8,6,2,515,29,64,1.0,115.0
234,3711,2258,0,10,6,2,516,29,64,1.0,116.0
235,3711,2257,0,12,6,2,517,29,64,1.0,117.0
236,3711,2257,0,14,6,2,518,29,64,1.0,118.0
237,3711,2257,0,10,6,2,519,29,64,1.0,119.0
238,3711,2257,0,12,6,2,520,29,64,1.0,120.0
239,3711,2257,0,8,6,2,521,29,64,1.0,121.0
240,3711,2257,0,10,6,2,522,29,64,1.0,122.0
241,3711,2256,0,12,6,2,523,29,64,1.0,123.0
242,3711,2256,0,14,6,2,524,29,64,1.0,124.0
243,3711,2256,0,16,6,2,525,29,64,1.0,125.0
244,3710,2256,0,12,6,2,526,29,64,1.0,126.0
245,3710,2256,0,8,6,2,527,29,64,1.0,127.0
246,3710,2256,0,10,6,2,528,29,64,1.0,128.0
247,3710,2255,0,12,6,2,529,29,64,1.0,129.0
248,3710,2255,0,14,6,2,530,29,64,1.0,130.0
249,3710,2255,0,16,6,2,531,29,64,1.0,131.0
250,3710,2255,0,18,6,2,532,29,64,1.0,132.0
251,3710,2255,255,20,6,2,533,29,64,1.0,133.0
252,3710,2254,0,22,6,2,534,29,64,1.0,134.0
253,3710,2254,0,24,6,2,535,29,64,1.0,135.0
254,3710,2254,0,26,6,2,536,29,64,1.0,136.0
255,3710,2253,255,28,6,2,537,29,64,1.0,137.0
256,3710,2253,255,24,6,2,538,29,64,1.0,138.0
257,3710,2252,255,26,6,2,539,29,64,1.0,139.0
258,3710,2252,255,22,6,2,540,29,64,1.0,140.0
259,3710,2252,255,18,6,2,541,29,64,1.0,141.0
260,3710,2251,255,20,6,2,542,29,64,1.0,142.0
261,3710,2251,255,22,6,2,543,29,64,1.0,143.0
262,3710,2251,255,24,6,2,544,29,64,1.0,144.0
263,3710,2250,255,26,6,2,545,29,64,1.0,145.0
264,3710,2250,255,22,6,2,546,29,64,1.0,146.0
265,3710,2250,255,24,6,2,547,29,64,1.0,147.0
266,3710,2249,255,26,6,2,548,29,64,1.0,148.0
267,3710,2249,255,28,6,2,549,29,64,1.0,149.0
268,3710,2249,255,30,6,2,550,29,64,1.0,150.0
269,3710,2248,255,32,6,2,551,29,64,1.0,151.0
270,3710,2248,255,28,6,2,552,29,64,1.0,152.0
271,3710,2247,255,24,6,2,553,29,64,1.0,153.0
272,3710,2247,255,20,6,2,554,29,64,1.0,154.0
273,3710,2247,255,16,6,2,555,29,64,1.0,155.0
274,3710,2246,255,18,6,2,556,29,64,1.0,156.0
275,3710,2246,255,14,6,2,557,29,64,1.0,157.0
276,3710,2246,255,16,6,2,558,29,64,1.0,158.0
277,3710,2246,255,18,6,2,559,29,64,1.0,159.0
278,3710,2245,255,20,6,2,560,29,64,1.0,160.0
279,3710,2245,255,16,6,2,561,29,64,1.0,161.0
280,3710,2245,255,12,6,2,562,29,64,1.0,162.0
281,3710,2245,255,8,6,2,563,29,64,1.0,163.0
282,3710,2245,255,4,6,2,564,29,64,1.0,164.0
283,3710,2244,255,6,6,2,565,29,64,1.0,165.0
284,3710,2244,255,2,6,2,566,29,64,1.0,166.0
285,3710,2244,255,4,6,2,567,29,64,1.0,167.0
286,3710,2244,255,6,6,2,568,29,64,1.0,168.0
287,3710,2244,255,8,6,2,569,29,64,1.0,169.0
288,3710,2244,255,10,6,2,570,29,64,1.0,170.0
289,3710,2244,255,6,6,2,571,29,64,1.0,171.0
290,3710,2244,255,8,6,2,572,29,64,1.0,172.0
291,3710,2244,255,10,6,2,573,29,64,1.0,173.0
292,3710,2244,255,12,6,2,574,29,64,1.0,174.0
293,3710,2244,255,14,6,2,575,29,64,1.0,175.0
294,3710,2243,255,10,6,2,576,29,64,1.0,176.0
295,3710,2243,255,12,6,2,577,29,64,1.0,177.0
296,3710,2243,255,14,6,2,578,29,64,1.0,178.0
297,3710,2243,255,10,6,2,579,29,64,1.0,179.0
298,3710,2243,255,12,6,2,580,29,64,1.0,180.0
299,3710,2242,255,14,6,2,581,29,64,1.0,181.0
300,3710,2242,255,10,6,2,582,29,64,1.0,182.0
301,3710,2242,255,12,6,2,583,29,64,1.0,183.0
302,3710,2242,255,14,6,2,584,29,64,1.0,184.0
303,3710,2242,255,10,6,2,585,29,64,1.0,185.0
304,3710,2242,255,12,6,2,586,29,64,1.0,186.0
305,3710,2241,255,8,6,2,587,29,64,1.0,187.0
306,3710,2241,255,10,6,2,588,29,64,1.0,188.0
307,3710,2241,255,6,6,2,589,29,64,1.0,189.0
308,3709,2241,255,8,6,2,590,29,64,1.0,190.0
309,3709,2241,255,10,6,2,591,29,64,1.0,191.0
310,3709,2241,255,12,6,2,592,29,64,1.0,192.0
311,3709,2241,255,8,6,2,593,29,64,1.0,193.0
312,3709,2241,255,10,6,2,594,29,64,1.0,194.0
313,3709,2240,255,12,6,2,595,29,64,1.0,195.0
314,3709,2240,255,14,6,2,596,29,64,1.0,196.0
315,3709,2240,255,16,6,2,597,29,64,1.0,197.0
316,3709,2240,255,12,6,2,598,29,64,1.0,198.0
317,3709,2240,255,14,6,2,599,29,64,1.0,199.0
318,3709,2239,255,16,6,2,600,0,64,1.0,200.0
