time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/approx_kl,train/entropy_loss,rollout/ep_len_mean,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/loss,train/n_updates,train/clip_fraction,rollout/ep_rew_mean,train/learning_rate,train/value_loss
33,162,156,25344,0.2328313,-6.186905768182543,819.84,0.9147192239761353,0.0655312184503095,0.2,89.62489318847656,96,0.6241319444444444,-76.81,0.00025,61.58743545744154
34,160,163,26112,0.08043734,-6.033218145370483,814.68,0.8684096336364746,0.039712608468511865,0.2,39.287261962890625,99,0.515625,203.58,0.00025,61.027351723776924
35,160,167,26880,0.15847872,-5.545854833390978,810.23,0.7522463202476501,0.05726833178454803,0.2,20.0572452545166,102,0.6032986111111112,469.26,0.00025,33.578041288587784
36,160,172,27648,0.049467042,-6.105904036098057,821.0,0.8582892417907715,0.022763223050990038,0.2,32.609596252441406,105,0.5269097222222222,217.09,0.00025,74.00419476297166
37,161,176,28416,0.06451989,-6.180338303248088,815.84,0.9069022536277771,0.037921567408678435,0.2,50.87522888183594,108,0.5212673611111112,659.9,0.00025,69.29975565274556
38,161,180,29184,0.0848796,-6.145718819565243,822.39,0.9350560903549194,0.020876471502965108,0.2,25.57790184020996,111,0.4913194444444444,735.65,0.00025,64.73282391495175
39,162,184,29952,1.5893589,-6.153867728180355,822.39,0.597670316696167,0.2428781475043959,0.2,29.940837860107422,114,0.7925347222222222,2010.88,0.00025,22.187528199619717
40,162,189,30720,1.2401346,-5.9616931147045555,813.02,0.7873052954673767,0.2555229370223565,0.2,29.217823028564453,117,0.8741319444444444,2543.69,0.00025,27.41712674829695
41,159,197,31488,0.0425318,-6.127442591720158,807.81,0.8083441257476807,0.06297251721844077,0.2,29.448312759399414,120,0.5755208333333334,3059.13,0.00025,45.65556499693129
42,160,201,32256,0.064240605,-6.21896685494317,821.38,0.9335595965385437,0.01986432984833502,0.2,13.436938285827637,123,0.5299479166666666,3260.37,0.00025,33.828101648224724
43,160,205,33024,0.055639952,-6.245117088158925,819.33,0.9307331442832947,0.01703507441561669,0.2,55.65406799316406,126,0.41796875,3600.04,0.00025,59.38376985655891
44,161,209,33792,0.0987365,-6.057959192328983,825.05,0.9517340660095215,0.04633298595177217,0.2,20.408605575561523,129,0.4561631944444444,3757.42,0.00025,44.224823382165695
45,161,214,34560,0.13802455,-5.9824556310971575,840.54,0.9447661638259888,0.05358680954668671,0.2,32.83951950073242,132,0.6189236111111112,3922.48,0.00025,33.0384046236674
46,161,218,35328,0.058635462,-6.344110972351498,834.53,0.8860124349594116,0.03040940632733206,0.2,23.15573501586914,135,0.4769965277777778,4220.46,0.00025,40.258618646197846
47,161,222,36096,0.067175575,-6.069364991452959,845.18,0.8768776655197144,0.0264269475851001,0.2,18.135286331176758,138,0.5147569444444444,4320.65,0.00025,50.46138185924954
48,162,227,36864,0.07388236,-6.44351108206643,834.08,0.8713964819908142,0.04181373667799764,0.2,64.07241821289062,141,0.4965277777777778,4294.61,0.00025,72.71035981178284
49,160,234,37632,0.07541448,-6.077553285492791,833.83,0.9076666831970215,0.030746517644729465,0.2,44.12346649169922,144,0.4709201388888889,4172.3,0.00025,54.38066556718614
50,160,238,38400,0.10371726,-5.928311738702986,832.68,0.928525447845459,0.029126734446941152,0.2,50.16810607910156,147,0.55859375,3950.94,0.00025,55.30807659361098
51,161,243,39168,0.040006097,-5.9769724408785505,828.8,0.8928878307342529,0.013975574738449521,0.2,50.963558197021484,150,0.4401041666666667,3650.03,0.00025,82.06867191526625
52,161,247,39936,0.0988031,-6.230629159344567,827.7,0.8872507214546204,0.040984447049494416,0.2,14.606078147888184,153,0.4986979166666667,3894.26,0.00025,54.108276499642265
53,161,252,40704,1.2075628,-5.579192108578152,835.94,0.9088423252105713,0.17391174857039005,0.2,26.32127571105957,156,0.765625,3665.49,0.00025,45.391199853685166
54,161,256,41472,0.1694938,-5.463057299455007,842.1,0.9081928730010986,0.0847720752030404,0.2,21.56993865966797,159,0.6974826388888888,3232.24,0.00025,36.12872167428335
55,161,261,42240,0.059834067,-5.372862014505598,851.21,0.902609646320343,0.03342265224394699,0.2,54.49580764770508,162,0.5243055555555556,2830.77,0.00025,72.5786419444614
56,160,268,43008,0.14918144,-5.9128907852702675,845.06,0.8880417943000793,0.03334589030904075,0.2,45.805816650390625,165,0.6111111111111112,2761.1,0.00025,65.15021464559767
57,160,272,43776,0.11102188,-5.3451386955049305,841.24,0.8745206594467163,0.0612674259658282,0.2,62.425987243652344,168,0.5815972222222222,2586.13,0.00025,63.360740423202515
58,160,277,44544,0.059823457,-5.250978463225895,839.12,0.9157924652099609,0.031284126983438104,0.2,39.834110260009766,171,0.47265625,2810.67,0.00025,49.07492412461175
59,160,282,45312,0.057393,-5.17130669620302,833.74,0.8797222971916199,0.027880986059446715,0.2,30.63484764099121,174,0.4696180555555556,3171.2,0.00025,72.4884020222558
60,160,286,46080,0.04586038,-5.267433590359158,833.69,0.8509862422943115,0.04334617485033555,0.2,57.94929885864258,177,0.4787326388888889,2756.87,0.00025,64.41606259346008
61,161,290,46848,0.062289108,-5.387849423620436,833.69,0.8229838609695435,0.022225479427207675,0.2,37.4873161315918,180,0.4947916666666667,2324.08,0.00025,54.653253422843086
62,161,295,47616,0.08180291,-5.908897618452708,843.3,0.5888606309890747,0.06442109673904876,0.2,24.633197784423828,183,0.5772569444444444,1662.43,0.00025,62.45481304327647
63,159,302,48384,0.06210118,-5.315841171476576,843.3,0.9272403120994568,0.03961228505553057,0.2,38.22568130493164,186,0.5481770833333334,1173.65,0.00025,41.27728969520993
64,160,307,49152,0.16752642,-5.515087445576985,848.75,0.9157094359397888,0.05629669514019042,0.2,37.62065124511719,189,0.5672743055555556,635.36,0.00025,32.0434379975001
65,160,311,49920,0.051842254,-5.40120142698288,843.27,0.9299628734588623,0.02194862629079984,0.2,12.644844055175781,192,0.4565972222222222,558.41,0.00025,35.90569490856595
66,160,315,50688,0.05664127,-5.427753938568963,843.27,0.9149442315101624,0.01886427520851915,0.2,17.329803466796875,195,0.5112847222222222,30.29,0.00025,43.98850429058075
67,160,320,51456,0.08572086,-5.571623822053273,843.27,0.9048840999603271,0.026841269818962447,0.2,20.355854034423828,198,0.4930555555555556,-374.14,0.00025,32.54545505841573
68,160,324,52224,0.058389246,-5.6683455970552235,855.17,0.8268137574195862,0.032033434551623136,0.2,15.036703109741211,201,0.5481770833333334,-275.32,0.00025,24.622228417131637
69,161,328,52992,0.051385026,-5.925937010182275,865.3,0.7268123030662537,0.02288942456814564,0.2,8.036886215209961,204,0.5173611111111112,-172.1,0.00025,18.54284229543474
70,159,336,53760,0.05230859,-5.7507116595904035,871.84,0.7734719514846802,0.01956990599218342,0.2,15.181497573852539,207,0.4314236111111111,-284.21,0.00025,30.255474461449516
71,159,341,54528,0.0588757,-5.721730172634125,871.84,0.8238850235939026,0.022571892878558073,0.2,10.299242973327637,210,0.4765625,-251.65,0.00025,31.005336622397106
72,160,345,55296,0.0627639,-5.684234228399065,886.66,0.8282766342163086,0.0272152522035564,0.2,14.57652473449707,213,0.4348958333333333,27.57,0.00025,25.451633705033196
73,160,349,56064,0.048788816,-5.879735416836208,885.86,0.836134672164917,0.03592965657460607,0.2,11.765170097351074,216,0.5407986111111112,316.82,0.00025,23.964873048994278
74,160,353,56832,0.039499093,-6.030010362466176,881.2,0.8602855205535889,0.017040392176972494,0.2,29.71497917175293,219,0.4144965277777778,421.35,0.00025,35.36112568113539
75,160,358,57600,0.046429098,-5.939702457851833,887.13,0.8479568958282471,0.006814022561431759,0.2,21.329252243041992,222,0.4526909722222222,441.76,0.00025,42.03071043226454
76,161,362,58368,0.036463846,-5.971423162354363,890.5,0.8566355109214783,0.0021200131482651662,0.2,13.917620658874512,225,0.3676215277777778,811.95,0.00025,31.657352950837875
77,161,367,59136,0.0436881,-6.275319721963671,887.48,0.8933913111686707,0.011340361489500437,0.2,74.11841583251953,228,0.3910590277777778,767.08,0.00025,63.822688619295754
78,159,374,59904,0.07025549,-6.243450244267781,898.42,0.8648983240127563,0.022060293762478977,0.2,27.665048599243164,231,0.4353298611111111,574.58,0.00025,23.729728937149048
79,160,378,60672,0.09490178,-6.265040192339155,904.02,0.8972927331924438,0.007628540663669507,0.2,14.708120346069336,234,0.3980034722222222,1408.63,0.00025,21.11464883883794
80,160,382,61440,0.062587805,-5.877798279126485,903.85,0.8943257927894592,0.024774319362930126,0.2,13.824666976928711,237,0.4522569444444444,1681.99,0.00025,17.378372497028774
81,160,387,62208,0.053563505,-6.2929594318072,905.32,0.7838003039360046,0.012196397382972969,0.2,34.178707122802734,240,0.4401041666666667,2032.12,0.00025,54.56493102179633
82,160,391,62976,0.26784217,-6.4592682056956825,910.19,0.9222869873046875,0.04122427217144933,0.2,13.750253677368164,243,0.5950520833333334,1206.12,0.00025,20.086462335454094
83,160,396,63744,0.06396166,-6.173992507987553,910.19,0.9419970512390137,0.019441774645302858,0.2,20.788820266723633,246,0.5138888888888888,1465.89,0.00025,29.191618879636128
84,160,401,64512,0.08108921,-6.165017008781433,909.87,0.8034031987190247,0.011325627604189018,0.2,33.88236999511719,249,0.4522569444444444,1945.15,0.00025,43.764273073938156
85,159,408,65280,0.06700263,-6.577897859944238,909.87,0.930131733417511,0.018378967532448262,0.2,9.864603996276855,252,0.4982638888888889,2233.67,0.00025,18.820791840553284
86,159,413,66048,0.049409196,-6.132759710152944,916.02,0.9105589985847473,0.0326811825701346,0.2,13.374396324157715,255,0.5611979166666666,3113.31,0.00025,18.294418997234768
87,160,417,66816,0.1018681,-5.900754498110877,925.61,0.807015061378479,0.02790092784238772,0.2,32.76668930053711,258,0.5616319444444444,3495.67,0.00025,33.62146904733446
88,160,421,67584,0.054254174,-6.370581229527791,925.61,0.8858169317245483,0.008111952700548701,0.2,38.327484130859375,261,0.4379340277777778,3850.86,0.00025,36.06117022037506
89,160,426,68352,0.13997607,-6.241019103262159,929.84,0.9122546315193176,0.027932803314696584,0.2,8.143342971801758,264,0.5190972222222222,3773.76,0.00025,19.10206306642956
90,160,431,69120,0.073434465,-6.123267908891042,934.79,0.8623309135437012,0.023140713003360562,0.2,22.46548080444336,267,0.49609375,4226.26,0.00025,41.248474518458046
91,160,435,69888,0.13689996,-5.964770078659058,938.4,0.9576698541641235,0.0642880770481295,0.2,11.274885177612305,270,0.65625,4448.44,0.00025,22.832247250609928
92,159,441,70656,0.056184724,-6.0967852340804205,938.4,0.891696572303772,0.021934732005724475,0.2,32.90959167480469,273,0.4978298611111111,5027.92,0.00025,59.12809178564284
93,159,446,71424,0.14630634,-6.116486900382572,938.4,0.9560646414756775,0.0387674981676456,0.2,12.046165466308594,276,0.5247395833333334,5350.73,0.00025,21.038289917839897
94,159,451,72192,0.09657994,-5.902059144443935,933.23,0.9158734679222107,0.03534057896791233,0.2,44.3940544128418,279,0.5295138888888888,5885.66,0.00025,41.49074876308441
95,159,456,72960,0.11726316,-6.398022015889485,929.41,0.8795585036277771,0.03107237107016974,0.2,28.096458435058594,282,0.5494791666666666,6274.95,0.00025,62.28721213340759
96,159,461,73728,0.11750426,-6.308908336692387,919.07,0.8162201046943665,0.05217821363152729,0.2,16.68779945373535,285,0.5516493055555556,6097.94,0.00025,53.999552408854164
97,159,466,74496,0.06820325,-6.414890236324734,912.31,0.8490720987319946,0.03061609112450646,0.2,32.209495544433594,288,0.4526909722222222,6276.53,0.00025,50.06121999687619
98,159,470,75264,0.072105445,-6.650314450263977,907.19,0.9242332577705383,0.02723441359638754,0.2,9.499175071716309,291,0.5295138888888888,5651.07,0.00025,19.916104045179154
99,160,474,76032,0.078944445,-6.053798390759362,906.07,0.7090899348258972,0.0387757386908763,0.2,15.421713829040527,294,0.5329861111111112,5655.39,0.00025,23.588001873758103
100,160,479,76800,0.04873329,-6.143622775872548,900.38,0.601172685623169,0.0026399276426268947,0.2,14.764931678771973,297,0.4309895833333333,6079.15,0.00025,24.909830053647358
101,160,483,77568,0.07790517,-5.7543138066927595,900.38,0.8390372395515442,0.020591779806030292,0.2,11.924887657165527,300,0.4891493055555556,6072.39,0.00025,18.585787249935997
102,160,488,78336,0.048254434,-6.059501614835527,910.14,0.843993067741394,0.009774189112552753,0.2,6.189243793487549,303,0.4756944444444444,6223.78,0.00025,21.626432875792187
103,160,492,79104,0.07781087,-5.517481320434147,910.81,0.7310668230056763,0.01518294732603762,0.2,14.230340957641602,306,0.5182291666666666,6413.27,0.00025,25.582087357838947
104,160,497,79872,0.061796278,-5.672416607538859,917.11,0.7257187962532043,0.014988084278431617,0.2,15.576603889465332,309,0.4526909722222222,6628.38,0.00025,20.623319877518547
105,160,502,80640,0.04505862,-6.078008545769586,910.31,0.8916938900947571,0.021828640187676582,0.2,14.66955280303955,312,0.4210069444444444,6704.56,0.00025,28.224036309454178
106,160,506,81408,0.06194843,-6.17002718978458,890.86,0.9186891317367554,0.01685010224011623,0.2,14.083046913146973,315,0.4340277777777778,7181.18,0.00025,19.487143768204582
107,160,511,82176,0.058522075,-6.098346127404107,885.64,0.9109714031219482,0.009918875804740108,0.2,31.3402099609375,318,0.4227430555555556,7131.84,0.00025,36.744853456815086
108,160,516,82944,0.07738545,-5.585450794961718,890.43,0.8919810056686401,0.03416101479281982,0.2,10.595504760742188,321,0.5047743055555556,6967.72,0.00025,26.025344967842102
109,160,521,83712,0.050499987,-5.818337003389995,892.68,0.9224567413330078,0.021347704278822575,0.2,30.328222274780273,324,0.3606770833333333,6742.48,0.00025,40.034761521551346
110,160,526,84480,0.05907922,-5.995761540200975,894.65,0.9016233086585999,0.013135339806063307,0.2,30.052936553955078,327,0.4231770833333333,7099.27,0.00025,41.404567857583366
111,160,530,85248,0.1289237,-5.885917047659556,889.25,0.9537162780761719,0.024445646921069257,0.2,25.840347290039062,330,0.3693576388888889,7361.39,0.00025,33.0318842265341
112,160,537,86016,0.046387617,-5.758697337574429,870.42,0.9290606379508972,0.011175058419919677,0.2,13.407647132873535,333,0.4717881944444444,7327.82,0.00025,30.03565031952328
113,160,541,86784,0.091635585,-5.772444466749827,855.4,0.8904039859771729,0.04944977226356665,0.2,12.443619728088379,336,0.4965277777777778,7322.47,0.00025,23.604264855384827
114,160,546,87552,0.089206815,-6.164096527629429,852.36,0.9199947118759155,0.02746713036645411,0.2,10.220917701721191,339,0.58203125,7385.83,0.00025,20.378301978111267
115,160,551,88320,0.084219255,-6.610398511091868,846.11,0.8497865200042725,0.03947400919989579,0.2,11.535394668579102,342,0.49609375,7588.61,0.00025,22.744382268852657
116,160,556,89088,0.065594584,-6.409515182177226,834.72,0.9088939428329468,0.01507608898423819,0.2,13.047846794128418,345,0.4431423611111111,7801.38,0.00025,26.83155545923445
117,160,560,89856,0.077227324,-6.403119014369117,834.72,0.8932583332061768,0.020109149342816737,0.2,29.34821128845215,348,0.4982638888888889,7663.16,0.00025,34.45402794414096
118,160,564,90624,0.094620585,-6.588972946008046,834.72,0.9219483733177185,0.061035482963133186,0.2,19.55890464782715,351,0.5338541666666666,7802.56,0.00025,26.43505753411187
119,160,570,91392,0.09262419,-6.525413632392883,834.72,0.9053725004196167,0.021756617507586878,0.2,20.482778549194336,354,0.4908854166666667,7728.85,0.00025,28.3284253610505
120,160,575,92160,0.08645108,-6.617546790175968,829.14,0.9241988658905029,0.02427466251214759,0.2,7.383298397064209,357,0.5381944444444444,7898.99,0.00025,14.500758747259775
121,160,579,92928,0.07438778,-6.485742807388306,831.53,0.840942919254303,0.02368377127115511,0.2,36.00702667236328,360,0.5182291666666666,8256.75,0.00025,38.138653291596306
122,160,584,93696,0.059557844,-6.759721252653334,821.74,0.9047790765762329,0.0031073037276251447,0.2,30.036407470703125,363,0.4092881944444444,8578.45,0.00025,39.93098992771573
123,160,588,94464,0.06619363,-6.6320753826035395,824.67,0.8488503694534302,0.04581940947617921,0.2,21.718219757080078,366,0.5264756944444444,9083.96,0.00025,35.37647749318017
124,160,592,95232,0.066558026,-6.438866906695896,821.27,0.8989618420600891,0.015887896219889324,0.2,16.95562171936035,369,0.4596354166666667,9336.83,0.00025,37.44028515285916
125,160,597,96000,0.09051257,-6.617094549867842,820.63,0.9162566065788269,0.032139797552695706,0.2,6.583067417144775,372,0.4639756944444444,9360.42,0.00025,28.254875633451675
126,160,602,96768,0.06556611,-7.049167659547594,809.69,0.8829010725021362,0.011211028270837333,0.2,16.18852424621582,375,0.5013020833333334,9037.23,0.00025,25.756182458665634
127,160,609,97536,0.08804697,-6.75854006740782,812.38,0.8424721956253052,0.03933357584497167,0.2,15.07463264465332,378,0.5203993055555556,9049.25,0.00025,23.476446039146847
128,160,613,98304,0.039682645,-6.633254143926832,806.66,0.8427199721336365,0.006365409282605267,0.2,13.253485679626465,381,0.4197048611111111,9057.93,0.00025,15.082369440131718
129,160,618,99072,0.050067116,-6.643891023264991,803.5,0.8810336589813232,-0.010544173121969733,0.2,24.806161880493164,384,0.4205729166666667,8811.48,0.00025,26.69511103630066
130,160,622,99840,0.062415015,-6.778944651285808,805.16,0.8491984009742737,0.01998348870418138,0.2,8.437113761901855,387,0.4765625,8581.14,0.00025,22.34588517083062
131,160,627,100608,0.05307284,-6.84957918855879,799.84,0.8623320460319519,0.02063732417041643,0.2,19.34210205078125,390,0.4635416666666667,8269.45,0.00025,25.116464442676968
132,160,632,101376,0.040286567,-6.586500141355726,805.64,0.8710662126541138,0.0082254267245945,0.2,49.49393844604492,393,0.4266493055555556,8166.23,0.00025,57.55091963873969
133,160,638,102144,0.07009462,-6.701829724841648,815.1,0.8965655565261841,0.008487367879651073,0.2,12.020308494567871,396,0.4813368055555556,7994.2,0.00025,36.405317452218796
134,160,643,102912,0.07284968,-6.77597478363249,824.68,0.9260388612747192,0.02576838169867794,0.2,15.643240928649902,399,0.5186631944444444,8022.96,0.00025,32.61301856570773
135,160,647,103680,0.11725249,-6.370923757553101,820.59,0.6586730480194092,0.04262618207010544,0.2,50.65556335449219,402,0.5824652777777778,8171.12,0.00025,39.51612810293833
136,160,652,104448,0.0723682,-6.543269124295977,818.25,0.7554097771644592,0.031060032637065485,0.2,33.06458282470703,405,0.5251736111111112,8428.91,0.00025,31.979700916343266
137,160,656,105216,0.076286666,-6.651824401484595,820.46,0.8803738355636597,0.027597789575035375,0.2,11.043070793151855,408,0.4830729166666667,8454.5,0.00025,24.552665147516464
138,160,661,105984,0.06807833,-6.774256924788157,832.11,0.7430390119552612,0.04353855433873832,0.2,23.101469039916992,411,0.59375,8850.26,0.00025,28.63906850417455
139,160,666,106752,0.05945976,-6.865030427773793,830.28,0.8045331239700317,0.006372887382490767,0.2,24.010581970214844,414,0.4487847222222222,8796.82,0.00025,24.324180841445923
140,159,672,107520,0.06386856,-6.779141505559285,844.99,0.8580018281936646,0.024280704118104443,0.2,34.106815338134766,417,0.4066840277777778,8764.87,0.00025,24.82275379366345
141,159,677,108288,0.05240993,-6.839562389585707,851.3,0.8678147792816162,0.012755676004518237,0.2,11.355559349060059,420,0.4461805555555556,8815.28,0.00025,23.437528795666164
142,159,681,109056,0.06027289,-6.762806197007497,860.34,0.8568708896636963,0.01396860977790008,0.2,10.607226371765137,423,0.5130208333333334,8573.6,0.00025,19.29490276839998
143,160,686,109824,0.07560543,-7.098847038216061,860.34,0.8494852781295776,0.025548577858393803,0.2,6.843935012817383,426,0.4774305555555556,8526.8,0.00025,18.584425495730507
144,160,690,110592,0.107978374,-6.8336422310935125,871.9,0.8507153987884521,0.029637075908895995,0.2,21.286962509155273,429,0.5568576388888888,8668.04,0.00025,20.318243510193295
145,160,695,111360,0.11837115,-6.374795728259617,855.56,0.8444321751594543,0.03906918620082757,0.2,28.334991455078125,432,0.5199652777777778,8509.26,0.00025,25.65745888153712
146,160,699,112128,0.1333414,-6.439653740988837,836.55,0.9300363063812256,0.012617801238472262,0.2,7.293150901794434,435,0.5047743055555556,8535.81,0.00025,26.46029174990124
147,159,706,112896,0.108233966,-6.876299288537767,836.32,0.809062123298645,0.06025094478779162,0.2,11.22276496887207,438,0.5347222222222222,8327.94,0.00025,28.674357612927754
148,159,710,113664,0.06743978,-6.618777354558309,832.54,0.9269089102745056,0.008713646623719897,0.2,16.541955947875977,441,0.4279513888888889,8039.67,0.00025,21.550488829612732
149,160,715,114432,0.08323345,-6.7327363226148815,842.06,0.8957865238189697,0.022323747631162405,0.2,7.199117660522461,444,0.4887152777777778,8197.95,0.00025,26.326936801274616
150,160,719,115200,0.08252155,-6.4078079263369245,852.27,0.8755120038986206,0.030868755110229056,0.2,16.403696060180664,447,0.5208333333333334,8361.65,0.00025,14.99134894212087
151,160,723,115968,0.07862918,-6.356080916192797,847.9,0.513034462928772,0.03422221106140771,0.2,7.857226848602295,450,0.4856770833333333,8652.16,0.00025,48.97514118088616
152,160,728,116736,0.05211538,-6.387159486611684,845.89,0.8628088235855103,0.050309702456514865,0.2,24.701963424682617,453,0.5642361111111112,8645.39,0.00025,32.847490986188255
153,160,733,117504,0.06938503,-6.506922377480401,846.05,0.8797688484191895,0.016197357546641596,0.2,25.70478057861328,456,0.4522569444444444,8528.89,0.00025,39.916076838970184
154,160,737,118272,0.14132094,-6.351376043425666,822.98,0.9322629570960999,0.046354673233711056,0.2,14.810689926147461,459,0.5434027777777778,8301.58,0.00025,32.429129388597275
155,160,743,119040,0.075236194,-6.307272255420685,813.79,0.903081476688385,0.02427618018636066,0.2,23.022933959960938,462,0.5047743055555556,8260.6,0.00025,31.495036058955723
156,160,748,119808,0.06772613,-6.60490968492296,817.83,0.7668216824531555,0.033340769761707634,0.2,8.598981857299805,465,0.4691840277777778,8620.74,0.00025,15.929821206463707
157,160,752,120576,0.041287165,-6.479238159126705,818.24,0.871239185333252,0.007727645660957528,0.2,6.558160305023193,468,0.4361979166666667,8649.36,0.00025,17.754899793201023
