time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/n_updates,rollout/ep_rew_mean,train/approx_kl,train/entropy_loss,train/clip_fraction,train/explained_variance,rollout/ep_len_mean,train/policy_gradient_loss,train/loss,train/value_loss,train/clip_range,train/learning_rate
152,54,41472,271,159,4660.82315226,0.073166676,-4.065805352396435,0.3758680555555556,0.9184999465942383,696.55,0.02290788151892937,7.5217204093933105,22.686610672209,0.2,0.00025
151,55,42240,278,162,4792.99215074,0.036007006,-4.159508178631465,0.4513888888888889,0.8566316962242126,683.02,0.011340570623158581,13.343024253845215,27.594228823979694,0.2,0.00025
151,56,43008,283,165,5241.608150159999,0.07056411,-3.91024378935496,0.4522569444444444,0.9189589023590088,661.6,0.0329185429857009,9.995776176452637,16.49728786945343,0.2,0.00025
152,57,43776,287,168,5152.46614862,0.07151333,-3.8836346864700317,0.46875,0.8792999982833862,656.85,0.025305553326486714,39.274139404296875,42.8356624311871,0.2,0.00025
152,58,44544,292,171,5179.50114818,0.04709975,-4.168059620592329,0.4796006944444444,0.7143168449401855,656.85,0.021538989812446136,13.926511764526367,54.00232826338874,0.2,0.00025
152,59,45312,297,174,4864.5181495199995,0.047986392,-3.9317354559898376,0.4344618055555556,0.7501567602157593,663.37,0.031980518199917346,15.718465805053711,36.36290819115109,0.2,0.00025
152,60,46080,301,177,5180.80615149,0.10214151,-4.335401131047143,0.4444444444444444,0.8311384916305542,660.49,0.004451248510223296,9.37968635559082,15.437289608849419,0.2,0.00025
153,61,46848,305,180,5364.445156819999,0.040041286,-4.679022875097063,0.4674479166666667,0.7595551013946533,673.68,0.03243106039654878,15.054511070251465,25.722029017077553,0.2,0.00025
52,62,47616,913,183,5696.4131579899995,0.09679898,-4.797018779648675,0.4678819444444444,0.8331104516983032,673.23,0.023957826184212334,10.32942008972168,21.80122717221578,0.2,0.00025
52,63,48384,920,186,5911.513156749998,0.048217356,-4.6692402429050865,0.4366319444444444,0.8645055294036865,667.91,0.023017772551005084,8.187183380126953,15.076786716779074,0.2,0.00025
53,64,49152,924,189,6023.29415698,0.066144615,-4.655725303623411,0.48828125,0.8371051549911499,670.05,0.03263500278505186,18.424442291259766,28.371762103504604,0.2,0.00025
53,65,49920,929,192,6298.797155810001,0.07052171,-4.352857460578282,0.4665798611111111,0.8176424503326416,661.47,0.018593097092687257,11.95127010345459,21.123554189999897,0.2,0.00025
54,66,50688,933,195,6692.398162590001,0.06603712,-4.276658690638012,0.3754340277777778,0.8893164396286011,677.35,0.012587219851815866,8.901890754699707,20.33696578608619,0.2,0.00025
54,67,51456,938,198,6917.918165689999,0.078326374,-3.9573881957266064,0.4513888888888889,0.901301920413971,684.79,0.011226495378650725,10.889972686767578,24.393959601720173,0.2,0.00025
55,68,52224,942,201,7159.25116833,0.06554706,-4.268847869502173,0.4075520833333333,0.8867446184158325,689.49,0.009684561396069411,20.70818519592285,22.46128288904826,0.2,0.00025
55,69,52992,946,204,7304.119172570001,0.06456443,-4.22033859623803,0.5091145833333334,0.8974243402481079,703.01,0.02510047754428039,13.139216423034668,16.8897153072887,0.2,0.00025
56,70,53760,951,207,7356.9231750300005,0.045104723,-4.052431729104784,0.3815104166666667,0.7236239910125732,710.21,0.018159193206681974,51.927886962890625,42.673955811394585,0.2,0.00025
57,71,54528,955,210,7336.84817417,0.05808491,-4.055695010556115,0.3658854166666667,0.8030174970626831,705.35,0.014985045275857879,17.01596450805664,23.601172453827328,0.2,0.00025
57,72,55296,959,213,7504.152178050001,0.047959253,-3.8138870298862457,0.3667534722222222,0.9208770394325256,719.37,0.007574053662311699,11.645524024963379,11.705996016661325,0.2,0.00025
58,73,56064,963,216,7620.681178729999,0.05289982,-3.9032047159141965,0.4032118055555556,0.766474723815918,716.22,0.015248035210081272,25.772174835205078,42.571000284618805,0.2,0.00025
58,74,56832,968,219,7408.23218072,0.03733626,-3.8878173927466073,0.2890625,0.9127262234687805,723.04,0.009913300131706314,25.964248657226562,33.769471380445694,0.2,0.00025
59,75,57600,972,222,7744.47018655,0.038604926,-3.7397283845477634,0.3203125,0.9160866141319275,735.56,0.005632835886596392,11.785154342651367,26.068910161654156,0.2,0.00025
59,76,58368,977,225,7649.615184810001,0.065327674,-3.6457035640875497,0.4900173611111111,0.8728758096694946,723.29,0.027389019404331014,43.991878509521484,32.12810391849942,0.2,0.00025
60,77,59136,985,228,7443.469182490001,0.05297573,-4.0387474199136095,0.4934895833333333,0.8927316665649414,714.73,0.020524326297971938,36.21925735473633,41.15709784295824,0.2,0.00025
60,78,59904,990,231,7676.755188120001,0.040003445,-3.392784724632899,0.3923611111111111,0.9013526439666748,731.83,0.017317643790091906,8.578673362731934,9.97097510099411,0.2,0.00025
61,79,60672,994,234,7777.99719102,0.044502128,-3.6671349671151905,0.2947048611111111,0.7932896018028259,735.89,0.01268996264035296,8.954258918762207,19.834094650215572,0.2,0.00025
61,80,61440,998,237,7758.992192139999,0.03103131,-3.756598287158542,0.3146701388888889,0.8978952765464783,735.61,-0.004354601208534505,16.430131912231445,34.08325203259786,0.2,0.00025
61,81,62208,1003,240,8543.99619067,0.024756119,-3.7077428268061743,0.2999131944444444,0.9373318552970886,709.39,0.003425447024508483,18.715524673461914,21.15810451242659,0.2,0.00025
62,82,62976,1007,243,8729.99318928,0.037053373,-3.7602621383137174,0.4014756944444444,0.9195213913917542,695.7,0.0048324669607811505,20.85146713256836,20.98426455921597,0.2,0.00025
63,83,63744,1011,246,8755.23119134,0.043076377,-3.7121383216645985,0.3346354166666667,0.9128024578094482,702.08,-0.0029824276118435794,9.407008171081543,15.19108423921797,0.2,0.00025
63,84,64512,1015,249,9083.35919592,0.0644913,-3.5809944801860385,0.3988715277777778,0.8172014951705933,711.64,0.012094526849169698,17.750282287597656,23.206886801454758,0.2,0.00025
63,85,65280,1021,252,9088.290193479997,0.027685717,-3.826455397738351,0.3038194444444444,0.7400514483451843,702.15,0.006544547504745424,17.586088180541992,43.4375751680798,0.2,0.00025
64,86,66048,1025,255,9213.641196839999,0.034807324,-3.6654323074552746,0.3580729166666667,0.8784520030021667,711.61,0.01783896636010872,20.338926315307617,30.121982283062405,0.2,0.00025
64,87,66816,1029,258,9121.522190579999,0.055748224,-3.3950331012407937,0.33203125,0.8618987798690796,686.27,0.016996577912424173,8.35358715057373,21.169996195369297,0.2,0.00025
65,88,67584,1033,261,8799.28018208,0.057910487,-3.706139693657557,0.4244791666666667,0.8585377931594849,660.61,0.005638849106617272,33.029354095458984,44.57319272889031,0.2,0.00025
65,89,68352,1037,264,8545.570176599998,0.025525564,-3.5669773519039154,0.3524305555555556,0.901347279548645,641.76,-0.0037240130542260078,43.313018798828125,50.377835273742676,0.2,0.00025
66,90,69120,1042,267,8508.191175529999,0.09299549,-3.6407959693008,0.4479166666666667,0.8010125756263733,636.41,0.04174564186380141,10.128487586975098,17.744945691691505,0.2,0.00025
66,91,69888,1046,270,8521.95117745,0.031468,-3.670010530286365,0.3953993055555556,0.7273564338684082,643.74,0.01361005748104718,12.474177360534668,23.987675368785858,0.2,0.00025
67,92,70656,1050,273,8177.4451728799995,0.04135114,-3.546562751134237,0.3602430555555556,0.802074670791626,627.74,0.01746830146294087,27.09088706970215,52.694777170817055,0.2,0.00025
67,93,71424,1057,276,8014.410169809999,0.041319456,-3.401944723394182,0.3402777777777778,0.930840253829956,615.81,0.006131193212543924,26.819551467895508,31.437656627760994,0.2,0.00025
67,94,72192,1062,279,8098.3281661,0.03135579,-3.580080999268426,0.3407118055555556,0.9263011813163757,603.21,-0.015194346830766235,19.6356258392334,30.247472074296738,0.2,0.00025
68,95,72960,1066,282,8115.68916739,0.031605173,-3.28841570019722,0.2595486111111111,0.9351711869239807,607.81,-0.0008423458784818649,8.791610717773438,14.561884244283041,0.2,0.00025
68,96,73728,1071,285,8125.80216784,0.023355922,-3.552495621972614,0.2565104166666667,0.8866344690322876,610.73,0.005397666168088715,38.743961334228516,33.56102581818899,0.2,0.00025
69,97,74496,1075,288,8493.225173240002,0.053530965,-3.11784870756997,0.4019097222222222,0.8191894292831421,628.96,0.01371122348387467,14.318485260009766,20.53481055630578,0.2,0.00025
69,98,75264,1079,291,8497.107174140001,0.023123384,-2.937165458997091,0.3064236111111111,0.7293305397033691,632.88,0.007674296205449436,15.305302619934082,32.8213210635715,0.2,0.00025
70,99,76032,1083,294,8334.623174190001,0.047935147,-2.7800957527425556,0.3051215277777778,0.8504836559295654,637.05,0.011587487772986706,25.963716506958008,32.47226904498206,0.2,0.00025
70,100,76800,1090,297,8398.080175130002,0.04806474,-2.847946865691079,0.4153645833333333,0.9254111647605896,642.18,0.02178703476804205,11.505183219909668,25.638905458980137,0.2,0.00025
70,101,77568,1094,300,8633.239180429999,0.054465443,-2.646480788787206,0.3333333333333333,0.6466548442840576,668.28,0.00443510213194208,7.441126346588135,17.462380760245853,0.2,0.00025
71,102,78336,1098,303,8686.18018198,0.029760957,-2.9219537410471172,0.4175347222222222,0.7779719829559326,674.47,0.0008416280098673371,21.856359481811523,43.977715876367355,0.2,0.00025
71,103,79104,1102,306,8901.816187690001,0.04471132,-2.847639865345425,0.2664930555555556,0.8356292247772217,696.53,0.010789245418790314,20.446475982666016,26.851697736316257,0.2,0.00025
72,104,79872,1106,309,8988.114189380001,0.031301618,-2.978865083720949,0.3394097222222222,0.8964791893959045,702.48,0.013345961239085428,8.96932315826416,16.878358284632366,0.2,0.00025
72,105,80640,1111,312,9241.7151963,0.023437157,-3.1415489978260465,0.2747395833333333,0.8944767117500305,726.52,0.014894792706602149,28.60843849182129,25.117363035678864,0.2,0.00025
72,106,81408,1115,315,9380.977196729998,0.025636127,-3.0587262445025973,0.3168402777777778,0.8624091148376465,729.12,-0.006992095318208966,15.623620986938477,23.321687446700203,0.2,0.00025
73,107,82176,1119,318,9402.567197109998,0.054722115,-3.108015477657318,0.3302951388888889,0.8618375658988953,729.12,0.007882908672197826,4.783398628234863,20.43298763036728,0.2,0.00025
73,108,82944,1126,321,9427.094198379998,0.060589194,-3.0878950787915125,0.3663194444444444,0.8603639602661133,733.72,-5.864220050474008e-05,8.429352760314941,21.53663543197844,0.2,0.00025
74,109,83712,1130,324,9491.266200049999,0.03885961,-3.2476604315969677,0.2960069444444444,0.7909075617790222,739.18,0.013840832669908801,14.85387897491455,25.30072075790829,0.2,0.00025
74,110,84480,1135,327,9705.99620532,0.040460125,-3.186462528175778,0.3706597222222222,0.8353087306022644,756.62,-0.0031681529944762588,15.79813003540039,24.324454843997955,0.2,0.00025
74,111,85248,1139,330,9675.08320488,0.050178934,-2.950170096423891,0.3433159722222222,0.6282553672790527,758.57,0.008048780378885567,17.30845069885254,40.30628318256802,0.2,0.00025
75,112,86016,1143,333,9757.80620724,0.06773635,-3.606527305311627,0.3875868055555556,0.9155494570732117,770.92,0.0356957610282633,9.708065032958984,22.988109529018402,0.2,0.00025
75,113,86784,1147,336,9997.496211240003,0.05576864,-3.4348307450612388,0.2912326388888889,0.9178343415260315,780.73,0.01885093017739968,26.0219669342041,28.26712530851364,0.2,0.00025
76,114,87552,1151,339,10245.079217890001,0.049895734,-3.3354690174261727,0.3294270833333333,0.9504430294036865,799.14,0.01319714054180723,9.485702514648438,12.717946317460802,0.2,0.00025
76,115,88320,1155,342,10364.867221130002,0.029370608,-3.6287872857517667,0.3142361111111111,0.9448787569999695,810.75,-0.006470956968971425,3.195343494415283,12.22566369175911,0.2,0.00025
76,116,89088,1162,345,10619.08622587,0.045666907,-2.983083811071184,0.40234375,0.9122419953346252,826.68,-0.007101556486708837,8.981959342956543,14.07969836393992,0.2,0.00025
76,117,89856,1167,348,10552.90822392,0.03460272,-3.010002099805408,0.3116319444444444,0.8000617027282715,820.21,0.008803760315964205,52.24667739868164,43.94895028405719,0.2,0.00025
77,118,90624,1171,351,10803.813227609999,0.07726377,-2.7948955959743924,0.2673611111111111,0.843130350112915,827.8,0.008689437022743126,5.291864395141602,24.085877617200214,0.2,0.00025
77,119,91392,1175,354,10531.28022596,0.05559343,-3.4186362591054706,0.4561631944444444,0.8810802698135376,827.8,0.023058057387566402,16.4146728515625,36.183098144001434,0.2,0.00025
78,120,92160,1179,357,10707.60223019,0.11130569,-3.2009667423036365,0.3541666666666667,0.9444122314453125,849.75,0.014515738171111379,11.08536148071289,19.6490325000551,0.2,0.00025
78,121,92928,1185,360,10772.266230819998,0.075179726,-3.4138803813192578,0.4535590277777778,0.9734694361686707,853.69,0.021152172677425876,8.389815330505371,11.583510726690292,0.2,0.00025
78,122,93696,1190,363,11090.436237990001,0.039157722,-3.0953149331940546,0.3302951388888889,0.9408397674560547,881.49,0.006587579497136176,12.496293067932129,14.701510945955912,0.2,0.00025
78,123,94464,1198,366,11025.30323886,0.030116672,-3.0659153163433075,0.3138020833333333,0.919516921043396,889.29,0.005868620303873386,20.143901824951172,35.27295855681101,0.2,0.00025
79,124,95232,1203,369,11257.41124432,0.04555759,-3.4085153804885016,0.2925347222222222,0.9429959654808044,908.71,0.014598956215195358,7.467283248901367,18.765026595857407,0.2,0.00025
79,125,96000,1207,372,11062.880243860001,0.07337448,-2.958193282286326,0.3103298611111111,0.930359423160553,911.93,0.01819193784871863,18.119543075561523,34.97315181626214,0.2,0.00025
79,126,96768,1212,375,10987.5592423,0.07056049,-3.056726790136761,0.4019097222222222,0.9174855947494507,907.69,0.04554329314527826,43.78257751464844,42.70418711503347,0.2,0.00025
80,127,97536,1217,378,10962.50624254,0.025149504,-2.879010627667109,0.3702256944444444,0.8828449249267578,911.94,0.01389505211651946,9.122323036193848,11.620388994614283,0.2,0.00025
80,128,98304,1221,381,10957.37824277,0.05528314,-2.502185430791643,0.4019097222222222,0.6606281995773315,915.28,0.02074023668602523,65.20587158203125,42.39520467652215,0.2,0.00025
80,129,99072,1226,384,10948.555242879998,0.07157741,-2.8129791054460735,0.2703993055555556,0.9208618402481079,910.13,0.009907411721845468,11.259992599487305,26.18166567219628,0.2,0.00025
80,130,99840,1234,387,10812.034239599998,0.03380229,-2.7323074539502463,0.3211805555555556,0.9439892172813416,890.58,0.004584627529968404,8.747333526611328,15.858289844459957,0.2,0.00025
81,131,100608,1239,390,10792.76123739,0.04632649,-3.3251052333248987,0.3433159722222222,0.954677402973175,881.38,0.0005742591521185306,14.936976432800293,20.12555256817076,0.2,0.00025
81,132,101376,1243,393,10929.433240109998,0.042942673,-3.035617550214132,0.2439236111111111,0.8827677369117737,887.62,0.009596963490669927,13.7723970413208,27.217760655615066,0.2,0.00025
81,133,102144,1248,396,10915.35823933,0.0391172,-3.4012211991680994,0.3971354166666667,0.8792717456817627,884.15,0.012847770613411235,11.968716621398926,19.61559831433826,0.2,0.00025
82,134,102912,1253,399,10777.922235459999,0.07093909,-3.2798621190918817,0.3615451388888889,0.9443212747573853,872.58,0.010416590194735263,5.255239963531494,13.258207321166992,0.2,0.00025
82,135,103680,1257,402,10495.91422701,0.058923792,-3.538556310865614,0.36328125,0.9408447742462158,847.26,0.02776231175650739,9.338030815124512,19.810630228784348,0.2,0.00025
82,136,104448,1265,405,10166.51721897,0.08713106,-3.688251386086146,0.4835069444444444,0.9499649405479431,822.39,0.019295090343803167,6.9045000076293945,10.019815431700813,0.2,0.00025
82,137,105216,1269,408,10045.906217939999,0.035629448,-3.550303167766995,0.3111979166666667,0.9630590677261353,813.03,0.012185312911040254,8.637279510498047,7.749771210882399,0.2,0.00025
83,138,105984,1274,411,10255.081218249998,0.04099946,-3.5537408656544156,0.3328993055555556,0.9394119381904602,804.21,0.005682433437969949,6.924027919769287,11.69907412926356,0.2,0.00025
83,139,106752,1278,414,10071.81421632,0.04215796,-3.638141598966387,0.3962673611111111,0.8949536681175232,802.57,0.019315429917898856,22.43440818786621,33.97490284177992,0.2,0.00025
83,140,107520,1283,417,9856.05320914,0.034665402,-3.574475977155897,0.3120659722222222,0.9600868225097656,780.73,0.012313256376526423,7.446226596832275,11.02837704287635,0.2,0.00025
84,141,108288,1287,420,9636.56720352,0.03281605,-3.5467790133423276,0.3111979166666667,0.9506144523620605,766.57,0.004516419269041055,18.347793579101562,21.7069161468082,0.2,0.00025
84,142,109056,1292,423,9320.12219468,0.033507843,-3.858409653107325,0.3394097222222222,0.9089478850364685,741.12,0.010225967478214039,6.179421901702881,11.872856199741364,0.2,0.00025
84,143,109824,1297,426,9570.750195109998,0.06487398,-3.4218819737434387,0.4236111111111111,0.958053708076477,734.83,0.025026707754780848,4.331287860870361,8.544498748249477,0.2,0.00025
84,144,110592,1301,429,9776.30419739,0.10364226,-3.7834820018874273,0.4622395833333333,0.9049266576766968,738.72,0.029137909386513963,3.821160078048706,7.819105909930335,0.2,0.00025
85,145,111360,1306,432,9873.786198520002,0.046485275,-3.517806867758433,0.4852430555555556,0.8803595900535583,738.72,0.0075016509896765156,11.871343612670898,14.944336235523224,0.2,0.00025
85,146,112128,1311,435,9910.685199110001,0.04574232,-3.6463638742764792,0.3767361111111111,0.8334319591522217,738.72,0.020156146285848484,31.891307830810547,14.067515538798439,0.2,0.00025
85,147,112896,1320,438,10000.661198990001,0.042975556,-3.886890325281355,0.3294270833333333,0.8753471970558167,734.93,0.020134537254408415,21.01226043701172,21.821896844440037,0.2,0.00025
85,148,113664,1325,441,10020.716198580001,0.022052914,-4.001584976911545,0.28125,0.9449790716171265,733.13,0.0016713571967557073,23.707447052001953,14.665436936749352,0.2,0.00025
86,149,114432,1330,444,10193.43519649,0.042038042,-3.848871797323227,0.3962673611111111,0.9231808185577393,723.55,0.019618856073874567,5.482044696807861,11.379335655106438,0.2,0.00025
86,150,115200,1335,447,10094.802192430001,0.048405033,-4.288505650228924,0.3559027777777778,0.9453129172325134,705.69,0.020996757731255557,11.338756561279297,12.205792115794289,0.2,0.00025
86,151,115968,1340,450,10137.3181892,0.05576385,-4.103879392147064,0.3493923611111111,0.9459372162818909,691.91,0.005314384289603267,9.522369384765625,11.944187409347958,0.2,0.00025
