#{"t_start": 1755114247.8108478, "env_id": "None"}
r,l,t
-247.014,1622,12.324998
-281.961,1622,29.263499
-224.839,1622,49.79781
-231.423,1622,61.448396
-175.302,1622,76.473573
-120.757,1622,93.300154
-139.258,1622,105.487521
-112.457,1622,126.807185
-76.77,1622,138.620861
-86.274,1622,148.676712
-128.785,1622,165.890797
-1157.369001,1622,177.475544
-175.481998,779,182.833299
-1051.8595,1622,200.52224
-1063.6165,1622,211.431035
-96.221001,583,215.017357
-1284.653501,1622,231.992051
-1148.150001,1622,241.323328
-1379.052501,1622,258.555555
-8.667,1622,267.489316
-1030.483501,1622,280.293668
-770.499,1622,298.437398
22.061501,1622,307.708029
-515.075,1622,323.751913
-19.765,1622,335.110142
-86.943,1622,345.289857
-1178.4405,1622,363.388655
-67.031999,1622,373.60512
-1092.657,1622,391.209231
-35.495,1622,401.344884
-43.162,1622,413.980932
-1043.176001,1622,431.928389
-28.633,1622,441.191584
-76.821999,857,446.886927
-35.716,1622,464.393669
13.228,1622,478.919569
-29.568,1622,496.100444
-934.007002,1622,505.973896
-39.325,1622,515.589256
60.009,535,519.346517
-17.601,1622,536.750552
69.115998,821,541.778368
-16.367,1622,552.452711
-52.248,1622,568.09647
-22.408,1622,580.365882
-10.906,1622,603.514424
-33.555,1622,613.250061
-34.076,1622,625.737336
-347.251,1622,642.90171
-510.690001,1622,654.499888
-1190.099501,1622,670.112652
-68.256,1622,678.87385
-1296.609001,1622,690.060922
-91.553501,708,700.780037
-12.094999,1622,710.160783
132.869001,1097,718.75387
-1139.934002,1622,734.413922
18.942,1622,743.817096
-21.158999,1622,752.177687
-1202.943501,1622,768.840713
-32.365,1622,782.106255
-21.347,1622,802.013619
-628.516,1622,813.078406
-38.048001,1622,825.211345
-49.545,1622,843.271836
-1322.940501,1622,853.691583
-14.757,1622,872.112725
-38.242999,1622,884.470794
-55.699,1622,897.481742
-31.394,1622,916.006204
-1181.070501,1622,928.511235
-807.064001,1622,946.235756
-7.364001,1622,957.353615
-35.399,1622,969.52092
70.325,610,980.347108
-633.147,1622,990.711262
-32.163999,1622,1001.681964
30.955999,668,1006.835122
-43.173,1622,1025.967971
-1205.075001,1622,1035.570842
-43.637,1622,1051.642752
-20.972,1622,1062.084794
-38.776,1622,1072.014263
-39.211,1622,1088.881543
3.831,1622,1099.45003
-642.2455,1622,1114.580658
7.972,1622,1125.742694
-47.219,1622,1137.591872
15.138,1622,1154.417725
-707.611001,1622,1166.609902
-410.568999,1622,1183.74239
-49.142,1622,1199.615372
-43.085,1622,1213.936492
87.094001,1622,1239.497768
-1002.412001,1622,1255.971178
67.399999,1339,1278.43325
-842.963,1622,1294.010726
7.269,1622,1311.354886
-1195.797001,1622,1332.896044
27.177,1442,1342.886958
-12.234,1622,1353.995451
140.794,728,1365.281532
-51.971,1622,1373.662578
-33.351,1622,1383.190807
-244.401,1622,1400.137465
133.35,746,1406.865814
-34.322,1622,1418.980491
-124.56,1622,1435.053076
-1230.103503,1622,1443.991817
8.041001,1622,1459.46232
139.739,685,1462.429339
26.037,1622,1472.231063
-1311.578502,1622,1493.200328
117.559001,1340,1502.512634
68.998501,798,1507.041592
-18.11,1622,1523.489935
5.381001,1622,1531.912569
141.685999,1193,1539.140953
140.848,1033,1546.485329
137.0835,715,1557.621749
-13.162,1622,1566.251782
-34.944,1622,1577.073173
29.247,1622,1592.656695
-46.855,1622,1604.682566
-12.5635,1622,1625.660414
-42.715,1622,1635.76212
-44.122,1622,1645.097622
-26.743,1622,1664.001789
-1264.3485,1622,1673.374536
71.338999,808,1678.944498
77.374,1389,1695.695528
129.002,872,1701.882771
91.494,641,1705.65292
140.138001,805,1710.875712
99.195001,717,1715.041546
3.013,1622,1732.977701
-1027.729,1622,1742.991384
45.463,1010,1755.595552
6.785,1622,1767.634462
112.7485,1622,1777.630802
139.391001,1147,1792.098135
136.033002,814,1798.574866
134.670999,749,1802.924958
144.748002,1047,1810.550244
114.332,1622,1829.067504
137.213002,1097,1839.219998
117.057001,564,1844.912883
128.9325,1229,1856.85807
-5.457999,1622,1875.761469
56.333501,1622,1886.556489
118.962001,897,1892.43201
-12.044,1622,1912.959635
135.767501,727,1918.217307
-894.725002,1622,1930.634767
-586.535001,1622,1949.292645
136.8585,705,1954.833108
141.098001,891,1961.543525
-36.708001,613,1965.994406
-30.389,1622,1984.993222
-9.203,1622,1996.302649
-119.658,737,2001.85634
-13.920001,1622,2020.194824
-17.723,1622,2031.809179
40.866,1622,2044.818846
137.857999,889,2057.392612
136.700501,1582,2070.142495
140.1735,813,2077.947423
132.918999,574,2082.849866
131.121002,1397,2100.145227
139.366,853,2106.068916
138.322999,568,2109.982953
140.447999,620,2114.236227
117.916001,780,2119.320606
140.696999,510,2130.141789
140.018499,892,2136.679675
108.6175,1622,2152.326923
3.202999,1622,2174.765671
7.753,1622,2186.363132
18.669999,1622,2199.279622
136.609001,1155,2215.529299
42.827,1622,2226.604129
139.358001,1074,2235.157326
134.9055,887,2242.998015
-25.664,1622,2262.482742
-30.125999,1622,2273.138134
58.569,1622,2293.56686
141.567001,1006,2300.192186
40.639002,1622,2310.627171
143.274499,832,2322.601861
71.743,1622,2332.468528
13.068501,1622,2341.814407
21.057001,1622,2358.013093
-24.283,1622,2367.394339
-10.784,1622,2377.587131
139.32,961,2389.495692
135.958,1023,2396.678813
22.547,1622,2408.407716
132.6305,952,2424.280824
141.647,1075,2430.858304
140.9525,778,2435.472287
141.8495,624,2439.35898
-14.026,1622,2455.165012
-41.744,1622,2463.159015
142.2295,828,2466.841882
-6.061501,1622,2481.226002
123.545999,1610,2490.898164
-203.293999,1622,2501.425576
44.324,1622,2522.087344
142.0035,1273,2530.920639
53.845999,1622,2542.504516
135.501,1320,2561.811179
33.594,1622,2577.802933
40.845,1622,2596.197396
118.300999,1609,2609.511072
136.1515,1178,2619.727695
26.267001,1622,2639.96302
39.822,1447,2651.412858
29.454,1622,2663.769467
126.705,1581,2681.095323
125.0195,1622,2694.356184
135.4295,1425,2712.398612
144.303499,627,2716.022298
141.556,1572,2725.74392
-69.341001,1622,2744.790011
117.992,1309,2753.387092
119.408,1229,2765.11377
142.3145,878,2772.319898
75.956999,1622,2790.078284
135.16,1394,2799.056409
133.393499,1535,2814.28114
61.191,1622,2833.206688
129.8295,742,2838.132915
24.754,1622,2848.888807
137.428499,1133,2863.483547
143.325499,1019,2871.00944
89.082,1622,2882.923595
130.5975,1565,2900.07191
43.209999,1622,2910.682351
124.291,1503,2921.161493
130.332499,1402,2940.433662
132.015001,1567,2955.187473
107.83,1622,2976.666619
77.074499,1622,2986.521328
125.023,1618,2999.061162
128.514,1578,3018.570504
103.606501,1622,3028.951715
111.490501,1508,3046.119731
145.9145,645,3050.354202
84.0165,1572,3061.008762
92.347002,1622,3078.878646
144.531001,835,3085.635568
128.688998,1118,3092.713318
128.245999,626,3097.077202
49.514999,1622,3112.736912
31.667,1622,3123.228475
117.455999,1577,3133.705193
23.195,1622,3155.494726
55.965999,1622,3170.92439
143.143,547,3175.764938
137.586001,741,3182.501129
144.067499,629,3195.906663
139.868499,1001,3204.155439
145.210001,640,3209.607368
144.7635,1467,3222.684176
-18.548999,1612,3244.547032
144.297,788,3249.52578
121.186,665,3253.31154
128.251,771,3258.380349
141.8305,1024,3272.804035
70.576999,1622,3283.480569
111.077001,1622,3292.436842
-40.044,1622,3310.93481
143.992499,1044,3320.925664
141.597001,895,3325.944115
46.106,1622,3343.005151
109.131501,542,3346.767358
146.158,729,3352.954035
126.505499,869,3358.692748
144.072499,904,3365.127874
144.896001,729,3376.879514
143.7885,1036,3383.221399
144.128,826,3389.651597
105.196999,758,3394.15275
144.149002,687,3399.141907
28.1345,1548,3414.583415
44.432999,1622,3423.955917
141.905,761,3428.620313
143.768,680,3433.545713
-152.971,1622,3451.06116
0.36,1622,3462.527188
13.283999,1622,3479.762859
34.558,1622,3492.049779
9.079,1622,3505.366568
136.749998,1495,3521.631688
23.133001,1622,3533.466738
123.958002,1525,3555.651622
52.905999,1149,3564.119824
136.9005,930,3571.144449
142.964999,829,3577.129257
143.002001,603,3582.017893
32.984,1622,3599.296974
143.393502,881,3604.653604
145.2435,570,3608.481897
139.8205,1498,3626.418331
142.965501,783,3632.800132
127.922499,1479,3642.935407
48.801,1622,3652.172205
142.784999,683,3663.29294
111.458999,1128,3670.239128
143.306499,679,3675.132852
144.221502,716,3681.99079
139.885,1342,3696.995178
143.123001,1125,3703.999046
143.0135,890,3711.052805
127.613,1395,3722.457314
144.593,1139,3735.261575
143.146,727,3739.533347
143.986999,762,3743.662392
120.631001,1560,3751.174293
142.722001,875,3763.39926
142.1065,628,3767.524879
143.810999,697,3772.166079
144.011001,940,3779.446865
143.481001,1208,3793.47778
141.535,658,3797.049963
143.6345,683,3800.278472
131.509499,802,3804.644465
-6.854999,1622,3813.472565
137.78,1073,3827.642654
-30.627001,1622,3843.319585
139.5065,936,3851.268789
120.632,1447,3871.698421
-84.541,1622,3881.572503
-29.213,1622,3894.305662
-2.651,1622,3913.017062
-28.333,1622,3921.698566
133.368501,1588,3937.42902
94.116001,1597,3948.097866
114.503499,1622,3957.375965
142.032501,773,3969.378367
94.9575,1622,3979.926343
82.529499,1423,3987.619527
40.8665,1622,4003.413307
142.911001,814,4008.24313
142.574499,768,4012.954809
104.024499,1622,4029.49248
106.055,1601,4038.896546
-26.127,1622,4048.464452
112.733,1601,4063.61747
22.644501,1622,4075.032271
142.303,916,4080.291175
136.663,1125,4092.924928
141.269998,1588,4101.672335
-41.519,1622,4111.78657
-94.567,1622,4129.157151
25.463001,1622,4146.295312
121.715,1396,4163.61261
138.859,1538,4172.054959
144.132499,1196,4178.771015
29.1535,1622,4195.118104
55.453,1582,4205.206515
115.925,1546,4214.609048
116.38,1622,4230.701668
144.016499,716,4234.575701
130.680499,1083,4240.447159
138.876,1516,4254.848266
35.103,1622,4263.595913
143.538,1249,4269.350456
145.022501,872,4274.581064
142.321999,803,4284.740547
94.9355,1464,4293.500566
117.028,1566,4305.154435
43.945,1622,4320.586486
115.799,1412,4329.987046
90.628,1502,4346.694949
-38.055999,1622,4357.220661
14.874,1622,4366.783035
139.856,1415,4382.529878
122.513501,1622,4393.619568
143.093501,860,4399.485666
137.247,1370,4417.861001
61.835001,1622,4429.519494
144.649501,611,4433.810905
121.633,1324,4440.963357
136.408,1332,4454.172443
127.023501,1510,4461.636757
124.806501,1498,4475.272651
130.7195,1318,4482.323383
129.492001,1612,4491.422566
136.84,572,4494.653034
116.537001,1596,4510.138272
137.933001,1495,4519.06807
137.228999,1146,4526.319575
141.108499,1618,4540.550295
111.216,1622,4550.731036
131.798999,1590,4571.281655
75.202,1622,4581.63787
16.144001,1622,4594.276599
120.042,1364,4612.322075
89.884499,1622,4622.041349
104.633001,787,4626.60078
144.686998,871,4640.43018
73.035001,1622,4649.346733
125.2845,1441,4656.362262
20.191,1622,4673.608475
142.032499,778,4678.300149
143.404999,678,4682.387128
141.985001,1126,4690.218504
142.946,709,4695.706505
142.502999,1043,4711.187129
60.807,1456,4721.665548
128.553002,1441,4730.679143
143.1695,853,4743.852278
141.463001,1407,4752.602914
74.39,1622,4762.322766
141.632501,750,4774.901083
53.46,1622,4786.217093
136.758001,1243,4795.862092
142.535499,816,4802.487334
53.239,1622,4821.567556
118.346502,1622,4834.924428
14.751501,1622,4858.361895
123.398,1455,4871.88061
142.017499,1454,4879.321027
50.713001,1581,4894.63945
129.041,1603,4904.844949
70.4625,1622,4921.948504
137.899,1182,4929.328817
88.409501,1622,4940.315032
114.535501,1622,4958.014248
143.861,531,4961.346462
139.646,643,4964.682434
44.075999,1622,4973.144273
110.16,1622,4988.657305
141.439502,604,4991.98842
140.61,1459,4999.489971
113.125,1622,5014.298839
11.103,1622,5022.756979
127.393999,1507,5030.816658
141.754499,1244,5045.233406
138.83,550,5048.625121
144.919001,756,5053.61578
135.048,710,5056.611791
136.714001,738,5060.6414
-47.150999,925,5072.327705
124.594,1438,5080.781385
132.95,1364,5088.74004
83.6695,1622,5104.740355
92.161501,1622,5113.556818
136.632,1427,5120.837829
5.226001,1622,5138.55774
41.334,1622,5148.939655
141.861999,1145,5164.509128
140.565,1163,5172.648736
138.0305,1100,5181.801665
130.449,1329,5192.497764
81.346,1622,5206.883698
121.418998,1519,5216.243923
35.031001,1622,5234.750146
111.676,1587,5243.162256
137.966,1110,5250.199645
134.993501,1418,5266.287105
146.785,847,5271.708225
140.1075,1148,5278.094214
127.206001,1523,5286.162809
129.022,1430,5301.693728
121.252,1530,5311.220807
138.284,1092,5318.213527
137.119,1225,5335.064332
142.205,1279,5344.909243
118.078,1622,5358.758125
37.177,1622,5375.829141
92.0085,1622,5386.912424
141.576,1493,5404.695356
107.737002,1622,5416.650161
98.203,1622,5427.934936
142.682,595,5438.120614
131.822499,768,5442.896384
8.982001,1622,5452.544729
107.7435,1622,5463.583434
65.751001,1622,5480.122689
143.6285,745,5484.160509
-44.433,1622,5495.10215
142.536,1591,5511.676203
54.518,1622,5520.594551
74.129001,1622,5536.625773
92.517499,1622,5546.265355
100.770001,1622,5555.097154
143.814999,716,5565.724978
105.345501,1622,5575.21015
142.7525,750,5580.823928
112.931,1527,5597.032625
96.0385,1622,5606.182522
59.220001,1622,5614.661033
120.392499,1590,5631.436693
140.703499,1364,5639.443896
111.618001,1622,5646.950033
