#{"t_start": 1755114247.8108118, "env_id": "None"}
r,l,t
-273.636,1622,12.325063
-246.51,1622,29.263352
-244.274,1622,49.797479
-216.496,1622,61.448319
-211.519,1622,76.473789
-121.419,1622,93.300307
-94.98,1622,105.491411
-127.006,1622,126.80752
-127.942,1622,138.621677
-66.42,1622,148.675916
-40.614,1622,165.886656
-984.144001,1622,177.475747
-1054.896002,1622,195.174022
-887.603502,1622,205.984425
-33.3525,586,210.023976
-1247.507,1622,227.68
-1080.139501,1622,237.12746
-10.567995,726,241.034202
-946.034,1622,258.313473
-1208.607501,1622,267.244535
-920.692501,1622,279.657266
-866.4855,1622,298.114166
-22.007,1622,307.389347
-55.006,1622,323.550194
-74.463,1622,334.702197
-20.979,1622,344.958016
-31.328,1622,363.146459
-7.626999,1622,373.293755
-31.58,1622,391.01019
-39.537,1622,401.001395
-20.107,1622,413.439392
-454.991999,1622,431.687413
-123.196501,1399,439.299859
-15.914,1622,449.427461
-55.690999,1622,469.080904
-21.027,1622,482.061771
-17.708,1622,499.108845
-53.571,1622,508.646098
12.2915,1622,518.745472
-44.008999,701,530.889303
-1027.572501,1622,541.005539
-957.5345,1622,551.602005
29.0225,1586,566.695766
-943.8545,1622,579.231271
-42.325,1622,601.687956
-28.466,1622,612.322408
-49.04,1622,624.040743
-109.0125,1622,641.656952
-1267.807502,1622,652.794118
-27.849501,666,656.835435
-181.857,1264,670.714825
-29.566,1622,679.85016
-6.721999,1622,690.951881
-25.126,1622,706.839726
-1225.718,1622,718.168003
-29.914,1622,733.991642
-644.043001,1622,743.244186
-17.271,1622,751.763903
-1358.049501,1622,768.190451
-148.354999,1622,781.398368
103.4125,1066,791.698
-593.919001,1622,808.822281
-1463.425501,1622,819.247147
-16.461,1622,838.93329
-27.237,1622,849.548469
-51.962999,1622,860.764888
-34.18,1622,880.056827
-854.515501,1622,891.457087
-18.422,1622,911.496236
-15.112,1622,923.23707
-273.171002,1622,934.614455
-1315.523001,1622,953.205022
-138.125999,1622,964.550483
-730.027,1622,982.463009
-49.18,1622,994.032925
-22.887,1622,1004.100612
124.094,1576,1023.6175
-586.592001,1622,1033.812881
-28.674,1622,1049.599358
-36.708,1622,1059.560048
-1102.2225,1622,1069.860562
90.058999,835,1081.891883
-14.902,1622,1092.749867
3.4875,1622,1101.964233
-423.671501,1622,1117.792549
-1178.074501,1622,1129.246347
-19.454,1622,1147.657079
-905.171001,1622,1157.821381
100.7795,1100,1166.53447
-9.9605,696,1170.468213
117.121,1250,1186.264974
115.164001,1622,1202.61102
113.701,564,1207.94403
21.450501,1622,1230.931293
141.5855,808,1240.156456
87.062999,1148,1252.056251
-617.173,1622,1277.624033
-133.1085,1622,1292.310683
-41.125,1622,1309.304741
135.757,1196,1328.950013
-42.0595,1622,1340.254748
22.878,1622,1351.337222
-35.262,1622,1367.91935
