time/fps,time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,train/loss,train/clip_fraction,train/value_loss,rollout/ep_rew_mean,train/explained_variance,train/approx_kl,train/learning_rate,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/n_updates
42,436,334848,7827,781.21,3.050081729888916,0.4800347222222222,9.09961258702808,10833.65,0.9357277750968933,0.09971129,0.00025,-6.116651905907525,0.2,0.019801620782042544,1305
42,437,335616,7832,784.34,5.0204925537109375,0.3806423611111111,9.72023179796007,10873.5,0.9015666246414185,0.049377114,0.00025,-6.659480955865648,0.2,0.004857347612010522,1308
42,438,336384,7836,785.11,5.195007801055908,0.4670138888888889,8.462707072496414,10894.18,0.9367525577545166,0.052690465,0.00025,-6.137121909194523,0.2,0.010338789925703572,1311
42,439,337152,7842,800.51,5.089834213256836,0.5052083333333334,10.852353003289965,11281.95,0.9063889980316162,0.065454446,0.00025,-6.319571799702114,0.2,0.015246562258754339,1314
43,440,337920,7846,812.5,4.652996063232422,0.4973958333333333,8.690614541371664,11645.36,0.9634221792221069,0.06942051,0.00025,-6.106451981597477,0.2,0.013153487001545727,1317
43,441,338688,7851,825.09,3.7237462997436523,0.51171875,11.698082437117895,11823.29,0.9091725945472717,0.09459635,0.00025,-6.060644401444329,0.2,0.04133361827633861,1320
43,442,339456,7856,831.23,27.746410369873047,0.5073784722222222,31.283304300573135,11983.59,0.8543962836265564,0.0670544,0.00025,-6.0862346688906355,0.2,0.02979724109172821,1323
43,443,340224,7861,826.41,8.995584487915039,0.4670138888888889,14.779445952839321,11417.19,0.9567669630050659,0.09259063,0.00025,-5.958033137851292,0.2,0.014893499448791973,1326
43,444,340992,7866,822.73,9.174768447875977,0.4774305555555556,11.586796055237452,11470.21,0.9540750980377197,0.08513313,0.00025,-5.91716425286399,0.2,0.025780628978585202,1329
43,445,341760,7871,823.65,4.948909759521484,0.4969618055555556,12.832318862279257,11480.78,0.9187864065170288,0.077639185,0.00025,-6.096433209048377,0.2,0.03826647638601975,1332
43,446,342528,7876,829.79,2.786233901977539,0.4908854166666667,8.94112460811933,11584.6,0.9244398474693298,0.05617394,0.00025,-5.729750798808204,0.2,0.020881080404958792,1335
43,447,343296,7881,829.79,5.155010223388672,0.4544270833333333,8.291724536154005,11840.92,0.9355769157409668,0.054377895,0.00025,-6.385999666319953,0.2,0.022942622787215643,1338
43,448,344064,7886,828.54,5.905268669128418,0.3940972222222222,8.197683145602545,11804.99,0.9630180597305298,0.049026698,0.00025,-5.7474649217393665,0.2,0.020017867170584697,1341
43,449,344832,7892,827.37,6.458239555358887,0.4552951388888889,9.374219401015175,11738.26,0.9442723393440247,0.07338768,0.00025,-5.8745989667044745,0.2,0.022493202607923497,1344
43,450,345600,7898,821.76,11.225259780883789,0.4813368055555556,17.08241993188858,11701.81,0.9230421185493469,0.0887466,0.00025,-5.950251486566332,0.2,0.012457292488155266,1347
43,451,346368,7903,811.61,6.706785202026367,0.4249131944444444,14.81504119767083,11179.91,0.9366627335548401,0.064879395,0.00025,-5.73176113764445,0.2,0.02809868956036452,1350
43,452,347136,7908,801.29,6.440790176391602,0.4466145833333333,14.996672319041359,11353.65,0.9604754447937012,0.0552817,0.00025,-5.845609472857581,0.2,0.015395873717756735,1353
43,453,347904,7913,809.15,9.232872009277344,0.4340277777777778,24.908750421471066,11474.44,0.9316123723983765,0.048198983,0.00025,-5.935721298058827,0.2,0.01834535030906813,1356
44,454,348672,7918,798.78,11.178600311279297,0.5030381944444444,15.197090340985191,11590.09,0.9192448854446411,0.05987064,0.00025,-5.798998541302151,0.2,0.022495988640002906,1359
44,455,349440,7923,810.76,11.968611717224121,0.4401041666666667,28.782917896906536,11438.16,0.9187237620353699,0.07508918,0.00025,-5.840688685576121,0.2,0.024082653612519305,1362
44,456,350208,7928,808.96,6.09893274307251,0.4249131944444444,17.740267376104992,11652.81,0.9338346123695374,0.053583965,0.00025,-5.791372398535411,0.2,0.01164742629043758,1365
44,457,350976,7934,823.9,10.877748489379883,0.4058159722222222,13.672052502632141,11856.69,0.9214268326759338,0.04005749,0.00025,-5.823498990800646,0.2,0.018180832124522164,1368
44,458,351744,7939,809.14,3.6122665405273438,0.4375,9.801444904671776,11706.47,0.9443667531013489,0.06255677,0.00025,-5.926436377896203,0.2,0.018237717074549034,1371
44,459,352512,7944,811.76,32.88701629638672,0.4270833333333333,49.04258216751946,11539.31,0.9374798536300659,0.053720564,0.00025,-5.815638191170162,0.2,0.014257180983097188,1374
44,460,353280,7949,802.79,10.821600914001465,0.4405381944444444,18.732642624113296,11203.86,0.9398578405380249,0.07044413,0.00025,-5.953284939130147,0.2,0.030707661528140306,1377
44,461,354048,7954,783.45,6.102187156677246,0.4969618055555556,8.861433807346556,10989.85,0.9383242130279541,0.063369066,0.00025,-5.844151629341973,0.2,0.017100946175762348,1380
44,462,354816,7959,765.36,4.6376543045043945,0.5112847222222222,7.543395767609279,10705.86,0.9113218188285828,0.07705564,0.00025,-5.889522426658207,0.2,0.01856138698187553,1383
44,463,355584,7964,758.82,10.98103141784668,0.3997395833333333,21.56595579783122,10642.64,0.9284794926643372,0.03613672,0.00025,-5.6415486335754395,0.2,-0.004894505591235227,1386
44,464,356352,7969,758.0,5.899874210357666,0.3819444444444444,10.87711501121521,10549.16,0.9627519845962524,0.06875513,0.00025,-5.5511988335185585,0.2,0.012883195149091383,1389
44,465,357120,7974,758.32,4.663142681121826,0.4622395833333333,10.484709941678577,10544.79,0.9514778852462769,0.183954,0.00025,-5.733979900677999,0.2,0.06393976932546745,1392
44,466,357888,7979,756.31,5.165675163269043,0.4956597222222222,10.786039855745104,10456.4,0.9065699577331543,0.062398355,0.00025,-5.31177458498213,0.2,0.023957005656686507,1395
44,467,358656,7984,748.64,18.92047882080078,0.5763888888888888,26.382915993531544,10657.06,0.9022363424301147,0.124270916,0.00025,-5.342925813462999,0.2,0.0543664558014522,1398
44,468,359424,7989,746.03,8.380487442016602,0.4040798611111111,26.920129431618584,10411.83,0.9390076994895935,0.065395825,0.00025,-5.078681700759464,0.2,0.02072106635508438,1401
45,469,360192,7995,746.03,5.861624240875244,0.5303819444444444,21.699023369285797,10461.24,0.8325659036636353,0.11484679,0.00025,-5.951432161860996,0.2,0.10507988478315787,1404
45,470,360960,8000,750.33,5.436838150024414,0.4210069444444444,11.79355318016476,10540.3,0.915469229221344,0.057229463,0.00025,-5.923904266622332,0.2,0.02414711295730538,1407
45,471,361728,8005,750.33,3.410182237625122,0.4635416666666667,11.767912927601072,10349.23,0.9370404481887817,0.057892535,0.00025,-5.561299827363756,0.2,0.01946338357973016,1410
45,472,362496,8010,737.02,3.8639042377471924,0.4830729166666667,9.003187772300508,10160.55,0.9553407430648804,0.12856025,0.00025,-5.549608396159278,0.2,0.015294565120711923,1413
45,473,363264,8015,723.3,3.8959929943084717,0.5282118055555556,7.833301358752781,9999.57,0.9480019807815552,0.107075416,0.00025,-5.561698913574219,0.2,0.025687549431394372,1416
45,474,364032,8020,724.56,5.952215671539307,0.4665798611111111,21.804508712556625,9908.92,0.9207183718681335,0.059571594,0.00025,-5.433527794149187,0.2,0.019954750094459288,1419
45,475,364800,8025,732.98,16.303651809692383,0.3836805555555556,30.990525285402935,9804.89,0.9478367567062378,0.05110834,0.00025,-5.442498260074192,0.2,0.0034924871870316565,1422
45,476,365568,8029,723.55,11.451469421386719,0.3732638888888889,22.07443254523807,9725.78,0.9606097340583801,0.047164816,0.00025,-5.4514665669865074,0.2,0.025855013829035062,1425
